entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
26997127,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2M0L2E2LzY3LzFmYmMtNDVmMy1hYzIwLTQ1NmQxYTVjMjliYQ.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2UxL2Y3L2JmL2ViNTEtNGRhNy1iM2U1LThjMjhmMzYyMTA0Mw.xml,true,"Valby, 2500","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i V-FAB A/S,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-24,2018-04-24,2003-12-23,2018-04-24,31438748.0,26997127.0,31438748.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-12-31,2017-01-01,false,2018-04-24,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25527540,indberetninger-20180424,2.5118406,26997127.0,AWORivNSx8uVRSOdgyJ7,2018-05-24T09:46:50.110Z,2018-05-24T09:46:31.323Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-PH,2018-05-24T09:46:31.584Z,,,,,,,,,,,,,,,,,,,,,,
26997127,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2M0L2E2LzY3LzFmYmMtNDVmMy1hYzIwLTQ1NmQxYTVjMjliYQ.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2UxL2Y3L2JmL2ViNTEtNGRhNy1iM2U1LThjMjhmMzYyMTA0Mw.xml,true,"Valby, 2500","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i V-FAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-24,2018-04-24,2003-12-23,2018-04-24,31438748.0,26997127.0,31438748.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-12-31,2017-01-01,false,2018-04-24,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25527540,indberetninger-20180424,2.5118406,26997127.0,AWORivNSx8uVRSOdgyJ7,2018-05-24T09:46:50.110Z,2018-05-24T09:46:31.323Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-PH,2018-05-24T09:46:31.584Z,-138.0,5.0,6649.0,-143.0,-138.0,-6792.0,,,,,,,,,,,,,,,,
26997127,2016-01-01,2016-12-31,ID_15,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2M0L2E2LzY3LzFmYmMtNDVmMy1hYzIwLTQ1NmQxYTVjMjliYQ.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2UxL2Y3L2JmL2ViNTEtNGRhNy1iM2U1LThjMjhmMzYyMTA0Mw.xml,true,"Valby, 2500","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i V-FAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-24,2018-04-24,2003-12-23,2018-04-24,31438748.0,26997127.0,31438748.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-12-31,2017-01-01,false,2018-04-24,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25527540,indberetninger-20180424,2.5118406,26997127.0,AWORivNSx8uVRSOdgyJ7,2018-05-24T09:46:50.110Z,2018-05-24T09:46:31.323Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-PH,2018-05-24T09:46:31.584Z,,,-6649.0,,,,,,,,,,,,,,,,,,,
26997127,2016-12-31,2016-12-31,ID_10,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2M0L2E2LzY3LzFmYmMtNDVmMy1hYzIwLTQ1NmQxYTVjMjliYQ.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2UxL2Y3L2JmL2ViNTEtNGRhNy1iM2U1LThjMjhmMzYyMTA0Mw.xml,true,"Valby, 2500","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i V-FAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-24,2018-04-24,2003-12-23,2018-04-24,31438748.0,26997127.0,31438748.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-12-31,2017-01-01,false,2018-04-24,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25527540,indberetninger-20180424,2.5118406,26997127.0,AWORivNSx8uVRSOdgyJ7,2018-05-24T09:46:50.110Z,2018-05-24T09:46:31.323Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-PH,2018-05-24T09:46:31.584Z,,,,,,,55416.0,594.0,648704.0,55416.0,28994.0,55416.0,26422.0,6563.0,-619710.0,26422.0,19859.0,54822.0,54822.0,,,
26997127,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2M0L2E2LzY3LzFmYmMtNDVmMy1hYzIwLTQ1NmQxYTVjMjliYQ.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2UxL2Y3L2JmL2ViNTEtNGRhNy1iM2U1LThjMjhmMzYyMTA0Mw.xml,true,"Valby, 2500","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i V-FAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-24,2018-04-24,2003-12-23,2018-04-24,31438748.0,26997127.0,31438748.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-12-31,2017-01-01,false,2018-04-24,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25527540,indberetninger-20180424,2.5118406,26997127.0,AWORivNSx8uVRSOdgyJ7,2018-05-24T09:46:50.110Z,2018-05-24T09:46:31.323Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-PH,2018-05-24T09:46:31.584Z,-350.0,0.0,-350.0,-350.0,-350.0,0.0,,,,,,,,,,,,,,,,
26997127,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2M0L2E2LzY3LzFmYmMtNDVmMy1hYzIwLTQ1NmQxYTVjMjliYQ.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2UxL2Y3L2JmL2ViNTEtNGRhNy1iM2U1LThjMjhmMzYyMTA0Mw.xml,true,"Valby, 2500","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i V-FAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-24,2018-04-24,2003-12-23,2018-04-24,31438748.0,26997127.0,31438748.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-12-31,2017-01-01,false,2018-04-24,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25527540,indberetninger-20180424,2.5118406,26997127.0,AWORivNSx8uVRSOdgyJ7,2018-05-24T09:46:50.110Z,2018-05-24T09:46:31.323Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-PH,2018-05-24T09:46:31.584Z,,,,,,,,,,,,,,,,,,,,,,
26997127,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2M0L2E2LzY3LzFmYmMtNDVmMy1hYzIwLTQ1NmQxYTVjMjliYQ.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2UxL2Y3L2JmL2ViNTEtNGRhNy1iM2U1LThjMjhmMzYyMTA0Mw.xml,true,"Valby, 2500","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i V-FAB A/S,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-24,2018-04-24,2003-12-23,2018-04-24,31438748.0,26997127.0,31438748.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-12-31,2017-01-01,false,2018-04-24,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25527540,indberetninger-20180424,2.5118406,26997127.0,AWORivNSx8uVRSOdgyJ7,2018-05-24T09:46:50.110Z,2018-05-24T09:46:31.323Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-PH,2018-05-24T09:46:31.584Z,,,,,,,,,,,,,,,,,,,,,,
26997127,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2M0L2E2LzY3LzFmYmMtNDVmMy1hYzIwLTQ1NmQxYTVjMjliYQ.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2UxL2Y3L2JmL2ViNTEtNGRhNy1iM2U1LThjMjhmMzYyMTA0Mw.xml,true,"Valby, 2500","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i V-FAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-24,2018-04-24,2003-12-23,2018-04-24,31438748.0,26997127.0,31438748.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-12-31,2017-01-01,false,2018-04-24,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25527540,indberetninger-20180424,2.5118406,26997127.0,AWORivNSx8uVRSOdgyJ7,2018-05-24T09:46:50.110Z,2018-05-24T09:46:31.323Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-PH,2018-05-24T09:46:31.584Z,,,350.0,,,,,,,,,,,,,,,,,,,
26997127,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2M0L2E2LzY3LzFmYmMtNDVmMy1hYzIwLTQ1NmQxYTVjMjliYQ.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2UxL2Y3L2JmL2ViNTEtNGRhNy1iM2U1LThjMjhmMzYyMTA0Mw.xml,true,"Valby, 2500","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i V-FAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-24,2018-04-24,2003-12-23,2018-04-24,31438748.0,26997127.0,31438748.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-12-31,2017-01-01,false,2018-04-24,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25527540,indberetninger-20180424,2.5118406,26997127.0,AWORivNSx8uVRSOdgyJ7,2018-05-24T09:46:50.110Z,2018-05-24T09:46:31.323Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-PH,2018-05-24T09:46:31.584Z,,,,,,,,,,,,,,,,,,,,,,
26997127,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2M0L2E2LzY3LzFmYmMtNDVmMy1hYzIwLTQ1NmQxYTVjMjliYQ.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2UxL2Y3L2JmL2ViNTEtNGRhNy1iM2U1LThjMjhmMzYyMTA0Mw.xml,true,"Valby, 2500","Gammel KÃ¸ge Landevej 55, 4",Til den daglige ledelse i V-FAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-04-24,2018-04-24,2003-12-23,2018-04-24,31438748.0,26997127.0,31438748.0,mne15450,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,"Juel Viborg, Registreret revisionsvirksomhed",KÃ¸benhavn,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-12-31,2017-01-01,false,2018-04-24,Valby,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25527540,indberetninger-20180424,2.5118406,26997127.0,AWORivNSx8uVRSOdgyJ7,2018-05-24T09:46:50.110Z,2018-05-24T09:46:31.323Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-PH,2018-05-24T09:46:31.584Z,,,,,,,,,,,,,,,,,,,,,,
