entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
26997127,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2VmLzk4LzE0LzgzYzctNGRlMi04Y2YxLWE2YzQ3ODRmNGMzZg.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzYwLzZhLzQzLzk1ZmYtNDcwMy1hMzEyLWMyMWE1MGYxYTRhMA.xml,true,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i V-FAB A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-30,2017-05-30,2003-12-23,2017-05-30,-8570.0,31438748.0,26997127.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,Juel Viborg,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,-8570.0,-8570.0,-8570.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,2017-05-30,KÃ¸benhavn,0.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24154846,indberetninger-20180424,2.5118417999999996,26997127,,2018-03-29T06:06:59.175Z,2017-06-09T06:53:24.060Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-06-JL,2017-06-09T06:53:24.205Z,,,,,,,,,,,,,,,,
26997127,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2VmLzk4LzE0LzgzYzctNGRlMi04Y2YxLWE2YzQ3ODRmNGMzZg.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzYwLzZhLzQzLzk1ZmYtNDcwMy1hMzEyLWMyMWE1MGYxYTRhMA.xml,true,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i V-FAB A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-30,2017-05-30,2003-12-23,2017-05-30,,31438748.0,26997127.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,Juel Viborg,,KÃ¸benhavn,2015-01-01,2015-12-31,8570.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,2017-05-30,KÃ¸benhavn,,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24154846,indberetninger-20180424,2.5118417999999996,26997127,,2018-03-29T06:06:59.175Z,2017-06-09T06:53:24.060Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-06-JL,2017-06-09T06:53:24.205Z,,,,,,,,,,,,,,,,
26997127,2015-12-31,2015-12-31,ID_8,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2VmLzk4LzE0LzgzYzctNGRlMi04Y2YxLWE2YzQ3ODRmNGMzZg.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzYwLzZhLzQzLzk1ZmYtNDcwMy1hMzEyLWMyMWE1MGYxYTRhMA.xml,true,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i V-FAB A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-30,2017-05-30,2003-12-23,2017-05-30,,31438748.0,26997127.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,Juel Viborg,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,2017-05-30,KÃ¸benhavn,,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24154846,indberetninger-20180424,2.5118417999999996,26997127,,2018-03-29T06:06:59.175Z,2017-06-09T06:53:24.060Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-06-JL,2017-06-09T06:53:24.205Z,48954.0,924.0,648704.0,48954.0,22345.0,48954.0,26609.0,6750.0,-626359.0,26609.0,19859.0,48030.0,48030.0,,,
26997127,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2VmLzk4LzE0LzgzYzctNGRlMi04Y2YxLWE2YzQ3ODRmNGMzZg.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzYwLzZhLzQzLzk1ZmYtNDcwMy1hMzEyLWMyMWE1MGYxYTRhMA.xml,true,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i V-FAB A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-30,2017-05-30,2003-12-23,2017-05-30,-138.0,31438748.0,26997127.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,Juel Viborg,5.0,KÃ¸benhavn,2015-01-01,2015-12-31,6649.0,-143.0,-138.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,2017-05-30,KÃ¸benhavn,-6792.0,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24154846,indberetninger-20180424,2.5118417999999996,26997127,,2018-03-29T06:06:59.175Z,2017-06-09T06:53:24.060Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-06-JL,2017-06-09T06:53:24.205Z,,,,,,,,,,,,,,,,
26997127,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2VmLzk4LzE0LzgzYzctNGRlMi04Y2YxLWE2YzQ3ODRmNGMzZg.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzYwLzZhLzQzLzk1ZmYtNDcwMy1hMzEyLWMyMWE1MGYxYTRhMA.xml,true,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i V-FAB A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-30,2017-05-30,2003-12-23,2017-05-30,,31438748.0,26997127.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,Juel Viborg,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,2017-05-30,KÃ¸benhavn,,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24154846,indberetninger-20180424,2.5118417999999996,26997127,,2018-03-29T06:06:59.175Z,2017-06-09T06:53:24.060Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-06-JL,2017-06-09T06:53:24.205Z,,,,,,,,,,,,,,,,
26997127,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2VmLzk4LzE0LzgzYzctNGRlMi04Y2YxLWE2YzQ3ODRmNGMzZg.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzYwLzZhLzQzLzk1ZmYtNDcwMy1hMzEyLWMyMWE1MGYxYTRhMA.xml,true,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i V-FAB A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-30,2017-05-30,2003-12-23,2017-05-30,,31438748.0,26997127.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,Juel Viborg,,KÃ¸benhavn,2015-01-01,2015-12-31,-6649.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,2017-05-30,KÃ¸benhavn,,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24154846,indberetninger-20180424,2.5118417999999996,26997127,,2018-03-29T06:06:59.175Z,2017-06-09T06:53:24.060Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-06-JL,2017-06-09T06:53:24.205Z,,,,,,,,,,,,,,,,
26997127,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2VmLzk4LzE0LzgzYzctNGRlMi04Y2YxLWE2YzQ3ODRmNGMzZg.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzYwLzZhLzQzLzk1ZmYtNDcwMy1hMzEyLWMyMWE1MGYxYTRhMA.xml,true,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i V-FAB A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-30,2017-05-30,2003-12-23,2017-05-30,,31438748.0,26997127.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,Juel Viborg,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,2017-05-30,KÃ¸benhavn,,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24154846,indberetninger-20180424,2.5118417999999996,26997127,,2018-03-29T06:06:59.175Z,2017-06-09T06:53:24.060Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-06-JL,2017-06-09T06:53:24.205Z,,,,,,,,,,,,,,,,
26997127,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2VmLzk4LzE0LzgzYzctNGRlMi04Y2YxLWE2YzQ3ODRmNGMzZg.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzYwLzZhLzQzLzk1ZmYtNDcwMy1hMzEyLWMyMWE1MGYxYTRhMA.xml,true,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i V-FAB A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-30,2017-05-30,2003-12-23,2017-05-30,,31438748.0,26997127.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,Juel Viborg,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,2017-05-30,KÃ¸benhavn,,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24154846,indberetninger-20180424,2.5118417999999996,26997127,,2018-03-29T06:06:59.175Z,2017-06-09T06:53:24.060Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-06-JL,2017-06-09T06:53:24.205Z,,,,,,,,,,,,,,Morten Voss,,
26997127,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2VmLzk4LzE0LzgzYzctNGRlMi04Y2YxLWE2YzQ3ODRmNGMzZg.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzYwLzZhLzQzLzk1ZmYtNDcwMy1hMzEyLWMyMWE1MGYxYTRhMA.xml,true,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i V-FAB A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-30,2017-05-30,2003-12-23,2017-05-30,,31438748.0,26997127.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,Juel Viborg,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,2017-05-30,KÃ¸benhavn,,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24154846,indberetninger-20180424,2.5118417999999996,26997127,,2018-03-29T06:06:59.175Z,2017-06-09T06:53:24.060Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-06-JL,2017-06-09T06:53:24.205Z,,,,,,,,,,,,,,,Morten Voss,Bestyrelsesmedlem
26997127,2016-01-01,2016-12-31,ID_5,,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2VmLzk4LzE0LzgzYzctNGRlMi04Y2YxLWE2YzQ3ODRmNGMzZg.pdf,http://regnskaber.virk.dk/72179962/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzYwLzZhLzQzLzk1ZmYtNDcwMy1hMzEyLWMyMWE1MGYxYTRhMA.xml,true,"KÃ¸benhavn K, 1159","Skindergade 38, 2",Til den daglige ledelse i V-FAB A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016.",2017-05-30,2017-05-30,2003-12-23,2017-05-30,,31438748.0,26997127.0,31438748.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2016 - 31. december 2016 for V-FAB A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dorte Juel Viborg,Morten Voss,Juel Viborg,V-FAB A/S,Juel Viborg,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2016-12-31,2016-01-01,false,2017-05-30,KÃ¸benhavn,,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24154846,indberetninger-20180424,2.5118417999999996,26997127,,2018-03-29T06:06:59.175Z,2017-06-09T06:53:24.060Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-06-JL,2017-06-09T06:53:24.205Z,,,,,,,,,,,,,,,,
