entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
26194377,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2FmLzI5L2I0Lzg0MjMtNDA2NC04YTNhLWM2MmIxNTExZjM0MA.pdf,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYzLzQ3LzQ5LzgyOWUtNGFiYi1hNjExLWRiYmRhYmJhMTNkMA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Bakken 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet Bakken 4 ApS,6796.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",49397.0,2017-03-13,2001-07-31,2017-04-06,-149353.0,149353.0,Statsautoriseret revisor,389435.0,20222670.0,26194377.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Ejendomsselskabet Bakken 4 ApS.,Ãrsrapport,92509.0,3550000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Thomas Bo Lissau,Thomas Bo Lissau,Ejendomsselskabet Bakken 4 ApS,BDO Statsautoriseret revisionsaktieselskab,-134733.0,92655.0,146.0,Vejle,2015-01-01,2015-12-31,141811.0,198004.0,240082.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,2016-01-01,true,2017-03-13,Vejle,-56193.0,13225.0,urn:ofk:oid:23715757,indberetninger-20180424,2.5118406,26194377.0,,2018-03-27T12:48:31.692Z,2017-04-11T05:54:42.488Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-12-SK,2017-04-11T05:54:42.639Z,,,,,,,,,,,,,,,,,,,,,,,,
26194377,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2FmLzI5L2I0Lzg0MjMtNDA2NC04YTNhLWM2MmIxNTExZjM0MA.pdf,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYzLzQ3LzQ5LzgyOWUtNGFiYi1hNjExLWRiYmRhYmJhMTNkMA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Bakken 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet Bakken 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-13,2001-07-31,2017-04-06,,149353.0,Statsautoriseret revisor,,20222670.0,26194377.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Ejendomsselskabet Bakken 4 ApS.,Ãrsrapport,,3550000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Thomas Bo Lissau,Thomas Bo Lissau,Ejendomsselskabet Bakken 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-01-01,2015-12-31,141811.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,2016-01-01,true,2017-03-13,Vejle,,13225.0,urn:ofk:oid:23715757,indberetninger-20180424,2.5118406,26194377.0,,2018-03-27T12:48:31.692Z,2017-04-11T05:54:42.488Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-12-SK,2017-04-11T05:54:42.639Z,,,,,,,,,,,,,,,,,,,,,,,,
26194377,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2FmLzI5L2I0Lzg0MjMtNDA2NC04YTNhLWM2MmIxNTExZjM0MA.pdf,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYzLzQ3LzQ5LzgyOWUtNGFiYi1hNjExLWRiYmRhYmJhMTNkMA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Bakken 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet Bakken 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-13,2001-07-31,2017-04-06,,149353.0,Statsautoriseret revisor,,20222670.0,26194377.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Ejendomsselskabet Bakken 4 ApS.,Ãrsrapport,,3550000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Thomas Bo Lissau,Thomas Bo Lissau,Ejendomsselskabet Bakken 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,2016-01-01,true,2017-03-13,Vejle,,13225.0,urn:ofk:oid:23715757,indberetninger-20180424,2.5118406,26194377.0,,2018-03-27T12:48:31.692Z,2017-04-11T05:54:42.488Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-12-SK,2017-04-11T05:54:42.639Z,8831381.0,363650.0,125000.0,1661762.0,6269189.0,8831381.0,6403723.0,5597191.0,5597191.0,6269189.0,352135.0,6269189.0,765896.0,765896.0,1536762.0,806532.0,405000.0,2198542.0,2198542.0,49397.0,,,,
26194377,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2FmLzI5L2I0Lzg0MjMtNDA2NC04YTNhLWM2MmIxNTExZjM0MA.pdf,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYzLzQ3LzQ5LzgyOWUtNGFiYi1hNjExLWRiYmRhYmJhMTNkMA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Bakken 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet Bakken 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-13,2001-07-31,2017-04-06,,149353.0,Statsautoriseret revisor,,20222670.0,26194377.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Ejendomsselskabet Bakken 4 ApS.,Ãrsrapport,,3550000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Thomas Bo Lissau,Thomas Bo Lissau,Ejendomsselskabet Bakken 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,2016-01-01,true,2017-03-13,Vejle,,13225.0,urn:ofk:oid:23715757,indberetninger-20180424,2.5118406,26194377.0,,2018-03-27T12:48:31.692Z,2017-04-11T05:54:42.488Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-12-SK,2017-04-11T05:54:42.639Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,
26194377,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2FmLzI5L2I0Lzg0MjMtNDA2NC04YTNhLWM2MmIxNTExZjM0MA.pdf,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYzLzQ3LzQ5LzgyOWUtNGFiYi1hNjExLWRiYmRhYmJhMTNkMA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Bakken 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet Bakken 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-13,2001-07-31,2017-04-06,,149353.0,Statsautoriseret revisor,,20222670.0,26194377.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Ejendomsselskabet Bakken 4 ApS.,Ãrsrapport,,3550000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Thomas Bo Lissau,Thomas Bo Lissau,Ejendomsselskabet Bakken 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,2016-01-01,true,2017-03-13,Vejle,,13225.0,urn:ofk:oid:23715757,indberetninger-20180424,2.5118406,26194377.0,,2018-03-27T12:48:31.692Z,2017-04-11T05:54:42.488Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-12-SK,2017-04-11T05:54:42.639Z,,,,1536762.0,,,,,,,,,,,,,,,,,,,,
26194377,2016-01-01,2016-01-01,c444,,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2FmLzI5L2I0Lzg0MjMtNDA2NC04YTNhLWM2MmIxNTExZjM0MA.pdf,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYzLzQ3LzQ5LzgyOWUtNGFiYi1hNjExLWRiYmRhYmJhMTNkMA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Bakken 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet Bakken 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-13,2001-07-31,2017-04-06,,149353.0,Statsautoriseret revisor,,20222670.0,26194377.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Ejendomsselskabet Bakken 4 ApS.,Ãrsrapport,,3550000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Thomas Bo Lissau,Thomas Bo Lissau,Ejendomsselskabet Bakken 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,2016-01-01,true,2017-03-13,Vejle,,13225.0,urn:ofk:oid:23715757,indberetninger-20180424,2.5118406,26194377.0,,2018-03-27T12:48:31.692Z,2017-04-11T05:54:42.488Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-12-SK,2017-04-11T05:54:42.639Z,,,,,,,,,,,,,,,,,,,,,2564936.0,8834125.0,,
26194377,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2FmLzI5L2I0Lzg0MjMtNDA2NC04YTNhLWM2MmIxNTExZjM0MA.pdf,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYzLzQ3LzQ5LzgyOWUtNGFiYi1hNjExLWRiYmRhYmJhMTNkMA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Bakken 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet Bakken 4 ApS,6810.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",48442.0,2017-03-13,2001-07-31,2017-04-06,-149353.0,149353.0,Statsautoriseret revisor,412322.0,20222670.0,26194377.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Ejendomsselskabet Bakken 4 ApS.,Ãrsrapport,94174.0,3550000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Thomas Bo Lissau,Thomas Bo Lissau,Ejendomsselskabet Bakken 4 ApS,BDO Statsautoriseret revisionsaktieselskab,-119228.0,94174.0,0.0,Vejle,2015-01-01,2015-12-31,182663.0,237915.0,262969.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,2016-01-01,true,2017-03-13,Vejle,-55252.0,13225.0,urn:ofk:oid:23715757,indberetninger-20180424,2.5118406,26194377.0,,2018-03-27T12:48:31.692Z,2017-04-11T05:54:42.488Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-12-SK,2017-04-11T05:54:42.639Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
26194377,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2FmLzI5L2I0Lzg0MjMtNDA2NC04YTNhLWM2MmIxNTExZjM0MA.pdf,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYzLzQ3LzQ5LzgyOWUtNGFiYi1hNjExLWRiYmRhYmJhMTNkMA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Bakken 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet Bakken 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-13,2001-07-31,2017-04-06,,149353.0,Statsautoriseret revisor,,20222670.0,26194377.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Ejendomsselskabet Bakken 4 ApS.,Ãrsrapport,,3550000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Thomas Bo Lissau,Thomas Bo Lissau,Ejendomsselskabet Bakken 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-01-01,2015-12-31,182663.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,2016-01-01,true,2017-03-13,Vejle,,13225.0,urn:ofk:oid:23715757,indberetninger-20180424,2.5118406,26194377.0,,2018-03-27T12:48:31.692Z,2017-04-11T05:54:42.488Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-12-SK,2017-04-11T05:54:42.639Z,,,,,,,,,,,,,,,,,,,,,,,,
26194377,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2FmLzI5L2I0Lzg0MjMtNDA2NC04YTNhLWM2MmIxNTExZjM0MA.pdf,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYzLzQ3LzQ5LzgyOWUtNGFiYi1hNjExLWRiYmRhYmJhMTNkMA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Bakken 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet Bakken 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-13,2001-07-31,2017-04-06,,149353.0,Statsautoriseret revisor,,20222670.0,26194377.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Ejendomsselskabet Bakken 4 ApS.,Ãrsrapport,,3550000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Thomas Bo Lissau,Thomas Bo Lissau,Ejendomsselskabet Bakken 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-01-01,2015-12-31,182663.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,2016-01-01,true,2017-03-13,Vejle,,13225.0,urn:ofk:oid:23715757,indberetninger-20180424,2.5118406,26194377.0,,2018-03-27T12:48:31.692Z,2017-04-11T05:54:42.488Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-12-SK,2017-04-11T05:54:42.639Z,,,,,,,,,,,,,,,,,,,,,,,,
26194377,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2IzL2FmLzI5L2I0Lzg0MjMtNDA2NC04YTNhLWM2MmIxNTExZjM0MA.pdf,http://regnskaber.virk.dk/77349162/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzYzLzQ3LzQ5LzgyOWUtNGFiYi1hNjExLWRiYmRhYmJhMTNkMA.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7120 Vejle Ãst,Bakken 4,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Ejendomsselskabet Bakken 4 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-13,2001-07-31,2017-04-06,,149353.0,Statsautoriseret revisor,,20222670.0,26194377.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Ejendomsselskabet Bakken 4 ApS.,Ãrsrapport,,3550000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Skov,Thomas Bo Lissau,Thomas Bo Lissau,Ejendomsselskabet Bakken 4 ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,2016-01-01,true,2017-03-13,Vejle,,13225.0,urn:ofk:oid:23715757,indberetninger-20180424,2.5118406,26194377.0,,2018-03-27T12:48:31.692Z,2017-04-11T05:54:42.488Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-12-SK,2017-04-11T05:54:42.639Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
