entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33258119,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU0LzlmL2ZkL2IyNTEtNDEyZC1iMjE1LTkxNjEwODQ3NGUzOA.pdf,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzJjLzBkL2NjLzM5NjMtNDZhMy1iYmEwLWE2NWYzNWZiNWE0Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i DXT HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-20,2010-10-29,2016-04-20,33258119.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for DXT HOLDING ApS.,Ãrsrapport,Keld SÃ¸rensen,Andelskassen NordÃ¸stjylland,DXT HOLDING ApS,Attiri Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 20-04-2016",2014-01-01,2014-12-31,-49900.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-20,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22294760,indberetninger-20180424,2.5124211,33258119,,2018-03-28T23:39:42.492Z,2016-04-29T13:31:43.108Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-97-WQ,2016-04-29T13:31:43.505Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33258119,2014-01-01,2014-12-31,ID_12,,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU0LzlmL2ZkL2IyNTEtNDEyZC1iMjE1LTkxNjEwODQ3NGUzOA.pdf,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzJjLzBkL2NjLzM5NjMtNDZhMy1iYmEwLWE2NWYzNWZiNWE0Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i DXT HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-20,2010-10-29,2016-04-20,33258119.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for DXT HOLDING ApS.,Ãrsrapport,Keld SÃ¸rensen,Andelskassen NordÃ¸stjylland,DXT HOLDING ApS,Attiri Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 20-04-2016",2014-01-01,2014-12-31,-97502.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-20,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22294760,indberetninger-20180424,2.5124211,33258119,,2018-03-28T23:39:42.492Z,2016-04-29T13:31:43.108Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-97-WQ,2016-04-29T13:31:43.505Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33258119,2014-01-01,2014-12-31,ID_14,,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU0LzlmL2ZkL2IyNTEtNDEyZC1iMjE1LTkxNjEwODQ3NGUzOA.pdf,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzJjLzBkL2NjLzM5NjMtNDZhMy1iYmEwLWE2NWYzNWZiNWE0Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i DXT HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-20,2010-10-29,2016-04-20,33258119.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for DXT HOLDING ApS.,Ãrsrapport,Keld SÃ¸rensen,Andelskassen NordÃ¸stjylland,DXT HOLDING ApS,Attiri Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 20-04-2016",2014-01-01,2014-12-31,-147402.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-20,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22294760,indberetninger-20180424,2.5124211,33258119,,2018-03-28T23:39:42.492Z,2016-04-29T13:31:43.108Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-97-WQ,2016-04-29T13:31:43.505Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33258119,2014-01-01,2014-12-31,ID_8,,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU0LzlmL2ZkL2IyNTEtNDEyZC1iMjE1LTkxNjEwODQ3NGUzOA.pdf,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzJjLzBkL2NjLzM5NjMtNDZhMy1iYmEwLWE2NWYzNWZiNWE0Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i DXT HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-20,2010-10-29,2016-04-20,33258119.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for DXT HOLDING ApS.,Ãrsrapport,Keld SÃ¸rensen,Andelskassen NordÃ¸stjylland,DXT HOLDING ApS,Attiri Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 20-04-2016",2014-01-01,2014-12-31,147402.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-20,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22294760,indberetninger-20180424,2.5124211,33258119,,2018-03-28T23:39:42.492Z,2016-04-29T13:31:43.108Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-97-WQ,2016-04-29T13:31:43.505Z,-3185.0,94739.0,577.0,73669.0,164646.0,17244.0,,,,,,,,,,,,,,,,,,,,,,,,
33258119,2014-12-31,2014-12-31,ID_16,,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU0LzlmL2ZkL2IyNTEtNDEyZC1iMjE1LTkxNjEwODQ3NGUzOA.pdf,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzJjLzBkL2NjLzM5NjMtNDZhMy1iYmEwLWE2NWYzNWZiNWE0Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i DXT HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-20,2010-10-29,2016-04-20,33258119.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for DXT HOLDING ApS.,Ãrsrapport,Keld SÃ¸rensen,Andelskassen NordÃ¸stjylland,DXT HOLDING ApS,Attiri Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 20-04-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-20,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22294760,indberetninger-20180424,2.5124211,33258119,,2018-03-28T23:39:42.492Z,2016-04-29T13:31:43.108Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-97-WQ,2016-04-29T13:31:43.505Z,,,,,,,1307280.0,368280.0,80000.0,735850.0,1164037.0,1307280.0,143243.0,571430.0,18000.0,553430.0,571430.0,336381.0,0.0,11623.0,49900.0,1034137.0,336381.0,143243.0,139215.0,4028.0,31189.0,0.0,19566.0,
33258119,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU0LzlmL2ZkL2IyNTEtNDEyZC1iMjE1LTkxNjEwODQ3NGUzOA.pdf,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzJjLzBkL2NjLzM5NjMtNDZhMy1iYmEwLWE2NWYzNWZiNWE0Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i DXT HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-20,2010-10-29,2016-04-20,33258119.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for DXT HOLDING ApS.,Ãrsrapport,Keld SÃ¸rensen,Andelskassen NordÃ¸stjylland,DXT HOLDING ApS,Attiri Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 20-04-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-20,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22294760,indberetninger-20180424,2.5124211,33258119,,2018-03-28T23:39:42.492Z,2016-04-29T13:31:43.108Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-97-WQ,2016-04-29T13:31:43.505Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33258119,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU0LzlmL2ZkL2IyNTEtNDEyZC1iMjE1LTkxNjEwODQ3NGUzOA.pdf,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzJjLzBkL2NjLzM5NjMtNDZhMy1iYmEwLWE2NWYzNWZiNWE0Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i DXT HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-20,2010-10-29,2016-04-20,33258119.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for DXT HOLDING ApS.,Ãrsrapport,Keld SÃ¸rensen,Andelskassen NordÃ¸stjylland,DXT HOLDING ApS,Attiri Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 20-04-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-20,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22294760,indberetninger-20180424,2.5124211,33258119,,2018-03-28T23:39:42.492Z,2016-04-29T13:31:43.108Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-97-WQ,2016-04-29T13:31:43.505Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33258119,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU0LzlmL2ZkL2IyNTEtNDEyZC1iMjE1LTkxNjEwODQ3NGUzOA.pdf,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzJjLzBkL2NjLzM5NjMtNDZhMy1iYmEwLWE2NWYzNWZiNWE0Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i DXT HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-20,2010-10-29,2016-04-20,33258119.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for DXT HOLDING ApS.,Ãrsrapport,Keld SÃ¸rensen,Andelskassen NordÃ¸stjylland,DXT HOLDING ApS,Attiri Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 20-04-2016",2014-01-01,2014-12-31,-191699.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-20,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22294760,indberetninger-20180424,2.5124211,33258119,,2018-03-28T23:39:42.492Z,2016-04-29T13:31:43.108Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-97-WQ,2016-04-29T13:31:43.505Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33258119,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU0LzlmL2ZkL2IyNTEtNDEyZC1iMjE1LTkxNjEwODQ3NGUzOA.pdf,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzJjLzBkL2NjLzM5NjMtNDZhMy1iYmEwLWE2NWYzNWZiNWE0Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i DXT HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-20,2010-10-29,2016-04-20,33258119.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for DXT HOLDING ApS.,Ãrsrapport,Keld SÃ¸rensen,Andelskassen NordÃ¸stjylland,DXT HOLDING ApS,Attiri Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 20-04-2016",2014-01-01,2014-12-31,-242299.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-20,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22294760,indberetninger-20180424,2.5124211,33258119,,2018-03-28T23:39:42.492Z,2016-04-29T13:31:43.108Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-97-WQ,2016-04-29T13:31:43.505Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33258119,2015-01-01,2015-12-31,ID_17,,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU0LzlmL2ZkL2IyNTEtNDEyZC1iMjE1LTkxNjEwODQ3NGUzOA.pdf,http://regnskaber.virk.dk/91185233/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzJjLzBkL2NjLzM5NjMtNDZhMy1iYmEwLWE2NWYzNWZiNWE0Yg.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i DXT HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-04-20,2010-10-29,2016-04-20,33258119.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for DXT HOLDING ApS.,Ãrsrapport,Keld SÃ¸rensen,Andelskassen NordÃ¸stjylland,DXT HOLDING ApS,Attiri Statsautoriseret Revisionsaktieselskab,"SkÃ¸rping, den 20-04-2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-04-20,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22294760,indberetninger-20180424,2.5124211,33258119,,2018-03-28T23:39:42.492Z,2016-04-29T13:31:43.108Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-97-WQ,2016-04-29T13:31:43.505Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
