entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
34894094,2014-01-01,2014-12-31,ID_0,,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzRmLzc5L2ExLzViN2EtNDc3Mi04YzQzLThmZTVhNjVjMDBhYQ.pdf,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2YzL2U3L2E1LzNlYWQtNDZhMS1iMjExLTNkMDk4YTA1MGJlMg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i  Christian Siversleth Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-18,2012-12-21,2015-06-19,0.0,34894094.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for  Christian Siversleth Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Siversleth,Christian Siversleth Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",0.0,"HÃ¸rsholm, 223",2014-12-31,2014-01-01,2014-06-18,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5566750,indberetninger-20180424,2.5124211,34894094.0,,2018-03-30T23:28:15.551Z,2015-06-22T08:23:43.200Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-02-TF,2015-06-22T08:23:43.269Z,
34894094,2014-01-01,2014-12-31,ID_1,,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzRmLzc5L2ExLzViN2EtNDc3Mi04YzQzLThmZTVhNjVjMDBhYQ.pdf,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2YzL2U3L2E1LzNlYWQtNDZhMS1iMjExLTNkMDk4YTA1MGJlMg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i  Christian Siversleth Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-18,2012-12-21,2015-06-19,0.0,34894094.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for  Christian Siversleth Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Siversleth,Christian Siversleth Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",0.0,"HÃ¸rsholm, 223",2014-12-31,2014-01-01,2014-06-18,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5566750,indberetninger-20180424,2.5124211,34894094.0,,2018-03-30T23:28:15.551Z,2015-06-22T08:23:43.200Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-02-TF,2015-06-22T08:23:43.269Z,
34894094,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzRmLzc5L2ExLzViN2EtNDc3Mi04YzQzLThmZTVhNjVjMDBhYQ.pdf,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2YzL2U3L2E1LzNlYWQtNDZhMS1iMjExLTNkMDk4YTA1MGJlMg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i  Christian Siversleth Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-18,2012-12-21,2015-06-19,0.0,34894094.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for  Christian Siversleth Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Siversleth,Christian Siversleth Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",0.0,"HÃ¸rsholm, 223",2014-12-31,2014-01-01,2014-06-18,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5566750,indberetninger-20180424,2.5124211,34894094.0,,2018-03-30T23:28:15.551Z,2015-06-22T08:23:43.200Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-02-TF,2015-06-22T08:23:43.269Z,
34894094,2014-01-01,2014-12-31,ID_2,,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzRmLzc5L2ExLzViN2EtNDc3Mi04YzQzLThmZTVhNjVjMDBhYQ.pdf,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2YzL2U3L2E1LzNlYWQtNDZhMS1iMjExLTNkMDk4YTA1MGJlMg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i  Christian Siversleth Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-18,2012-12-21,2015-06-19,0.0,34894094.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for  Christian Siversleth Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Siversleth,Christian Siversleth Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",0.0,"HÃ¸rsholm, 223",2014-12-31,2014-01-01,2014-06-18,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5566750,indberetninger-20180424,2.5124211,34894094.0,,2018-03-30T23:28:15.551Z,2015-06-22T08:23:43.200Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-02-TF,2015-06-22T08:23:43.269Z,Christian Siversleth
34894094,2014-01-01,2014-12-31,ID_3,,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzRmLzc5L2ExLzViN2EtNDc3Mi04YzQzLThmZTVhNjVjMDBhYQ.pdf,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2YzL2U3L2E1LzNlYWQtNDZhMS1iMjExLTNkMDk4YTA1MGJlMg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i  Christian Siversleth Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-18,2012-12-21,2015-06-19,0.0,34894094.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for  Christian Siversleth Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Siversleth,Christian Siversleth Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",0.0,"HÃ¸rsholm, 223",2014-12-31,2014-01-01,2014-06-18,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5566750,indberetninger-20180424,2.5124211,34894094.0,,2018-03-30T23:28:15.551Z,2015-06-22T08:23:43.200Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-02-TF,2015-06-22T08:23:43.269Z,
34894094,2014-01-01,2014-12-31,ID_4,,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzRmLzc5L2ExLzViN2EtNDc3Mi04YzQzLThmZTVhNjVjMDBhYQ.pdf,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2YzL2U3L2E1LzNlYWQtNDZhMS1iMjExLTNkMDk4YTA1MGJlMg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i  Christian Siversleth Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-18,2012-12-21,2015-06-19,0.0,34894094.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for  Christian Siversleth Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Siversleth,Christian Siversleth Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",0.0,"HÃ¸rsholm, 223",2014-12-31,2014-01-01,2014-06-18,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5566750,indberetninger-20180424,2.5124211,34894094.0,,2018-03-30T23:28:15.551Z,2015-06-22T08:23:43.200Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-02-TF,2015-06-22T08:23:43.269Z,
34894094,2014-01-01,2014-12-31,ID_5,,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzRmLzc5L2ExLzViN2EtNDc3Mi04YzQzLThmZTVhNjVjMDBhYQ.pdf,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2YzL2U3L2E1LzNlYWQtNDZhMS1iMjExLTNkMDk4YTA1MGJlMg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i  Christian Siversleth Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-18,2012-12-21,2015-06-19,0.0,34894094.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for  Christian Siversleth Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Siversleth,Christian Siversleth Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",0.0,"HÃ¸rsholm, 223",2014-12-31,2014-01-01,2014-06-18,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5566750,indberetninger-20180424,2.5124211,34894094.0,,2018-03-30T23:28:15.551Z,2015-06-22T08:23:43.200Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-02-TF,2015-06-22T08:23:43.269Z,
34894094,2014-01-01,2014-12-31,ID_6,,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzRmLzc5L2ExLzViN2EtNDc3Mi04YzQzLThmZTVhNjVjMDBhYQ.pdf,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2YzL2U3L2E1LzNlYWQtNDZhMS1iMjExLTNkMDk4YTA1MGJlMg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i  Christian Siversleth Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-18,2012-12-21,2015-06-19,0.0,34894094.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for  Christian Siversleth Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Siversleth,Christian Siversleth Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",0.0,"HÃ¸rsholm, 223",2014-12-31,2014-01-01,2014-06-18,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5566750,indberetninger-20180424,2.5124211,34894094.0,,2018-03-30T23:28:15.551Z,2015-06-22T08:23:43.200Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-02-TF,2015-06-22T08:23:43.269Z,
34894094,2014-01-01,2014-12-31,ID_7,,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzRmLzc5L2ExLzViN2EtNDc3Mi04YzQzLThmZTVhNjVjMDBhYQ.pdf,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2YzL2U3L2E1LzNlYWQtNDZhMS1iMjExLTNkMDk4YTA1MGJlMg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i  Christian Siversleth Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-18,2012-12-21,2015-06-19,0.0,34894094.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for  Christian Siversleth Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Siversleth,Christian Siversleth Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",0.0,"HÃ¸rsholm, 223",2014-12-31,2014-01-01,2014-06-18,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5566750,indberetninger-20180424,2.5124211,34894094.0,,2018-03-30T23:28:15.551Z,2015-06-22T08:23:43.200Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-02-TF,2015-06-22T08:23:43.269Z,
34894094,2014-01-01,2014-12-31,ID_8,,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzRmLzc5L2ExLzViN2EtNDc3Mi04YzQzLThmZTVhNjVjMDBhYQ.pdf,http://regnskaber.virk.dk/49049843/ZG9rdW1lbnRsYWdlcjovLzAzLzc2L2YzL2U3L2E1LzNlYWQtNDZhMS1iMjExLTNkMDk4YTA1MGJlMg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i  Christian Siversleth Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.",2015-06-18,2012-12-21,2015-06-19,0.0,34894094.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2014 - 31. december 2014 for  Christian Siversleth Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Siversleth,Christian Siversleth Holding ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",0.0,"HÃ¸rsholm, 223",2014-12-31,2014-01-01,2014-06-18,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5566750,indberetninger-20180424,2.5124211,34894094.0,,2018-03-30T23:28:15.551Z,2015-06-22T08:23:43.200Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-02-TF,2015-06-22T08:23:43.269Z,
