entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialInstitutionPostcodeAndTown,AddressOfFinancialInstitutionStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,ContributedCapital,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfFinancialInstitution,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NoncurrentAssets,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermTradePayables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret
entity identifier,2012-02-21,2013-04-30,ID_0,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8vcGRmcy8zNDM1MDkwNjtBcFM1MDc4MTY7MjAxMjAyMjE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDEzMDkyN18xMDA0MDlfMzAy.xml,"2300, KÃ¸benhavn S","Amager afdeling, Amagerbrogade 69","2300, KÃ¸benhavn S",Strandlodsvej 20,"2770, Kastrup",TÃ¸mmerupvej 75,500000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",-80000.0,2012-02-21,2013-09-24,Registreret revisor,-36190.0,13254192.0,12626509.0,34350906.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 21. februar 2012 - 30. april 2013 for Lykkeberg Investment Group ApS.,Ãrsrapport,-500000.0,-463810.0,-376410.0,500000.0,500000.0,-376410.0,Susanne Fagerli-Nielsen,Thomas Lykkeberg,Thomas  Lykkeberg,Revisionsfirmaet Gutfelt & Partnere A/S,Sydbank A/S,Lykkeberg Investment Group ApS,Revisionsfirmaet Gutfelt & Partnere A/S,500000.0,"KÃ¸benhavn, 101",2013-04-30,2012-02-21,43810.0,-87400.0,-80000.0,-1400.0,-6000.0,2013-09-24,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,urn:ofk:oid:14543280,indberetninger-20180424,2.5124211,34350906.0,,2018-04-01T18:59:56.516Z,2013-09-27T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-02-21,13-216.822,2013-09-27T22:00:00.000Z
entity identifier,2012-02-21,2013-04-30,ID_1,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8vcGRmcy8zNDM1MDkwNjtBcFM1MDc4MTY7MjAxMjAyMjE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDEzMDkyN18xMDA0MDlfMzAy.xml,"2300, KÃ¸benhavn S","Amager afdeling, Amagerbrogade 69","2300, KÃ¸benhavn S",Strandlodsvej 20,"2770, Kastrup",TÃ¸mmerupvej 75,500000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",-80000.0,2012-02-21,2013-09-24,Registreret revisor,-36190.0,13254192.0,12626509.0,34350906.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 21. februar 2012 - 30. april 2013 for Lykkeberg Investment Group ApS.,Ãrsrapport,-500000.0,-463810.0,-376410.0,500000.0,500000.0,-376410.0,Susanne Fagerli-Nielsen,Thomas Lykkeberg,Thomas  Lykkeberg,Revisionsfirmaet Gutfelt & Partnere A/S,Sydbank A/S,Lykkeberg Investment Group ApS,Revisionsfirmaet Gutfelt & Partnere A/S,500000.0,"KÃ¸benhavn, 101",2013-04-30,2012-02-21,43810.0,-87400.0,-80000.0,-1400.0,-6000.0,2013-09-24,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,urn:ofk:oid:14543280,indberetninger-20180424,2.5124211,34350906.0,,2018-04-01T18:59:56.516Z,2013-09-27T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-02-21,13-216.822,2013-09-27T22:00:00.000Z
entity identifier,2012-02-21,2013-04-30,ID_10,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8vcGRmcy8zNDM1MDkwNjtBcFM1MDc4MTY7MjAxMjAyMjE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDEzMDkyN18xMDA0MDlfMzAy.xml,"2300, KÃ¸benhavn S","Amager afdeling, Amagerbrogade 69","2300, KÃ¸benhavn S",Strandlodsvej 20,"2770, Kastrup",TÃ¸mmerupvej 75,500000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",-80000.0,2012-02-21,2013-09-24,Registreret revisor,-36190.0,13254192.0,12626509.0,34350906.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 21. februar 2012 - 30. april 2013 for Lykkeberg Investment Group ApS.,Ãrsrapport,-500000.0,-463810.0,-376410.0,500000.0,500000.0,-376410.0,Susanne Fagerli-Nielsen,Thomas Lykkeberg,Thomas  Lykkeberg,Revisionsfirmaet Gutfelt & Partnere A/S,Sydbank A/S,Lykkeberg Investment Group ApS,Revisionsfirmaet Gutfelt & Partnere A/S,500000.0,"KÃ¸benhavn, 101",2013-04-30,2012-02-21,43810.0,-87400.0,-80000.0,-1400.0,-6000.0,2013-09-24,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,urn:ofk:oid:14543280,indberetninger-20180424,2.5124211,34350906.0,,2018-04-01T18:59:56.516Z,2013-09-27T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-02-21,13-216.822,2013-09-27T22:00:00.000Z
entity identifier,2012-02-21,2013-04-30,ID_11,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8vcGRmcy8zNDM1MDkwNjtBcFM1MDc4MTY7MjAxMjAyMjE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDEzMDkyN18xMDA0MDlfMzAy.xml,"2300, KÃ¸benhavn S","Amager afdeling, Amagerbrogade 69","2300, KÃ¸benhavn S",Strandlodsvej 20,"2770, Kastrup",TÃ¸mmerupvej 75,500000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",-80000.0,2012-02-21,2013-09-24,Registreret revisor,-36190.0,13254192.0,12626509.0,34350906.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 21. februar 2012 - 30. april 2013 for Lykkeberg Investment Group ApS.,Ãrsrapport,-500000.0,-463810.0,-376410.0,500000.0,500000.0,-376410.0,Susanne Fagerli-Nielsen,Thomas Lykkeberg,Thomas  Lykkeberg,Revisionsfirmaet Gutfelt & Partnere A/S,Sydbank A/S,Lykkeberg Investment Group ApS,Revisionsfirmaet Gutfelt & Partnere A/S,500000.0,"KÃ¸benhavn, 101",2013-04-30,2012-02-21,43810.0,-87400.0,-80000.0,-1400.0,-6000.0,2013-09-24,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,urn:ofk:oid:14543280,indberetninger-20180424,2.5124211,34350906.0,,2018-04-01T18:59:56.516Z,2013-09-27T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-02-21,13-216.822,2013-09-27T22:00:00.000Z
entity identifier,2012-02-21,2013-04-30,ID_12,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8vcGRmcy8zNDM1MDkwNjtBcFM1MDc4MTY7MjAxMjAyMjE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDEzMDkyN18xMDA0MDlfMzAy.xml,"2300, KÃ¸benhavn S","Amager afdeling, Amagerbrogade 69","2300, KÃ¸benhavn S",Strandlodsvej 20,"2770, Kastrup",TÃ¸mmerupvej 75,500000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",-80000.0,2012-02-21,2013-09-24,Registreret revisor,-36190.0,13254192.0,12626509.0,34350906.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 21. februar 2012 - 30. april 2013 for Lykkeberg Investment Group ApS.,Ãrsrapport,-500000.0,-463810.0,-376410.0,500000.0,500000.0,-376410.0,Susanne Fagerli-Nielsen,Thomas Lykkeberg,Thomas  Lykkeberg,Revisionsfirmaet Gutfelt & Partnere A/S,Sydbank A/S,Lykkeberg Investment Group ApS,Revisionsfirmaet Gutfelt & Partnere A/S,500000.0,"KÃ¸benhavn, 101",2013-04-30,2012-02-21,43810.0,-87400.0,-80000.0,-1400.0,-6000.0,2013-09-24,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,urn:ofk:oid:14543280,indberetninger-20180424,2.5124211,34350906.0,,2018-04-01T18:59:56.516Z,2013-09-27T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-02-21,13-216.822,2013-09-27T22:00:00.000Z
entity identifier,2012-02-21,2013-04-30,ID_2,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8vcGRmcy8zNDM1MDkwNjtBcFM1MDc4MTY7MjAxMjAyMjE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDEzMDkyN18xMDA0MDlfMzAy.xml,"2300, KÃ¸benhavn S","Amager afdeling, Amagerbrogade 69","2300, KÃ¸benhavn S",Strandlodsvej 20,"2770, Kastrup",TÃ¸mmerupvej 75,500000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",-80000.0,2012-02-21,2013-09-24,Registreret revisor,-36190.0,13254192.0,12626509.0,34350906.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 21. februar 2012 - 30. april 2013 for Lykkeberg Investment Group ApS.,Ãrsrapport,-500000.0,-463810.0,-376410.0,500000.0,500000.0,-376410.0,Susanne Fagerli-Nielsen,Thomas Lykkeberg,Thomas  Lykkeberg,Revisionsfirmaet Gutfelt & Partnere A/S,Sydbank A/S,Lykkeberg Investment Group ApS,Revisionsfirmaet Gutfelt & Partnere A/S,500000.0,"KÃ¸benhavn, 101",2013-04-30,2012-02-21,43810.0,-87400.0,-80000.0,-1400.0,-6000.0,2013-09-24,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,urn:ofk:oid:14543280,indberetninger-20180424,2.5124211,34350906.0,,2018-04-01T18:59:56.516Z,2013-09-27T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-02-21,13-216.822,2013-09-27T22:00:00.000Z
entity identifier,2012-02-21,2013-04-30,ID_3,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8vcGRmcy8zNDM1MDkwNjtBcFM1MDc4MTY7MjAxMjAyMjE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDEzMDkyN18xMDA0MDlfMzAy.xml,"2300, KÃ¸benhavn S","Amager afdeling, Amagerbrogade 69","2300, KÃ¸benhavn S",Strandlodsvej 20,"2770, Kastrup",TÃ¸mmerupvej 75,500000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",-80000.0,2012-02-21,2013-09-24,Registreret revisor,-36190.0,13254192.0,12626509.0,34350906.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 21. februar 2012 - 30. april 2013 for Lykkeberg Investment Group ApS.,Ãrsrapport,-500000.0,-463810.0,-376410.0,500000.0,500000.0,-376410.0,Susanne Fagerli-Nielsen,Thomas Lykkeberg,Thomas  Lykkeberg,Revisionsfirmaet Gutfelt & Partnere A/S,Sydbank A/S,Lykkeberg Investment Group ApS,Revisionsfirmaet Gutfelt & Partnere A/S,500000.0,"KÃ¸benhavn, 101",2013-04-30,2012-02-21,43810.0,-87400.0,-80000.0,-1400.0,-6000.0,2013-09-24,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,urn:ofk:oid:14543280,indberetninger-20180424,2.5124211,34350906.0,,2018-04-01T18:59:56.516Z,2013-09-27T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-02-21,13-216.822,2013-09-27T22:00:00.000Z
entity identifier,2012-02-21,2013-04-30,ID_4,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8vcGRmcy8zNDM1MDkwNjtBcFM1MDc4MTY7MjAxMjAyMjE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDEzMDkyN18xMDA0MDlfMzAy.xml,"2300, KÃ¸benhavn S","Amager afdeling, Amagerbrogade 69","2300, KÃ¸benhavn S",Strandlodsvej 20,"2770, Kastrup",TÃ¸mmerupvej 75,500000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",-80000.0,2012-02-21,2013-09-24,Registreret revisor,-36190.0,13254192.0,12626509.0,34350906.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 21. februar 2012 - 30. april 2013 for Lykkeberg Investment Group ApS.,Ãrsrapport,-500000.0,-463810.0,-376410.0,500000.0,500000.0,-376410.0,Susanne Fagerli-Nielsen,Thomas Lykkeberg,Thomas  Lykkeberg,Revisionsfirmaet Gutfelt & Partnere A/S,Sydbank A/S,Lykkeberg Investment Group ApS,Revisionsfirmaet Gutfelt & Partnere A/S,500000.0,"KÃ¸benhavn, 101",2013-04-30,2012-02-21,43810.0,-87400.0,-80000.0,-1400.0,-6000.0,2013-09-24,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,urn:ofk:oid:14543280,indberetninger-20180424,2.5124211,34350906.0,,2018-04-01T18:59:56.516Z,2013-09-27T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-02-21,13-216.822,2013-09-27T22:00:00.000Z
entity identifier,2012-02-21,2013-04-30,ID_5,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8vcGRmcy8zNDM1MDkwNjtBcFM1MDc4MTY7MjAxMjAyMjE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDEzMDkyN18xMDA0MDlfMzAy.xml,"2300, KÃ¸benhavn S","Amager afdeling, Amagerbrogade 69","2300, KÃ¸benhavn S",Strandlodsvej 20,"2770, Kastrup",TÃ¸mmerupvej 75,500000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",-80000.0,2012-02-21,2013-09-24,Registreret revisor,-36190.0,13254192.0,12626509.0,34350906.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 21. februar 2012 - 30. april 2013 for Lykkeberg Investment Group ApS.,Ãrsrapport,-500000.0,-463810.0,-376410.0,500000.0,500000.0,-376410.0,Susanne Fagerli-Nielsen,Thomas Lykkeberg,Thomas  Lykkeberg,Revisionsfirmaet Gutfelt & Partnere A/S,Sydbank A/S,Lykkeberg Investment Group ApS,Revisionsfirmaet Gutfelt & Partnere A/S,500000.0,"KÃ¸benhavn, 101",2013-04-30,2012-02-21,43810.0,-87400.0,-80000.0,-1400.0,-6000.0,2013-09-24,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,urn:ofk:oid:14543280,indberetninger-20180424,2.5124211,34350906.0,,2018-04-01T18:59:56.516Z,2013-09-27T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-02-21,13-216.822,2013-09-27T22:00:00.000Z
entity identifier,2012-02-21,2013-04-30,ID_6,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8vcGRmcy8zNDM1MDkwNjtBcFM1MDc4MTY7MjAxMjAyMjE7MjAxMzA0MzA7UjtS.pdf,http://regnskaber.virk.dk/60905343/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDEzMDkyN18xMDA0MDlfMzAy.xml,"2300, KÃ¸benhavn S","Amager afdeling, Amagerbrogade 69","2300, KÃ¸benhavn S",Strandlodsvej 20,"2770, Kastrup",TÃ¸mmerupvej 75,500000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",-80000.0,2012-02-21,2013-09-24,Registreret revisor,-36190.0,13254192.0,12626509.0,34350906.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 21. februar 2012 - 30. april 2013 for Lykkeberg Investment Group ApS.,Ãrsrapport,-500000.0,-463810.0,-376410.0,500000.0,500000.0,-376410.0,Susanne Fagerli-Nielsen,Thomas Lykkeberg,Thomas  Lykkeberg,Revisionsfirmaet Gutfelt & Partnere A/S,Sydbank A/S,Lykkeberg Investment Group ApS,Revisionsfirmaet Gutfelt & Partnere A/S,500000.0,"KÃ¸benhavn, 101",2013-04-30,2012-02-21,43810.0,-87400.0,-80000.0,-1400.0,-6000.0,2013-09-24,Kastrup,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",DirektÃ¸r,urn:ofk:oid:14543280,indberetninger-20180424,2.5124211,34350906.0,,2018-04-01T18:59:56.516Z,2013-09-27T22:00:00.000Z,regnskab,0.0,,2013-04-30,2012-02-21,13-216.822,2013-09-27T22:00:00.000Z
