entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
29410186,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzcwL2M0L2YzLzQ5YmUtNDQ0My04ZWY0LTU1MWY3MGY0M2U0Yg.pdf,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzJhLzk5L2M1LzJkMjgtNDVlMi1hNDU2LTg5NzQ5MTIxOGRkYw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Brummersvej 14,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i CCJ Adepto ApS,240.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",-61194.0,2019-05-24,2006-03-07,2019-05-24,Statsautoriseret revisor,20222670.0,29410186.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CCJ Adepto ApS.,Ãrsrapport,138711.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Claus Fisker,Claus Fisker,CCJ Adepto ApS,BDO Statsautoriseret revisionsaktieselskab,301740.0,34772.0,163029.0,Vejle,2017-01-01,2017-12-31,-217199.0,-278153.0,-11185.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-24,Vejle,-60954.0,urn:ofk:oid:27248715,indberetninger-20180424,2.5124211,29410186.0,AWr5NE2RRYGX6_YTIESF,2019-05-27T12:12:21.456Z,2019-05-27T12:11:54.990Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-FT,2019-05-27T12:11:55.229Z,,,,,,,,,,,,,,,,,,,,
29410186,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzcwL2M0L2YzLzQ5YmUtNDQ0My04ZWY0LTU1MWY3MGY0M2U0Yg.pdf,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzJhLzk5L2M1LzJkMjgtNDVlMi1hNDU2LTg5NzQ5MTIxOGRkYw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Brummersvej 14,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i CCJ Adepto ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-24,2006-03-07,2019-05-24,Statsautoriseret revisor,20222670.0,29410186.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CCJ Adepto ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Claus Fisker,Claus Fisker,CCJ Adepto ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2017-01-01,2017-12-31,-217199.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-24,Vejle,,urn:ofk:oid:27248715,indberetninger-20180424,2.5124211,29410186.0,AWr5NE2RRYGX6_YTIESF,2019-05-27T12:12:21.456Z,2019-05-27T12:11:54.990Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-FT,2019-05-27T12:11:55.229Z,,,,,,,,,,,,,,,,,,,,
29410186,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzcwL2M0L2YzLzQ5YmUtNDQ0My04ZWY0LTU1MWY3MGY0M2U0Yg.pdf,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzJhLzk5L2M1LzJkMjgtNDVlMi1hNDU2LTg5NzQ5MTIxOGRkYw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Brummersvej 14,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i CCJ Adepto ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-24,2006-03-07,2019-05-24,Statsautoriseret revisor,20222670.0,29410186.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CCJ Adepto ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Claus Fisker,Claus Fisker,CCJ Adepto ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-24,Vejle,,urn:ofk:oid:27248715,indberetninger-20180424,2.5124211,29410186.0,AWr5NE2RRYGX6_YTIESF,2019-05-27T12:12:21.456Z,2019-05-27T12:11:54.990Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-FT,2019-05-27T12:11:55.229Z,3018461.0,1027845.0,126000.0,-153561.0,3018461.0,3172022.0,158733.0,158733.0,158733.0,1763312.0,-279561.0,1763312.0,3172022.0,3167022.0,68571.0,68571.0,5000.0,,,
29410186,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzcwL2M0L2YzLzQ5YmUtNDQ0My04ZWY0LTU1MWY3MGY0M2U0Yg.pdf,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzJhLzk5L2M1LzJkMjgtNDVlMi1hNDU2LTg5NzQ5MTIxOGRkYw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Brummersvej 14,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i CCJ Adepto ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-24,2006-03-07,2019-05-24,Statsautoriseret revisor,20222670.0,29410186.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CCJ Adepto ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Claus Fisker,Claus Fisker,CCJ Adepto ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-24,Vejle,,urn:ofk:oid:27248715,indberetninger-20180424,2.5124211,29410186.0,AWr5NE2RRYGX6_YTIESF,2019-05-27T12:12:21.456Z,2019-05-27T12:11:54.990Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-FT,2019-05-27T12:11:55.229Z,,,,126000.0,,,,,,,,,,,,,,,,
29410186,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzcwL2M0L2YzLzQ5YmUtNDQ0My04ZWY0LTU1MWY3MGY0M2U0Yg.pdf,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzJhLzk5L2M1LzJkMjgtNDVlMi1hNDU2LTg5NzQ5MTIxOGRkYw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Brummersvej 14,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i CCJ Adepto ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-24,2006-03-07,2019-05-24,Statsautoriseret revisor,20222670.0,29410186.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CCJ Adepto ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Claus Fisker,Claus Fisker,CCJ Adepto ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-24,Vejle,,urn:ofk:oid:27248715,indberetninger-20180424,2.5124211,29410186.0,AWr5NE2RRYGX6_YTIESF,2019-05-27T12:12:21.456Z,2019-05-27T12:11:54.990Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-FT,2019-05-27T12:11:55.229Z,,,,-279561.0,,,,,,,,,,,,,,,,
29410186,2018-01-01,2018-01-01,c553,,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzcwL2M0L2YzLzQ5YmUtNDQ0My04ZWY0LTU1MWY3MGY0M2U0Yg.pdf,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzJhLzk5L2M1LzJkMjgtNDVlMi1hNDU2LTg5NzQ5MTIxOGRkYw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Brummersvej 14,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i CCJ Adepto ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-24,2006-03-07,2019-05-24,Statsautoriseret revisor,20222670.0,29410186.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CCJ Adepto ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Claus Fisker,Claus Fisker,CCJ Adepto ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-24,Vejle,,urn:ofk:oid:27248715,indberetninger-20180424,2.5124211,29410186.0,AWr5NE2RRYGX6_YTIESF,2019-05-27T12:12:21.456Z,2019-05-27T12:11:54.990Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-FT,2019-05-27T12:11:55.229Z,,,,,,,,,,,,,,,,,,158733.0,,
29410186,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzcwL2M0L2YzLzQ5YmUtNDQ0My04ZWY0LTU1MWY3MGY0M2U0Yg.pdf,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzJhLzk5L2M1LzJkMjgtNDVlMi1hNDU2LTg5NzQ5MTIxOGRkYw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Brummersvej 14,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i CCJ Adepto ApS,354.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",-15498.0,2019-05-24,2006-03-07,2019-05-24,Statsautoriseret revisor,20222670.0,29410186.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CCJ Adepto ApS.,Ãrsrapport,61352.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Claus Fisker,Claus Fisker,CCJ Adepto ApS,BDO Statsautoriseret revisionsaktieselskab,73296.0,14955.0,11944.0,Vejle,2017-01-01,2017-12-31,-55297.0,-70441.0,-12100.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-24,Vejle,-15144.0,urn:ofk:oid:27248715,indberetninger-20180424,2.5124211,29410186.0,AWr5NE2RRYGX6_YTIESF,2019-05-27T12:12:21.456Z,2019-05-27T12:11:54.990Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-FT,2019-05-27T12:11:55.229Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
29410186,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzcwL2M0L2YzLzQ5YmUtNDQ0My04ZWY0LTU1MWY3MGY0M2U0Yg.pdf,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzJhLzk5L2M1LzJkMjgtNDVlMi1hNDU2LTg5NzQ5MTIxOGRkYw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Brummersvej 14,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i CCJ Adepto ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-24,2006-03-07,2019-05-24,Statsautoriseret revisor,20222670.0,29410186.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CCJ Adepto ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Claus Fisker,Claus Fisker,CCJ Adepto ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2017-01-01,2017-12-31,-55297.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-24,Vejle,,urn:ofk:oid:27248715,indberetninger-20180424,2.5124211,29410186.0,AWr5NE2RRYGX6_YTIESF,2019-05-27T12:12:21.456Z,2019-05-27T12:11:54.990Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-FT,2019-05-27T12:11:55.229Z,,,,,,,,,,,,,,,,,,,,
29410186,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzcwL2M0L2YzLzQ5YmUtNDQ0My04ZWY0LTU1MWY3MGY0M2U0Yg.pdf,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzJhLzk5L2M1LzJkMjgtNDVlMi1hNDU2LTg5NzQ5MTIxOGRkYw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Brummersvej 14,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i CCJ Adepto ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-24,2006-03-07,2019-05-24,Statsautoriseret revisor,20222670.0,29410186.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CCJ Adepto ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Claus Fisker,Claus Fisker,CCJ Adepto ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2017-01-01,2017-12-31,-55297.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-24,Vejle,,urn:ofk:oid:27248715,indberetninger-20180424,2.5124211,29410186.0,AWr5NE2RRYGX6_YTIESF,2019-05-27T12:12:21.456Z,2019-05-27T12:11:54.990Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-FT,2019-05-27T12:11:55.229Z,,,,,,,,,,,,,,,,,,,,
29410186,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzcwL2M0L2YzLzQ5YmUtNDQ0My04ZWY0LTU1MWY3MGY0M2U0Yg.pdf,http://regnskaber.virk.dk/68101492/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzJhLzk5L2M1LzJkMjgtNDVlMi1hNDU2LTg5NzQ5MTIxOGRkYw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Brummersvej 14,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i CCJ Adepto ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-24,2006-03-07,2019-05-24,Statsautoriseret revisor,20222670.0,29410186.0,20222670.0,mne10093,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for CCJ Adepto ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Claus Fisker,Claus Fisker,CCJ Adepto ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-05-24,Vejle,,urn:ofk:oid:27248715,indberetninger-20180424,2.5124211,29410186.0,AWr5NE2RRYGX6_YTIESF,2019-05-27T12:12:21.456Z,2019-05-27T12:11:54.990Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-FT,2019-05-27T12:11:55.229Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
