entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,ProposedDividendRecognisedInEquity,RetainedEarnings
15295392,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzMxL2UyLzY5LzEyYzctNDk5My1hYTc0LTRmZTIxZWY2ZTUxNw.xhtml,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzIzLzQ5LzNkLzEwYzktNGNmNi04ZWVlLTgzYmMxMjExN2U4Mw.pdf,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzg1L2JjLzc1LzQ3MDctNDAwMS05N2ViLWFkNDIzNDYzZGQ5OQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,20.0,SÃ¸ndergade,VedbÃ¦k,2950.0,13.0,Holmebjerg,2950 VedbÃ¦k,Holmebjerg 13,Regnskabsklasse B,2018-05-02,24239.0,-24239.0,15295392.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Solveig Jagd,Danske Bank,TANDLÃGE ERIK BÃKKELUND ApS,Erik BÃ¦kkelund,45039.0,2016-01-01,2016-12-31,16224.0,20800.0,-24239.0,2017-12-31,2017-01-01,false,false,4576.0,41519092.0,false,true,Ingen bistand,urn:ofk:oid:25422238,indberetninger-20180424,2.5927877,15295392.0,AWM62e3_x8uVRSOdgUTp,2018-05-07T13:46:03.224Z,2018-05-07T13:45:48.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-67-RS,2018-05-07T13:45:49.182Z,,,,,,,,,,,
15295392,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzMxL2UyLzY5LzEyYzctNDk5My1hYTc0LTRmZTIxZWY2ZTUxNw.xhtml,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzIzLzQ5LzNkLzEwYzktNGNmNi04ZWVlLTgzYmMxMjExN2U4Mw.pdf,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzg1L2JjLzc1LzQ3MDctNDAwMS05N2ViLWFkNDIzNDYzZGQ5OQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,20.0,SÃ¸ndergade,VedbÃ¦k,2950.0,13.0,Holmebjerg,2950 VedbÃ¦k,Holmebjerg 13,Regnskabsklasse B,2018-05-02,,,15295392.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Solveig Jagd,Danske Bank,TANDLÃGE ERIK BÃKKELUND ApS,Erik BÃ¦kkelund,,2016-01-01,2016-12-31,103400.0,,,2017-12-31,2017-01-01,false,false,,41519092.0,false,true,Ingen bistand,urn:ofk:oid:25422238,indberetninger-20180424,2.5927877,15295392.0,AWM62e3_x8uVRSOdgUTp,2018-05-07T13:46:03.224Z,2018-05-07T13:45:48.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-67-RS,2018-05-07T13:45:49.182Z,,,,,,,,,,,
15295392,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzMxL2UyLzY5LzEyYzctNDk5My1hYTc0LTRmZTIxZWY2ZTUxNw.xhtml,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzIzLzQ5LzNkLzEwYzktNGNmNi04ZWVlLTgzYmMxMjExN2U4Mw.pdf,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzg1L2JjLzc1LzQ3MDctNDAwMS05N2ViLWFkNDIzNDYzZGQ5OQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,20.0,SÃ¸ndergade,VedbÃ¦k,2950.0,13.0,Holmebjerg,2950 VedbÃ¦k,Holmebjerg 13,Regnskabsklasse B,2018-05-02,,,15295392.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Solveig Jagd,Danske Bank,TANDLÃGE ERIK BÃKKELUND ApS,Erik BÃ¦kkelund,,2016-01-01,2016-12-31,-812554.0,,,2017-12-31,2017-01-01,false,false,,41519092.0,false,true,Ingen bistand,urn:ofk:oid:25422238,indberetninger-20180424,2.5927877,15295392.0,AWM62e3_x8uVRSOdgUTp,2018-05-07T13:46:03.224Z,2018-05-07T13:45:48.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-67-RS,2018-05-07T13:45:49.182Z,,,,,,,,,,,
15295392,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzMxL2UyLzY5LzEyYzctNDk5My1hYTc0LTRmZTIxZWY2ZTUxNw.xhtml,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzIzLzQ5LzNkLzEwYzktNGNmNi04ZWVlLTgzYmMxMjExN2U4Mw.pdf,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzg1L2JjLzc1LzQ3MDctNDAwMS05N2ViLWFkNDIzNDYzZGQ5OQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,20.0,SÃ¸ndergade,VedbÃ¦k,2950.0,13.0,Holmebjerg,2950 VedbÃ¦k,Holmebjerg 13,Regnskabsklasse B,2018-05-02,,,15295392.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Solveig Jagd,Danske Bank,TANDLÃGE ERIK BÃKKELUND ApS,Erik BÃ¦kkelund,,2016-01-01,2016-12-31,725378.0,,,2017-12-31,2017-01-01,false,false,,41519092.0,false,true,Ingen bistand,urn:ofk:oid:25422238,indberetninger-20180424,2.5927877,15295392.0,AWM62e3_x8uVRSOdgUTp,2018-05-07T13:46:03.224Z,2018-05-07T13:45:48.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-67-RS,2018-05-07T13:45:49.182Z,,,,,,,,,,,
15295392,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzMxL2UyLzY5LzEyYzctNDk5My1hYTc0LTRmZTIxZWY2ZTUxNw.xhtml,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzIzLzQ5LzNkLzEwYzktNGNmNi04ZWVlLTgzYmMxMjExN2U4Mw.pdf,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzg1L2JjLzc1LzQ3MDctNDAwMS05N2ViLWFkNDIzNDYzZGQ5OQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,20.0,SÃ¸ndergade,VedbÃ¦k,2950.0,13.0,Holmebjerg,2950 VedbÃ¦k,Holmebjerg 13,Regnskabsklasse B,2018-05-02,,,15295392.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Solveig Jagd,Danske Bank,TANDLÃGE ERIK BÃKKELUND ApS,Erik BÃ¦kkelund,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,41519092.0,false,true,Ingen bistand,urn:ofk:oid:25422238,indberetninger-20180424,2.5927877,15295392.0,AWM62e3_x8uVRSOdgUTp,2018-05-07T13:46:03.224Z,2018-05-07T13:45:48.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-67-RS,2018-05-07T13:45:49.182Z,1033354.0,1033354.0,200000.0,1033354.0,1028778.0,1033354.0,4576.0,4576.0,4576.0,103400.0,725378.0
15295392,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzMxL2UyLzY5LzEyYzctNDk5My1hYTc0LTRmZTIxZWY2ZTUxNw.xhtml,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzIzLzQ5LzNkLzEwYzktNGNmNi04ZWVlLTgzYmMxMjExN2U4Mw.pdf,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzg1L2JjLzc1LzQ3MDctNDAwMS05N2ViLWFkNDIzNDYzZGQ5OQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,20.0,SÃ¸ndergade,VedbÃ¦k,2950.0,13.0,Holmebjerg,2950 VedbÃ¦k,Holmebjerg 13,Regnskabsklasse B,2018-05-02,17935.0,-17935.0,15295392.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Solveig Jagd,Danske Bank,TANDLÃGE ERIK BÃKKELUND ApS,Erik BÃ¦kkelund,37160.0,2016-01-01,2016-12-31,14841.0,19225.0,-17935.0,2017-12-31,2017-01-01,false,false,4384.0,41519092.0,false,true,Ingen bistand,urn:ofk:oid:25422238,indberetninger-20180424,2.5927877,15295392.0,AWM62e3_x8uVRSOdgUTp,2018-05-07T13:46:03.224Z,2018-05-07T13:45:48.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-67-RS,2018-05-07T13:45:49.182Z,,,,,,,,,,,
15295392,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzMxL2UyLzY5LzEyYzctNDk5My1hYTc0LTRmZTIxZWY2ZTUxNw.xhtml,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzIzLzQ5LzNkLzEwYzktNGNmNi04ZWVlLTgzYmMxMjExN2U4Mw.pdf,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzg1L2JjLzc1LzQ3MDctNDAwMS05N2ViLWFkNDIzNDYzZGQ5OQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,20.0,SÃ¸ndergade,VedbÃ¦k,2950.0,13.0,Holmebjerg,2950 VedbÃ¦k,Holmebjerg 13,Regnskabsklasse B,2018-05-02,,,15295392.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Solveig Jagd,Danske Bank,TANDLÃGE ERIK BÃKKELUND ApS,Erik BÃ¦kkelund,,2016-01-01,2016-12-31,105800.0,,,2017-12-31,2017-01-01,false,false,,41519092.0,false,true,Ingen bistand,urn:ofk:oid:25422238,indberetninger-20180424,2.5927877,15295392.0,AWM62e3_x8uVRSOdgUTp,2018-05-07T13:46:03.224Z,2018-05-07T13:45:48.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-67-RS,2018-05-07T13:45:49.182Z,,,,,,,,,,,
15295392,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzMxL2UyLzY5LzEyYzctNDk5My1hYTc0LTRmZTIxZWY2ZTUxNw.xhtml,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzIzLzQ5LzNkLzEwYzktNGNmNi04ZWVlLTgzYmMxMjExN2U4Mw.pdf,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzg1L2JjLzc1LzQ3MDctNDAwMS05N2ViLWFkNDIzNDYzZGQ5OQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,20.0,SÃ¸ndergade,VedbÃ¦k,2950.0,13.0,Holmebjerg,2950 VedbÃ¦k,Holmebjerg 13,Regnskabsklasse B,2018-05-02,,,15295392.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Solveig Jagd,Danske Bank,TANDLÃGE ERIK BÃKKELUND ApS,Erik BÃ¦kkelund,,2016-01-01,2016-12-31,-725378.0,,,2017-12-31,2017-01-01,false,false,,41519092.0,false,true,Ingen bistand,urn:ofk:oid:25422238,indberetninger-20180424,2.5927877,15295392.0,AWM62e3_x8uVRSOdgUTp,2018-05-07T13:46:03.224Z,2018-05-07T13:45:48.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-67-RS,2018-05-07T13:45:49.182Z,,,,,,,,,,,
15295392,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzMxL2UyLzY5LzEyYzctNDk5My1hYTc0LTRmZTIxZWY2ZTUxNw.xhtml,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzIzLzQ5LzNkLzEwYzktNGNmNi04ZWVlLTgzYmMxMjExN2U4Mw.pdf,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzg1L2JjLzc1LzQ3MDctNDAwMS05N2ViLWFkNDIzNDYzZGQ5OQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,20.0,SÃ¸ndergade,VedbÃ¦k,2950.0,13.0,Holmebjerg,2950 VedbÃ¦k,Holmebjerg 13,Regnskabsklasse B,2018-05-02,,,15295392.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Solveig Jagd,Danske Bank,TANDLÃGE ERIK BÃKKELUND ApS,Erik BÃ¦kkelund,,2016-01-01,2016-12-31,634419.0,,,2017-12-31,2017-01-01,false,false,,41519092.0,false,true,Ingen bistand,urn:ofk:oid:25422238,indberetninger-20180424,2.5927877,15295392.0,AWM62e3_x8uVRSOdgUTp,2018-05-07T13:46:03.224Z,2018-05-07T13:45:48.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-67-RS,2018-05-07T13:45:49.182Z,,,,,,,,,,,
15295392,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzMxL2UyLzY5LzEyYzctNDk5My1hYTc0LTRmZTIxZWY2ZTUxNw.xhtml,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzIzLzQ5LzNkLzEwYzktNGNmNi04ZWVlLTgzYmMxMjExN2U4Mw.pdf,http://regnskaber.virk.dk/29359251/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzg1L2JjLzc1LzQ3MDctNDAwMS05N2ViLWFkNDIzNDYzZGQ5OQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,20.0,SÃ¸ndergade,VedbÃ¦k,2950.0,13.0,Holmebjerg,2950 VedbÃ¦k,Holmebjerg 13,Regnskabsklasse B,2018-05-02,,,15295392.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Solveig Jagd,Danske Bank,TANDLÃGE ERIK BÃKKELUND ApS,Erik BÃ¦kkelund,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,41519092.0,false,true,Ingen bistand,urn:ofk:oid:25422238,indberetninger-20180424,2.5927877,15295392.0,AWM62e3_x8uVRSOdgUTp,2018-05-07T13:46:03.224Z,2018-05-07T13:45:48.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-67-RS,2018-05-07T13:45:49.182Z,944449.0,944449.0,200000.0,944449.0,940219.0,944449.0,4230.0,4230.0,4230.0,105800.0,634419.0
