entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,CostOfProduction,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LiabilitiesOtherThanProvisions,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherOperatingExpenses,OtherOperatingIncome,OtherReserves,OtherShorttermInvestments,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
36929715,2015-06-19,2015-12-31,c3,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2UyLzg2LzVjL2FkODQtNGNjMi1hN2I5LTQzNDVlZmM1MDAzNw.xhtml,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ5LzUzL2EzL2JhMTAtNDdhNS1iNzE3LWI1N2NiY2YyZDk2Nw.pdf,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzg3LzgwL2NhLzQ5MTMtNGI2Zi1hNjk4LWEzNjY5Y2FlYWZlNw.xml,true,Danmark,DK,Aarhus N,8000.0,11.0,Vestergade,Lystrup,8520.0,6.0,MunkhÃ¸j,8380 Trige,BÃ¦rmosehÃ¸jen 61,8170.0,Regnskabsklasse B,0.0,2017-05-15,2017-05-01,0.0,camillafrom@yahoo.dk,0.0,36929715.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,23000.0,Camilla From SÃ¸rensen,Sparekassen Kronjylland,Spassfurkinder.de IvS,Camilla From SÃ¸rensen,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,Aarhus,2015-06-19,2015-12-31,-8170.0,-8170.0,-8170.0,2016-12-31,2016-01-01,0.0,false,false,0.0,23000.0,Ja fravalg af revision for det kommende regnskabsÃ¥r,0.0,22249241.0,false,false,Ingen bistand,urn:ofk:oid:23886748,indberetninger-20180424,2.595548,36929715.0,,2018-03-28T02:58:23.876Z,2017-05-18T08:03:43.157Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-44-ZR,2017-05-18T08:03:43.382Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36929715,2015-06-19,2015-12-31,c5,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2UyLzg2LzVjL2FkODQtNGNjMi1hN2I5LTQzNDVlZmM1MDAzNw.xhtml,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ5LzUzL2EzL2JhMTAtNDdhNS1iNzE3LWI1N2NiY2YyZDk2Nw.pdf,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzg3LzgwL2NhLzQ5MTMtNGI2Zi1hNjk4LWEzNjY5Y2FlYWZlNw.xml,true,Danmark,DK,Aarhus N,8000.0,11.0,Vestergade,Lystrup,8520.0,6.0,MunkhÃ¸j,8380 Trige,BÃ¦rmosehÃ¸jen 61,,Regnskabsklasse B,,2017-05-15,2017-05-01,0.0,camillafrom@yahoo.dk,,36929715.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,23000.0,Camilla From SÃ¸rensen,Sparekassen Kronjylland,Spassfurkinder.de IvS,Camilla From SÃ¸rensen,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,Aarhus,2015-06-19,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,0.0,23000.0,Ja fravalg af revision for det kommende regnskabsÃ¥r,,22249241.0,false,false,Ingen bistand,urn:ofk:oid:23886748,indberetninger-20180424,2.595548,36929715.0,,2018-03-28T02:58:23.876Z,2017-05-18T08:03:43.157Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-44-ZR,2017-05-18T08:03:43.382Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36929715,2015-06-19,2015-12-31,c7,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2UyLzg2LzVjL2FkODQtNGNjMi1hN2I5LTQzNDVlZmM1MDAzNw.xhtml,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ5LzUzL2EzL2JhMTAtNDdhNS1iNzE3LWI1N2NiY2YyZDk2Nw.pdf,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzg3LzgwL2NhLzQ5MTMtNGI2Zi1hNjk4LWEzNjY5Y2FlYWZlNw.xml,true,Danmark,DK,Aarhus N,8000.0,11.0,Vestergade,Lystrup,8520.0,6.0,MunkhÃ¸j,8380 Trige,BÃ¦rmosehÃ¸jen 61,,Regnskabsklasse B,,2017-05-15,2017-05-01,0.0,camillafrom@yahoo.dk,,36929715.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,23000.0,Camilla From SÃ¸rensen,Sparekassen Kronjylland,Spassfurkinder.de IvS,Camilla From SÃ¸rensen,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,Aarhus,2015-06-19,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,0.0,23000.0,Ja fravalg af revision for det kommende regnskabsÃ¥r,,22249241.0,false,false,Ingen bistand,urn:ofk:oid:23886748,indberetninger-20180424,2.595548,36929715.0,,2018-03-28T02:58:23.876Z,2017-05-18T08:03:43.157Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-44-ZR,2017-05-18T08:03:43.382Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36929715,2015-06-19,2015-12-31,c9,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2UyLzg2LzVjL2FkODQtNGNjMi1hN2I5LTQzNDVlZmM1MDAzNw.xhtml,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ5LzUzL2EzL2JhMTAtNDdhNS1iNzE3LWI1N2NiY2YyZDk2Nw.pdf,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzg3LzgwL2NhLzQ5MTMtNGI2Zi1hNjk4LWEzNjY5Y2FlYWZlNw.xml,true,Danmark,DK,Aarhus N,8000.0,11.0,Vestergade,Lystrup,8520.0,6.0,MunkhÃ¸j,8380 Trige,BÃ¦rmosehÃ¸jen 61,,Regnskabsklasse B,,2017-05-15,2017-05-01,0.0,camillafrom@yahoo.dk,,36929715.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,23000.0,Camilla From SÃ¸rensen,Sparekassen Kronjylland,Spassfurkinder.de IvS,Camilla From SÃ¸rensen,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,Aarhus,2015-06-19,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,0.0,23000.0,Ja fravalg af revision for det kommende regnskabsÃ¥r,,22249241.0,false,false,Ingen bistand,urn:ofk:oid:23886748,indberetninger-20180424,2.595548,36929715.0,,2018-03-28T02:58:23.876Z,2017-05-18T08:03:43.157Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-44-ZR,2017-05-18T08:03:43.382Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36929715,2015-12-31,2015-12-31,c11,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2UyLzg2LzVjL2FkODQtNGNjMi1hN2I5LTQzNDVlZmM1MDAzNw.xhtml,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ5LzUzL2EzL2JhMTAtNDdhNS1iNzE3LWI1N2NiY2YyZDk2Nw.pdf,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzg3LzgwL2NhLzQ5MTMtNGI2Zi1hNjk4LWEzNjY5Y2FlYWZlNw.xml,true,Danmark,DK,Aarhus N,8000.0,11.0,Vestergade,Lystrup,8520.0,6.0,MunkhÃ¸j,8380 Trige,BÃ¦rmosehÃ¸jen 61,,Regnskabsklasse B,,2017-05-15,2017-05-01,0.0,camillafrom@yahoo.dk,,36929715.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,23000.0,Camilla From SÃ¸rensen,Sparekassen Kronjylland,Spassfurkinder.de IvS,Camilla From SÃ¸rensen,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,Aarhus,2015-06-19,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,23000.0,Ja fravalg af revision for det kommende regnskabsÃ¥r,,22249241.0,false,false,Ingen bistand,urn:ofk:oid:23886748,indberetninger-20180424,2.595548,36929715.0,,2018-03-28T02:58:23.876Z,2017-05-18T08:03:43.157Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-44-ZR,2017-05-18T08:03:43.382Z,11830.0,11830.0,0.0,20000.0,11830.0,11830.0,0.0,0.0,0.0,0.0,0.0,11830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
36929715,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2UyLzg2LzVjL2FkODQtNGNjMi1hN2I5LTQzNDVlZmM1MDAzNw.xhtml,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ5LzUzL2EzL2JhMTAtNDdhNS1iNzE3LWI1N2NiY2YyZDk2Nw.pdf,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzg3LzgwL2NhLzQ5MTMtNGI2Zi1hNjk4LWEzNjY5Y2FlYWZlNw.xml,true,Danmark,DK,Aarhus N,8000.0,11.0,Vestergade,Lystrup,8520.0,6.0,MunkhÃ¸j,8380 Trige,BÃ¦rmosehÃ¸jen 61,31812.0,Regnskabsklasse B,0.0,2017-05-15,2017-05-01,0.0,camillafrom@yahoo.dk,0.0,36929715.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,23000.0,Camilla From SÃ¸rensen,Sparekassen Kronjylland,Spassfurkinder.de IvS,Camilla From SÃ¸rensen,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,Aarhus,2015-06-19,2015-12-31,-31812.0,-31812.0,-31812.0,2016-12-31,2016-01-01,0.0,false,false,0.0,23000.0,Ja fravalg af revision for det kommende regnskabsÃ¥r,0.0,22249241.0,false,false,Ingen bistand,urn:ofk:oid:23886748,indberetninger-20180424,2.595548,36929715.0,,2018-03-28T02:58:23.876Z,2017-05-18T08:03:43.157Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-44-ZR,2017-05-18T08:03:43.382Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36929715,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2UyLzg2LzVjL2FkODQtNGNjMi1hN2I5LTQzNDVlZmM1MDAzNw.xhtml,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ5LzUzL2EzL2JhMTAtNDdhNS1iNzE3LWI1N2NiY2YyZDk2Nw.pdf,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzg3LzgwL2NhLzQ5MTMtNGI2Zi1hNjk4LWEzNjY5Y2FlYWZlNw.xml,true,Danmark,DK,Aarhus N,8000.0,11.0,Vestergade,Lystrup,8520.0,6.0,MunkhÃ¸j,8380 Trige,BÃ¦rmosehÃ¸jen 61,,Regnskabsklasse B,,2017-05-15,2017-05-01,0.0,camillafrom@yahoo.dk,,36929715.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,23000.0,Camilla From SÃ¸rensen,Sparekassen Kronjylland,Spassfurkinder.de IvS,Camilla From SÃ¸rensen,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,Aarhus,2015-06-19,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,23000.0,Ja fravalg af revision for det kommende regnskabsÃ¥r,,22249241.0,false,false,Ingen bistand,urn:ofk:oid:23886748,indberetninger-20180424,2.595548,36929715.0,,2018-03-28T02:58:23.876Z,2017-05-18T08:03:43.157Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-44-ZR,2017-05-18T08:03:43.382Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas de Linde,direktÃ¸r
36929715,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2UyLzg2LzVjL2FkODQtNGNjMi1hN2I5LTQzNDVlZmM1MDAzNw.xhtml,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ5LzUzL2EzL2JhMTAtNDdhNS1iNzE3LWI1N2NiY2YyZDk2Nw.pdf,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzg3LzgwL2NhLzQ5MTMtNGI2Zi1hNjk4LWEzNjY5Y2FlYWZlNw.xml,true,Danmark,DK,Aarhus N,8000.0,11.0,Vestergade,Lystrup,8520.0,6.0,MunkhÃ¸j,8380 Trige,BÃ¦rmosehÃ¸jen 61,,Regnskabsklasse B,,2017-05-15,2017-05-01,0.0,camillafrom@yahoo.dk,,36929715.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,23000.0,Camilla From SÃ¸rensen,Sparekassen Kronjylland,Spassfurkinder.de IvS,Camilla From SÃ¸rensen,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,Aarhus,2015-06-19,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,23000.0,Ja fravalg af revision for det kommende regnskabsÃ¥r,,22249241.0,false,false,Ingen bistand,urn:ofk:oid:23886748,indberetninger-20180424,2.595548,36929715.0,,2018-03-28T02:58:23.876Z,2017-05-18T08:03:43.157Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-44-ZR,2017-05-18T08:03:43.382Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camilla From SÃ¸rensen,direktÃ¸r
36929715,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2UyLzg2LzVjL2FkODQtNGNjMi1hN2I5LTQzNDVlZmM1MDAzNw.xhtml,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ5LzUzL2EzL2JhMTAtNDdhNS1iNzE3LWI1N2NiY2YyZDk2Nw.pdf,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzg3LzgwL2NhLzQ5MTMtNGI2Zi1hNjk4LWEzNjY5Y2FlYWZlNw.xml,true,Danmark,DK,Aarhus N,8000.0,11.0,Vestergade,Lystrup,8520.0,6.0,MunkhÃ¸j,8380 Trige,BÃ¦rmosehÃ¸jen 61,,Regnskabsklasse B,,2017-05-15,2017-05-01,0.0,camillafrom@yahoo.dk,,36929715.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,23000.0,Camilla From SÃ¸rensen,Sparekassen Kronjylland,Spassfurkinder.de IvS,Camilla From SÃ¸rensen,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,Aarhus,2015-06-19,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,0.0,23000.0,Ja fravalg af revision for det kommende regnskabsÃ¥r,,22249241.0,false,false,Ingen bistand,urn:ofk:oid:23886748,indberetninger-20180424,2.595548,36929715.0,,2018-03-28T02:58:23.876Z,2017-05-18T08:03:43.157Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-44-ZR,2017-05-18T08:03:43.382Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36929715,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2UyLzg2LzVjL2FkODQtNGNjMi1hN2I5LTQzNDVlZmM1MDAzNw.xhtml,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ5LzUzL2EzL2JhMTAtNDdhNS1iNzE3LWI1N2NiY2YyZDk2Nw.pdf,http://regnskaber.virk.dk/51792963/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzg3LzgwL2NhLzQ5MTMtNGI2Zi1hNjk4LWEzNjY5Y2FlYWZlNw.xml,true,Danmark,DK,Aarhus N,8000.0,11.0,Vestergade,Lystrup,8520.0,6.0,MunkhÃ¸j,8380 Trige,BÃ¦rmosehÃ¸jen 61,,Regnskabsklasse B,,2017-05-15,2017-05-01,0.0,camillafrom@yahoo.dk,,36929715.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,23000.0,Camilla From SÃ¸rensen,Sparekassen Kronjylland,Spassfurkinder.de IvS,Camilla From SÃ¸rensen,0.0,0.0,0.0,0.0,0.0,-8170.0,0.0,Aarhus,2015-06-19,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,0.0,23000.0,Ja fravalg af revision for det kommende regnskabsÃ¥r,,22249241.0,false,false,Ingen bistand,urn:ofk:oid:23886748,indberetninger-20180424,2.595548,36929715.0,,2018-03-28T02:58:23.876Z,2017-05-18T08:03:43.157Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-44-ZR,2017-05-18T08:03:43.382Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
