entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables
19002985,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzEzLzY2LzhjOTAtNDgyOC1iYTZlLTRkYzc3NjFmZThlMQ.xhtml,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzljLzU3LzU2Lzc0MDgtNGNkZi05MzI3LTIyNWU0OTUwZmJiMA.pdf,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2M5L2YxLzdhLzViNDUtNDMyOC1iNmM4LWI3OGZhZWJhZTJiNg.xml,Skanderborg,8660.0,13.0,BavnevÃ¦nget,8362 HÃ¸rning,Skanderborgvej 3,Til den daglige ledelse i NFP Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-13,2015-05-28,Registreret revisor,9337.0,0.0,-9337.0,19002985.0,43191.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Else HÃ¸y,Niels Frandsen Pedersen,Niels Frandsen Pedersen,Revisionsfirmaet Else HÃ¸y ApS,Danske Bank A/S,NFP HOLDING ApS,Revisionsfirmaet  Else HÃ¸y ApS,478.0,HÃ¸rning,2013-01-01,2013-12-31,34332.0,34332.0,-9337.0,2014-12-31,2014-01-01,2015-05-28,HÃ¸rning,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5331587,indberetninger-20180424,2.5927877,19002985.0,,2018-03-30T18:55:49.981Z,2015-05-28T11:05:43.345Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-BR,2015-05-28T11:05:43.493Z,,,,,,,,,,,,,,,,,,
19002985,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzEzLzY2LzhjOTAtNDgyOC1iYTZlLTRkYzc3NjFmZThlMQ.xhtml,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzljLzU3LzU2Lzc0MDgtNGNkZi05MzI3LTIyNWU0OTUwZmJiMA.pdf,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2M5L2YxLzdhLzViNDUtNDMyOC1iNmM4LWI3OGZhZWJhZTJiNg.xml,Skanderborg,8660.0,13.0,BavnevÃ¦nget,8362 HÃ¸rning,Skanderborgvej 3,Til den daglige ledelse i NFP Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-13,2015-05-28,Registreret revisor,,,,19002985.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Else HÃ¸y,Niels Frandsen Pedersen,Niels Frandsen Pedersen,Revisionsfirmaet Else HÃ¸y ApS,Danske Bank A/S,NFP HOLDING ApS,Revisionsfirmaet  Else HÃ¸y ApS,,HÃ¸rning,2013-01-01,2013-12-31,49200.0,,,2014-12-31,2014-01-01,2015-05-28,HÃ¸rning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5331587,indberetninger-20180424,2.5927877,19002985.0,,2018-03-30T18:55:49.981Z,2015-05-28T11:05:43.345Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-BR,2015-05-28T11:05:43.493Z,,,,,,,,,,,,,,,,,,
19002985,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzEzLzY2LzhjOTAtNDgyOC1iYTZlLTRkYzc3NjFmZThlMQ.xhtml,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzljLzU3LzU2Lzc0MDgtNGNkZi05MzI3LTIyNWU0OTUwZmJiMA.pdf,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2M5L2YxLzdhLzViNDUtNDMyOC1iNmM4LWI3OGZhZWJhZTJiNg.xml,Skanderborg,8660.0,13.0,BavnevÃ¦nget,8362 HÃ¸rning,Skanderborgvej 3,Til den daglige ledelse i NFP Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-13,2015-05-28,Registreret revisor,,,,19002985.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Else HÃ¸y,Niels Frandsen Pedersen,Niels Frandsen Pedersen,Revisionsfirmaet Else HÃ¸y ApS,Danske Bank A/S,NFP HOLDING ApS,Revisionsfirmaet  Else HÃ¸y ApS,,HÃ¸rning,2013-01-01,2013-12-31,-14868.0,,,2014-12-31,2014-01-01,2015-05-28,HÃ¸rning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5331587,indberetninger-20180424,2.5927877,19002985.0,,2018-03-30T18:55:49.981Z,2015-05-28T11:05:43.345Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-BR,2015-05-28T11:05:43.493Z,,,,,,,,,,,,,,,,,,
19002985,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzEzLzY2LzhjOTAtNDgyOC1iYTZlLTRkYzc3NjFmZThlMQ.xhtml,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzljLzU3LzU2Lzc0MDgtNGNkZi05MzI3LTIyNWU0OTUwZmJiMA.pdf,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2M5L2YxLzdhLzViNDUtNDMyOC1iNmM4LWI3OGZhZWJhZTJiNg.xml,Skanderborg,8660.0,13.0,BavnevÃ¦nget,8362 HÃ¸rning,Skanderborgvej 3,Til den daglige ledelse i NFP Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-13,2015-05-28,Registreret revisor,,,,19002985.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Else HÃ¸y,Niels Frandsen Pedersen,Niels Frandsen Pedersen,Revisionsfirmaet Else HÃ¸y ApS,Danske Bank A/S,NFP HOLDING ApS,Revisionsfirmaet  Else HÃ¸y ApS,,HÃ¸rning,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-28,HÃ¸rning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5331587,indberetninger-20180424,2.5927877,19002985.0,,2018-03-30T18:55:49.981Z,2015-05-28T11:05:43.345Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-BR,2015-05-28T11:05:43.493Z,179321.0,44941.0,340000.0,44941.0,127648.0,179321.0,51673.0,134380.0,134380.0,134380.0,0.0,49200.0,-212352.0,51673.0,45.0,0.0,-72.0,2500.0
19002985,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzEzLzY2LzhjOTAtNDgyOC1iYTZlLTRkYzc3NjFmZThlMQ.xhtml,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzljLzU3LzU2Lzc0MDgtNGNkZi05MzI3LTIyNWU0OTUwZmJiMA.pdf,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2M5L2YxLzdhLzViNDUtNDMyOC1iNmM4LWI3OGZhZWJhZTJiNg.xml,Skanderborg,8660.0,13.0,BavnevÃ¦nget,8362 HÃ¸rning,Skanderborgvej 3,Til den daglige ledelse i NFP Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-13,2015-05-28,Registreret revisor,10664.0,0.0,-10664.0,19002985.0,9105.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Else HÃ¸y,Niels Frandsen Pedersen,Niels Frandsen Pedersen,Revisionsfirmaet Else HÃ¸y ApS,Danske Bank A/S,NFP HOLDING ApS,Revisionsfirmaet  Else HÃ¸y ApS,1988.0,HÃ¸rning,2013-01-01,2013-12-31,429.0,429.0,-10664.0,2014-12-31,2014-01-01,2015-05-28,HÃ¸rning,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5331587,indberetninger-20180424,2.5927877,19002985.0,,2018-03-30T18:55:49.981Z,2015-05-28T11:05:43.345Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-BR,2015-05-28T11:05:43.493Z,,,,,,,,,,,,,,,,,,
19002985,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzEzLzY2LzhjOTAtNDgyOC1iYTZlLTRkYzc3NjFmZThlMQ.xhtml,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzljLzU3LzU2Lzc0MDgtNGNkZi05MzI3LTIyNWU0OTUwZmJiMA.pdf,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2M5L2YxLzdhLzViNDUtNDMyOC1iNmM4LWI3OGZhZWJhZTJiNg.xml,Skanderborg,8660.0,13.0,BavnevÃ¦nget,8362 HÃ¸rning,Skanderborgvej 3,Til den daglige ledelse i NFP Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-13,2015-05-28,Registreret revisor,,,,19002985.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Else HÃ¸y,Niels Frandsen Pedersen,Niels Frandsen Pedersen,Revisionsfirmaet Else HÃ¸y ApS,Danske Bank A/S,NFP HOLDING ApS,Revisionsfirmaet  Else HÃ¸y ApS,,HÃ¸rning,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-28,HÃ¸rning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5331587,indberetninger-20180424,2.5927877,19002985.0,,2018-03-30T18:55:49.981Z,2015-05-28T11:05:43.345Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-BR,2015-05-28T11:05:43.493Z,,,,,,,,,,,,,,,,,,
19002985,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzEzLzY2LzhjOTAtNDgyOC1iYTZlLTRkYzc3NjFmZThlMQ.xhtml,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzljLzU3LzU2Lzc0MDgtNGNkZi05MzI3LTIyNWU0OTUwZmJiMA.pdf,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2M5L2YxLzdhLzViNDUtNDMyOC1iNmM4LWI3OGZhZWJhZTJiNg.xml,Skanderborg,8660.0,13.0,BavnevÃ¦nget,8362 HÃ¸rning,Skanderborgvej 3,Til den daglige ledelse i NFP Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-13,2015-05-28,Registreret revisor,,,,19002985.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Else HÃ¸y,Niels Frandsen Pedersen,Niels Frandsen Pedersen,Revisionsfirmaet Else HÃ¸y ApS,Danske Bank A/S,NFP HOLDING ApS,Revisionsfirmaet  Else HÃ¸y ApS,,HÃ¸rning,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-28,HÃ¸rning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5331587,indberetninger-20180424,2.5927877,19002985.0,,2018-03-30T18:55:49.981Z,2015-05-28T11:05:43.345Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-BR,2015-05-28T11:05:43.493Z,,,,,,,,,,,,,,,,,,
19002985,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzEzLzY2LzhjOTAtNDgyOC1iYTZlLTRkYzc3NjFmZThlMQ.xhtml,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzljLzU3LzU2Lzc0MDgtNGNkZi05MzI3LTIyNWU0OTUwZmJiMA.pdf,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2M5L2YxLzdhLzViNDUtNDMyOC1iNmM4LWI3OGZhZWJhZTJiNg.xml,Skanderborg,8660.0,13.0,BavnevÃ¦nget,8362 HÃ¸rning,Skanderborgvej 3,Til den daglige ledelse i NFP Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-13,2015-05-28,Registreret revisor,,,,19002985.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Else HÃ¸y,Niels Frandsen Pedersen,Niels Frandsen Pedersen,Revisionsfirmaet Else HÃ¸y ApS,Danske Bank A/S,NFP HOLDING ApS,Revisionsfirmaet  Else HÃ¸y ApS,,HÃ¸rning,2013-01-01,2013-12-31,49900.0,,,2014-12-31,2014-01-01,2015-05-28,HÃ¸rning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5331587,indberetninger-20180424,2.5927877,19002985.0,,2018-03-30T18:55:49.981Z,2015-05-28T11:05:43.345Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-BR,2015-05-28T11:05:43.493Z,,,,,,,,,,,,,,,,,,
19002985,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzEzLzY2LzhjOTAtNDgyOC1iYTZlLTRkYzc3NjFmZThlMQ.xhtml,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzljLzU3LzU2Lzc0MDgtNGNkZi05MzI3LTIyNWU0OTUwZmJiMA.pdf,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2M5L2YxLzdhLzViNDUtNDMyOC1iNmM4LWI3OGZhZWJhZTJiNg.xml,Skanderborg,8660.0,13.0,BavnevÃ¦nget,8362 HÃ¸rning,Skanderborgvej 3,Til den daglige ledelse i NFP Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-13,2015-05-28,Registreret revisor,,,,19002985.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Else HÃ¸y,Niels Frandsen Pedersen,Niels Frandsen Pedersen,Revisionsfirmaet Else HÃ¸y ApS,Danske Bank A/S,NFP HOLDING ApS,Revisionsfirmaet  Else HÃ¸y ApS,,HÃ¸rning,2013-01-01,2013-12-31,-49471.0,,,2014-12-31,2014-01-01,2015-05-28,HÃ¸rning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5331587,indberetninger-20180424,2.5927877,19002985.0,,2018-03-30T18:55:49.981Z,2015-05-28T11:05:43.345Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-BR,2015-05-28T11:05:43.493Z,,,,,,,,,,,,,,,,,,
19002985,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzgwL2RiLzEzLzY2LzhjOTAtNDgyOC1iYTZlLTRkYzc3NjFmZThlMQ.xhtml,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzljLzU3LzU2Lzc0MDgtNGNkZi05MzI3LTIyNWU0OTUwZmJiMA.pdf,http://regnskaber.virk.dk/58920091/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2M5L2YxLzdhLzViNDUtNDMyOC1iNmM4LWI3OGZhZWJhZTJiNg.xml,Skanderborg,8660.0,13.0,BavnevÃ¦nget,8362 HÃ¸rning,Skanderborgvej 3,Til den daglige ledelse i NFP Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-13,2015-05-28,Registreret revisor,,,,19002985.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Else HÃ¸y,Niels Frandsen Pedersen,Niels Frandsen Pedersen,Revisionsfirmaet Else HÃ¸y ApS,Danske Bank A/S,NFP HOLDING ApS,Revisionsfirmaet  Else HÃ¸y ApS,,HÃ¸rning,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-28,HÃ¸rning,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5331587,indberetninger-20180424,2.5927877,19002985.0,,2018-03-30T18:55:49.981Z,2015-05-28T11:05:43.345Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-39-BR,2015-05-28T11:05:43.493Z,131817.0,7314.0,340000.0,7314.0,78177.0,131817.0,53640.0,124503.0,124503.0,124503.0,0.0,49900.0,-261823.0,53640.0,145.0,0.0,-405.0,4000.0
