entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IncreaseDecreaseOfPropertyPlantAndEquipmentThroughNetExchangeDifferences,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilitiesConcerningInvestmentProperty,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilitiesConcerningOtherInvestmentAssets,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,ContributedCapitalInArrears,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,NotPaidContributedCapital,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,ReserveForUnpaidContributedCapital,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,ReceivablesShareCapitalPaid,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeLiabilities,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfAnyUncertaintyConnectedWithRecognitionOrMeasurement,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
28502052,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4LzhhL2NjL2UzZjAtNDYxYy1iM2QyLTgwZDM0YWQ4MjEyNg.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzVmL2JjL2VmLzVmYmQtNDJhNy05M2NlLTg1ZTE2Y2Y3ZTNiZg.xml,Danmark,Ringsted,4100.0,16.0,Eventyrvej,KÃ¸benhavn N,2200.0,7.0,Ewaldsgade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-02-25,2005-03-03,2019-02-25,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne35441,-427051.0,Ãrsrapport,Ferass HamadÃ©,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2017-01-01,2017-12-31,-3778969.0,KÃ¸benhavn,2018-12-31,2018-01-01,9501.0,1.0,Ringsted,formand,RevisionspÃ¥tegning,urn:ofk:oid:26923286,indberetninger-20180424,2.5124327999999996,28502052.0,AWnejA6eRYGX6_YTGeHM,2019-04-02T14:55:20.465Z,2019-04-02T14:55:13.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-75-KJ,2019-04-02T14:55:14.098Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2017-01-01,2017-12-31,c92,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4LzhhL2NjL2UzZjAtNDYxYy1iM2QyLTgwZDM0YWQ4MjEyNg.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzVmL2JjL2VmLzVmYmQtNDJhNy05M2NlLTg1ZTE2Y2Y3ZTNiZg.xml,Danmark,Ringsted,4100.0,16.0,Eventyrvej,KÃ¸benhavn N,2200.0,7.0,Ewaldsgade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-02-25,2005-03-03,2019-02-25,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne35441,-427051.0,Ãrsrapport,Ferass HamadÃ©,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2017-01-01,2017-12-31,-3778969.0,KÃ¸benhavn,2018-12-31,2018-01-01,9501.0,1.0,Ringsted,formand,RevisionspÃ¥tegning,urn:ofk:oid:26923286,indberetninger-20180424,2.5124327999999996,28502052.0,AWnejA6eRYGX6_YTGeHM,2019-04-02T14:55:20.465Z,2019-04-02T14:55:13.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-75-KJ,2019-04-02T14:55:14.098Z,-1045254.0,667688.0,-3015866.0,-2216749.0,1569623.0,7403.0,1569623.0,7403.0,-3778969.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2017-12-31,2017-12-31,c109,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4LzhhL2NjL2UzZjAtNDYxYy1iM2QyLTgwZDM0YWQ4MjEyNg.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzVmL2JjL2VmLzVmYmQtNDJhNy05M2NlLTg1ZTE2Y2Y3ZTNiZg.xml,Danmark,Ringsted,4100.0,16.0,Eventyrvej,KÃ¸benhavn N,2200.0,7.0,Ewaldsgade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-02-25,2005-03-03,2019-02-25,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne35441,-427051.0,Ãrsrapport,Ferass HamadÃ©,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,9501.0,1.0,Ringsted,formand,RevisionspÃ¥tegning,urn:ofk:oid:26923286,indberetninger-20180424,2.5124327999999996,28502052.0,AWnejA6eRYGX6_YTGeHM,2019-04-02T14:55:20.465Z,2019-04-02T14:55:13.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-75-KJ,2019-04-02T14:55:14.098Z,,,,,,,,,,,29862742.0,308073.0,22011000.0,116816.0,493542.0,1757844.0,29369200.0,29862742.0,28104898.0,19037342.0,19037342.0,29369200.0,-9254930.0,431496.0,68653.0,12756070.0,29369200.0,571350.0,-11569576.0,8360348.0,275712.0,9067556.0,185469.0,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2017-12-31,2017-12-31,c226,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4LzhhL2NjL2UzZjAtNDYxYy1iM2QyLTgwZDM0YWQ4MjEyNg.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzVmL2JjL2VmLzVmYmQtNDJhNy05M2NlLTg1ZTE2Y2Y3ZTNiZg.xml,Danmark,Ringsted,4100.0,16.0,Eventyrvej,KÃ¸benhavn N,2200.0,7.0,Ewaldsgade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-02-25,2005-03-03,2019-02-25,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne35441,-427051.0,Ãrsrapport,Ferass HamadÃ©,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,9501.0,1.0,Ringsted,formand,RevisionspÃ¥tegning,urn:ofk:oid:26923286,indberetninger-20180424,2.5124327999999996,28502052.0,AWnejA6eRYGX6_YTGeHM,2019-04-02T14:55:20.465Z,2019-04-02T14:55:13.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-75-KJ,2019-04-02T14:55:14.098Z,,,,,,,,,,,,,,,,,,,,,27397690.0,,,,,,,,,,,,,19037342.0,8360348.0,,,,,,,,,,,,,,,,,,,,,,
28502052,2018-01-01,2018-01-01,c0,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4LzhhL2NjL2UzZjAtNDYxYy1iM2QyLTgwZDM0YWQ4MjEyNg.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzVmL2JjL2VmLzVmYmQtNDJhNy05M2NlLTg1ZTE2Y2Y3ZTNiZg.xml,Danmark,Ringsted,4100.0,16.0,Eventyrvej,KÃ¸benhavn N,2200.0,7.0,Ewaldsgade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-02-25,2005-03-03,2019-02-25,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne35441,-427051.0,Ãrsrapport,Ferass HamadÃ©,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,9501.0,1.0,Ringsted,formand,RevisionspÃ¥tegning,urn:ofk:oid:26923286,indberetninger-20180424,2.5124327999999996,28502052.0,AWnejA6eRYGX6_YTGeHM,2019-04-02T14:55:20.465Z,2019-04-02T14:55:13.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-75-KJ,2019-04-02T14:55:14.098Z,,,,,,,,,,,,,,,,22011000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2018-01-01,2018-01-01,c20,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4LzhhL2NjL2UzZjAtNDYxYy1iM2QyLTgwZDM0YWQ4MjEyNg.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzVmL2JjL2VmLzVmYmQtNDJhNy05M2NlLTg1ZTE2Y2Y3ZTNiZg.xml,Danmark,Ringsted,4100.0,16.0,Eventyrvej,KÃ¸benhavn N,2200.0,7.0,Ewaldsgade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-02-25,2005-03-03,2019-02-25,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne35441,-427051.0,Ãrsrapport,Ferass HamadÃ©,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,9501.0,1.0,Ringsted,formand,RevisionspÃ¥tegning,urn:ofk:oid:26923286,indberetninger-20180424,2.5124327999999996,28502052.0,AWnejA6eRYGX6_YTGeHM,2019-04-02T14:55:20.465Z,2019-04-02T14:55:13.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-75-KJ,2019-04-02T14:55:14.098Z,,,,,,,,,,,,,,,,-11569577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2018-01-01,2018-01-01,c26,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4LzhhL2NjL2UzZjAtNDYxYy1iM2QyLTgwZDM0YWQ4MjEyNg.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzVmL2JjL2VmLzVmYmQtNDJhNy05M2NlLTg1ZTE2Y2Y3ZTNiZg.xml,Danmark,Ringsted,4100.0,16.0,Eventyrvej,KÃ¸benhavn N,2200.0,7.0,Ewaldsgade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-02-25,2005-03-03,2019-02-25,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne35441,-427051.0,Ãrsrapport,Ferass HamadÃ©,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,9501.0,1.0,Ringsted,formand,RevisionspÃ¥tegning,urn:ofk:oid:26923286,indberetninger-20180424,2.5124327999999996,28502052.0,AWnejA6eRYGX6_YTGeHM,2019-04-02T14:55:20.465Z,2019-04-02T14:55:13.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-75-KJ,2019-04-02T14:55:14.098Z,,,,,,,,,,,,,,,,571350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2018-01-01,2018-01-01,c3,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4LzhhL2NjL2UzZjAtNDYxYy1iM2QyLTgwZDM0YWQ4MjEyNg.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzVmL2JjL2VmLzVmYmQtNDJhNy05M2NlLTg1ZTE2Y2Y3ZTNiZg.xml,Danmark,Ringsted,4100.0,16.0,Eventyrvej,KÃ¸benhavn N,2200.0,7.0,Ewaldsgade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-02-25,2005-03-03,2019-02-25,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne35441,-427051.0,Ãrsrapport,Ferass HamadÃ©,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,9501.0,1.0,Ringsted,formand,RevisionspÃ¥tegning,urn:ofk:oid:26923286,indberetninger-20180424,2.5124327999999996,28502052.0,AWnejA6eRYGX6_YTGeHM,2019-04-02T14:55:20.465Z,2019-04-02T14:55:13.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-75-KJ,2019-04-02T14:55:14.098Z,,,,,,,,,,,,,,,,-9254930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2018-01-01,2018-01-01,c356,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4LzhhL2NjL2UzZjAtNDYxYy1iM2QyLTgwZDM0YWQ4MjEyNg.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzVmL2JjL2VmLzVmYmQtNDJhNy05M2NlLTg1ZTE2Y2Y3ZTNiZg.xml,Danmark,Ringsted,4100.0,16.0,Eventyrvej,KÃ¸benhavn N,2200.0,7.0,Ewaldsgade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-02-25,2005-03-03,2019-02-25,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne35441,-427051.0,Ãrsrapport,Ferass HamadÃ©,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2017-01-01,2017-12-31,,KÃ¸benhavn,2018-12-31,2018-01-01,9501.0,1.0,Ringsted,formand,RevisionspÃ¥tegning,urn:ofk:oid:26923286,indberetninger-20180424,2.5124327999999996,28502052.0,AWnejA6eRYGX6_YTGeHM,2019-04-02T14:55:20.465Z,2019-04-02T14:55:13.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-75-KJ,2019-04-02T14:55:14.098Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16253619.0,45622819.0,,,,,,,,,,,,,,,,,,,,
28502052,2018-01-01,2018-12-31,c105,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2JlL2Q4LzhhL2NjL2UzZjAtNDYxYy1iM2QyLTgwZDM0YWQ4MjEyNg.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzVmL2JjL2VmLzVmYmQtNDJhNy05M2NlLTg1ZTE2Y2Y3ZTNiZg.xml,Danmark,Ringsted,4100.0,16.0,Eventyrvej,KÃ¸benhavn N,2200.0,7.0,Ewaldsgade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2019-02-25,2005-03-03,2019-02-25,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne35441,-427051.0,Ãrsrapport,Ferass HamadÃ©,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2017-01-01,2017-12-31,-230285.0,KÃ¸benhavn,2018-12-31,2018-01-01,9501.0,1.0,Ringsted,formand,RevisionspÃ¥tegning,urn:ofk:oid:26923286,indberetninger-20180424,2.5124327999999996,28502052.0,AWnejA6eRYGX6_YTGeHM,2019-04-02T14:55:20.465Z,2019-04-02T14:55:13.880Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-75-KJ,2019-04-02T14:55:14.098Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
