entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IncreaseDecreaseOfRevaluationsOfPropertyPlantAndEquipmentThroughNetExchangeDifferences,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilitiesConcerningInvestmentProperty,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilitiesConcerningOtherInvestmentAssets,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,Assets,CashAndCashEquivalents,ContributedCapital,ContributedCapitalInArrears,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,NotPaidContributedCapital,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,ReserveForUnpaidContributedCapital,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,ReceivablesShareCapitalPaid,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeLiabilities,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfQualificationsOfAuditedFinancialStatements,DisclosureOfAnyUncertaintyConnectedWithRecognitionOrMeasurement,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,ManagementsStatementAboutManagementsReview,MaterialUncertaintyConcerningGoingConcernAudit,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
28502052,2016-01-01,2016-12-31,c106,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzFhLzIyLzE5Lzc5YTEtNGVjMy04NmRiLWEzYjFiOTU1NGE3Yw.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzMyL2E2L2MwL2VhMWYtNGUzMS1hYTg3LTI4ZTRlMmE1ZWUwMg.xml,Danmark,Aalborg,9000.0,1A,Skelagervej,KÃ¸benhavn V,1550.0,"5, 4",Regnbuepladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-03-21,2005-03-03,2018-03-21,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne31477,-1045254.0,Ãrsrapport,SÃ¸ren Korgaard-Mollerup,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,-405709.0,KÃ¸benhavn,2017-12-31,2017-01-01,-3015866.0,Aalborg,formand,RevisionspÃ¥tegning,urn:ofk:oid:25310496,indberetninger-20180424,2.5124211,28502052.0,AWLOHsgjx8uVRSOdfu6t,2018-04-16T11:03:06.576Z,2018-04-16T11:02:23.767Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-96-EE,2018-04-16T11:02:23.967Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2016-01-01,2016-12-31,c92,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzFhLzIyLzE5Lzc5YTEtNGVjMy04NmRiLWEzYjFiOTU1NGE3Yw.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzMyL2E2L2MwL2VhMWYtNGUzMS1hYTg3LTI4ZTRlMmE1ZWUwMg.xml,Danmark,Aalborg,9000.0,1A,Skelagervej,KÃ¸benhavn V,1550.0,"5, 4",Regnbuepladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-03-21,2005-03-03,2018-03-21,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne31477,-1045254.0,Ãrsrapport,SÃ¸ren Korgaard-Mollerup,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,-405709.0,KÃ¸benhavn,2017-12-31,2017-01-01,-3015866.0,Aalborg,formand,RevisionspÃ¥tegning,urn:ofk:oid:25310496,indberetninger-20180424,2.5124211,28502052.0,AWLOHsgjx8uVRSOdfu6t,2018-04-16T11:03:06.576Z,2018-04-16T11:02:23.767Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-96-EE,2018-04-16T11:02:23.967Z,-5114226.0,3422088.0,-386269.0,245156.0,2074106.0,1423241.0,2074106.0,1423241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2016-12-31,2016-12-31,c109,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzFhLzIyLzE5Lzc5YTEtNGVjMy04NmRiLWEzYjFiOTU1NGE3Yw.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzMyL2E2L2MwL2VhMWYtNGUzMS1hYTg3LTI4ZTRlMmE1ZWUwMg.xml,Danmark,Aalborg,9000.0,1A,Skelagervej,KÃ¸benhavn V,1550.0,"5, 4",Regnbuepladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-03-21,2005-03-03,2018-03-21,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne31477,-1045254.0,Ãrsrapport,SÃ¸ren Korgaard-Mollerup,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,-3015866.0,Aalborg,formand,RevisionspÃ¥tegning,urn:ofk:oid:25310496,indberetninger-20180424,2.5124211,28502052.0,AWLOHsgjx8uVRSOdfu6t,2018-04-16T11:03:06.576Z,2018-04-16T11:02:23.767Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-96-EE,2018-04-16T11:02:23.967Z,,,,,,,,,35356573.0,1852570.0,22011000.0,55000.0,1926254.0,5055813.0,33430319.0,35356573.0,30300760.0,0.0,0.0,33430319.0,-9735930.0,571399.0,18684.0,12275070.0,33430319.0,571350.0,-7790607.0,29158748.0,570613.0,30300760.0,73684.0,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2016-12-31,2016-12-31,c226,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzFhLzIyLzE5Lzc5YTEtNGVjMy04NmRiLWEzYjFiOTU1NGE3Yw.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzMyL2E2L2MwL2VhMWYtNGUzMS1hYTg3LTI4ZTRlMmE1ZWUwMg.xml,Danmark,Aalborg,9000.0,1A,Skelagervej,KÃ¸benhavn V,1550.0,"5, 4",Regnbuepladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-03-21,2005-03-03,2018-03-21,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne31477,-1045254.0,Ãrsrapport,SÃ¸ren Korgaard-Mollerup,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,-3015866.0,Aalborg,formand,RevisionspÃ¥tegning,urn:ofk:oid:25310496,indberetninger-20180424,2.5124211,28502052.0,AWLOHsgjx8uVRSOdfu6t,2018-04-16T11:03:06.576Z,2018-04-16T11:02:23.767Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-96-EE,2018-04-16T11:02:23.967Z,,,,,,,,,,,,,,,,,,,29158748.0,,,,,,,,,,,,,0.0,29158748.0,,,,,,,,,,,,,,,,,,,,,,,
28502052,2017-01-01,2017-01-01,c0,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzFhLzIyLzE5Lzc5YTEtNGVjMy04NmRiLWEzYjFiOTU1NGE3Yw.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzMyL2E2L2MwL2VhMWYtNGUzMS1hYTg3LTI4ZTRlMmE1ZWUwMg.xml,Danmark,Aalborg,9000.0,1A,Skelagervej,KÃ¸benhavn V,1550.0,"5, 4",Regnbuepladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-03-21,2005-03-03,2018-03-21,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne31477,-1045254.0,Ãrsrapport,SÃ¸ren Korgaard-Mollerup,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,-3015866.0,Aalborg,formand,RevisionspÃ¥tegning,urn:ofk:oid:25310496,indberetninger-20180424,2.5124211,28502052.0,AWLOHsgjx8uVRSOdfu6t,2018-04-16T11:03:06.576Z,2018-04-16T11:02:23.767Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-96-EE,2018-04-16T11:02:23.967Z,,,,,,,,,,,,,,22011000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2017-01-01,2017-01-01,c20,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzFhLzIyLzE5Lzc5YTEtNGVjMy04NmRiLWEzYjFiOTU1NGE3Yw.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzMyL2E2L2MwL2VhMWYtNGUzMS1hYTg3LTI4ZTRlMmE1ZWUwMg.xml,Danmark,Aalborg,9000.0,1A,Skelagervej,KÃ¸benhavn V,1550.0,"5, 4",Regnbuepladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-03-21,2005-03-03,2018-03-21,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne31477,-1045254.0,Ãrsrapport,SÃ¸ren Korgaard-Mollerup,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,-3015866.0,Aalborg,formand,RevisionspÃ¥tegning,urn:ofk:oid:25310496,indberetninger-20180424,2.5124211,28502052.0,AWLOHsgjx8uVRSOdfu6t,2018-04-16T11:03:06.576Z,2018-04-16T11:02:23.767Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-96-EE,2018-04-16T11:02:23.967Z,,,,,,,,,,,,,,-7790607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2017-01-01,2017-01-01,c26,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzFhLzIyLzE5Lzc5YTEtNGVjMy04NmRiLWEzYjFiOTU1NGE3Yw.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzMyL2E2L2MwL2VhMWYtNGUzMS1hYTg3LTI4ZTRlMmE1ZWUwMg.xml,Danmark,Aalborg,9000.0,1A,Skelagervej,KÃ¸benhavn V,1550.0,"5, 4",Regnbuepladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-03-21,2005-03-03,2018-03-21,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne31477,-1045254.0,Ãrsrapport,SÃ¸ren Korgaard-Mollerup,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,-3015866.0,Aalborg,formand,RevisionspÃ¥tegning,urn:ofk:oid:25310496,indberetninger-20180424,2.5124211,28502052.0,AWLOHsgjx8uVRSOdfu6t,2018-04-16T11:03:06.576Z,2018-04-16T11:02:23.767Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-96-EE,2018-04-16T11:02:23.967Z,,,,,,,,,,,,,,571350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2017-01-01,2017-01-01,c3,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzFhLzIyLzE5Lzc5YTEtNGVjMy04NmRiLWEzYjFiOTU1NGE3Yw.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzMyL2E2L2MwL2VhMWYtNGUzMS1hYTg3LTI4ZTRlMmE1ZWUwMg.xml,Danmark,Aalborg,9000.0,1A,Skelagervej,KÃ¸benhavn V,1550.0,"5, 4",Regnbuepladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-03-21,2005-03-03,2018-03-21,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne31477,-1045254.0,Ãrsrapport,SÃ¸ren Korgaard-Mollerup,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,-3015866.0,Aalborg,formand,RevisionspÃ¥tegning,urn:ofk:oid:25310496,indberetninger-20180424,2.5124211,28502052.0,AWLOHsgjx8uVRSOdfu6t,2018-04-16T11:03:06.576Z,2018-04-16T11:02:23.767Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-96-EE,2018-04-16T11:02:23.967Z,,,,,,,,,,,,,,-9735930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28502052,2017-01-01,2017-01-01,c356,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzFhLzIyLzE5Lzc5YTEtNGVjMy04NmRiLWEzYjFiOTU1NGE3Yw.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzMyL2E2L2MwL2VhMWYtNGUzMS1hYTg3LTI4ZTRlMmE1ZWUwMg.xml,Danmark,Aalborg,9000.0,1A,Skelagervej,KÃ¸benhavn V,1550.0,"5, 4",Regnbuepladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-03-21,2005-03-03,2018-03-21,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne31477,-1045254.0,Ãrsrapport,SÃ¸ren Korgaard-Mollerup,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,-3015866.0,Aalborg,formand,RevisionspÃ¥tegning,urn:ofk:oid:25310496,indberetninger-20180424,2.5124211,28502052.0,AWLOHsgjx8uVRSOdfu6t,2018-04-16T11:03:06.576Z,2018-04-16T11:02:23.767Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-96-EE,2018-04-16T11:02:23.967Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12192499.0,45622819.0,,,,,,,,,,,,,,,,,,,,,
28502052,2017-01-01,2017-12-31,c105,,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzFhLzIyLzE5Lzc5YTEtNGVjMy04NmRiLWEzYjFiOTU1NGE3Yw.pdf,http://regnskaber.virk.dk/25020582/ZG9rdW1lbnRsYWdlcjovLzAzLzdmLzMyL2E2L2MwL2VhMWYtNGUzMS1hYTg3LTI4ZTRlMmE1ZWUwMg.xml,Danmark,Aalborg,9000.0,1A,Skelagervej,KÃ¸benhavn V,1550.0,"5, 4",Regnbuepladsen,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-03-21,2005-03-03,2018-03-21,statsautoriseret revisor,33771231.0,28502052.0,33771231.0,mne31477,-1045254.0,Ãrsrapport,SÃ¸ren Korgaard-Mollerup,Thomas Borg,K/S Walton Road,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,2016-01-01,2016-12-31,-3778969.0,KÃ¸benhavn,2017-12-31,2017-01-01,-3015866.0,Aalborg,formand,RevisionspÃ¥tegning,urn:ofk:oid:25310496,indberetninger-20180424,2.5124211,28502052.0,AWLOHsgjx8uVRSOdfu6t,2018-04-16T11:03:06.576Z,2018-04-16T11:02:23.767Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-96-EE,2018-04-16T11:02:23.967Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
