entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfClassOfIssuedShares,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,PaidContributedCapital,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfAuditor,NameOfAuditFirm
32841937,2011-01-01,2011-12-31,c215,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8vcGRmcy8zMjg0MTkzNztBcFM0NzIwNjM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDIyN18wOTQ2MTFfNjI3.xml,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,H.C. Andersens Boulevard 12,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 80.000 anparter Ã  nominelt EUR 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.,Selskabets formÃ¥l er at vÃ¦re komplementar i kommanditselskaber samt anden handel og service i tilknytning dertil.,32841937.0,33771231.0,Ãrsrapport,Gunnar Rydning,Cumasa VC GP ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,0.0,KÃ¸benhavn,2012-12-31,2012-01-01,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20663884,indberetninger-20180424,2.5097342,32841937.0,,2018-04-01T18:05:36.943Z,2013-02-27T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.386,2013-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
32841937,2011-01-01,2011-12-31,c235,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8vcGRmcy8zMjg0MTkzNztBcFM0NzIwNjM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDIyN18wOTQ2MTFfNjI3.xml,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,H.C. Andersens Boulevard 12,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 80.000 anparter Ã  nominelt EUR 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.,Selskabets formÃ¥l er at vÃ¦re komplementar i kommanditselskaber samt anden handel og service i tilknytning dertil.,32841937.0,33771231.0,Ãrsrapport,Gunnar Rydning,Cumasa VC GP ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,-7455.0,KÃ¸benhavn,2012-12-31,2012-01-01,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20663884,indberetninger-20180424,2.5097342,32841937.0,,2018-04-01T18:05:36.943Z,2013-02-27T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.386,2013-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
32841937,2011-01-01,2011-12-31,c68,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8vcGRmcy8zMjg0MTkzNztBcFM0NzIwNjM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDIyN18wOTQ2MTFfNjI3.xml,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,H.C. Andersens Boulevard 12,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 80.000 anparter Ã  nominelt EUR 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.,Selskabets formÃ¥l er at vÃ¦re komplementar i kommanditselskaber samt anden handel og service i tilknytning dertil.,32841937.0,33771231.0,Ãrsrapport,Gunnar Rydning,Cumasa VC GP ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,-7455.0,KÃ¸benhavn,2012-12-31,2012-01-01,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20663884,indberetninger-20180424,2.5097342,32841937.0,,2018-04-01T18:05:36.943Z,2013-02-27T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.386,2013-02-27T23:00:00.000Z,7455.0,1.0,1.0,-7455.0,0.0,,,,,,,,,,,,,,,,
32841937,2011-12-31,2011-12-31,c69,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8vcGRmcy8zMjg0MTkzNztBcFM0NzIwNjM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDIyN18wOTQ2MTFfNjI3.xml,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,H.C. Andersens Boulevard 12,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 80.000 anparter Ã  nominelt EUR 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.,Selskabets formÃ¥l er at vÃ¦re komplementar i kommanditselskaber samt anden handel og service i tilknytning dertil.,32841937.0,33771231.0,Ãrsrapport,Gunnar Rydning,Cumasa VC GP ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,,KÃ¸benhavn,2012-12-31,2012-01-01,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20663884,indberetninger-20180424,2.5097342,32841937.0,,2018-04-01T18:05:36.943Z,2013-02-27T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.386,2013-02-27T23:00:00.000Z,,,,,,3376.0,3376.0,10721.0,3376.0,-2182.0,3376.0,5558.0,5329.0,10721.0,-12903.0,5558.0,0.0,229.0,,,
32841937,2012-01-01,2012-01-01,c0,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8vcGRmcy8zMjg0MTkzNztBcFM0NzIwNjM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDIyN18wOTQ2MTFfNjI3.xml,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,H.C. Andersens Boulevard 12,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 80.000 anparter Ã  nominelt EUR 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.,Selskabets formÃ¥l er at vÃ¦re komplementar i kommanditselskaber samt anden handel og service i tilknytning dertil.,32841937.0,33771231.0,Ãrsrapport,Gunnar Rydning,Cumasa VC GP ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,,KÃ¸benhavn,2012-12-31,2012-01-01,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20663884,indberetninger-20180424,2.5097342,32841937.0,,2018-04-01T18:05:36.943Z,2013-02-27T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.386,2013-02-27T23:00:00.000Z,,,,,,,,,,10721.0,,,,,,,,,,,
32841937,2012-01-01,2012-01-01,c20,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8vcGRmcy8zMjg0MTkzNztBcFM0NzIwNjM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDIyN18wOTQ2MTFfNjI3.xml,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,H.C. Andersens Boulevard 12,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 80.000 anparter Ã  nominelt EUR 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.,Selskabets formÃ¥l er at vÃ¦re komplementar i kommanditselskaber samt anden handel og service i tilknytning dertil.,32841937.0,33771231.0,Ãrsrapport,Gunnar Rydning,Cumasa VC GP ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,,KÃ¸benhavn,2012-12-31,2012-01-01,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20663884,indberetninger-20180424,2.5097342,32841937.0,,2018-04-01T18:05:36.943Z,2013-02-27T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.386,2013-02-27T23:00:00.000Z,,,,,,,,,,-12903.0,,,,,,,,,,,
32841937,2012-01-01,2012-12-31,c121,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8vcGRmcy8zMjg0MTkzNztBcFM0NzIwNjM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDIyN18wOTQ2MTFfNjI3.xml,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,H.C. Andersens Boulevard 12,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 80.000 anparter Ã  nominelt EUR 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.,Selskabets formÃ¥l er at vÃ¦re komplementar i kommanditselskaber samt anden handel og service i tilknytning dertil.,32841937.0,33771231.0,Ãrsrapport,Gunnar Rydning,Cumasa VC GP ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,,KÃ¸benhavn,2012-12-31,2012-01-01,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20663884,indberetninger-20180424,2.5097342,32841937.0,,2018-04-01T18:05:36.943Z,2013-02-27T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.386,2013-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
32841937,2012-01-01,2012-12-31,c125,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8vcGRmcy8zMjg0MTkzNztBcFM0NzIwNjM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDIyN18wOTQ2MTFfNjI3.xml,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,H.C. Andersens Boulevard 12,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 80.000 anparter Ã  nominelt EUR 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.,Selskabets formÃ¥l er at vÃ¦re komplementar i kommanditselskaber samt anden handel og service i tilknytning dertil.,32841937.0,33771231.0,Ãrsrapport,Gunnar Rydning,Cumasa VC GP ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,,KÃ¸benhavn,2012-12-31,2012-01-01,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20663884,indberetninger-20180424,2.5097342,32841937.0,,2018-04-01T18:05:36.943Z,2013-02-27T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.386,2013-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,Gunnar Rydning,,
32841937,2012-01-01,2012-12-31,c126,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8vcGRmcy8zMjg0MTkzNztBcFM0NzIwNjM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDIyN18wOTQ2MTFfNjI3.xml,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,H.C. Andersens Boulevard 12,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 80.000 anparter Ã  nominelt EUR 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.,Selskabets formÃ¥l er at vÃ¦re komplementar i kommanditselskaber samt anden handel og service i tilknytning dertil.,32841937.0,33771231.0,Ãrsrapport,Gunnar Rydning,Cumasa VC GP ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,,KÃ¸benhavn,2012-12-31,2012-01-01,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20663884,indberetninger-20180424,2.5097342,32841937.0,,2018-04-01T18:05:36.943Z,2013-02-27T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.386,2013-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,Birger Nergaard,,
32841937,2012-01-01,2012-12-31,c127,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8vcGRmcy8zMjg0MTkzNztBcFM0NzIwNjM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/73914823/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDIyN18wOTQ2MTFfNjI3.xml,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,H.C. Andersens Boulevard 12,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,Selskabskapitalen bestÃ¥r af 80.000 anparter Ã  nominelt EUR 1. Ingen anparter er tillagt sÃ¦rlige rettigheder.,Selskabets formÃ¥l er at vÃ¦re komplementar i kommanditselskaber samt anden handel og service i tilknytning dertil.,32841937.0,33771231.0,Ãrsrapport,Gunnar Rydning,Cumasa VC GP ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,,KÃ¸benhavn,2012-12-31,2012-01-01,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20663884,indberetninger-20180424,2.5097342,32841937.0,,2018-04-01T18:05:36.943Z,2013-02-27T23:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-152.386,2013-02-27T23:00:00.000Z,,,,,,,,,,,,,,,,,,,Ole Andersen,,
