entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,DisclosureOfReceivables,EmailOfReportingEntity,ExtraordinaryProfitLossBeforeTax,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables
68852617,2012-10-01,2013-09-30,c3,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8vcGRmcy82ODg1MjYxNztBcFM1MjcyNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8veGJybHMvWC01N0UyMzdEOS0yMDE1MDIyNF8xMzQ5MTdfODU3.xml,FrederiksvÃ¦rk,3300.0,5.0,Ellekrogen,3200 Helsinge,Smedevej 10,Til kapitalejerne i Oceanis ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,"Registreret revisor, Medlem af FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">tilgodehavende hos tilknyttet virksomhed er nedskrevet med kr. 199.239 ultimo.</p>",ws@ws-kraft.dk,-5345.0,0.0,-6860.0,68852617.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Majbrit Kragh,Leo Kraft,Leo Kraft,"RevisionsTeam, Registreret Revisionsvirksomhed v/Majbrit Kragh",OCEANIS ApS,Majbrit Kragh,1515.0,FrederiksvÃ¦rk,2012-10-01,2013-09-30,5236.0,-5345.0,-6860.0,2014-09-30,2013-10-01,2015-02-24,Helsinge,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,-10581.0,47760666.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14953867,indberetninger-20180424,2.5118417999999996,68852617.0,,2018-03-30T12:40:26.335Z,2015-02-24T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-380.952,2015-02-24T23:00:00.000Z,,,,,,,,,,,,,
68852617,2012-10-01,2013-09-30,c5,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8vcGRmcy82ODg1MjYxNztBcFM1MjcyNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8veGJybHMvWC01N0UyMzdEOS0yMDE1MDIyNF8xMzQ5MTdfODU3.xml,FrederiksvÃ¦rk,3300.0,5.0,Ellekrogen,3200 Helsinge,Smedevej 10,Til kapitalejerne i Oceanis ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,"Registreret revisor, Medlem af FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">tilgodehavende hos tilknyttet virksomhed er nedskrevet med kr. 199.239 ultimo.</p>",ws@ws-kraft.dk,,,,68852617.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Majbrit Kragh,Leo Kraft,Leo Kraft,"RevisionsTeam, Registreret Revisionsvirksomhed v/Majbrit Kragh",OCEANIS ApS,Majbrit Kragh,,FrederiksvÃ¦rk,2012-10-01,2013-09-30,5236.0,,,2014-09-30,2013-10-01,2015-02-24,Helsinge,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,47760666.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14953867,indberetninger-20180424,2.5118417999999996,68852617.0,,2018-03-30T12:40:26.335Z,2015-02-24T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-380.952,2015-02-24T23:00:00.000Z,,,,,,,,,,,,,
68852617,2012-10-01,2013-09-30,c7,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8vcGRmcy82ODg1MjYxNztBcFM1MjcyNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8veGJybHMvWC01N0UyMzdEOS0yMDE1MDIyNF8xMzQ5MTdfODU3.xml,FrederiksvÃ¦rk,3300.0,5.0,Ellekrogen,3200 Helsinge,Smedevej 10,Til kapitalejerne i Oceanis ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,"Registreret revisor, Medlem af FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">tilgodehavende hos tilknyttet virksomhed er nedskrevet med kr. 199.239 ultimo.</p>",ws@ws-kraft.dk,,,,68852617.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Majbrit Kragh,Leo Kraft,Leo Kraft,"RevisionsTeam, Registreret Revisionsvirksomhed v/Majbrit Kragh",OCEANIS ApS,Majbrit Kragh,,FrederiksvÃ¦rk,2012-10-01,2013-09-30,0.0,,,2014-09-30,2013-10-01,2015-02-24,Helsinge,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,47760666.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14953867,indberetninger-20180424,2.5118417999999996,68852617.0,,2018-03-30T12:40:26.335Z,2015-02-24T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-380.952,2015-02-24T23:00:00.000Z,,,,,,,,,,,,,
68852617,2013-09-30,2013-09-30,c9,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8vcGRmcy82ODg1MjYxNztBcFM1MjcyNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8veGJybHMvWC01N0UyMzdEOS0yMDE1MDIyNF8xMzQ5MTdfODU3.xml,FrederiksvÃ¦rk,3300.0,5.0,Ellekrogen,3200 Helsinge,Smedevej 10,Til kapitalejerne i Oceanis ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,"Registreret revisor, Medlem af FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">tilgodehavende hos tilknyttet virksomhed er nedskrevet med kr. 199.239 ultimo.</p>",ws@ws-kraft.dk,,,,68852617.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Majbrit Kragh,Leo Kraft,Leo Kraft,"RevisionsTeam, Registreret Revisionsvirksomhed v/Majbrit Kragh",OCEANIS ApS,Majbrit Kragh,,FrederiksvÃ¦rk,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,2015-02-24,Helsinge,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,47760666.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14953867,indberetninger-20180424,2.5118417999999996,68852617.0,,2018-03-30T12:40:26.335Z,2015-02-24T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-380.952,2015-02-24T23:00:00.000Z,211236.0,6461.0,200000.0,211236.0,200000.0,211236.0,11236.0,5236.0,0.0,11236.0,204775.0,204775.0,6000.0
68852617,2013-10-01,2014-09-30,c0,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8vcGRmcy82ODg1MjYxNztBcFM1MjcyNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8veGJybHMvWC01N0UyMzdEOS0yMDE1MDIyNF8xMzQ5MTdfODU3.xml,FrederiksvÃ¦rk,3300.0,5.0,Ellekrogen,3200 Helsinge,Smedevej 10,Til kapitalejerne i Oceanis ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,"Registreret revisor, Medlem af FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">tilgodehavende hos tilknyttet virksomhed er nedskrevet med kr. 199.239 ultimo.</p>",ws@ws-kraft.dk,-202840.0,199239.0,-3625.0,68852617.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Majbrit Kragh,Leo Kraft,Leo Kraft,"RevisionsTeam, Registreret Revisionsvirksomhed v/Majbrit Kragh",OCEANIS ApS,Majbrit Kragh,24.0,FrederiksvÃ¦rk,2012-10-01,2013-09-30,-202840.0,-202840.0,-3625.0,2014-09-30,2013-10-01,2015-02-24,Helsinge,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,0.0,47760666.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14953867,indberetninger-20180424,2.5118417999999996,68852617.0,,2018-03-30T12:40:26.335Z,2015-02-24T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-380.952,2015-02-24T23:00:00.000Z,,,,,,,,,,,,,
68852617,2013-10-01,2014-09-30,c1,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8vcGRmcy82ODg1MjYxNztBcFM1MjcyNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8veGJybHMvWC01N0UyMzdEOS0yMDE1MDIyNF8xMzQ5MTdfODU3.xml,FrederiksvÃ¦rk,3300.0,5.0,Ellekrogen,3200 Helsinge,Smedevej 10,Til kapitalejerne i Oceanis ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,"Registreret revisor, Medlem af FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">tilgodehavende hos tilknyttet virksomhed er nedskrevet med kr. 199.239 ultimo.</p>",ws@ws-kraft.dk,,,,68852617.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Majbrit Kragh,Leo Kraft,Leo Kraft,"RevisionsTeam, Registreret Revisionsvirksomhed v/Majbrit Kragh",OCEANIS ApS,Majbrit Kragh,,FrederiksvÃ¦rk,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,2015-02-24,Helsinge,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,47760666.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14953867,indberetninger-20180424,2.5118417999999996,68852617.0,,2018-03-30T12:40:26.335Z,2015-02-24T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-380.952,2015-02-24T23:00:00.000Z,,,,,,,,,,,,,
68852617,2013-10-01,2014-09-30,c2,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8vcGRmcy82ODg1MjYxNztBcFM1MjcyNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8veGJybHMvWC01N0UyMzdEOS0yMDE1MDIyNF8xMzQ5MTdfODU3.xml,FrederiksvÃ¦rk,3300.0,5.0,Ellekrogen,3200 Helsinge,Smedevej 10,Til kapitalejerne i Oceanis ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,"Registreret revisor, Medlem af FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">tilgodehavende hos tilknyttet virksomhed er nedskrevet med kr. 199.239 ultimo.</p>",ws@ws-kraft.dk,,,,68852617.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Majbrit Kragh,Leo Kraft,Leo Kraft,"RevisionsTeam, Registreret Revisionsvirksomhed v/Majbrit Kragh",OCEANIS ApS,Majbrit Kragh,,FrederiksvÃ¦rk,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,2015-02-24,Helsinge,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,47760666.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14953867,indberetninger-20180424,2.5118417999999996,68852617.0,,2018-03-30T12:40:26.335Z,2015-02-24T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-380.952,2015-02-24T23:00:00.000Z,,,,,,,,,,,,,
68852617,2013-10-01,2014-09-30,c4,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8vcGRmcy82ODg1MjYxNztBcFM1MjcyNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8veGJybHMvWC01N0UyMzdEOS0yMDE1MDIyNF8xMzQ5MTdfODU3.xml,FrederiksvÃ¦rk,3300.0,5.0,Ellekrogen,3200 Helsinge,Smedevej 10,Til kapitalejerne i Oceanis ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,"Registreret revisor, Medlem af FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">tilgodehavende hos tilknyttet virksomhed er nedskrevet med kr. 199.239 ultimo.</p>",ws@ws-kraft.dk,,,,68852617.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Majbrit Kragh,Leo Kraft,Leo Kraft,"RevisionsTeam, Registreret Revisionsvirksomhed v/Majbrit Kragh",OCEANIS ApS,Majbrit Kragh,,FrederiksvÃ¦rk,2012-10-01,2013-09-30,0.0,,,2014-09-30,2013-10-01,2015-02-24,Helsinge,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,47760666.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14953867,indberetninger-20180424,2.5118417999999996,68852617.0,,2018-03-30T12:40:26.335Z,2015-02-24T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-380.952,2015-02-24T23:00:00.000Z,,,,,,,,,,,,,
68852617,2013-10-01,2014-09-30,c6,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8vcGRmcy82ODg1MjYxNztBcFM1MjcyNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8veGJybHMvWC01N0UyMzdEOS0yMDE1MDIyNF8xMzQ5MTdfODU3.xml,FrederiksvÃ¦rk,3300.0,5.0,Ellekrogen,3200 Helsinge,Smedevej 10,Til kapitalejerne i Oceanis ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,"Registreret revisor, Medlem af FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">tilgodehavende hos tilknyttet virksomhed er nedskrevet med kr. 199.239 ultimo.</p>",ws@ws-kraft.dk,,,,68852617.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Majbrit Kragh,Leo Kraft,Leo Kraft,"RevisionsTeam, Registreret Revisionsvirksomhed v/Majbrit Kragh",OCEANIS ApS,Majbrit Kragh,,FrederiksvÃ¦rk,2012-10-01,2013-09-30,-202840.0,,,2014-09-30,2013-10-01,2015-02-24,Helsinge,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,47760666.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14953867,indberetninger-20180424,2.5118417999999996,68852617.0,,2018-03-30T12:40:26.335Z,2015-02-24T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-380.952,2015-02-24T23:00:00.000Z,,,,,,,,,,,,,
68852617,2014-09-30,2014-09-30,c8,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8vcGRmcy82ODg1MjYxNztBcFM1MjcyNzsyMDEzMTAwMTsyMDE0MDkzMDtSO1I.pdf,http://regnskaber.virk.dk/71625886/Y3ZyLmRrOi8veGJybHMvWC01N0UyMzdEOS0yMDE1MDIyNF8xMzQ5MTdfODU3.xml,FrederiksvÃ¦rk,3300.0,5.0,Ellekrogen,3200 Helsinge,Smedevej 10,Til kapitalejerne i Oceanis ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-24,2015-02-24,"Registreret revisor, Medlem af FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">tilgodehavende hos tilknyttet virksomhed er nedskrevet med kr. 199.239 ultimo.</p>",ws@ws-kraft.dk,,,,68852617.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Majbrit Kragh,Leo Kraft,Leo Kraft,"RevisionsTeam, Registreret Revisionsvirksomhed v/Majbrit Kragh",OCEANIS ApS,Majbrit Kragh,,FrederiksvÃ¦rk,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,2015-02-24,Helsinge,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,47760666.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14953867,indberetninger-20180424,2.5118417999999996,68852617.0,,2018-03-30T12:40:26.335Z,2015-02-24T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-380.952,2015-02-24T23:00:00.000Z,285.0,285.0,200000.0,285.0,-2840.0,285.0,3125.0,0.0,-202840.0,3125.0,0.0,0.0,3125.0
