entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
29240620,2015-05-01,2016-04-30,ID_10,,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2YxL2M1L2E3LzEzNDMtNGRhMy1hMzUyLTVkOTI0MDA1YmNiNA.pdf,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzLzU5Lzc2LzZmL2UzL2NhNmYtNGJhNy05ODBiLWZhYjczMTcxZmM4Mw.xml,false,"Bjerringbro, 8850",NÃ¸rregade 14,Til kapitalejerne i KN Ejendomsselskab ApS,Regnskabsklasse B,2017-08-20,2017-08-20,2006-01-05,2017-09-13,29538565.0,29240620.0,29538565.0,Ãrsrapport,JÃ¸rgen LÃ¸bner,Niels Klode Larsen,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,"Jyske Bank, Bjerringbro",KN Ejendomsselskab ApS,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,Bjerringbro,2015-05-01,2016-04-30,111641.0,2017-04-30,2016-05-01,false,2017-08-20,Bjerringbro,86 68 03 00,RevisionspÃ¥tegning,urn:ofk:oid:24511423,indberetninger-20180424,2.5097535,29240620.0,,2018-03-27T16:03:42.892Z,2017-09-19T11:16:51.146Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AV-29-QW,2017-09-19T11:16:51.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29240620,2015-05-01,2016-04-30,ID_6,,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2YxL2M1L2E3LzEzNDMtNGRhMy1hMzUyLTVkOTI0MDA1YmNiNA.pdf,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzLzU5Lzc2LzZmL2UzL2NhNmYtNGJhNy05ODBiLWZhYjczMTcxZmM4Mw.xml,false,"Bjerringbro, 8850",NÃ¸rregade 14,Til kapitalejerne i KN Ejendomsselskab ApS,Regnskabsklasse B,2017-08-20,2017-08-20,2006-01-05,2017-09-13,29538565.0,29240620.0,29538565.0,Ãrsrapport,JÃ¸rgen LÃ¸bner,Niels Klode Larsen,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,"Jyske Bank, Bjerringbro",KN Ejendomsselskab ApS,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,Bjerringbro,2015-05-01,2016-04-30,88359.0,2017-04-30,2016-05-01,false,2017-08-20,Bjerringbro,86 68 03 00,RevisionspÃ¥tegning,urn:ofk:oid:24511423,indberetninger-20180424,2.5097535,29240620.0,,2018-03-27T16:03:42.892Z,2017-09-19T11:16:51.146Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AV-29-QW,2017-09-19T11:16:51.594Z,242203.0,503450.0,254.0,113991.0,261247.0,25632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29240620,2015-05-01,2016-04-30,ID_8,,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2YxL2M1L2E3LzEzNDMtNGRhMy1hMzUyLTVkOTI0MDA1YmNiNA.pdf,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzLzU5Lzc2LzZmL2UzL2NhNmYtNGJhNy05ODBiLWZhYjczMTcxZmM4Mw.xml,false,"Bjerringbro, 8850",NÃ¸rregade 14,Til kapitalejerne i KN Ejendomsselskab ApS,Regnskabsklasse B,2017-08-20,2017-08-20,2006-01-05,2017-09-13,29538565.0,29240620.0,29538565.0,Ãrsrapport,JÃ¸rgen LÃ¸bner,Niels Klode Larsen,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,"Jyske Bank, Bjerringbro",KN Ejendomsselskab ApS,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,Bjerringbro,2015-05-01,2016-04-30,-200000.0,2017-04-30,2016-05-01,false,2017-08-20,Bjerringbro,86 68 03 00,RevisionspÃ¥tegning,urn:ofk:oid:24511423,indberetninger-20180424,2.5097535,29240620.0,,2018-03-27T16:03:42.892Z,2017-09-19T11:16:51.146Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AV-29-QW,2017-09-19T11:16:51.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29240620,2016-04-30,2016-04-30,ID_4,,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2YxL2M1L2E3LzEzNDMtNGRhMy1hMzUyLTVkOTI0MDA1YmNiNA.pdf,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzLzU5Lzc2LzZmL2UzL2NhNmYtNGJhNy05ODBiLWZhYjczMTcxZmM4Mw.xml,false,"Bjerringbro, 8850",NÃ¸rregade 14,Til kapitalejerne i KN Ejendomsselskab ApS,Regnskabsklasse B,2017-08-20,2017-08-20,2006-01-05,2017-09-13,29538565.0,29240620.0,29538565.0,Ãrsrapport,JÃ¸rgen LÃ¸bner,Niels Klode Larsen,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,"Jyske Bank, Bjerringbro",KN Ejendomsselskab ApS,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,Bjerringbro,2015-05-01,2016-04-30,,2017-04-30,2016-05-01,false,2017-08-20,Bjerringbro,86 68 03 00,RevisionspÃ¥tegning,urn:ofk:oid:24511423,indberetninger-20180424,2.5097535,29240620.0,,2018-03-27T16:03:42.892Z,2017-09-19T11:16:51.146Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AV-29-QW,2017-09-19T11:16:51.594Z,,,,,,,4030797.0,103283.0,140000.0,112370.0,9087.0,970528.0,3916035.0,2392.0,4030797.0,2958399.0,2781683.0,2758281.0,23402.0,3918427.0,20825.0,0.0,3918427.0,200000.0,101870.0,101870.0,630528.0,176716.0,138200.0,9087.0,17691.0,,
29240620,2016-05-01,2017-04-30,ID_0,,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2YxL2M1L2E3LzEzNDMtNGRhMy1hMzUyLTVkOTI0MDA1YmNiNA.pdf,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzLzU5Lzc2LzZmL2UzL2NhNmYtNGJhNy05ODBiLWZhYjczMTcxZmM4Mw.xml,false,"Bjerringbro, 8850",NÃ¸rregade 14,Til kapitalejerne i KN Ejendomsselskab ApS,Regnskabsklasse B,2017-08-20,2017-08-20,2006-01-05,2017-09-13,29538565.0,29240620.0,29538565.0,Ãrsrapport,JÃ¸rgen LÃ¸bner,Niels Klode Larsen,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,"Jyske Bank, Bjerringbro",KN Ejendomsselskab ApS,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,Bjerringbro,2015-05-01,2016-04-30,46484.0,2017-04-30,2016-05-01,false,2017-08-20,Bjerringbro,86 68 03 00,RevisionspÃ¥tegning,urn:ofk:oid:24511423,indberetninger-20180424,2.5097535,29240620.0,,2018-03-27T16:03:42.892Z,2017-09-19T11:16:51.146Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AV-29-QW,2017-09-19T11:16:51.594Z,239717.0,513390.0,0.0,60578.0,273673.0,14094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29240620,2016-05-01,2017-04-30,ID_1,,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2YxL2M1L2E3LzEzNDMtNGRhMy1hMzUyLTVkOTI0MDA1YmNiNA.pdf,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzLzU5Lzc2LzZmL2UzL2NhNmYtNGJhNy05ODBiLWZhYjczMTcxZmM4Mw.xml,false,"Bjerringbro, 8850",NÃ¸rregade 14,Til kapitalejerne i KN Ejendomsselskab ApS,Regnskabsklasse B,2017-08-20,2017-08-20,2006-01-05,2017-09-13,29538565.0,29240620.0,29538565.0,Ãrsrapport,JÃ¸rgen LÃ¸bner,Niels Klode Larsen,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,"Jyske Bank, Bjerringbro",KN Ejendomsselskab ApS,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,Bjerringbro,2015-05-01,2016-04-30,,2017-04-30,2016-05-01,false,2017-08-20,Bjerringbro,86 68 03 00,RevisionspÃ¥tegning,urn:ofk:oid:24511423,indberetninger-20180424,2.5097535,29240620.0,,2018-03-27T16:03:42.892Z,2017-09-19T11:16:51.146Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AV-29-QW,2017-09-19T11:16:51.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29240620,2016-05-01,2017-04-30,ID_2,,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2YxL2M1L2E3LzEzNDMtNGRhMy1hMzUyLTVkOTI0MDA1YmNiNA.pdf,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzLzU5Lzc2LzZmL2UzL2NhNmYtNGJhNy05ODBiLWZhYjczMTcxZmM4Mw.xml,false,"Bjerringbro, 8850",NÃ¸rregade 14,Til kapitalejerne i KN Ejendomsselskab ApS,Regnskabsklasse B,2017-08-20,2017-08-20,2006-01-05,2017-09-13,29538565.0,29240620.0,29538565.0,Ãrsrapport,JÃ¸rgen LÃ¸bner,Niels Klode Larsen,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,"Jyske Bank, Bjerringbro",KN Ejendomsselskab ApS,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,Bjerringbro,2015-05-01,2016-04-30,,2017-04-30,2016-05-01,false,2017-08-20,Bjerringbro,86 68 03 00,RevisionspÃ¥tegning,urn:ofk:oid:24511423,indberetninger-20180424,2.5097535,29240620.0,,2018-03-27T16:03:42.892Z,2017-09-19T11:16:51.146Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AV-29-QW,2017-09-19T11:16:51.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niels Klode Larsen,DirektÃ¸r
29240620,2016-05-01,2017-04-30,ID_3,,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2YxL2M1L2E3LzEzNDMtNGRhMy1hMzUyLTVkOTI0MDA1YmNiNA.pdf,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzLzU5Lzc2LzZmL2UzL2NhNmYtNGJhNy05ODBiLWZhYjczMTcxZmM4Mw.xml,false,"Bjerringbro, 8850",NÃ¸rregade 14,Til kapitalejerne i KN Ejendomsselskab ApS,Regnskabsklasse B,2017-08-20,2017-08-20,2006-01-05,2017-09-13,29538565.0,29240620.0,29538565.0,Ãrsrapport,JÃ¸rgen LÃ¸bner,Niels Klode Larsen,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,"Jyske Bank, Bjerringbro",KN Ejendomsselskab ApS,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,Bjerringbro,2015-05-01,2016-04-30,,2017-04-30,2016-05-01,false,2017-08-20,Bjerringbro,86 68 03 00,RevisionspÃ¥tegning,urn:ofk:oid:24511423,indberetninger-20180424,2.5097535,29240620.0,,2018-03-27T16:03:42.892Z,2017-09-19T11:16:51.146Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AV-29-QW,2017-09-19T11:16:51.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erik Nyhus,DirektÃ¸r
29240620,2016-05-01,2017-04-30,ID_7,,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2YxL2M1L2E3LzEzNDMtNGRhMy1hMzUyLTVkOTI0MDA1YmNiNA.pdf,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzLzU5Lzc2LzZmL2UzL2NhNmYtNGJhNy05ODBiLWZhYjczMTcxZmM4Mw.xml,false,"Bjerringbro, 8850",NÃ¸rregade 14,Til kapitalejerne i KN Ejendomsselskab ApS,Regnskabsklasse B,2017-08-20,2017-08-20,2006-01-05,2017-09-13,29538565.0,29240620.0,29538565.0,Ãrsrapport,JÃ¸rgen LÃ¸bner,Niels Klode Larsen,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,"Jyske Bank, Bjerringbro",KN Ejendomsselskab ApS,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,Bjerringbro,2015-05-01,2016-04-30,0.0,2017-04-30,2016-05-01,false,2017-08-20,Bjerringbro,86 68 03 00,RevisionspÃ¥tegning,urn:ofk:oid:24511423,indberetninger-20180424,2.5097535,29240620.0,,2018-03-27T16:03:42.892Z,2017-09-19T11:16:51.146Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AV-29-QW,2017-09-19T11:16:51.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29240620,2016-05-01,2017-04-30,ID_9,,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2YxL2M1L2E3LzEzNDMtNGRhMy1hMzUyLTVkOTI0MDA1YmNiNA.pdf,http://regnskaber.virk.dk/02604292/ZG9rdW1lbnRsYWdlcjovLzAzLzU5Lzc2LzZmL2UzL2NhNmYtNGJhNy05ODBiLWZhYjczMTcxZmM4Mw.xml,false,"Bjerringbro, 8850",NÃ¸rregade 14,Til kapitalejerne i KN Ejendomsselskab ApS,Regnskabsklasse B,2017-08-20,2017-08-20,2006-01-05,2017-09-13,29538565.0,29240620.0,29538565.0,Ãrsrapport,JÃ¸rgen LÃ¸bner,Niels Klode Larsen,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,"Jyske Bank, Bjerringbro",KN Ejendomsselskab ApS,Revisionsfirmaet JÃ¸rgen LÃ¸bner ApS,Bjerringbro,2015-05-01,2016-04-30,-46484.0,2017-04-30,2016-05-01,false,2017-08-20,Bjerringbro,86 68 03 00,RevisionspÃ¥tegning,urn:ofk:oid:24511423,indberetninger-20180424,2.5097535,29240620.0,,2018-03-27T16:03:42.892Z,2017-09-19T11:16:51.146Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AV-29-QW,2017-09-19T11:16:51.594Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
