entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfFinancialInstitution,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
28153007,2016-10-01,2017-09-30,ID_11,,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2Y3Lzg4L2EzL2QyMjMtNDE0OS1hMWQ3LTMwOGQ1ZTNmOWEzMw.pdf,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzNjLzkzL2E2ODQtNDM1MS05MjgyLThmODBhMzZmODhiZg.xml,true,"RÃ¸nde, 8410",FÃ¸llevej 5,Til den daglige ledelse i Isafjord Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-02,2019-03-02,2004-10-14,2019-03-03,19713830.0,61126228.0,28153007.0,19713830.0,mne3882,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Isafjord Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Engvang,Steen Rahbek,Djurs Revision,Danske Bank A/S,Isafjord Holding ApS,"Djurs Revision, Registreret revisionsvirksomhed",SÃ¸by,2016-10-01,2017-09-30,45806.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"706, Syddjurs",2018-09-30,2017-10-01,false,2019-03-02,FÃ¸lle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26787846,indberetninger-20180424,2.5118406,28153007.0,AWlXi8gERYGX6_YTFo5p,2019-03-07T09:46:23.990Z,2019-03-07T09:46:11.764Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AQ-87-FZ,2019-03-07T09:46:11.930Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28153007,2016-10-01,2017-09-30,ID_7,,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2Y3Lzg4L2EzL2QyMjMtNDE0OS1hMWQ3LTMwOGQ1ZTNmOWEzMw.pdf,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzNjLzkzL2E2ODQtNDM1MS05MjgyLThmODBhMzZmODhiZg.xml,true,"RÃ¸nde, 8410",FÃ¸llevej 5,Til den daglige ledelse i Isafjord Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-02,2019-03-02,2004-10-14,2019-03-03,19713830.0,61126228.0,28153007.0,19713830.0,mne3882,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Isafjord Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Engvang,Steen Rahbek,Djurs Revision,Danske Bank A/S,Isafjord Holding ApS,"Djurs Revision, Registreret revisionsvirksomhed",SÃ¸by,2016-10-01,2017-09-30,95806.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"706, Syddjurs",2018-09-30,2017-10-01,false,2019-03-02,FÃ¸lle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26787846,indberetninger-20180424,2.5118406,28153007.0,AWlXi8gERYGX6_YTFo5p,2019-03-07T09:46:23.990Z,2019-03-07T09:46:11.764Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AQ-87-FZ,2019-03-07T09:46:11.930Z,-8439.0,8439.0,53.0,131270.0,122778.0,26972.0,,,,,,,,,,,,,,,,,,,,,,,,
28153007,2016-10-01,2017-09-30,ID_9,,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2Y3Lzg4L2EzL2QyMjMtNDE0OS1hMWQ3LTMwOGQ1ZTNmOWEzMw.pdf,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzNjLzkzL2E2ODQtNDM1MS05MjgyLThmODBhMzZmODhiZg.xml,true,"RÃ¸nde, 8410",FÃ¸llevej 5,Til den daglige ledelse i Isafjord Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-02,2019-03-02,2004-10-14,2019-03-03,19713830.0,61126228.0,28153007.0,19713830.0,mne3882,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Isafjord Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Engvang,Steen Rahbek,Djurs Revision,Danske Bank A/S,Isafjord Holding ApS,"Djurs Revision, Registreret revisionsvirksomhed",SÃ¸by,2016-10-01,2017-09-30,50000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"706, Syddjurs",2018-09-30,2017-10-01,false,2019-03-02,FÃ¸lle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26787846,indberetninger-20180424,2.5118406,28153007.0,AWlXi8gERYGX6_YTFo5p,2019-03-07T09:46:23.990Z,2019-03-07T09:46:11.764Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AQ-87-FZ,2019-03-07T09:46:11.930Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28153007,2017-09-30,2017-09-30,ID_5,,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2Y3Lzg4L2EzL2QyMjMtNDE0OS1hMWQ3LTMwOGQ1ZTNmOWEzMw.pdf,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzNjLzkzL2E2ODQtNDM1MS05MjgyLThmODBhMzZmODhiZg.xml,true,"RÃ¸nde, 8410",FÃ¸llevej 5,Til den daglige ledelse i Isafjord Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-02,2019-03-02,2004-10-14,2019-03-03,19713830.0,61126228.0,28153007.0,19713830.0,mne3882,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Isafjord Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Engvang,Steen Rahbek,Djurs Revision,Danske Bank A/S,Isafjord Holding ApS,"Djurs Revision, Registreret revisionsvirksomhed",SÃ¸by,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"706, Syddjurs",2018-09-30,2017-10-01,false,2019-03-02,FÃ¸lle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26787846,indberetninger-20180424,2.5118406,28153007.0,AWlXi8gERYGX6_YTFo5p,2019-03-07T09:46:23.990Z,2019-03-07T09:46:11.764Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AQ-87-FZ,2019-03-07T09:46:11.930Z,,,,,,,1013062.0,402116.0,125000.0,888062.0,984955.0,1013062.0,28107.0,125000.0,125000.0,22088.0,22088.0,125000.0,483957.0,19.0,50000.0,809955.0,483957.0,6019.0,0.0,1989.0,0.0,1989.0,6000.0,
28153007,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2Y3Lzg4L2EzL2QyMjMtNDE0OS1hMWQ3LTMwOGQ1ZTNmOWEzMw.pdf,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzNjLzkzL2E2ODQtNDM1MS05MjgyLThmODBhMzZmODhiZg.xml,true,"RÃ¸nde, 8410",FÃ¸llevej 5,Til den daglige ledelse i Isafjord Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-02,2019-03-02,2004-10-14,2019-03-03,19713830.0,61126228.0,28153007.0,19713830.0,mne3882,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Isafjord Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Engvang,Steen Rahbek,Djurs Revision,Danske Bank A/S,Isafjord Holding ApS,"Djurs Revision, Registreret revisionsvirksomhed",SÃ¸by,2016-10-01,2017-09-30,67495.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"706, Syddjurs",2018-09-30,2017-10-01,false,2019-03-02,FÃ¸lle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26787846,indberetninger-20180424,2.5118406,28153007.0,AWlXi8gERYGX6_YTFo5p,2019-03-07T09:46:23.990Z,2019-03-07T09:46:11.764Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AQ-87-FZ,2019-03-07T09:46:11.930Z,-7170.0,7170.0,987.0,94880.0,86723.0,19228.0,,,,,,,,,,,,,,,,,,,,,,,,
28153007,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2Y3Lzg4L2EzL2QyMjMtNDE0OS1hMWQ3LTMwOGQ1ZTNmOWEzMw.pdf,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzNjLzkzL2E2ODQtNDM1MS05MjgyLThmODBhMzZmODhiZg.xml,true,"RÃ¸nde, 8410",FÃ¸llevej 5,Til den daglige ledelse i Isafjord Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-02,2019-03-02,2004-10-14,2019-03-03,19713830.0,61126228.0,28153007.0,19713830.0,mne3882,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Isafjord Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Engvang,Steen Rahbek,Djurs Revision,Danske Bank A/S,Isafjord Holding ApS,"Djurs Revision, Registreret revisionsvirksomhed",SÃ¸by,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"706, Syddjurs",2018-09-30,2017-10-01,false,2019-03-02,FÃ¸lle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26787846,indberetninger-20180424,2.5118406,28153007.0,AWlXi8gERYGX6_YTFo5p,2019-03-07T09:46:23.990Z,2019-03-07T09:46:11.764Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AQ-87-FZ,2019-03-07T09:46:11.930Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28153007,2017-10-01,2018-09-30,ID_10,,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2Y3Lzg4L2EzL2QyMjMtNDE0OS1hMWQ3LTMwOGQ1ZTNmOWEzMw.pdf,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzNjLzkzL2E2ODQtNDM1MS05MjgyLThmODBhMzZmODhiZg.xml,true,"RÃ¸nde, 8410",FÃ¸llevej 5,Til den daglige ledelse i Isafjord Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-02,2019-03-02,2004-10-14,2019-03-03,19713830.0,61126228.0,28153007.0,19713830.0,mne3882,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Isafjord Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Engvang,Steen Rahbek,Djurs Revision,Danske Bank A/S,Isafjord Holding ApS,"Djurs Revision, Registreret revisionsvirksomhed",SÃ¸by,2016-10-01,2017-09-30,17495.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"706, Syddjurs",2018-09-30,2017-10-01,false,2019-03-02,FÃ¸lle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26787846,indberetninger-20180424,2.5118406,28153007.0,AWlXi8gERYGX6_YTFo5p,2019-03-07T09:46:23.990Z,2019-03-07T09:46:11.764Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AQ-87-FZ,2019-03-07T09:46:11.930Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28153007,2017-10-01,2018-09-30,ID_2,,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2Y3Lzg4L2EzL2QyMjMtNDE0OS1hMWQ3LTMwOGQ1ZTNmOWEzMw.pdf,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzNjLzkzL2E2ODQtNDM1MS05MjgyLThmODBhMzZmODhiZg.xml,true,"RÃ¸nde, 8410",FÃ¸llevej 5,Til den daglige ledelse i Isafjord Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-02,2019-03-02,2004-10-14,2019-03-03,19713830.0,61126228.0,28153007.0,19713830.0,mne3882,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Isafjord Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Engvang,Steen Rahbek,Djurs Revision,Danske Bank A/S,Isafjord Holding ApS,"Djurs Revision, Registreret revisionsvirksomhed",SÃ¸by,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"706, Syddjurs",2018-09-30,2017-10-01,false,2019-03-02,FÃ¸lle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26787846,indberetninger-20180424,2.5118406,28153007.0,AWlXi8gERYGX6_YTFo5p,2019-03-07T09:46:23.990Z,2019-03-07T09:46:11.764Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AQ-87-FZ,2019-03-07T09:46:11.930Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28153007,2017-10-01,2018-09-30,ID_3,,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2Y3Lzg4L2EzL2QyMjMtNDE0OS1hMWQ3LTMwOGQ1ZTNmOWEzMw.pdf,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzNjLzkzL2E2ODQtNDM1MS05MjgyLThmODBhMzZmODhiZg.xml,true,"RÃ¸nde, 8410",FÃ¸llevej 5,Til den daglige ledelse i Isafjord Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-02,2019-03-02,2004-10-14,2019-03-03,19713830.0,61126228.0,28153007.0,19713830.0,mne3882,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Isafjord Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Engvang,Steen Rahbek,Djurs Revision,Danske Bank A/S,Isafjord Holding ApS,"Djurs Revision, Registreret revisionsvirksomhed",SÃ¸by,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"706, Syddjurs",2018-09-30,2017-10-01,false,2019-03-02,FÃ¸lle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26787846,indberetninger-20180424,2.5118406,28153007.0,AWlXi8gERYGX6_YTFo5p,2019-03-07T09:46:23.990Z,2019-03-07T09:46:11.764Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AQ-87-FZ,2019-03-07T09:46:11.930Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frands MÃ¸ller Rasmussen
28153007,2017-10-01,2018-09-30,ID_4,,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzUxL2Y3Lzg4L2EzL2QyMjMtNDE0OS1hMWQ3LTMwOGQ1ZTNmOWEzMw.pdf,http://regnskaber.virk.dk/70035182/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzMyLzNjLzkzL2E2ODQtNDM1MS05MjgyLThmODBhMzZmODhiZg.xml,true,"RÃ¸nde, 8410",FÃ¸llevej 5,Til den daglige ledelse i Isafjord Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-02,2019-03-02,2004-10-14,2019-03-03,19713830.0,61126228.0,28153007.0,19713830.0,mne3882,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Isafjord Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Engvang,Steen Rahbek,Djurs Revision,Danske Bank A/S,Isafjord Holding ApS,"Djurs Revision, Registreret revisionsvirksomhed",SÃ¸by,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"706, Syddjurs",2018-09-30,2017-10-01,false,2019-03-02,FÃ¸lle,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26787846,indberetninger-20180424,2.5118406,28153007.0,AWlXi8gERYGX6_YTFo5p,2019-03-07T09:46:23.990Z,2019-03-07T09:46:11.764Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AQ-87-FZ,2019-03-07T09:46:11.930Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
