entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,AmortisationOfIntangibleAssets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm
33649770,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2RmLzM1LzExL2U3ZjctNDA2Ny04NDUxLWU1MDQwNjg2ZTgwYw.pdf,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVkLzRlL2E2L2Y3OTMtNGUxYy05N2QzLTIxZTBjZmQ4OWI5ZA.xml,1.0,Herning,7400.0,30.0,Birk Centerpark,Ikast,7430.0,2.0,Vestergade,7430  Ikast,c/o Mette Bundgaard,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Time Consult ApS,50628.0,-3474.0,52000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,2015-04-15,2011-05-09,2015-04-15,-144469.0,4870.0,Statsautoriseret revisor,-32467.0,info@time-consult.dk,-688263.0,860311.0,www.time-consult.dk,33649770.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Time Consult ApS.,-22185.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Mette Bundgaard Andersen,Mette Bundgaard Andersen,Handelsbanken,Time Consult ApS,BDO Statsautoriseret revisionsaktieselskab,-128612.0,-6.0,Ikast,-3960.0,74727.0,27573.0,27579.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,2014-01-01,2015-04-15,Herning,-2939.0,47154.0,22 96 30 40,Andre erklÃ¦ringer uden sikkerhed,-552752.0,urn:ofk:oid:5133624,indberetninger-20180424,2.5122833,33649770,,2018-03-30T10:49:27.390Z,2015-04-20T08:03:31.599Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-XY,2015-04-20T08:03:31.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33649770,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2RmLzM1LzExL2U3ZjctNDA2Ny04NDUxLWU1MDQwNjg2ZTgwYw.pdf,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVkLzRlL2E2L2Y3OTMtNGUxYy05N2QzLTIxZTBjZmQ4OWI5ZA.xml,1.0,Herning,7400.0,30.0,Birk Centerpark,Ikast,7430.0,2.0,Vestergade,7430  Ikast,c/o Mette Bundgaard,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Time Consult ApS,,,52000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-15,2011-05-09,2015-04-15,,4870.0,Statsautoriseret revisor,-32467.0,info@time-consult.dk,,,www.time-consult.dk,33649770.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Time Consult ApS.,-22185.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Mette Bundgaard Andersen,Mette Bundgaard Andersen,Handelsbanken,Time Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ikast,,74727.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,2014-01-01,2015-04-15,Herning,,,22 96 30 40,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5133624,indberetninger-20180424,2.5122833,33649770,,2018-03-30T10:49:27.390Z,2015-04-20T08:03:31.599Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-XY,2015-04-20T08:03:31.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33649770,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2RmLzM1LzExL2U3ZjctNDA2Ny04NDUxLWU1MDQwNjg2ZTgwYw.pdf,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVkLzRlL2E2L2Y3OTMtNGUxYy05N2QzLTIxZTBjZmQ4OWI5ZA.xml,1.0,Herning,7400.0,30.0,Birk Centerpark,Ikast,7430.0,2.0,Vestergade,7430  Ikast,c/o Mette Bundgaard,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Time Consult ApS,,,52000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-15,2011-05-09,2015-04-15,,4870.0,Statsautoriseret revisor,-32467.0,info@time-consult.dk,,,www.time-consult.dk,33649770.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Time Consult ApS.,-22185.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Mette Bundgaard Andersen,Mette Bundgaard Andersen,Handelsbanken,Time Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ikast,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,2014-01-01,2015-04-15,Herning,,,22 96 30 40,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5133624,indberetninger-20180424,2.5122833,33649770,,2018-03-30T10:49:27.390Z,2015-04-20T08:03:31.599Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-XY,2015-04-20T08:03:31.645Z,524842.0,190414.0,80000.0,451690.0,47154.0,107675.0,15152.0,58000.0,58000.0,524842.0,417167.0,0.0,120800.0,73152.0,120800.0,0.0,286317.0,11597.0,15152.0,0.0,0.0,27675.0,10050.0,296367.0,261276.0,0.0,202525.0,,,,,
33649770,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2RmLzM1LzExL2U3ZjctNDA2Ny04NDUxLWU1MDQwNjg2ZTgwYw.pdf,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVkLzRlL2E2L2Y3OTMtNGUxYy05N2QzLTIxZTBjZmQ4OWI5ZA.xml,1.0,Herning,7400.0,30.0,Birk Centerpark,Ikast,7430.0,2.0,Vestergade,7430  Ikast,c/o Mette Bundgaard,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Time Consult ApS,,,52000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-15,2011-05-09,2015-04-15,,4870.0,Statsautoriseret revisor,-32467.0,info@time-consult.dk,,,www.time-consult.dk,33649770.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Time Consult ApS.,-22185.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Mette Bundgaard Andersen,Mette Bundgaard Andersen,Handelsbanken,Time Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ikast,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,2014-01-01,2015-04-15,Herning,,,22 96 30 40,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5133624,indberetninger-20180424,2.5122833,33649770,,2018-03-30T10:49:27.390Z,2015-04-20T08:03:31.599Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-XY,2015-04-20T08:03:31.645Z,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33649770,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2RmLzM1LzExL2U3ZjctNDA2Ny04NDUxLWU1MDQwNjg2ZTgwYw.pdf,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVkLzRlL2E2L2Y3OTMtNGUxYy05N2QzLTIxZTBjZmQ4OWI5ZA.xml,1.0,Herning,7400.0,30.0,Birk Centerpark,Ikast,7430.0,2.0,Vestergade,7430  Ikast,c/o Mette Bundgaard,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Time Consult ApS,,,52000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-15,2011-05-09,2015-04-15,,4870.0,Statsautoriseret revisor,-32467.0,info@time-consult.dk,,,www.time-consult.dk,33649770.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Time Consult ApS.,-22185.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Mette Bundgaard Andersen,Mette Bundgaard Andersen,Handelsbanken,Time Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ikast,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,2014-01-01,2015-04-15,Herning,,,22 96 30 40,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5133624,indberetninger-20180424,2.5122833,33649770,,2018-03-30T10:49:27.390Z,2015-04-20T08:03:31.599Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-XY,2015-04-20T08:03:31.645Z,,,,,,27675.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33649770,2014-01-01,2014-01-01,c65,,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2RmLzM1LzExL2U3ZjctNDA2Ny04NDUxLWU1MDQwNjg2ZTgwYw.pdf,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVkLzRlL2E2L2Y3OTMtNGUxYy05N2QzLTIxZTBjZmQ4OWI5ZA.xml,1.0,Herning,7400.0,30.0,Birk Centerpark,Ikast,7430.0,2.0,Vestergade,7430  Ikast,c/o Mette Bundgaard,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Time Consult ApS,,,52000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-15,2011-05-09,2015-04-15,,4870.0,Statsautoriseret revisor,-32467.0,info@time-consult.dk,,,www.time-consult.dk,33649770.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Time Consult ApS.,-22185.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Mette Bundgaard Andersen,Mette Bundgaard Andersen,Handelsbanken,Time Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ikast,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,2014-01-01,2015-04-15,Herning,,,22 96 30 40,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5133624,indberetninger-20180424,2.5122833,33649770,,2018-03-30T10:49:27.390Z,2015-04-20T08:03:31.599Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-XY,2015-04-20T08:03:31.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,452000.0,510000.0,,,
33649770,2014-01-01,2014-01-01,c88,,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2RmLzM1LzExL2U3ZjctNDA2Ny04NDUxLWU1MDQwNjg2ZTgwYw.pdf,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVkLzRlL2E2L2Y3OTMtNGUxYy05N2QzLTIxZTBjZmQ4OWI5ZA.xml,1.0,Herning,7400.0,30.0,Birk Centerpark,Ikast,7430.0,2.0,Vestergade,7430  Ikast,c/o Mette Bundgaard,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Time Consult ApS,,,52000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-15,2011-05-09,2015-04-15,,4870.0,Statsautoriseret revisor,-32467.0,info@time-consult.dk,,,www.time-consult.dk,33649770.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Time Consult ApS.,-22185.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Mette Bundgaard Andersen,Mette Bundgaard Andersen,Handelsbanken,Time Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ikast,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,2014-01-01,2015-04-15,Herning,,,22 96 30 40,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5133624,indberetninger-20180424,2.5122833,33649770,,2018-03-30T10:49:27.390Z,2015-04-20T08:03:31.599Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-XY,2015-04-20T08:03:31.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17315.0,32467.0,
33649770,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2RmLzM1LzExL2U3ZjctNDA2Ny04NDUxLWU1MDQwNjg2ZTgwYw.pdf,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVkLzRlL2E2L2Y3OTMtNGUxYy05N2QzLTIxZTBjZmQ4OWI5ZA.xml,1.0,Herning,7400.0,30.0,Birk Centerpark,Ikast,7430.0,2.0,Vestergade,7430  Ikast,c/o Mette Bundgaard,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Time Consult ApS,-48506.0,0.0,52000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-6591.0,2015-04-15,2011-05-09,2015-04-15,-92868.0,4870.0,Statsautoriseret revisor,-32467.0,info@time-consult.dk,-574806.0,900499.0,www.time-consult.dk,33649770.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Time Consult ApS.,-22185.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Mette Bundgaard Andersen,Mette Bundgaard Andersen,Handelsbanken,Time Consult ApS,BDO Statsautoriseret revisionsaktieselskab,-83482.0,0.0,Ikast,-4140.0,177728.0,232825.0,232825.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,2014-01-01,2015-04-15,Herning,-7025.0,-55097.0,22 96 30 40,Andre erklÃ¦ringer uden sikkerhed,-480159.0,urn:ofk:oid:5133624,indberetninger-20180424,2.5122833,33649770,,2018-03-30T10:49:27.390Z,2015-04-20T08:03:31.599Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-XY,2015-04-20T08:03:31.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
33649770,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2RmLzM1LzExL2U3ZjctNDA2Ny04NDUxLWU1MDQwNjg2ZTgwYw.pdf,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVkLzRlL2E2L2Y3OTMtNGUxYy05N2QzLTIxZTBjZmQ4OWI5ZA.xml,1.0,Herning,7400.0,30.0,Birk Centerpark,Ikast,7430.0,2.0,Vestergade,7430  Ikast,c/o Mette Bundgaard,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Time Consult ApS,,,52000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-15,2011-05-09,2015-04-15,,4870.0,Statsautoriseret revisor,-32467.0,info@time-consult.dk,,,www.time-consult.dk,33649770.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Time Consult ApS.,-22185.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Mette Bundgaard Andersen,Mette Bundgaard Andersen,Handelsbanken,Time Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ikast,,177728.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,2014-01-01,2015-04-15,Herning,,,22 96 30 40,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5133624,indberetninger-20180424,2.5122833,33649770,,2018-03-30T10:49:27.390Z,2015-04-20T08:03:31.599Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-XY,2015-04-20T08:03:31.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33649770,2014-01-01,2014-12-31,c199,,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2RmLzM1LzExL2U3ZjctNDA2Ny04NDUxLWU1MDQwNjg2ZTgwYw.pdf,http://regnskaber.virk.dk/07794633/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzVkLzRlL2E2L2Y3OTMtNGUxYy05N2QzLTIxZTBjZmQ4OWI5ZA.xml,1.0,Herning,7400.0,30.0,Birk Centerpark,Ikast,7430.0,2.0,Vestergade,7430  Ikast,c/o Mette Bundgaard,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i Time Consult ApS,,,52000.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-04-15,2011-05-09,2015-04-15,,4870.0,Statsautoriseret revisor,-32467.0,info@time-consult.dk,,,www.time-consult.dk,33649770.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Time Consult ApS.,-22185.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,Mette Bundgaard Andersen,Mette Bundgaard Andersen,Handelsbanken,Time Consult ApS,BDO Statsautoriseret revisionsaktieselskab,,,Ikast,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast,2014-12-31,2014-01-01,2015-04-15,Herning,,,22 96 30 40,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:5133624,indberetninger-20180424,2.5122833,33649770,,2018-03-30T10:49:27.390Z,2015-04-20T08:03:31.599Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-82-XY,2015-04-20T08:03:31.645Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
