entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,CurrentAssets,Equity,LiabilitiesAndEquity,OtherShorttermInvestments,RetainedEarnings,ShorttermInvestments,NameAndSurnameOfMemberOfExecutiveBoard
32306853,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzU4L2Q0LzFjL2NhY2YtNGEwZC05ZTJhLWMyNjM1Y2QxYzI4MA.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2U2LzcwL2QxL2ZmNTAtNDcxYS05ZjA1LWZkMjdlMGYyNjA1Nw.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzgyL2VhL2RlL2EyNzYtNDlmZC04MjBkLTdlMzEyMDIzMDExZQ.xml,true,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-03-31,2019-04-26,8832.0,20168.0,32306853.0,5124.0,Ãrsrapport,Peter Juhl Voldsgaard,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2017-01-01,2017-12-31,20746.0,25292.0,20168.0,2018-12-31,2018-01-01,29000.0,false,4546.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27042370,indberetninger-20180424,2.5949414,32306853.0,AWpozst5RYGX6_YTHNxD,2019-04-29T11:16:05.196Z,2019-04-29T11:15:43.594Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-55-XX,2019-04-29T11:15:43.808Z,,,,,,,,,
32306853,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzU4L2Q0LzFjL2NhY2YtNGEwZC05ZTJhLWMyNjM1Y2QxYzI4MA.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2U2LzcwL2QxL2ZmNTAtNDcxYS05ZjA1LWZkMjdlMGYyNjA1Nw.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzgyL2VhL2RlL2EyNzYtNDlmZC04MjBkLTdlMzEyMDIzMDExZQ.xml,true,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-03-31,2019-04-26,,,32306853.0,,Ãrsrapport,Peter Juhl Voldsgaard,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2017-01-01,2017-12-31,5688.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27042370,indberetninger-20180424,2.5949414,32306853.0,AWpozst5RYGX6_YTHNxD,2019-04-29T11:16:05.196Z,2019-04-29T11:15:43.594Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-55-XX,2019-04-29T11:15:43.808Z,,,,,,,,,
32306853,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzU4L2Q0LzFjL2NhY2YtNGEwZC05ZTJhLWMyNjM1Y2QxYzI4MA.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2U2LzcwL2QxL2ZmNTAtNDcxYS05ZjA1LWZkMjdlMGYyNjA1Nw.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzgyL2VhL2RlL2EyNzYtNDlmZC04MjBkLTdlMzEyMDIzMDExZQ.xml,true,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-03-31,2019-04-26,,,32306853.0,,Ãrsrapport,Peter Juhl Voldsgaard,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2017-01-01,2017-12-31,15058.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27042370,indberetninger-20180424,2.5949414,32306853.0,AWpozst5RYGX6_YTHNxD,2019-04-29T11:16:05.196Z,2019-04-29T11:15:43.594Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-55-XX,2019-04-29T11:15:43.808Z,,,,,,,,,
32306853,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzU4L2Q0LzFjL2NhY2YtNGEwZC05ZTJhLWMyNjM1Y2QxYzI4MA.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2U2LzcwL2QxL2ZmNTAtNDcxYS05ZjA1LWZkMjdlMGYyNjA1Nw.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzgyL2VhL2RlL2EyNzYtNDlmZC04MjBkLTdlMzEyMDIzMDExZQ.xml,true,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-03-31,2019-04-26,,,32306853.0,,Ãrsrapport,Peter Juhl Voldsgaard,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27042370,indberetninger-20180424,2.5949414,32306853.0,AWpozst5RYGX6_YTHNxD,2019-04-29T11:16:05.196Z,2019-04-29T11:15:43.594Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-55-XX,2019-04-29T11:15:43.808Z,49430.0,16582.0,49430.0,49430.0,49430.0,32848.0,49430.0,32848.0,
32306853,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzU4L2Q0LzFjL2NhY2YtNGEwZC05ZTJhLWMyNjM1Y2QxYzI4MA.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2U2LzcwL2QxL2ZmNTAtNDcxYS05ZjA1LWZkMjdlMGYyNjA1Nw.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzgyL2VhL2RlL2EyNzYtNDlmZC04MjBkLTdlMzEyMDIzMDExZQ.xml,true,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-03-31,2019-04-26,7970.0,21230.0,32306853.0,47999.0,Ãrsrapport,Peter Juhl Voldsgaard,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2017-01-01,2017-12-31,53553.0,69229.0,21230.0,2018-12-31,2018-01-01,29200.0,false,15676.0,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27042370,indberetninger-20180424,2.5949414,32306853.0,AWpozst5RYGX6_YTHNxD,2019-04-29T11:16:05.196Z,2019-04-29T11:15:43.594Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-55-XX,2019-04-29T11:15:43.808Z,,,,,,,,,
32306853,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzU4L2Q0LzFjL2NhY2YtNGEwZC05ZTJhLWMyNjM1Y2QxYzI4MA.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2U2LzcwL2QxL2ZmNTAtNDcxYS05ZjA1LWZkMjdlMGYyNjA1Nw.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzgyL2VhL2RlL2EyNzYtNDlmZC04MjBkLTdlMzEyMDIzMDExZQ.xml,true,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-03-31,2019-04-26,,,32306853.0,,Ãrsrapport,Peter Juhl Voldsgaard,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27042370,indberetninger-20180424,2.5949414,32306853.0,AWpozst5RYGX6_YTHNxD,2019-04-29T11:16:05.196Z,2019-04-29T11:15:43.594Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-55-XX,2019-04-29T11:15:43.808Z,,,,,,,,,Peter Juhl Voldsgaard
32306853,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzU4L2Q0LzFjL2NhY2YtNGEwZC05ZTJhLWMyNjM1Y2QxYzI4MA.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2U2LzcwL2QxL2ZmNTAtNDcxYS05ZjA1LWZkMjdlMGYyNjA1Nw.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzgyL2VhL2RlL2EyNzYtNDlmZC04MjBkLTdlMzEyMDIzMDExZQ.xml,true,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-03-31,2019-04-26,,,32306853.0,,Ãrsrapport,Peter Juhl Voldsgaard,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27042370,indberetninger-20180424,2.5949414,32306853.0,AWpozst5RYGX6_YTHNxD,2019-04-29T11:16:05.196Z,2019-04-29T11:15:43.594Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-55-XX,2019-04-29T11:15:43.808Z,,,,,,,,,Mads Christoffer Mortensen
32306853,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzU4L2Q0LzFjL2NhY2YtNGEwZC05ZTJhLWMyNjM1Y2QxYzI4MA.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2U2LzcwL2QxL2ZmNTAtNDcxYS05ZjA1LWZkMjdlMGYyNjA1Nw.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzgyL2VhL2RlL2EyNzYtNDlmZC04MjBkLTdlMzEyMDIzMDExZQ.xml,true,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-03-31,2019-04-26,,,32306853.0,,Ãrsrapport,Peter Juhl Voldsgaard,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2017-01-01,2017-12-31,12634.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27042370,indberetninger-20180424,2.5949414,32306853.0,AWpozst5RYGX6_YTHNxD,2019-04-29T11:16:05.196Z,2019-04-29T11:15:43.594Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-55-XX,2019-04-29T11:15:43.808Z,,,,,,,,,
32306853,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzU4L2Q0LzFjL2NhY2YtNGEwZC05ZTJhLWMyNjM1Y2QxYzI4MA.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2U2LzcwL2QxL2ZmNTAtNDcxYS05ZjA1LWZkMjdlMGYyNjA1Nw.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzgyL2VhL2RlL2EyNzYtNDlmZC04MjBkLTdlMzEyMDIzMDExZQ.xml,true,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-03-31,2019-04-26,,,32306853.0,,Ãrsrapport,Peter Juhl Voldsgaard,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2017-01-01,2017-12-31,40919.0,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27042370,indberetninger-20180424,2.5949414,32306853.0,AWpozst5RYGX6_YTHNxD,2019-04-29T11:16:05.196Z,2019-04-29T11:15:43.594Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-55-XX,2019-04-29T11:15:43.808Z,,,,,,,,,
32306853,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzM1LzU4L2Q0LzFjL2NhY2YtNGEwZC05ZTJhLWMyNjM1Y2QxYzI4MA.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2U2LzcwL2QxL2ZmNTAtNDcxYS05ZjA1LWZkMjdlMGYyNjA1Nw.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzNiLzgyL2VhL2RlL2EyNzYtNDlmZC04MjBkLTdlMzEyMDIzMDExZQ.xml,true,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-03-31,2019-04-26,,,32306853.0,,Ãrsrapport,Peter Juhl Voldsgaard,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,,false,true,false,false,true,false,Ingen bistand,urn:ofk:oid:27042370,indberetninger-20180424,2.5949414,32306853.0,AWpozst5RYGX6_YTHNxD,2019-04-29T11:16:05.196Z,2019-04-29T11:15:43.594Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-55-XX,2019-04-29T11:15:43.808Z,102983.0,33650.0,102983.0,102983.0,102983.0,69333.0,102983.0,69333.0,
