entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,CurrentAssets,Equity,LiabilitiesAndEquity,OtherShorttermInvestments,RetainedEarnings,ShorttermInvestments,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
32306853,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzM4L2ZkL2U3LzQ3N2QtNGQzNC05Nzk0LTNjNDE0YmVjYTA3MQ.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2NjL2UzLzMyLzM1ZDctNDBiMS1hY2YxLWMxNGNlNTJjMDRhZA.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzVkL2UzLzdlL2U2NDQtNDJkYS05N2VlLTQ3ODUyMTBkMTIxNA.xml,true,Danmark,DK,Aarhus C,8000.0,11.0,Ãboulevarden,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,Regnskabsklasse B,2018-04-16,2018-04-16,22531.0,-1757.0,32306853.0,-10726.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Juhl Voldsgaard,Handelsbanken,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2016-01-01,2016-12-31,-11732.0,-11732.0,-1757.0,2017-12-31,2017-01-01,31500.0,false,false,9975.0,false,false,Ingen bistand,urn:ofk:oid:25372264,indberetninger-20180424,2.5953746,32306853.0,AWMLRMVWx8uVRSOdgEDA,2018-04-28T08:01:19.814Z,2018-04-28T08:00:42.918Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-04-HG,2018-04-28T08:00:43.122Z,,,,,,,,,,
32306853,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzM4L2ZkL2U3LzQ3N2QtNGQzNC05Nzk0LTNjNDE0YmVjYTA3MQ.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2NjL2UzLzMyLzM1ZDctNDBiMS1hY2YxLWMxNGNlNTJjMDRhZA.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzVkL2UzLzdlL2U2NDQtNDJkYS05N2VlLTQ3ODUyMTBkMTIxNA.xml,true,Danmark,DK,Aarhus C,8000.0,11.0,Ãboulevarden,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,Regnskabsklasse B,2018-04-16,2018-04-16,,,32306853.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Juhl Voldsgaard,Handelsbanken,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25372264,indberetninger-20180424,2.5953746,32306853.0,AWMLRMVWx8uVRSOdgEDA,2018-04-28T08:01:19.814Z,2018-04-28T08:00:42.918Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-04-HG,2018-04-28T08:00:43.122Z,,,,,,,,,,
32306853,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzM4L2ZkL2U3LzQ3N2QtNGQzNC05Nzk0LTNjNDE0YmVjYTA3MQ.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2NjL2UzLzMyLzM1ZDctNDBiMS1hY2YxLWMxNGNlNTJjMDRhZA.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzVkL2UzLzdlL2U2NDQtNDJkYS05N2VlLTQ3ODUyMTBkMTIxNA.xml,true,Danmark,DK,Aarhus C,8000.0,11.0,Ãboulevarden,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,Regnskabsklasse B,2018-04-16,2018-04-16,,,32306853.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Juhl Voldsgaard,Handelsbanken,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25372264,indberetninger-20180424,2.5953746,32306853.0,AWMLRMVWx8uVRSOdgEDA,2018-04-28T08:01:19.814Z,2018-04-28T08:00:42.918Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-04-HG,2018-04-28T08:00:43.122Z,,,,,,,,,,
32306853,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzM4L2ZkL2U3LzQ3N2QtNGQzNC05Nzk0LTNjNDE0YmVjYTA3MQ.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2NjL2UzLzMyLzM1ZDctNDBiMS1hY2YxLWMxNGNlNTJjMDRhZA.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzVkL2UzLzdlL2U2NDQtNDJkYS05N2VlLTQ3ODUyMTBkMTIxNA.xml,true,Danmark,DK,Aarhus C,8000.0,11.0,Ãboulevarden,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,Regnskabsklasse B,2018-04-16,2018-04-16,,,32306853.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Juhl Voldsgaard,Handelsbanken,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25372264,indberetninger-20180424,2.5953746,32306853.0,AWMLRMVWx8uVRSOdgEDA,2018-04-28T08:01:19.814Z,2018-04-28T08:00:42.918Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-04-HG,2018-04-28T08:00:43.122Z,28680.0,956.0,28680.0,28680.0,28680.0,27724.0,-11732.0,27724.0,,
32306853,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzM4L2ZkL2U3LzQ3N2QtNGQzNC05Nzk0LTNjNDE0YmVjYTA3MQ.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2NjL2UzLzMyLzM1ZDctNDBiMS1hY2YxLWMxNGNlNTJjMDRhZA.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzVkL2UzLzdlL2U2NDQtNDJkYS05N2VlLTQ3ODUyMTBkMTIxNA.xml,true,Danmark,DK,Aarhus C,8000.0,11.0,Ãboulevarden,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,Regnskabsklasse B,2018-04-16,2018-04-16,8832.0,20168.0,32306853.0,5124.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Juhl Voldsgaard,Handelsbanken,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2016-01-01,2016-12-31,20746.0,25292.0,20168.0,2017-12-31,2017-01-01,29000.0,false,false,4546.0,false,false,Ingen bistand,urn:ofk:oid:25372264,indberetninger-20180424,2.5953746,32306853.0,AWMLRMVWx8uVRSOdgEDA,2018-04-28T08:01:19.814Z,2018-04-28T08:00:42.918Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-04-HG,2018-04-28T08:00:43.122Z,,,,,,,,,,
32306853,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzM4L2ZkL2U3LzQ3N2QtNGQzNC05Nzk0LTNjNDE0YmVjYTA3MQ.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2NjL2UzLzMyLzM1ZDctNDBiMS1hY2YxLWMxNGNlNTJjMDRhZA.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzVkL2UzLzdlL2U2NDQtNDJkYS05N2VlLTQ3ODUyMTBkMTIxNA.xml,true,Danmark,DK,Aarhus C,8000.0,11.0,Ãboulevarden,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,Regnskabsklasse B,2018-04-16,2018-04-16,,,32306853.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Juhl Voldsgaard,Handelsbanken,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25372264,indberetninger-20180424,2.5953746,32306853.0,AWMLRMVWx8uVRSOdgEDA,2018-04-28T08:01:19.814Z,2018-04-28T08:00:42.918Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-04-HG,2018-04-28T08:00:43.122Z,,,,,,,,,Peter Juhl Voldsgaard,DirektÃ¸r
32306853,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzM4L2ZkL2U3LzQ3N2QtNGQzNC05Nzk0LTNjNDE0YmVjYTA3MQ.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2NjL2UzLzMyLzM1ZDctNDBiMS1hY2YxLWMxNGNlNTJjMDRhZA.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzVkL2UzLzdlL2U2NDQtNDJkYS05N2VlLTQ3ODUyMTBkMTIxNA.xml,true,Danmark,DK,Aarhus C,8000.0,11.0,Ãboulevarden,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,Regnskabsklasse B,2018-04-16,2018-04-16,,,32306853.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Juhl Voldsgaard,Handelsbanken,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25372264,indberetninger-20180424,2.5953746,32306853.0,AWMLRMVWx8uVRSOdgEDA,2018-04-28T08:01:19.814Z,2018-04-28T08:00:42.918Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-04-HG,2018-04-28T08:00:43.122Z,,,,,,,,,Mads Christoffer Mortensen,DirektÃ¸r
32306853,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzM4L2ZkL2U3LzQ3N2QtNGQzNC05Nzk0LTNjNDE0YmVjYTA3MQ.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2NjL2UzLzMyLzM1ZDctNDBiMS1hY2YxLWMxNGNlNTJjMDRhZA.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzVkL2UzLzdlL2U2NDQtNDJkYS05N2VlLTQ3ODUyMTBkMTIxNA.xml,true,Danmark,DK,Aarhus C,8000.0,11.0,Ãboulevarden,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,Regnskabsklasse B,2018-04-16,2018-04-16,,,32306853.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Juhl Voldsgaard,Handelsbanken,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2016-01-01,2016-12-31,5688.0,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25372264,indberetninger-20180424,2.5953746,32306853.0,AWMLRMVWx8uVRSOdgEDA,2018-04-28T08:01:19.814Z,2018-04-28T08:00:42.918Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-04-HG,2018-04-28T08:00:43.122Z,,,,,,,,,,
32306853,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzM4L2ZkL2U3LzQ3N2QtNGQzNC05Nzk0LTNjNDE0YmVjYTA3MQ.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2NjL2UzLzMyLzM1ZDctNDBiMS1hY2YxLWMxNGNlNTJjMDRhZA.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzVkL2UzLzdlL2U2NDQtNDJkYS05N2VlLTQ3ODUyMTBkMTIxNA.xml,true,Danmark,DK,Aarhus C,8000.0,11.0,Ãboulevarden,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,Regnskabsklasse B,2018-04-16,2018-04-16,,,32306853.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Juhl Voldsgaard,Handelsbanken,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2016-01-01,2016-12-31,15058.0,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25372264,indberetninger-20180424,2.5953746,32306853.0,AWMLRMVWx8uVRSOdgEDA,2018-04-28T08:01:19.814Z,2018-04-28T08:00:42.918Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-04-HG,2018-04-28T08:00:43.122Z,,,,,,,,,,
32306853,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzM4L2ZkL2U3LzQ3N2QtNGQzNC05Nzk0LTNjNDE0YmVjYTA3MQ.xhtml,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2NjL2UzLzMyLzM1ZDctNDBiMS1hY2YxLWMxNGNlNTJjMDRhZA.pdf,http://regnskaber.virk.dk/35860323/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzVkL2UzLzdlL2U2NDQtNDJkYS05N2VlLTQ3ODUyMTBkMTIxNA.xml,true,Danmark,DK,Aarhus C,8000.0,11.0,Ãboulevarden,HÃ¸jbjerg,8270.0,1.0,SnebÃ¦rvej,7000 Fredericia,Skjoldborgsvej 16,Regnskabsklasse B,2018-04-16,2018-04-16,,,32306853.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Juhl Voldsgaard,Handelsbanken,MO:VO IVS,Peter Juhl Voldsgaard,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:25372264,indberetninger-20180424,2.5953746,32306853.0,AWMLRMVWx8uVRSOdgEDA,2018-04-28T08:01:19.814Z,2018-04-28T08:00:42.918Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-04-HG,2018-04-28T08:00:43.122Z,49430.0,16582.0,49430.0,49430.0,49430.0,32848.0,49430.0,32848.0,,
