entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfApprovalOfReport,DateOfGeneralMeeting,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnAuditedFinancialStatements,OtherFinanceIncome,OtherOperatingIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDeferredIncome,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
11168094,2015-01-01,2015-12-31,ID_5,,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzg0L2U0LzQwLzQ0ODUtNGYyNC1iN2U1LThmZWViNmZkNGE1ZA.pdf,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2FkL2IxLzY3LzE4NjMtNGNlMy1hNGRkLWQ5ZDBhMjE5MTUxOA.xml,"Frederiksberg, 2000",Dirch Passers AllÃ© 76,Til kapitalejeren i Sygeplejerskernes Fritidsboliger A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2017-03-15,2017-04-27,70302021 (administrator),-536507.0,11168094.0,33963556.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret  1. januar 2016 - 31. december 2016 for Sygeplejerskernes Fritidsboliger A/S.,Ãrsrapport,Annegrete Birck Jakobsen,Sygeplejerskernes Fritidsboliger A/S,DEAS A/S,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01.01.2016 - 31.12.2016 i overensstemmelse med Ã¥rsregnskabsloven.",-41524.0,20000.0,2015-01-01,2015-12-31,-578031.0,-578031.0,-536507.0,"157, Gentofte",2016-12-31,2016-01-01,2190198.0,2017-03-15,KÃ¸benhavn,70302020 (administrator),DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23899198,indberetninger-20180424,2.5118406,11168094.0,,2018-03-28T04:06:47.931Z,2017-05-19T10:43:47.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-60-SY,2017-05-19T10:43:47.426Z,,,,,,,,,,,,,,,,,,,,
11168094,2015-01-01,2015-12-31,ID_7,,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzg0L2U0LzQwLzQ0ODUtNGYyNC1iN2U1LThmZWViNmZkNGE1ZA.pdf,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2FkL2IxLzY3LzE4NjMtNGNlMy1hNGRkLWQ5ZDBhMjE5MTUxOA.xml,"Frederiksberg, 2000",Dirch Passers AllÃ© 76,Til kapitalejeren i Sygeplejerskernes Fritidsboliger A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2017-03-15,2017-04-27,70302021 (administrator),,11168094.0,33963556.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret  1. januar 2016 - 31. december 2016 for Sygeplejerskernes Fritidsboliger A/S.,Ãrsrapport,Annegrete Birck Jakobsen,Sygeplejerskernes Fritidsboliger A/S,DEAS A/S,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01.01.2016 - 31.12.2016 i overensstemmelse med Ã¥rsregnskabsloven.",,,2015-01-01,2015-12-31,578031.0,,,"157, Gentofte",2016-12-31,2016-01-01,,2017-03-15,KÃ¸benhavn,70302020 (administrator),DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23899198,indberetninger-20180424,2.5118406,11168094.0,,2018-03-28T04:06:47.931Z,2017-05-19T10:43:47.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-60-SY,2017-05-19T10:43:47.426Z,,,,,,,,,,,,,,,,,,,,
11168094,2015-12-31,2015-12-31,ID_9,,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzg0L2U0LzQwLzQ0ODUtNGYyNC1iN2U1LThmZWViNmZkNGE1ZA.pdf,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2FkL2IxLzY3LzE4NjMtNGNlMy1hNGRkLWQ5ZDBhMjE5MTUxOA.xml,"Frederiksberg, 2000",Dirch Passers AllÃ© 76,Til kapitalejeren i Sygeplejerskernes Fritidsboliger A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2017-03-15,2017-04-27,70302021 (administrator),,11168094.0,33963556.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret  1. januar 2016 - 31. december 2016 for Sygeplejerskernes Fritidsboliger A/S.,Ãrsrapport,Annegrete Birck Jakobsen,Sygeplejerskernes Fritidsboliger A/S,DEAS A/S,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01.01.2016 - 31.12.2016 i overensstemmelse med Ã¥rsregnskabsloven.",,,2015-01-01,2015-12-31,,,,"157, Gentofte",2016-12-31,2016-01-01,,2017-03-15,KÃ¸benhavn,70302020 (administrator),DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23899198,indberetninger-20180424,2.5118406,11168094.0,,2018-03-28T04:06:47.931Z,2017-05-19T10:43:47.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-60-SY,2017-05-19T10:43:47.426Z,6607964.0,1070777.0,4050000.0,6607964.0,2450.0,4232984.0,6607964.0,2374980.0,5149658.0,1827480.0,24305.0,182984.0,547500.0,5149658.0,2374980.0,387529.0,360774.0,,,
11168094,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzg0L2U0LzQwLzQ0ODUtNGYyNC1iN2U1LThmZWViNmZkNGE1ZA.pdf,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2FkL2IxLzY3LzE4NjMtNGNlMy1hNGRkLWQ5ZDBhMjE5MTUxOA.xml,"Frederiksberg, 2000",Dirch Passers AllÃ© 76,Til kapitalejeren i Sygeplejerskernes Fritidsboliger A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2017-03-15,2017-04-27,70302021 (administrator),-237415.0,11168094.0,33963556.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret  1. januar 2016 - 31. december 2016 for Sygeplejerskernes Fritidsboliger A/S.,Ãrsrapport,Annegrete Birck Jakobsen,Sygeplejerskernes Fritidsboliger A/S,DEAS A/S,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01.01.2016 - 31.12.2016 i overensstemmelse med Ã¥rsregnskabsloven.",26807.0,20000.0,2015-01-01,2015-12-31,-210608.0,-210608.0,-237415.0,"157, Gentofte",2016-12-31,2016-01-01,2600109.0,2017-03-15,KÃ¸benhavn,70302020 (administrator),DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23899198,indberetninger-20180424,2.5118406,11168094.0,,2018-03-28T04:06:47.931Z,2017-05-19T10:43:47.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-60-SY,2017-05-19T10:43:47.426Z,,,,,,,,,,,,,,,,,,,,
11168094,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzg0L2U0LzQwLzQ0ODUtNGYyNC1iN2U1LThmZWViNmZkNGE1ZA.pdf,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2FkL2IxLzY3LzE4NjMtNGNlMy1hNGRkLWQ5ZDBhMjE5MTUxOA.xml,"Frederiksberg, 2000",Dirch Passers AllÃ© 76,Til kapitalejeren i Sygeplejerskernes Fritidsboliger A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2017-03-15,2017-04-27,70302021 (administrator),,11168094.0,33963556.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret  1. januar 2016 - 31. december 2016 for Sygeplejerskernes Fritidsboliger A/S.,Ãrsrapport,Annegrete Birck Jakobsen,Sygeplejerskernes Fritidsboliger A/S,DEAS A/S,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01.01.2016 - 31.12.2016 i overensstemmelse med Ã¥rsregnskabsloven.",,,2015-01-01,2015-12-31,,,,"157, Gentofte",2016-12-31,2016-01-01,,2017-03-15,KÃ¸benhavn,70302020 (administrator),DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23899198,indberetninger-20180424,2.5118406,11168094.0,,2018-03-28T04:06:47.931Z,2017-05-19T10:43:47.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-60-SY,2017-05-19T10:43:47.426Z,,,,,,,,,,,,,,,,,,Grete Christensen,Bestyrelsesformand,
11168094,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzg0L2U0LzQwLzQ0ODUtNGYyNC1iN2U1LThmZWViNmZkNGE1ZA.pdf,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2FkL2IxLzY3LzE4NjMtNGNlMy1hNGRkLWQ5ZDBhMjE5MTUxOA.xml,"Frederiksberg, 2000",Dirch Passers AllÃ© 76,Til kapitalejeren i Sygeplejerskernes Fritidsboliger A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2017-03-15,2017-04-27,70302021 (administrator),,11168094.0,33963556.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret  1. januar 2016 - 31. december 2016 for Sygeplejerskernes Fritidsboliger A/S.,Ãrsrapport,Annegrete Birck Jakobsen,Sygeplejerskernes Fritidsboliger A/S,DEAS A/S,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01.01.2016 - 31.12.2016 i overensstemmelse med Ã¥rsregnskabsloven.",,,2015-01-01,2015-12-31,,,,"157, Gentofte",2016-12-31,2016-01-01,,2017-03-15,KÃ¸benhavn,70302020 (administrator),DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23899198,indberetninger-20180424,2.5118406,11168094.0,,2018-03-28T04:06:47.931Z,2017-05-19T10:43:47.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-60-SY,2017-05-19T10:43:47.426Z,,,,,,,,,,,,,,,,,,,,
11168094,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzg0L2U0LzQwLzQ0ODUtNGYyNC1iN2U1LThmZWViNmZkNGE1ZA.pdf,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2FkL2IxLzY3LzE4NjMtNGNlMy1hNGRkLWQ5ZDBhMjE5MTUxOA.xml,"Frederiksberg, 2000",Dirch Passers AllÃ© 76,Til kapitalejeren i Sygeplejerskernes Fritidsboliger A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2017-03-15,2017-04-27,70302021 (administrator),,11168094.0,33963556.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret  1. januar 2016 - 31. december 2016 for Sygeplejerskernes Fritidsboliger A/S.,Ãrsrapport,Annegrete Birck Jakobsen,Sygeplejerskernes Fritidsboliger A/S,DEAS A/S,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01.01.2016 - 31.12.2016 i overensstemmelse med Ã¥rsregnskabsloven.",,,2015-01-01,2015-12-31,,,,"157, Gentofte",2016-12-31,2016-01-01,,2017-03-15,KÃ¸benhavn,70302020 (administrator),DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23899198,indberetninger-20180424,2.5118406,11168094.0,,2018-03-28T04:06:47.931Z,2017-05-19T10:43:47.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-60-SY,2017-05-19T10:43:47.426Z,,,,,,,,,,,,,,,,,,,,
11168094,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzg0L2U0LzQwLzQ0ODUtNGYyNC1iN2U1LThmZWViNmZkNGE1ZA.pdf,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2FkL2IxLzY3LzE4NjMtNGNlMy1hNGRkLWQ5ZDBhMjE5MTUxOA.xml,"Frederiksberg, 2000",Dirch Passers AllÃ© 76,Til kapitalejeren i Sygeplejerskernes Fritidsboliger A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2017-03-15,2017-04-27,70302021 (administrator),,11168094.0,33963556.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret  1. januar 2016 - 31. december 2016 for Sygeplejerskernes Fritidsboliger A/S.,Ãrsrapport,Annegrete Birck Jakobsen,Sygeplejerskernes Fritidsboliger A/S,DEAS A/S,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01.01.2016 - 31.12.2016 i overensstemmelse med Ã¥rsregnskabsloven.",,,2015-01-01,2015-12-31,,,,"157, Gentofte",2016-12-31,2016-01-01,,2017-03-15,KÃ¸benhavn,70302020 (administrator),DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23899198,indberetninger-20180424,2.5118406,11168094.0,,2018-03-28T04:06:47.931Z,2017-05-19T10:43:47.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-60-SY,2017-05-19T10:43:47.426Z,,,,,,,,,,,,,,,,,,Dorte Steenberg,Bestyrelsesmedlem,
11168094,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzg0L2U0LzQwLzQ0ODUtNGYyNC1iN2U1LThmZWViNmZkNGE1ZA.pdf,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2FkL2IxLzY3LzE4NjMtNGNlMy1hNGRkLWQ5ZDBhMjE5MTUxOA.xml,"Frederiksberg, 2000",Dirch Passers AllÃ© 76,Til kapitalejeren i Sygeplejerskernes Fritidsboliger A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2017-03-15,2017-04-27,70302021 (administrator),,11168094.0,33963556.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret  1. januar 2016 - 31. december 2016 for Sygeplejerskernes Fritidsboliger A/S.,Ãrsrapport,Annegrete Birck Jakobsen,Sygeplejerskernes Fritidsboliger A/S,DEAS A/S,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01.01.2016 - 31.12.2016 i overensstemmelse med Ã¥rsregnskabsloven.",,,2015-01-01,2015-12-31,,,,"157, Gentofte",2016-12-31,2016-01-01,,2017-03-15,KÃ¸benhavn,70302020 (administrator),DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23899198,indberetninger-20180424,2.5118406,11168094.0,,2018-03-28T04:06:47.931Z,2017-05-19T10:43:47.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-60-SY,2017-05-19T10:43:47.426Z,,,,,,,,,,,,,,,,,,Gitte Tinning,Bestyrelsesmedlem,
11168094,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzL2ViLzg0L2U0LzQwLzQ0ODUtNGYyNC1iN2U1LThmZWViNmZkNGE1ZA.pdf,http://regnskaber.virk.dk/49086111/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2FkL2IxLzY3LzE4NjMtNGNlMy1hNGRkLWQ5ZDBhMjE5MTUxOA.xml,"Frederiksberg, 2000",Dirch Passers AllÃ© 76,Til kapitalejeren i Sygeplejerskernes Fritidsboliger A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2017-03-15,2017-04-27,70302021 (administrator),,11168094.0,33963556.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret  1. januar 2016 - 31. december 2016 for Sygeplejerskernes Fritidsboliger A/S.,Ãrsrapport,Annegrete Birck Jakobsen,Sygeplejerskernes Fritidsboliger A/S,DEAS A/S,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31.12.2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01.01.2016 - 31.12.2016 i overensstemmelse med Ã¥rsregnskabsloven.",,,2015-01-01,2015-12-31,,,,"157, Gentofte",2016-12-31,2016-01-01,,2017-03-15,KÃ¸benhavn,70302020 (administrator),DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23899198,indberetninger-20180424,2.5118406,11168094.0,,2018-03-28T04:06:47.931Z,2017-05-19T10:43:47.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-60-SY,2017-05-19T10:43:47.426Z,,,,,,,,,,,,,,,,,,,,Anne Riber Granborg
