entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Adjustments,AverageNumberOfEmployees,CashFlowFromOperatingActivitiesBeforeFinancialItems,CashFlowFromOrdinaryOperatingActivities,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DecreaseIncreaseInInventories,DecreaseIncreaseInReceivables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,Dividend,DividendPaidCashFlow,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceExpenses,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,InterestPaidClassifiedAsOperatingActivities,InterestReceivedClassifiedAsOperatingActivities,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,NetIncreaseDecreaseInCashAndCashEquivalents,OtherAdjustmentsForDecreaseIncreaseInWorkingCapital,OtherAdjustmentsOfFinanceExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,RegisteredOfficeOfReportingEntity,RepaymentOfDebtToCreditInstitutions,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,LongtermLiabilitiesOtherThanProvisions,Assets,CashAndCashEquivalents,CashAndCashEquivalentsConcerningCashflowStatement,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PrepaymentsForGoods,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
26580501,2017-01-01,2017-12-31,c54,,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzgzL2RhLzM4Lzk4YzYtNDFkYy1iZTkzLWIxMjYzZjMxMjkwOA.pdf,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzNiLzAyL2E0LzQxZDQtNGJiNS1iMzE1LTcxY2RmNGNlMmNmNg.xml,true,Danmark,NykÃ¸bing F,4800.0,34.0,Herningvej,Nakskov,4900.0,12.0,SkibsvÃ¦rftsvej,9200 Aalborg SV,Voergaardvej 2,2877282.0,2.0,4410330.0,3125900.0,-1276330.0,-2434176.0,Regnskabsklasse B,2019-05-23,2019-05-23,125545.0,-3022124.0,1905222.0,Statsaut. revisor,1500000.0,-500000.0,1077591.0,89426.0,5702284.0,32895468.0,26580501.0,mne32173,-803150.0,Ãrsrapport,0.0,46881.0,-528161.0,46881.0,Glenn Hartmann,Gert Uffe Nielsen,Jens Rewers,Beierholm,RewAir A/S,Beierholm,-7170202.0,2682216.0,57273.0,528161.0,46881.0,381462.0,0.0,Nakskov,2017-01-01,2017-12-31,0.0,1747411.0,2238191.0,2719471.0,-2434176.0,Lolland,-776330.0,2018-12-31,2018-01-01,true,2019-05-23,NykÃ¸bing F,490780.0,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27245357,indberetninger-20180424,2.5124211,26580501.0,AWr4zD1IRYGX6_YTID2y,2019-05-27T10:18:58.306Z,2019-05-27T10:18:15.015Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-04-NF,2019-05-27T10:18:15.288Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26580501,2017-01-01,2017-12-31,c56,,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzgzL2RhLzM4Lzk4YzYtNDFkYy1iZTkzLWIxMjYzZjMxMjkwOA.pdf,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzNiLzAyL2E0LzQxZDQtNGJiNS1iMzE1LTcxY2RmNGNlMmNmNg.xml,true,Danmark,NykÃ¸bing F,4800.0,34.0,Herningvej,Nakskov,4900.0,12.0,SkibsvÃ¦rftsvej,9200 Aalborg SV,Voergaardvej 2,,,,,,,Regnskabsklasse B,2019-05-23,2019-05-23,,,,Statsaut. revisor,1500000.0,,,,,32895468.0,26580501.0,mne32173,,Ãrsrapport,,,,,Glenn Hartmann,Gert Uffe Nielsen,Jens Rewers,Beierholm,RewAir A/S,Beierholm,,,,,,,,Nakskov,2017-01-01,2017-12-31,,1500000.0,,,,Lolland,,2018-12-31,2018-01-01,true,2019-05-23,NykÃ¸bing F,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27245357,indberetninger-20180424,2.5124211,26580501.0,AWr4zD1IRYGX6_YTID2y,2019-05-27T10:18:58.306Z,2019-05-27T10:18:15.015Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-04-NF,2019-05-27T10:18:15.288Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26580501,2017-01-01,2017-12-31,c69,,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzgzL2RhLzM4Lzk4YzYtNDFkYy1iZTkzLWIxMjYzZjMxMjkwOA.pdf,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzNiLzAyL2E0LzQxZDQtNGJiNS1iMzE1LTcxY2RmNGNlMmNmNg.xml,true,Danmark,NykÃ¸bing F,4800.0,34.0,Herningvej,Nakskov,4900.0,12.0,SkibsvÃ¦rftsvej,9200 Aalborg SV,Voergaardvej 2,,,,,,,Regnskabsklasse B,2019-05-23,2019-05-23,,,,Statsaut. revisor,1500000.0,,,,,32895468.0,26580501.0,mne32173,,Ãrsrapport,,,,,Glenn Hartmann,Gert Uffe Nielsen,Jens Rewers,Beierholm,RewAir A/S,Beierholm,,,,,,,,Nakskov,2017-01-01,2017-12-31,,247411.0,,,,Lolland,,2018-12-31,2018-01-01,true,2019-05-23,NykÃ¸bing F,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27245357,indberetninger-20180424,2.5124211,26580501.0,AWr4zD1IRYGX6_YTID2y,2019-05-27T10:18:58.306Z,2019-05-27T10:18:15.015Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-04-NF,2019-05-27T10:18:15.288Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26580501,2017-12-31,2017-12-31,c240,,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzgzL2RhLzM4Lzk4YzYtNDFkYy1iZTkzLWIxMjYzZjMxMjkwOA.pdf,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzNiLzAyL2E0LzQxZDQtNGJiNS1iMzE1LTcxY2RmNGNlMmNmNg.xml,true,Danmark,NykÃ¸bing F,4800.0,34.0,Herningvej,Nakskov,4900.0,12.0,SkibsvÃ¦rftsvej,9200 Aalborg SV,Voergaardvej 2,,,,,,,Regnskabsklasse B,2019-05-23,2019-05-23,,,,Statsaut. revisor,1500000.0,,,,,32895468.0,26580501.0,mne32173,,Ãrsrapport,,,,,Glenn Hartmann,Gert Uffe Nielsen,Jens Rewers,Beierholm,RewAir A/S,Beierholm,,,,,,,,Nakskov,2017-01-01,2017-12-31,,,,,,Lolland,,2018-12-31,2018-01-01,true,2019-05-23,NykÃ¸bing F,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27245357,indberetninger-20180424,2.5124211,26580501.0,AWr4zD1IRYGX6_YTID2y,2019-05-27T10:18:58.306Z,2019-05-27T10:18:15.015Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-04-NF,2019-05-27T10:18:15.288Z,479913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26580501,2017-12-31,2017-12-31,c72,,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzgzL2RhLzM4Lzk4YzYtNDFkYy1iZTkzLWIxMjYzZjMxMjkwOA.pdf,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzNiLzAyL2E0LzQxZDQtNGJiNS1iMzE1LTcxY2RmNGNlMmNmNg.xml,true,Danmark,NykÃ¸bing F,4800.0,34.0,Herningvej,Nakskov,4900.0,12.0,SkibsvÃ¦rftsvej,9200 Aalborg SV,Voergaardvej 2,,,,,,,Regnskabsklasse B,2019-05-23,2019-05-23,,,,Statsaut. revisor,1500000.0,,,,,32895468.0,26580501.0,mne32173,,Ãrsrapport,,,,,Glenn Hartmann,Gert Uffe Nielsen,Jens Rewers,Beierholm,RewAir A/S,Beierholm,,,,,,,,Nakskov,2017-01-01,2017-12-31,,,,,,Lolland,,2018-12-31,2018-01-01,true,2019-05-23,NykÃ¸bing F,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27245357,indberetninger-20180424,2.5124211,26580501.0,AWr4zD1IRYGX6_YTID2y,2019-05-27T10:18:58.306Z,2019-05-27T10:18:15.015Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-04-NF,2019-05-27T10:18:15.288Z,0.0,17107357.0,2207.0,-7170202.0,500000.0,12906617.0,164499.0,38877.0,4131859.0,0.0,2414698.0,17107357.0,12975498.0,0.0,43605.0,816137.0,4200740.0,43605.0,104089.0,144081.0,4157135.0,22731.0,4157135.0,1500000.0,1575830.0,2131859.0,7172409.0,12975498.0,479913.0,1142829.0,10489712.0,120674.0,3955584.0,10142255.0,
26580501,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzgzL2RhLzM4Lzk4YzYtNDFkYy1iZTkzLWIxMjYzZjMxMjkwOA.pdf,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzNiLzAyL2E0LzQxZDQtNGJiNS1iMzE1LTcxY2RmNGNlMmNmNg.xml,true,Danmark,NykÃ¸bing F,4800.0,34.0,Herningvej,Nakskov,4900.0,12.0,SkibsvÃ¦rftsvej,9200 Aalborg SV,Voergaardvej 2,3001012.0,6.0,-7368226.0,-8470427.0,-1979913.0,-505596.0,Regnskabsklasse B,2019-05-23,2019-05-23,-4398446.0,-10852819.0,2130692.0,Statsaut. revisor,1500000.0,-1500000.0,2410824.0,52505.0,7239103.0,32895468.0,26580501.0,mne32173,-625794.0,Ãrsrapport,48142.0,21401.0,-503290.0,26883.0,Glenn Hartmann,Gert Uffe Nielsen,Jens Rewers,Beierholm,RewAir A/S,Beierholm,-18126138.0,3144760.0,23698.0,503290.0,26883.0,378945.0,5482.0,Nakskov,2017-01-01,2017-12-31,90000.0,1737267.0,2221180.0,2697587.0,-595596.0,Lolland,-479913.0,2018-12-31,2018-01-01,true,2019-05-23,NykÃ¸bing F,483913.0,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27245357,indberetninger-20180424,2.5124211,26580501.0,AWr4zD1IRYGX6_YTID2y,2019-05-27T10:18:58.306Z,2019-05-27T10:18:15.015Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-04-NF,2019-05-27T10:18:15.288Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26580501,2018-01-01,2018-12-31,c101,,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzgzL2RhLzM4Lzk4YzYtNDFkYy1iZTkzLWIxMjYzZjMxMjkwOA.pdf,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzNiLzAyL2E0LzQxZDQtNGJiNS1iMzE1LTcxY2RmNGNlMmNmNg.xml,true,Danmark,NykÃ¸bing F,4800.0,34.0,Herningvej,Nakskov,4900.0,12.0,SkibsvÃ¦rftsvej,9200 Aalborg SV,Voergaardvej 2,,,,,,,Regnskabsklasse B,2019-05-23,2019-05-23,,,,Statsaut. revisor,1500000.0,,,,,32895468.0,26580501.0,mne32173,,Ãrsrapport,,,,,Glenn Hartmann,Gert Uffe Nielsen,Jens Rewers,Beierholm,RewAir A/S,Beierholm,,,,,,,,Nakskov,2017-01-01,2017-12-31,,,,,,Lolland,,2018-12-31,2018-01-01,true,2019-05-23,NykÃ¸bing F,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27245357,indberetninger-20180424,2.5124211,26580501.0,AWr4zD1IRYGX6_YTID2y,2019-05-27T10:18:58.306Z,2019-05-27T10:18:15.015Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-04-NF,2019-05-27T10:18:15.288Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26580501,2018-01-01,2018-12-31,c129,,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzgzL2RhLzM4Lzk4YzYtNDFkYy1iZTkzLWIxMjYzZjMxMjkwOA.pdf,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzNiLzAyL2E0LzQxZDQtNGJiNS1iMzE1LTcxY2RmNGNlMmNmNg.xml,true,Danmark,NykÃ¸bing F,4800.0,34.0,Herningvej,Nakskov,4900.0,12.0,SkibsvÃ¦rftsvej,9200 Aalborg SV,Voergaardvej 2,,,,,,,Regnskabsklasse B,2019-05-23,2019-05-23,,,,Statsaut. revisor,1500000.0,,,,,32895468.0,26580501.0,mne32173,,Ãrsrapport,,,,,Glenn Hartmann,Gert Uffe Nielsen,Jens Rewers,Beierholm,RewAir A/S,Beierholm,,,,,,,,Nakskov,2017-01-01,2017-12-31,,237267.0,,,,Lolland,,2018-12-31,2018-01-01,true,2019-05-23,NykÃ¸bing F,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27245357,indberetninger-20180424,2.5124211,26580501.0,AWr4zD1IRYGX6_YTID2y,2019-05-27T10:18:58.306Z,2019-05-27T10:18:15.015Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-04-NF,2019-05-27T10:18:15.288Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26580501,2018-01-01,2018-12-31,c132,,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzgzL2RhLzM4Lzk4YzYtNDFkYy1iZTkzLWIxMjYzZjMxMjkwOA.pdf,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzNiLzAyL2E0LzQxZDQtNGJiNS1iMzE1LTcxY2RmNGNlMmNmNg.xml,true,Danmark,NykÃ¸bing F,4800.0,34.0,Herningvej,Nakskov,4900.0,12.0,SkibsvÃ¦rftsvej,9200 Aalborg SV,Voergaardvej 2,,,,,,,Regnskabsklasse B,2019-05-23,2019-05-23,,,,Statsaut. revisor,1500000.0,,,,,32895468.0,26580501.0,mne32173,,Ãrsrapport,,,,,Glenn Hartmann,Gert Uffe Nielsen,Jens Rewers,Beierholm,RewAir A/S,Beierholm,,,,,,,,Nakskov,2017-01-01,2017-12-31,,,,,,Lolland,,2018-12-31,2018-01-01,true,2019-05-23,NykÃ¸bing F,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27245357,indberetninger-20180424,2.5124211,26580501.0,AWr4zD1IRYGX6_YTID2y,2019-05-27T10:18:58.306Z,2019-05-27T10:18:15.015Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-04-NF,2019-05-27T10:18:15.288Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26580501,2018-01-01,2018-12-31,c1968,,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzLzJhLzgzL2RhLzM4Lzk4YzYtNDFkYy1iZTkzLWIxMjYzZjMxMjkwOA.pdf,http://regnskaber.virk.dk/10508562/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzNiLzAyL2E0LzQxZDQtNGJiNS1iMzE1LTcxY2RmNGNlMmNmNg.xml,true,Danmark,NykÃ¸bing F,4800.0,34.0,Herningvej,Nakskov,4900.0,12.0,SkibsvÃ¦rftsvej,9200 Aalborg SV,Voergaardvej 2,,,,,,,Regnskabsklasse B,2019-05-23,2019-05-23,,,,Statsaut. revisor,1500000.0,,,,,32895468.0,26580501.0,mne32173,,Ãrsrapport,,,,,Glenn Hartmann,Gert Uffe Nielsen,Jens Rewers,Beierholm,RewAir A/S,Beierholm,,,,,,,,Nakskov,2017-01-01,2017-12-31,,,,,,Lolland,,2018-12-31,2018-01-01,true,2019-05-23,NykÃ¸bing F,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:27245357,indberetninger-20180424,2.5124211,26580501.0,AWr4zD1IRYGX6_YTID2y,2019-05-27T10:18:58.306Z,2019-05-27T10:18:15.015Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-04-NF,2019-05-27T10:18:15.288Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
