entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,CostOfSales,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermDebtToBanks,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables
31190002,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2YzLzVjL2VjLzM4YjAtNDMzMC05MmVkLTU2OTRiODE1ZDZmMA.xhtml,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2Y2Lzc5L2U5LzcwOGYtNDBjMi1iYTNlLWMzYmZmNTljYzg4Ng.pdf,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzhhLzlmL2U1LzljYmYtNDg0Mi05Njc0LTk1MDU5YTIyM2JlYQ.xml,true,VÃ¦rlÃ¸se,3500.0,7.0,Rolighedsvej,2650 Hvidovre,Kanalholmen 1,Til den daglige ledelse i Ryngbyklinikken,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,92138.0,2018-05-23,2018-05-30,346826.0,3389767.0,28842562.0,31190002.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Jeanne Rungby,Jeanne Annette Rungby,HR Revision- Barret ApS,LÃ¦gernes Pensionsbank,RUNGBYKLINIKKEN ApS,Carl Erik Fuchs,68145.0,882141.0,5618.0,24021.0,Frederiksberg,257514.0,2016-01-01,2016-12-31,89564.0,114255.0,95852.0,2017-12-31,2017-01-01,4364046.0,false,false,121945.0,2018-05-23,Hvidovre,21431.0,24691.0,29444122.0,false,false,Andre erklÃ¦ringer uden sikkerhed,2599999.0,urn:ofk:oid:25879898,indberetninger-20180424,2.5949414,31190002.0,AWQbM7qw0wkEsASkt6yc,2018-06-20T03:19:15.795Z,2018-06-20T03:18:49.664Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-63-LR,2018-06-20T03:18:49.852Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31190002,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2YzLzVjL2VjLzM4YjAtNDMzMC05MmVkLTU2OTRiODE1ZDZmMA.xhtml,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2Y2Lzc5L2U5LzcwOGYtNDBjMi1iYTNlLWMzYmZmNTljYzg4Ng.pdf,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzhhLzlmL2U1LzljYmYtNDg0Mi05Njc0LTk1MDU5YTIyM2JlYQ.xml,true,VÃ¦rlÃ¸se,3500.0,7.0,Rolighedsvej,2650 Hvidovre,Kanalholmen 1,Til den daglige ledelse i Ryngbyklinikken,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,,2018-05-23,2018-05-30,,,28842562.0,31190002.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Jeanne Rungby,Jeanne Annette Rungby,HR Revision- Barret ApS,LÃ¦gernes Pensionsbank,RUNGBYKLINIKKEN ApS,Carl Erik Fuchs,,,,,Frederiksberg,,2016-01-01,2016-12-31,51700.0,,,2017-12-31,2017-01-01,,false,false,121945.0,2018-05-23,Hvidovre,,,29444122.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25879898,indberetninger-20180424,2.5949414,31190002.0,AWQbM7qw0wkEsASkt6yc,2018-06-20T03:19:15.795Z,2018-06-20T03:18:49.664Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-63-LR,2018-06-20T03:18:49.852Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31190002,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2YzLzVjL2VjLzM4YjAtNDMzMC05MmVkLTU2OTRiODE1ZDZmMA.xhtml,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2Y2Lzc5L2U5LzcwOGYtNDBjMi1iYTNlLWMzYmZmNTljYzg4Ng.pdf,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzhhLzlmL2U1LzljYmYtNDg0Mi05Njc0LTk1MDU5YTIyM2JlYQ.xml,true,VÃ¦rlÃ¸se,3500.0,7.0,Rolighedsvej,2650 Hvidovre,Kanalholmen 1,Til den daglige ledelse i Ryngbyklinikken,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,,2018-05-23,2018-05-30,,,28842562.0,31190002.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Jeanne Rungby,Jeanne Annette Rungby,HR Revision- Barret ApS,LÃ¦gernes Pensionsbank,RUNGBYKLINIKKEN ApS,Carl Erik Fuchs,,,,,Frederiksberg,,2016-01-01,2016-12-31,37864.0,,,2017-12-31,2017-01-01,,false,false,121945.0,2018-05-23,Hvidovre,,,29444122.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25879898,indberetninger-20180424,2.5949414,31190002.0,AWQbM7qw0wkEsASkt6yc,2018-06-20T03:19:15.795Z,2018-06-20T03:18:49.664Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-63-LR,2018-06-20T03:18:49.852Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31190002,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2YzLzVjL2VjLzM4YjAtNDMzMC05MmVkLTU2OTRiODE1ZDZmMA.xhtml,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2Y2Lzc5L2U5LzcwOGYtNDBjMi1iYTNlLWMzYmZmNTljYzg4Ng.pdf,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzhhLzlmL2U1LzljYmYtNDg0Mi05Njc0LTk1MDU5YTIyM2JlYQ.xml,true,VÃ¦rlÃ¸se,3500.0,7.0,Rolighedsvej,2650 Hvidovre,Kanalholmen 1,Til den daglige ledelse i Ryngbyklinikken,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,,2018-05-23,2018-05-30,,,28842562.0,31190002.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Jeanne Rungby,Jeanne Annette Rungby,HR Revision- Barret ApS,LÃ¦gernes Pensionsbank,RUNGBYKLINIKKEN ApS,Carl Erik Fuchs,,,,,Frederiksberg,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,121945.0,2018-05-23,Hvidovre,,,29444122.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25879898,indberetninger-20180424,2.5949414,31190002.0,AWQbM7qw0wkEsASkt6yc,2018-06-20T03:19:15.795Z,2018-06-20T03:18:49.664Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-63-LR,2018-06-20T03:18:49.852Z,1812355.0,305493.0,125000.0,1243270.0,14758.0,9800.0,1240472.0,252502.0,243750.0,243750.0,72833.0,1812355.0,571883.0,569085.0,529749.0,449130.0,84953.0,325335.0,51700.0,1063772.0,529749.0,571883.0,408028.0,808.0,19191.0,279326.0
31190002,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2YzLzVjL2VjLzM4YjAtNDMzMC05MmVkLTU2OTRiODE1ZDZmMA.xhtml,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2Y2Lzc5L2U5LzcwOGYtNDBjMi1iYTNlLWMzYmZmNTljYzg4Ng.pdf,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzhhLzlmL2U1LzljYmYtNDg0Mi05Njc0LTk1MDU5YTIyM2JlYQ.xml,true,VÃ¦rlÃ¸se,3500.0,7.0,Rolighedsvej,2650 Hvidovre,Kanalholmen 1,Til den daglige ledelse i Ryngbyklinikken,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,86113.0,2018-05-23,2018-05-30,-4309514.0,3719637.0,28842562.0,31190002.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Jeanne Rungby,Jeanne Annette Rungby,HR Revision- Barret ApS,LÃ¦gernes Pensionsbank,RUNGBYKLINIKKEN ApS,Carl Erik Fuchs,81753.0,904452.0,39080.0,76623.0,Frederiksberg,262534.0,2016-01-01,2016-12-31,3970439.0,5252281.0,5214738.0,2017-12-31,2017-01-01,4710202.0,false,false,121945.0,2018-05-23,Hvidovre,20030.0,1281842.0,29444122.0,false,false,Andre erklÃ¦ringer uden sikkerhed,2450096.0,urn:ofk:oid:25879898,indberetninger-20180424,2.5949414,31190002.0,AWQbM7qw0wkEsASkt6yc,2018-06-20T03:19:15.795Z,2018-06-20T03:18:49.664Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-63-LR,2018-06-20T03:18:49.852Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31190002,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2YzLzVjL2VjLzM4YjAtNDMzMC05MmVkLTU2OTRiODE1ZDZmMA.xhtml,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2Y2Lzc5L2U5LzcwOGYtNDBjMi1iYTNlLWMzYmZmNTljYzg4Ng.pdf,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzhhLzlmL2U1LzljYmYtNDg0Mi05Njc0LTk1MDU5YTIyM2JlYQ.xml,true,VÃ¦rlÃ¸se,3500.0,7.0,Rolighedsvej,2650 Hvidovre,Kanalholmen 1,Til den daglige ledelse i Ryngbyklinikken,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,,2018-05-23,2018-05-30,,,28842562.0,31190002.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Jeanne Rungby,Jeanne Annette Rungby,HR Revision- Barret ApS,LÃ¦gernes Pensionsbank,RUNGBYKLINIKKEN ApS,Carl Erik Fuchs,,,,,Frederiksberg,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,121945.0,2018-05-23,Hvidovre,,,29444122.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25879898,indberetninger-20180424,2.5949414,31190002.0,AWQbM7qw0wkEsASkt6yc,2018-06-20T03:19:15.795Z,2018-06-20T03:18:49.664Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-63-LR,2018-06-20T03:18:49.852Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31190002,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2YzLzVjL2VjLzM4YjAtNDMzMC05MmVkLTU2OTRiODE1ZDZmMA.xhtml,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2Y2Lzc5L2U5LzcwOGYtNDBjMi1iYTNlLWMzYmZmNTljYzg4Ng.pdf,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzhhLzlmL2U1LzljYmYtNDg0Mi05Njc0LTk1MDU5YTIyM2JlYQ.xml,true,VÃ¦rlÃ¸se,3500.0,7.0,Rolighedsvej,2650 Hvidovre,Kanalholmen 1,Til den daglige ledelse i Ryngbyklinikken,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,,2018-05-23,2018-05-30,,,28842562.0,31190002.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Jeanne Rungby,Jeanne Annette Rungby,HR Revision- Barret ApS,LÃ¦gernes Pensionsbank,RUNGBYKLINIKKEN ApS,Carl Erik Fuchs,,,,,Frederiksberg,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,121945.0,2018-05-23,Hvidovre,,,29444122.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25879898,indberetninger-20180424,2.5949414,31190002.0,AWQbM7qw0wkEsASkt6yc,2018-06-20T03:19:15.795Z,2018-06-20T03:18:49.664Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-63-LR,2018-06-20T03:18:49.852Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31190002,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2YzLzVjL2VjLzM4YjAtNDMzMC05MmVkLTU2OTRiODE1ZDZmMA.xhtml,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2Y2Lzc5L2U5LzcwOGYtNDBjMi1iYTNlLWMzYmZmNTljYzg4Ng.pdf,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzhhLzlmL2U1LzljYmYtNDg0Mi05Njc0LTk1MDU5YTIyM2JlYQ.xml,true,VÃ¦rlÃ¸se,3500.0,7.0,Rolighedsvej,2650 Hvidovre,Kanalholmen 1,Til den daglige ledelse i Ryngbyklinikken,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,,2018-05-23,2018-05-30,,,28842562.0,31190002.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Jeanne Rungby,Jeanne Annette Rungby,HR Revision- Barret ApS,LÃ¦gernes Pensionsbank,RUNGBYKLINIKKEN ApS,Carl Erik Fuchs,,,,,Frederiksberg,,2016-01-01,2016-12-31,1552900.0,,,2017-12-31,2017-01-01,,false,false,121945.0,2018-05-23,Hvidovre,,,29444122.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25879898,indberetninger-20180424,2.5949414,31190002.0,AWQbM7qw0wkEsASkt6yc,2018-06-20T03:19:15.795Z,2018-06-20T03:18:49.664Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-63-LR,2018-06-20T03:18:49.852Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31190002,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2YzLzVjL2VjLzM4YjAtNDMzMC05MmVkLTU2OTRiODE1ZDZmMA.xhtml,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2Y2Lzc5L2U5LzcwOGYtNDBjMi1iYTNlLWMzYmZmNTljYzg4Ng.pdf,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzhhLzlmL2U1LzljYmYtNDg0Mi05Njc0LTk1MDU5YTIyM2JlYQ.xml,true,VÃ¦rlÃ¸se,3500.0,7.0,Rolighedsvej,2650 Hvidovre,Kanalholmen 1,Til den daglige ledelse i Ryngbyklinikken,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,,2018-05-23,2018-05-30,,,28842562.0,31190002.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Jeanne Rungby,Jeanne Annette Rungby,HR Revision- Barret ApS,LÃ¦gernes Pensionsbank,RUNGBYKLINIKKEN ApS,Carl Erik Fuchs,,,,,Frederiksberg,,2016-01-01,2016-12-31,2417539.0,,,2017-12-31,2017-01-01,,false,false,121945.0,2018-05-23,Hvidovre,,,29444122.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25879898,indberetninger-20180424,2.5949414,31190002.0,AWQbM7qw0wkEsASkt6yc,2018-06-20T03:19:15.795Z,2018-06-20T03:18:49.664Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-63-LR,2018-06-20T03:18:49.852Z,,,,,,,,,,,,,,,,,,,,,,,,,,
31190002,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZmL2YzLzVjL2VjLzM4YjAtNDMzMC05MmVkLTU2OTRiODE1ZDZmMA.xhtml,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2Y2Lzc5L2U5LzcwOGYtNDBjMi1iYTNlLWMzYmZmNTljYzg4Ng.pdf,http://regnskaber.virk.dk/20009113/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzhhLzlmL2U1LzljYmYtNDg0Mi05Njc0LTk1MDU5YTIyM2JlYQ.xml,true,VÃ¦rlÃ¸se,3500.0,7.0,Rolighedsvej,2650 Hvidovre,Kanalholmen 1,Til den daglige ledelse i Ryngbyklinikken,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,,2018-05-23,2018-05-30,,,28842562.0,31190002.0,mne16913,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Jeanne Rungby,Jeanne Annette Rungby,HR Revision- Barret ApS,LÃ¦gernes Pensionsbank,RUNGBYKLINIKKEN ApS,Carl Erik Fuchs,,,,,Frederiksberg,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,121945.0,2018-05-23,Hvidovre,,,29444122.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25879898,indberetninger-20180424,2.5949414,31190002.0,AWQbM7qw0wkEsASkt6yc,2018-06-20T03:19:15.795Z,2018-06-20T03:18:49.664Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-63-LR,2018-06-20T03:18:49.852Z,5717013.0,382683.0,125000.0,5717013.0,0.0,0.0,4159211.0,0.0,0.0,0.0,0.0,5717013.0,1557802.0,0.0,295539.0,306062.0,4809419.0,0.0,552900.0,3481311.0,295539.0,1557802.0,5038791.0,1251740.0,0.0,229372.0
