entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
25044266,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzU3LzUyL2I4LzAzOTYtNDdhZi04NmFhLTZlYmU4MjMzMmJkMA.xhtml,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQxLzU5LzkwLzZhMjYtNDYwMi04NDI3LWI4NTYxMDc0M2EzNg.pdf,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzA3LzIzLzY4LzA5NGItNGM4Ni1hNGFlLWUzZDI1NzdiZjc1Yw.xml,true,Danmark,DK,Kokkedal,2980.0,10.0,AvderÃ¸dvej,Ãlsted,3310.0,53.0,Hovedgaden,2980 Kokkedal,AvderÃ¸dvej 10,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-01,2019-05-08,0.0,Registreret Revisor,467317.0,25044266.0,mne888,1000686446.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming Juhl Nielsen,Ole SÃ¸ndergaard Pedersen,Ole SÃ¸ndergaard Pedersen,O.S.P. Invest ApS,Flemming Juhl Nielsen,32618.0,27975.0,92908.0,499935.0,Ãlsted,2017-01-01,2017-12-31,415160.0,532250.0,467317.0,2018-12-31,2018-01-01,0.0,true,2019-05-01,AvderÃ¸d,117090.0,21191740.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27099561,indberetninger-20180424,2.595549,25044266.0,AWqW3xmmRYGX6_YTHf8Q,2019-05-08T09:56:31.024Z,2019-05-08T09:56:03.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-80-GD,2019-05-08T09:56:04.113Z,,,,,,,,,,,,,,,,,,,,,,,,
25044266,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzU3LzUyL2I4LzAzOTYtNDdhZi04NmFhLTZlYmU4MjMzMmJkMA.xhtml,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQxLzU5LzkwLzZhMjYtNDYwMi04NDI3LWI4NTYxMDc0M2EzNg.pdf,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzA3LzIzLzY4LzA5NGItNGM4Ni1hNGFlLWUzZDI1NzdiZjc1Yw.xml,true,Danmark,DK,Kokkedal,2980.0,10.0,AvderÃ¸dvej,Ãlsted,3310.0,53.0,Hovedgaden,2980 Kokkedal,AvderÃ¸dvej 10,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-01,2019-05-08,,Registreret Revisor,,25044266.0,mne888,1000686446.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming Juhl Nielsen,Ole SÃ¸ndergaard Pedersen,Ole SÃ¸ndergaard Pedersen,O.S.P. Invest ApS,Flemming Juhl Nielsen,,,,,Ãlsted,2017-01-01,2017-12-31,52900.0,,,2018-12-31,2018-01-01,,true,2019-05-01,AvderÃ¸d,,21191740.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27099561,indberetninger-20180424,2.595549,25044266.0,AWqW3xmmRYGX6_YTHf8Q,2019-05-08T09:56:31.024Z,2019-05-08T09:56:03.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-80-GD,2019-05-08T09:56:04.113Z,,,,,,,,,,,,,,,,,,,,,,,,
25044266,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzU3LzUyL2I4LzAzOTYtNDdhZi04NmFhLTZlYmU4MjMzMmJkMA.xhtml,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQxLzU5LzkwLzZhMjYtNDYwMi04NDI3LWI4NTYxMDc0M2EzNg.pdf,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzA3LzIzLzY4LzA5NGItNGM4Ni1hNGFlLWUzZDI1NzdiZjc1Yw.xml,true,Danmark,DK,Kokkedal,2980.0,10.0,AvderÃ¸dvej,Ãlsted,3310.0,53.0,Hovedgaden,2980 Kokkedal,AvderÃ¸dvej 10,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-01,2019-05-08,,Registreret Revisor,,25044266.0,mne888,1000686446.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming Juhl Nielsen,Ole SÃ¸ndergaard Pedersen,Ole SÃ¸ndergaard Pedersen,O.S.P. Invest ApS,Flemming Juhl Nielsen,,,,,Ãlsted,2017-01-01,2017-12-31,362260.0,,,2018-12-31,2018-01-01,,true,2019-05-01,AvderÃ¸d,,21191740.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27099561,indberetninger-20180424,2.595549,25044266.0,AWqW3xmmRYGX6_YTHf8Q,2019-05-08T09:56:31.024Z,2019-05-08T09:56:03.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-80-GD,2019-05-08T09:56:04.113Z,,,,,,,,,,,,,,,,,,,,,,,,
25044266,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzU3LzUyL2I4LzAzOTYtNDdhZi04NmFhLTZlYmU4MjMzMmJkMA.xhtml,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQxLzU5LzkwLzZhMjYtNDYwMi04NDI3LWI4NTYxMDc0M2EzNg.pdf,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzA3LzIzLzY4LzA5NGItNGM4Ni1hNGFlLWUzZDI1NzdiZjc1Yw.xml,true,Danmark,DK,Kokkedal,2980.0,10.0,AvderÃ¸dvej,Ãlsted,3310.0,53.0,Hovedgaden,2980 Kokkedal,AvderÃ¸dvej 10,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-01,2019-05-08,,Registreret Revisor,,25044266.0,mne888,1000686446.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming Juhl Nielsen,Ole SÃ¸ndergaard Pedersen,Ole SÃ¸ndergaard Pedersen,O.S.P. Invest ApS,Flemming Juhl Nielsen,,,,,Ãlsted,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-01,AvderÃ¸d,,21191740.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27099561,indberetninger-20180424,2.595549,25044266.0,AWqW3xmmRYGX6_YTHf8Q,2019-05-08T09:56:31.024Z,2019-05-08T09:56:03.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-80-GD,2019-05-08T09:56:04.113Z,3008661.0,1069326.0,125000.0,3008661.0,0.0,2488347.0,0.0,3008661.0,520314.0,0.0,1939335.0,239765.0,0.0,0.0,52900.0,2310447.0,1939335.0,520314.0,180948.0,0.0,99601.0,,,
25044266,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzU3LzUyL2I4LzAzOTYtNDdhZi04NmFhLTZlYmU4MjMzMmJkMA.xhtml,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQxLzU5LzkwLzZhMjYtNDYwMi04NDI3LWI4NTYxMDc0M2EzNg.pdf,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzA3LzIzLzY4LzA5NGItNGM4Ni1hNGFlLWUzZDI1NzdiZjc1Yw.xml,true,Danmark,DK,Kokkedal,2980.0,10.0,AvderÃ¸dvej,Ãlsted,3310.0,53.0,Hovedgaden,2980 Kokkedal,AvderÃ¸dvej 10,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-01,2019-05-08,,Registreret Revisor,,25044266.0,mne888,1000686446.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming Juhl Nielsen,Ole SÃ¸ndergaard Pedersen,Ole SÃ¸ndergaard Pedersen,O.S.P. Invest ApS,Flemming Juhl Nielsen,,,,,Ãlsted,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-01,AvderÃ¸d,,21191740.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27099561,indberetninger-20180424,2.595549,25044266.0,AWqW3xmmRYGX6_YTHf8Q,2019-05-08T09:56:31.024Z,2019-05-08T09:56:03.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-80-GD,2019-05-08T09:56:04.113Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,
25044266,2018-01-01,2018-01-01,c12,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzU3LzUyL2I4LzAzOTYtNDdhZi04NmFhLTZlYmU4MjMzMmJkMA.xhtml,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQxLzU5LzkwLzZhMjYtNDYwMi04NDI3LWI4NTYxMDc0M2EzNg.pdf,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzA3LzIzLzY4LzA5NGItNGM4Ni1hNGFlLWUzZDI1NzdiZjc1Yw.xml,true,Danmark,DK,Kokkedal,2980.0,10.0,AvderÃ¸dvej,Ãlsted,3310.0,53.0,Hovedgaden,2980 Kokkedal,AvderÃ¸dvej 10,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-01,2019-05-08,,Registreret Revisor,,25044266.0,mne888,1000686446.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming Juhl Nielsen,Ole SÃ¸ndergaard Pedersen,Ole SÃ¸ndergaard Pedersen,O.S.P. Invest ApS,Flemming Juhl Nielsen,,,,,Ãlsted,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-01,AvderÃ¸d,,21191740.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27099561,indberetninger-20180424,2.595549,25044266.0,AWqW3xmmRYGX6_YTHf8Q,2019-05-08T09:56:31.024Z,2019-05-08T09:56:03.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-80-GD,2019-05-08T09:56:04.113Z,,,,,,2310447.0,,,,,,,,,,,,,,,,,,
25044266,2018-01-01,2018-01-01,c13,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzU3LzUyL2I4LzAzOTYtNDdhZi04NmFhLTZlYmU4MjMzMmJkMA.xhtml,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQxLzU5LzkwLzZhMjYtNDYwMi04NDI3LWI4NTYxMDc0M2EzNg.pdf,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzA3LzIzLzY4LzA5NGItNGM4Ni1hNGFlLWUzZDI1NzdiZjc1Yw.xml,true,Danmark,DK,Kokkedal,2980.0,10.0,AvderÃ¸dvej,Ãlsted,3310.0,53.0,Hovedgaden,2980 Kokkedal,AvderÃ¸dvej 10,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-01,2019-05-08,,Registreret Revisor,,25044266.0,mne888,1000686446.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming Juhl Nielsen,Ole SÃ¸ndergaard Pedersen,Ole SÃ¸ndergaard Pedersen,O.S.P. Invest ApS,Flemming Juhl Nielsen,,,,,Ãlsted,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-01,AvderÃ¸d,,21191740.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27099561,indberetninger-20180424,2.595549,25044266.0,AWqW3xmmRYGX6_YTHf8Q,2019-05-08T09:56:31.024Z,2019-05-08T09:56:03.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-80-GD,2019-05-08T09:56:04.113Z,,,,,,52900.0,,,,,,,,,,,,,,,,,,
25044266,2018-01-01,2018-01-01,c14,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzU3LzUyL2I4LzAzOTYtNDdhZi04NmFhLTZlYmU4MjMzMmJkMA.xhtml,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQxLzU5LzkwLzZhMjYtNDYwMi04NDI3LWI4NTYxMDc0M2EzNg.pdf,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzA3LzIzLzY4LzA5NGItNGM4Ni1hNGFlLWUzZDI1NzdiZjc1Yw.xml,true,Danmark,DK,Kokkedal,2980.0,10.0,AvderÃ¸dvej,Ãlsted,3310.0,53.0,Hovedgaden,2980 Kokkedal,AvderÃ¸dvej 10,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-01,2019-05-08,,Registreret Revisor,,25044266.0,mne888,1000686446.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming Juhl Nielsen,Ole SÃ¸ndergaard Pedersen,Ole SÃ¸ndergaard Pedersen,O.S.P. Invest ApS,Flemming Juhl Nielsen,,,,,Ãlsted,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-01,AvderÃ¸d,,21191740.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27099561,indberetninger-20180424,2.595549,25044266.0,AWqW3xmmRYGX6_YTHf8Q,2019-05-08T09:56:31.024Z,2019-05-08T09:56:03.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-80-GD,2019-05-08T09:56:04.113Z,,,,,,2488347.0,,,,,,,,,,,,,,,,,,
25044266,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzU3LzUyL2I4LzAzOTYtNDdhZi04NmFhLTZlYmU4MjMzMmJkMA.xhtml,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQxLzU5LzkwLzZhMjYtNDYwMi04NDI3LWI4NTYxMDc0M2EzNg.pdf,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzA3LzIzLzY4LzA5NGItNGM4Ni1hNGFlLWUzZDI1NzdiZjc1Yw.xml,true,Danmark,DK,Kokkedal,2980.0,10.0,AvderÃ¸dvej,Ãlsted,3310.0,53.0,Hovedgaden,2980 Kokkedal,AvderÃ¸dvej 10,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-01,2019-05-08,10000.0,Registreret Revisor,27800.0,25044266.0,mne888,1000686446.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming Juhl Nielsen,Ole SÃ¸ndergaard Pedersen,Ole SÃ¸ndergaard Pedersen,O.S.P. Invest ApS,Flemming Juhl Nielsen,28200.0,129998.0,97729.0,0.0,Ãlsted,2017-01-01,2017-12-31,-14146.0,-14469.0,17800.0,2018-12-31,2018-01-01,56000.0,true,2019-05-01,AvderÃ¸d,-323.0,21191740.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27099561,indberetninger-20180424,2.595549,25044266.0,AWqW3xmmRYGX6_YTHf8Q,2019-05-08T09:56:31.024Z,2019-05-08T09:56:03.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-80-GD,2019-05-08T09:56:04.113Z,,,,,,,,,,,,,,,,,,,,,,52900.0,,
25044266,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzU3LzUyL2I4LzAzOTYtNDdhZi04NmFhLTZlYmU4MjMzMmJkMA.xhtml,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2I5LzQxLzU5LzkwLzZhMjYtNDYwMi04NDI3LWI4NTYxMDc0M2EzNg.pdf,http://regnskaber.virk.dk/66244052/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzA3LzIzLzY4LzA5NGItNGM4Ni1hNGFlLWUzZDI1NzdiZjc1Yw.xml,true,Danmark,DK,Kokkedal,2980.0,10.0,AvderÃ¸dvej,Ãlsted,3310.0,53.0,Hovedgaden,2980 Kokkedal,AvderÃ¸dvej 10,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-01,2019-05-08,,Registreret Revisor,,25044266.0,mne888,1000686446.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Flemming Juhl Nielsen,Ole SÃ¸ndergaard Pedersen,Ole SÃ¸ndergaard Pedersen,O.S.P. Invest ApS,Flemming Juhl Nielsen,,,,,Ãlsted,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,true,2019-05-01,AvderÃ¸d,,21191740.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27099561,indberetninger-20180424,2.595549,25044266.0,AWqW3xmmRYGX6_YTHf8Q,2019-05-08T09:56:31.024Z,2019-05-08T09:56:03.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-80-GD,2019-05-08T09:56:04.113Z,,,,,,,,,,,,,,,,,,,,,,,14135308.0,REGISTRERET REVISIONSANPARTSSELSKAB FLEMMING JUHL NIELSEN
