entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
30895541,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzc3LzliLzdiLzQ2NzgtNGRiNi1hMmE5LThhZmU1ZTI0MjU4Yg.pdf,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzU4L2Y5L2Q0LzgwNjEtNGQ0NS1hOWVjLWQxMzYwOTMwYTc4NQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2880 BagsvÃ¦rd,VÃ¦rebrovej 117B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i PSITTACO Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-08,2007-09-26,2017-05-10,Statsautoriseret revisor,-5927.0,20222670.0,30895541.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for PSITTACO Holding ApS.,-59598.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Birgitte RÃ¸nnow,Ole Sibbesen,PSITTACO Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,-65525.0,-65525.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,true,2017-05-08,KÃ¸benhavn,0.0,urn:ofk:oid:23850744,indberetninger-20180424,2.5097403999999996,30895541.0,,2018-03-27T23:48:58.218Z,2017-05-11T12:28:29.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-03-NE,2017-05-11T12:28:29.826Z,,,,,,,,,,,,,,,
30895541,2015-01-01,2015-12-31,c185,,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzc3LzliLzdiLzQ2NzgtNGRiNi1hMmE5LThhZmU1ZTI0MjU4Yg.pdf,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzU4L2Y5L2Q0LzgwNjEtNGQ0NS1hOWVjLWQxMzYwOTMwYTc4NQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2880 BagsvÃ¦rd,VÃ¦rebrovej 117B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i PSITTACO Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-08,2007-09-26,2017-05-10,Statsautoriseret revisor,,20222670.0,30895541.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for PSITTACO Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Birgitte RÃ¸nnow,Ole Sibbesen,PSITTACO Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,-59598.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,true,2017-05-08,KÃ¸benhavn,,urn:ofk:oid:23850744,indberetninger-20180424,2.5097403999999996,30895541.0,,2018-03-27T23:48:58.218Z,2017-05-11T12:28:29.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-03-NE,2017-05-11T12:28:29.826Z,,,,,,,,,,,,,,,
30895541,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzc3LzliLzdiLzQ2NzgtNGRiNi1hMmE5LThhZmU1ZTI0MjU4Yg.pdf,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzU4L2Y5L2Q0LzgwNjEtNGQ0NS1hOWVjLWQxMzYwOTMwYTc4NQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2880 BagsvÃ¦rd,VÃ¦rebrovej 117B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i PSITTACO Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-08,2007-09-26,2017-05-10,Statsautoriseret revisor,,20222670.0,30895541.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for PSITTACO Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Birgitte RÃ¸nnow,Ole Sibbesen,PSITTACO Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,-5927.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,true,2017-05-08,KÃ¸benhavn,,urn:ofk:oid:23850744,indberetninger-20180424,2.5097403999999996,30895541.0,,2018-03-27T23:48:58.218Z,2017-05-11T12:28:29.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-03-NE,2017-05-11T12:28:29.826Z,,,,,,,,,,,,,,,
30895541,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzc3LzliLzdiLzQ2NzgtNGRiNi1hMmE5LThhZmU1ZTI0MjU4Yg.pdf,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzU4L2Y5L2Q0LzgwNjEtNGQ0NS1hOWVjLWQxMzYwOTMwYTc4NQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2880 BagsvÃ¦rd,VÃ¦rebrovej 117B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i PSITTACO Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-08,2007-09-26,2017-05-10,Statsautoriseret revisor,,20222670.0,30895541.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for PSITTACO Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Birgitte RÃ¸nnow,Ole Sibbesen,PSITTACO Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,true,2017-05-08,KÃ¸benhavn,,urn:ofk:oid:23850744,indberetninger-20180424,2.5097403999999996,30895541.0,,2018-03-27T23:48:58.218Z,2017-05-11T12:28:29.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-03-NE,2017-05-11T12:28:29.826Z,2061763.0,9548.0,125000.0,2055888.0,2061763.0,5875.0,2052215.0,2052215.0,2052215.0,1927215.0,3673.0,5875.0,5875.0,,
30895541,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzc3LzliLzdiLzQ2NzgtNGRiNi1hMmE5LThhZmU1ZTI0MjU4Yg.pdf,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzU4L2Y5L2Q0LzgwNjEtNGQ0NS1hOWVjLWQxMzYwOTMwYTc4NQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2880 BagsvÃ¦rd,VÃ¦rebrovej 117B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i PSITTACO Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-08,2007-09-26,2017-05-10,Statsautoriseret revisor,,20222670.0,30895541.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for PSITTACO Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Birgitte RÃ¸nnow,Ole Sibbesen,PSITTACO Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,true,2017-05-08,KÃ¸benhavn,,urn:ofk:oid:23850744,indberetninger-20180424,2.5097403999999996,30895541.0,,2018-03-27T23:48:58.218Z,2017-05-11T12:28:29.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-03-NE,2017-05-11T12:28:29.826Z,,,,125000.0,,,,,,,,,,,
30895541,2016-01-01,2016-01-01,c235,,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzc3LzliLzdiLzQ2NzgtNGRiNi1hMmE5LThhZmU1ZTI0MjU4Yg.pdf,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzU4L2Y5L2Q0LzgwNjEtNGQ0NS1hOWVjLWQxMzYwOTMwYTc4NQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2880 BagsvÃ¦rd,VÃ¦rebrovej 117B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i PSITTACO Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-08,2007-09-26,2017-05-10,Statsautoriseret revisor,,20222670.0,30895541.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for PSITTACO Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Birgitte RÃ¸nnow,Ole Sibbesen,PSITTACO Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,true,2017-05-08,KÃ¸benhavn,,urn:ofk:oid:23850744,indberetninger-20180424,2.5097403999999996,30895541.0,,2018-03-27T23:48:58.218Z,2017-05-11T12:28:29.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-03-NE,2017-05-11T12:28:29.826Z,,,,1927215.0,,,,,,,,,,,
30895541,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzc3LzliLzdiLzQ2NzgtNGRiNi1hMmE5LThhZmU1ZTI0MjU4Yg.pdf,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzU4L2Y5L2Q0LzgwNjEtNGQ0NS1hOWVjLWQxMzYwOTMwYTc4NQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2880 BagsvÃ¦rd,VÃ¦rebrovej 117B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i PSITTACO Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-08,2007-09-26,2017-05-10,Statsautoriseret revisor,,20222670.0,30895541.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for PSITTACO Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Birgitte RÃ¸nnow,Ole Sibbesen,PSITTACO Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,true,2017-05-08,KÃ¸benhavn,,urn:ofk:oid:23850744,indberetninger-20180424,2.5097403999999996,30895541.0,,2018-03-27T23:48:58.218Z,2017-05-11T12:28:29.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-03-NE,2017-05-11T12:28:29.826Z,,,,3674.0,,,,,,,,,,,
30895541,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzc3LzliLzdiLzQ2NzgtNGRiNi1hMmE5LThhZmU1ZTI0MjU4Yg.pdf,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzU4L2Y5L2Q0LzgwNjEtNGQ0NS1hOWVjLWQxMzYwOTMwYTc4NQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2880 BagsvÃ¦rd,VÃ¦rebrovej 117B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i PSITTACO Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-08,2007-09-26,2017-05-10,Statsautoriseret revisor,-3426.0,20222670.0,30895541.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for PSITTACO Holding ApS.,8063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Birgitte RÃ¸nnow,Ole Sibbesen,PSITTACO Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,4637.0,4637.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,true,2017-05-08,KÃ¸benhavn,0.0,urn:ofk:oid:23850744,indberetninger-20180424,2.5097403999999996,30895541.0,,2018-03-27T23:48:58.218Z,2017-05-11T12:28:29.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-03-NE,2017-05-11T12:28:29.826Z,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
30895541,2016-01-01,2016-12-31,c184,,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzc3LzliLzdiLzQ2NzgtNGRiNi1hMmE5LThhZmU1ZTI0MjU4Yg.pdf,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzU4L2Y5L2Q0LzgwNjEtNGQ0NS1hOWVjLWQxMzYwOTMwYTc4NQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2880 BagsvÃ¦rd,VÃ¦rebrovej 117B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i PSITTACO Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-08,2007-09-26,2017-05-10,Statsautoriseret revisor,,20222670.0,30895541.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for PSITTACO Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Birgitte RÃ¸nnow,Ole Sibbesen,PSITTACO Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,8063.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,true,2017-05-08,KÃ¸benhavn,,urn:ofk:oid:23850744,indberetninger-20180424,2.5097403999999996,30895541.0,,2018-03-27T23:48:58.218Z,2017-05-11T12:28:29.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-03-NE,2017-05-11T12:28:29.826Z,,,,,,,,,,,,,,,
30895541,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzM1Lzc3LzliLzdiLzQ2NzgtNGRiNi1hMmE5LThhZmU1ZTI0MjU4Yg.pdf,http://regnskaber.virk.dk/14559803/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzU4L2Y5L2Q0LzgwNjEtNGQ0NS1hOWVjLWQxMzYwOTMwYTc4NQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2880 BagsvÃ¦rd,VÃ¦rebrovej 117B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i PSITTACO Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-05-08,2007-09-26,2017-05-10,Statsautoriseret revisor,,20222670.0,30895541.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for PSITTACO Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Birgitte RÃ¸nnow,Ole Sibbesen,PSITTACO Holding ApS,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,-3426.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,true,2017-05-08,KÃ¸benhavn,,urn:ofk:oid:23850744,indberetninger-20180424,2.5097403999999996,30895541.0,,2018-03-27T23:48:58.218Z,2017-05-11T12:28:29.661Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-03-NE,2017-05-11T12:28:29.826Z,,,,,,,,,,,,,,,
