entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables
10875285,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzgyLzY4L2FiL2FlNjEtNGQ5NS1iMzI4LTIyZWE2MWE0NDZmZg.xhtml,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2FkLzVlL2I1L2NkN2UtNDA4Zi04ZjUyLTBhNjU1YzIyM2ExNA.pdf,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJiLzRlLzA1L2MzZmYtNDhkNC05MzY2LWNiZDk0NjM0NjdiOQ.xml,true,Middelfart,5500.0,35.0,Algade,Ebberup,5631.0,13.0,Ebberupvej,5631 Ebberup,Rybergsvej 46,Regnskabsklasse B,2017-06-08,2017-06-09,7055.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet Autohuset Ebberup Holding ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for varekÃ¸bsforpligtigelser er der stillet bankgaranti pÃ¥ 75 tkr.</p>",982095.0,754618.0,10875285.0,1375.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Jensen,Torben Jensen,Danske Bank,AUTOHUSET EBBERUP ApS,Torben Jensen,135184.0,15094.0,Ebberup,2015-01-01,2015-12-31,-275602.0,-353247.0,-234532.0,2016-12-31,2016-01-01,false,false,77645.0,64741790.0,false,false,Ingen bistand,urn:ofk:oid:24167558,indberetninger-20180424,2.5949402000000004,10875285.0,,2018-03-29T07:27:45.656Z,2017-06-10T12:10:28.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-HU,2017-06-10T12:10:28.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10875285,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzgyLzY4L2FiL2FlNjEtNGQ5NS1iMzI4LTIyZWE2MWE0NDZmZg.xhtml,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2FkLzVlL2I1L2NkN2UtNDA4Zi04ZjUyLTBhNjU1YzIyM2ExNA.pdf,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJiLzRlLzA1L2MzZmYtNDhkNC05MzY2LWNiZDk0NjM0NjdiOQ.xml,true,Middelfart,5500.0,35.0,Algade,Ebberup,5631.0,13.0,Ebberupvej,5631 Ebberup,Rybergsvej 46,Regnskabsklasse B,2017-06-08,2017-06-09,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet Autohuset Ebberup Holding ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for varekÃ¸bsforpligtigelser er der stillet bankgaranti pÃ¥ 75 tkr.</p>",,,10875285.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Jensen,Torben Jensen,Danske Bank,AUTOHUSET EBBERUP ApS,Torben Jensen,,,Ebberup,2015-01-01,2015-12-31,-275602.0,,,2016-12-31,2016-01-01,false,false,,64741790.0,false,false,Ingen bistand,urn:ofk:oid:24167558,indberetninger-20180424,2.5949402000000004,10875285.0,,2018-03-29T07:27:45.656Z,2017-06-10T12:10:28.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-HU,2017-06-10T12:10:28.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10875285,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzgyLzY4L2FiL2FlNjEtNGQ5NS1iMzI4LTIyZWE2MWE0NDZmZg.xhtml,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2FkLzVlL2I1L2NkN2UtNDA4Zi04ZjUyLTBhNjU1YzIyM2ExNA.pdf,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJiLzRlLzA1L2MzZmYtNDhkNC05MzY2LWNiZDk0NjM0NjdiOQ.xml,true,Middelfart,5500.0,35.0,Algade,Ebberup,5631.0,13.0,Ebberupvej,5631 Ebberup,Rybergsvej 46,Regnskabsklasse B,2017-06-08,2017-06-09,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet Autohuset Ebberup Holding ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for varekÃ¸bsforpligtigelser er der stillet bankgaranti pÃ¥ 75 tkr.</p>",,,10875285.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Jensen,Torben Jensen,Danske Bank,AUTOHUSET EBBERUP ApS,Torben Jensen,,,Ebberup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64741790.0,false,false,Ingen bistand,urn:ofk:oid:24167558,indberetninger-20180424,2.5949402000000004,10875285.0,,2018-03-29T07:27:45.656Z,2017-06-10T12:10:28.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-HU,2017-06-10T12:10:28.386Z,1586574.0,21622.0,200000.0,1303850.0,210052.0,42251.0,228875.0,128407.0,7549.0,534118.0,1586574.0,1458167.0,275175.0,260000.0,282724.0,46300.0,260000.0,289587.0,93192.0,7549.0,534118.0,-71593.0,309304.0,1198167.0,748110.0,67758.0,599276.0,334857.0
10875285,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzgyLzY4L2FiL2FlNjEtNGQ5NS1iMzI4LTIyZWE2MWE0NDZmZg.xhtml,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2FkLzVlL2I1L2NkN2UtNDA4Zi04ZjUyLTBhNjU1YzIyM2ExNA.pdf,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJiLzRlLzA1L2MzZmYtNDhkNC05MzY2LWNiZDk0NjM0NjdiOQ.xml,true,Middelfart,5500.0,35.0,Algade,Ebberup,5631.0,13.0,Ebberupvej,5631 Ebberup,Rybergsvej 46,Regnskabsklasse B,2017-06-08,2017-06-09,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet Autohuset Ebberup Holding ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for varekÃ¸bsforpligtigelser er der stillet bankgaranti pÃ¥ 75 tkr.</p>",,,10875285.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Jensen,Torben Jensen,Danske Bank,AUTOHUSET EBBERUP ApS,Torben Jensen,,,Ebberup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64741790.0,false,false,Ingen bistand,urn:ofk:oid:24167558,indberetninger-20180424,2.5949402000000004,10875285.0,,2018-03-29T07:27:45.656Z,2017-06-10T12:10:28.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-HU,2017-06-10T12:10:28.386Z,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,
10875285,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzgyLzY4L2FiL2FlNjEtNGQ5NS1iMzI4LTIyZWE2MWE0NDZmZg.xhtml,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2FkLzVlL2I1L2NkN2UtNDA4Zi04ZjUyLTBhNjU1YzIyM2ExNA.pdf,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJiLzRlLzA1L2MzZmYtNDhkNC05MzY2LWNiZDk0NjM0NjdiOQ.xml,true,Middelfart,5500.0,35.0,Algade,Ebberup,5631.0,13.0,Ebberupvej,5631 Ebberup,Rybergsvej 46,Regnskabsklasse B,2017-06-08,2017-06-09,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet Autohuset Ebberup Holding ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for varekÃ¸bsforpligtigelser er der stillet bankgaranti pÃ¥ 75 tkr.</p>",,,10875285.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Jensen,Torben Jensen,Danske Bank,AUTOHUSET EBBERUP ApS,Torben Jensen,,,Ebberup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64741790.0,false,false,Ingen bistand,urn:ofk:oid:24167558,indberetninger-20180424,2.5949402000000004,10875285.0,,2018-03-29T07:27:45.656Z,2017-06-10T12:10:28.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-HU,2017-06-10T12:10:28.386Z,,,,,,,,-71593.0,,,,,,,,,,,,,,,,,,,,
10875285,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzgyLzY4L2FiL2FlNjEtNGQ5NS1iMzI4LTIyZWE2MWE0NDZmZg.xhtml,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2FkLzVlL2I1L2NkN2UtNDA4Zi04ZjUyLTBhNjU1YzIyM2ExNA.pdf,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJiLzRlLzA1L2MzZmYtNDhkNC05MzY2LWNiZDk0NjM0NjdiOQ.xml,true,Middelfart,5500.0,35.0,Algade,Ebberup,5631.0,13.0,Ebberupvej,5631 Ebberup,Rybergsvej 46,Regnskabsklasse B,2017-06-08,2017-06-09,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet Autohuset Ebberup Holding ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for varekÃ¸bsforpligtigelser er der stillet bankgaranti pÃ¥ 75 tkr.</p>",,,10875285.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Jensen,Torben Jensen,Danske Bank,AUTOHUSET EBBERUP ApS,Torben Jensen,,,Ebberup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64741790.0,false,false,Ingen bistand,urn:ofk:oid:24167558,indberetninger-20180424,2.5949402000000004,10875285.0,,2018-03-29T07:27:45.656Z,2017-06-10T12:10:28.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-HU,2017-06-10T12:10:28.386Z,,,,,,,,128407.0,,,,,,,,,,,,,,,,,,,,
10875285,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzgyLzY4L2FiL2FlNjEtNGQ5NS1iMzI4LTIyZWE2MWE0NDZmZg.xhtml,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2FkLzVlL2I1L2NkN2UtNDA4Zi04ZjUyLTBhNjU1YzIyM2ExNA.pdf,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJiLzRlLzA1L2MzZmYtNDhkNC05MzY2LWNiZDk0NjM0NjdiOQ.xml,true,Middelfart,5500.0,35.0,Algade,Ebberup,5631.0,13.0,Ebberupvej,5631 Ebberup,Rybergsvej 46,Regnskabsklasse B,2017-06-08,2017-06-09,8448.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet Autohuset Ebberup Holding ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for varekÃ¸bsforpligtigelser er der stillet bankgaranti pÃ¥ 75 tkr.</p>",931224.0,1180861.0,10875285.0,7250.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Jensen,Torben Jensen,Danske Bank,AUTOHUSET EBBERUP ApS,Torben Jensen,109271.0,37110.0,Ebberup,2015-01-01,2015-12-31,137031.0,176278.0,241189.0,2016-12-31,2016-01-01,false,false,39247.0,64741790.0,false,false,Ingen bistand,urn:ofk:oid:24167558,indberetninger-20180424,2.5949402000000004,10875285.0,,2018-03-29T07:27:45.656Z,2017-06-10T12:10:28.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-HU,2017-06-10T12:10:28.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10875285,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzgyLzY4L2FiL2FlNjEtNGQ5NS1iMzI4LTIyZWE2MWE0NDZmZg.xhtml,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2FkLzVlL2I1L2NkN2UtNDA4Zi04ZjUyLTBhNjU1YzIyM2ExNA.pdf,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJiLzRlLzA1L2MzZmYtNDhkNC05MzY2LWNiZDk0NjM0NjdiOQ.xml,true,Middelfart,5500.0,35.0,Algade,Ebberup,5631.0,13.0,Ebberupvej,5631 Ebberup,Rybergsvej 46,Regnskabsklasse B,2017-06-08,2017-06-09,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet Autohuset Ebberup Holding ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for varekÃ¸bsforpligtigelser er der stillet bankgaranti pÃ¥ 75 tkr.</p>",,,10875285.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Jensen,Torben Jensen,Danske Bank,AUTOHUSET EBBERUP ApS,Torben Jensen,,,Ebberup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,64741790.0,false,false,Ingen bistand,urn:ofk:oid:24167558,indberetninger-20180424,2.5949402000000004,10875285.0,,2018-03-29T07:27:45.656Z,2017-06-10T12:10:28.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-HU,2017-06-10T12:10:28.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10875285,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzgyLzY4L2FiL2FlNjEtNGQ5NS1iMzI4LTIyZWE2MWE0NDZmZg.xhtml,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2FkLzVlL2I1L2NkN2UtNDA4Zi04ZjUyLTBhNjU1YzIyM2ExNA.pdf,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJiLzRlLzA1L2MzZmYtNDhkNC05MzY2LWNiZDk0NjM0NjdiOQ.xml,true,Middelfart,5500.0,35.0,Algade,Ebberup,5631.0,13.0,Ebberupvej,5631 Ebberup,Rybergsvej 46,Regnskabsklasse B,2017-06-08,2017-06-09,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet Autohuset Ebberup Holding ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for varekÃ¸bsforpligtigelser er der stillet bankgaranti pÃ¥ 75 tkr.</p>",,,10875285.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Jensen,Torben Jensen,Danske Bank,AUTOHUSET EBBERUP ApS,Torben Jensen,,,Ebberup,2015-01-01,2015-12-31,137031.0,,,2016-12-31,2016-01-01,false,false,,64741790.0,false,false,Ingen bistand,urn:ofk:oid:24167558,indberetninger-20180424,2.5949402000000004,10875285.0,,2018-03-29T07:27:45.656Z,2017-06-10T12:10:28.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-HU,2017-06-10T12:10:28.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10875285,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzgyLzY4L2FiL2FlNjEtNGQ5NS1iMzI4LTIyZWE2MWE0NDZmZg.xhtml,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2FkLzVlL2I1L2NkN2UtNDA4Zi04ZjUyLTBhNjU1YzIyM2ExNA.pdf,http://regnskaber.virk.dk/58257801/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzJiLzRlLzA1L2MzZmYtNDhkNC05MzY2LWNiZDk0NjM0NjdiOQ.xml,true,Middelfart,5500.0,35.0,Algade,Ebberup,5631.0,13.0,Ebberupvej,5631 Ebberup,Rybergsvej 46,Regnskabsklasse B,2017-06-08,2017-06-09,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet Autohuset Ebberup Holding ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for varekÃ¸bsforpligtigelser er der stillet bankgaranti pÃ¥ 75 tkr.</p>",,,10875285.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Torben Jensen,Torben Jensen,Danske Bank,AUTOHUSET EBBERUP ApS,Torben Jensen,,,Ebberup,2015-01-01,2015-12-31,137031.0,,,2016-12-31,2016-01-01,false,false,,64741790.0,false,false,Ingen bistand,urn:ofk:oid:24167558,indberetninger-20180424,2.5949402000000004,10875285.0,,2018-03-29T07:27:45.656Z,2017-06-10T12:10:28.193Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-HU,2017-06-10T12:10:28.386Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
