entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
10071453,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzNjL2M5LzgxLzA1ZGYtNDI4Yi05Yjk3LTBhYjNjZDIzYmRhOA.pdf,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2FhLzI0L2Y4ODctNDJjNi04YjdhLTQ4MDJmZDA2YTljZg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i Feldstedt Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-27,2001-05-08,2016-06-27,mathilde@feldstedt.dk,4576 7002,www.feldstedt.dk,10071453.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Feldstedt Consulting ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mathilde Feldstedt,Feldstedt Consulting ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Rungsted Kyst, den 27. juni 2016",2014-01-01,2014-12-31,-38115.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HÃ¸rsholm, 223",2015-12-31,2015-01-01,2016-06-27,HÃ¸rsholm,4576 7030,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22780230,indberetninger-20180424,2.5097417999999996,10071453.0,,2018-03-29T14:49:39.149Z,2016-06-27T15:23:01.251Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-53-NQ,2016-06-27T15:23:01.373Z,,,,,,,,,,,,,,,,,,,,,,
10071453,2014-01-01,2014-12-31,ID_12,,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzNjL2M5LzgxLzA1ZGYtNDI4Yi05Yjk3LTBhYjNjZDIzYmRhOA.pdf,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2FhLzI0L2Y4ODctNDJjNi04YjdhLTQ4MDJmZDA2YTljZg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i Feldstedt Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-27,2001-05-08,2016-06-27,mathilde@feldstedt.dk,4576 7002,www.feldstedt.dk,10071453.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Feldstedt Consulting ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mathilde Feldstedt,Feldstedt Consulting ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Rungsted Kyst, den 27. juni 2016",2014-01-01,2014-12-31,-38115.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HÃ¸rsholm, 223",2015-12-31,2015-01-01,2016-06-27,HÃ¸rsholm,4576 7030,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22780230,indberetninger-20180424,2.5097417999999996,10071453.0,,2018-03-29T14:49:39.149Z,2016-06-27T15:23:01.251Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-53-NQ,2016-06-27T15:23:01.373Z,,,,,,,,,,,,,,,,,,,,,,
10071453,2014-01-01,2014-12-31,ID_8,,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzNjL2M5LzgxLzA1ZGYtNDI4Yi05Yjk3LTBhYjNjZDIzYmRhOA.pdf,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2FhLzI0L2Y4ODctNDJjNi04YjdhLTQ4MDJmZDA2YTljZg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i Feldstedt Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-27,2001-05-08,2016-06-27,mathilde@feldstedt.dk,4576 7002,www.feldstedt.dk,10071453.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Feldstedt Consulting ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mathilde Feldstedt,Feldstedt Consulting ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Rungsted Kyst, den 27. juni 2016",2014-01-01,2014-12-31,38115.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HÃ¸rsholm, 223",2015-12-31,2015-01-01,2016-06-27,HÃ¸rsholm,4576 7030,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22780230,indberetninger-20180424,2.5097417999999996,10071453.0,,2018-03-29T14:49:39.149Z,2016-06-27T15:23:01.251Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-53-NQ,2016-06-27T15:23:01.373Z,216033.0,269217.0,53184.0,53184.0,15069.0,,,,,,,,,,,,,,,,,
10071453,2014-12-31,2014-12-31,ID_14,,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzNjL2M5LzgxLzA1ZGYtNDI4Yi05Yjk3LTBhYjNjZDIzYmRhOA.pdf,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2FhLzI0L2Y4ODctNDJjNi04YjdhLTQ4MDJmZDA2YTljZg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i Feldstedt Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-27,2001-05-08,2016-06-27,mathilde@feldstedt.dk,4576 7002,www.feldstedt.dk,10071453.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Feldstedt Consulting ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mathilde Feldstedt,Feldstedt Consulting ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Rungsted Kyst, den 27. juni 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HÃ¸rsholm, 223",2015-12-31,2015-01-01,2016-06-27,HÃ¸rsholm,4576 7030,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22780230,indberetninger-20180424,2.5097417999999996,10071453.0,,2018-03-29T14:49:39.149Z,2016-06-27T15:23:01.251Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-53-NQ,2016-06-27T15:23:01.373Z,,,,,,293618.0,223033.0,125000.0,293618.0,12544.0,138373.0,293618.0,155245.0,107017.0,188.0,13373.0,155245.0,25728.0,70585.0,22500.0,57853.0,
10071453,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzNjL2M5LzgxLzA1ZGYtNDI4Yi05Yjk3LTBhYjNjZDIzYmRhOA.pdf,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2FhLzI0L2Y4ODctNDJjNi04YjdhLTQ4MDJmZDA2YTljZg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i Feldstedt Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-27,2001-05-08,2016-06-27,mathilde@feldstedt.dk,4576 7002,www.feldstedt.dk,10071453.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Feldstedt Consulting ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mathilde Feldstedt,Feldstedt Consulting ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Rungsted Kyst, den 27. juni 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HÃ¸rsholm, 223",2015-12-31,2015-01-01,2016-06-27,HÃ¸rsholm,4576 7030,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22780230,indberetninger-20180424,2.5097417999999996,10071453.0,,2018-03-29T14:49:39.149Z,2016-06-27T15:23:01.251Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-53-NQ,2016-06-27T15:23:01.373Z,,,,,,,,,,,,,,,,,,,,,,
10071453,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzNjL2M5LzgxLzA1ZGYtNDI4Yi05Yjk3LTBhYjNjZDIzYmRhOA.pdf,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2FhLzI0L2Y4ODctNDJjNi04YjdhLTQ4MDJmZDA2YTljZg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i Feldstedt Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-27,2001-05-08,2016-06-27,mathilde@feldstedt.dk,4576 7002,www.feldstedt.dk,10071453.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Feldstedt Consulting ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mathilde Feldstedt,Feldstedt Consulting ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Rungsted Kyst, den 27. juni 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HÃ¸rsholm, 223",2015-12-31,2015-01-01,2016-06-27,HÃ¸rsholm,4576 7030,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22780230,indberetninger-20180424,2.5097417999999996,10071453.0,,2018-03-29T14:49:39.149Z,2016-06-27T15:23:01.251Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-53-NQ,2016-06-27T15:23:01.373Z,,,,,,,,,,,,,,,,,,,,,,
10071453,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzNjL2M5LzgxLzA1ZGYtNDI4Yi05Yjk3LTBhYjNjZDIzYmRhOA.pdf,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2FhLzI0L2Y4ODctNDJjNi04YjdhLTQ4MDJmZDA2YTljZg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i Feldstedt Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-27,2001-05-08,2016-06-27,mathilde@feldstedt.dk,4576 7002,www.feldstedt.dk,10071453.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Feldstedt Consulting ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mathilde Feldstedt,Feldstedt Consulting ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Rungsted Kyst, den 27. juni 2016",2014-01-01,2014-12-31,89005.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HÃ¸rsholm, 223",2015-12-31,2015-01-01,2016-06-27,HÃ¸rsholm,4576 7030,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22780230,indberetninger-20180424,2.5097417999999996,10071453.0,,2018-03-29T14:49:39.149Z,2016-06-27T15:23:01.251Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-53-NQ,2016-06-27T15:23:01.373Z,,,,,,,,,,,,,,,,,,,,,,
10071453,2015-01-01,2015-12-31,ID_15,,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzNjL2M5LzgxLzA1ZGYtNDI4Yi05Yjk3LTBhYjNjZDIzYmRhOA.pdf,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2FhLzI0L2Y4ODctNDJjNi04YjdhLTQ4MDJmZDA2YTljZg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i Feldstedt Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-27,2001-05-08,2016-06-27,mathilde@feldstedt.dk,4576 7002,www.feldstedt.dk,10071453.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Feldstedt Consulting ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mathilde Feldstedt,Feldstedt Consulting ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Rungsted Kyst, den 27. juni 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HÃ¸rsholm, 223",2015-12-31,2015-01-01,2016-06-27,HÃ¸rsholm,4576 7030,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22780230,indberetninger-20180424,2.5097417999999996,10071453.0,,2018-03-29T14:49:39.149Z,2016-06-27T15:23:01.251Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-53-NQ,2016-06-27T15:23:01.373Z,,,,,,,,,,,,,,,,,,,,,,
10071453,2015-01-01,2015-12-31,ID_16,,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzNjL2M5LzgxLzA1ZGYtNDI4Yi05Yjk3LTBhYjNjZDIzYmRhOA.pdf,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2FhLzI0L2Y4ODctNDJjNi04YjdhLTQ4MDJmZDA2YTljZg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i Feldstedt Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-27,2001-05-08,2016-06-27,mathilde@feldstedt.dk,4576 7002,www.feldstedt.dk,10071453.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Feldstedt Consulting ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mathilde Feldstedt,Feldstedt Consulting ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Rungsted Kyst, den 27. juni 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HÃ¸rsholm, 223",2015-12-31,2015-01-01,2016-06-27,HÃ¸rsholm,4576 7030,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22780230,indberetninger-20180424,2.5097417999999996,10071453.0,,2018-03-29T14:49:39.149Z,2016-06-27T15:23:01.251Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-53-NQ,2016-06-27T15:23:01.373Z,,,,,,,,,,,,,,,,,,,,,,
10071453,2015-01-01,2015-12-31,ID_17,,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzLzY1LzNjL2M5LzgxLzA1ZGYtNDI4Yi05Yjk3LTBhYjNjZDIzYmRhOA.pdf,http://regnskaber.virk.dk/35417001/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2E5L2FhLzI0L2Y4ODctNDJjNi04YjdhLTQ4MDJmZDA2YTljZg.xml,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i Feldstedt Consulting ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-06-27,2001-05-08,2016-06-27,mathilde@feldstedt.dk,4576 7002,www.feldstedt.dk,10071453.0,16563579.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for Feldstedt Consulting ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mathilde Feldstedt,Feldstedt Consulting ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab","Rungsted Kyst, den 27. juni 2016",2014-01-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HÃ¸rsholm, 223",2015-12-31,2015-01-01,2016-06-27,HÃ¸rsholm,4576 7030,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22780230,indberetninger-20180424,2.5097417999999996,10071453.0,,2018-03-29T14:49:39.149Z,2016-06-27T15:23:01.251Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-53-NQ,2016-06-27T15:23:01.373Z,,,,,,,,,,,,,,,,,,,,,,
