entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfExecutiveBoard
28097336,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRjL2ZjLzM0Lzc1YjMtNDg3Yy04MTliLTgyMDY4MDA4ZWFhNw.pdf,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2UzLzhjL2I3L2MyZDYtNDkzZS1hN2MzLTg2NDU0NmFmY2YyNA.xml,NÃ¸rresundby,9400.0,82.0,HvorupgÃ¥rdvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-24,2016-05-24,2004-08-24,2016-05-24,126000.0,28097336.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for PCP Ejendomme ApS.,Ãrsrapport,2196000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Michael Blach,Nordjyske Bank,PCP Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",NÃ¸rresundby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¸rresundby,2015-12-31,2015-01-01,2016-05-24,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22484571,indberetninger-20180424,2.5124277999999998,28097336.0,,2018-03-29T07:24:25.801Z,2016-05-30T09:41:46.890Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-13-ND,2016-05-30T09:41:47.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28097336,2014-01-01,2014-01-01,c741,,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRjL2ZjLzM0Lzc1YjMtNDg3Yy04MTliLTgyMDY4MDA4ZWFhNw.pdf,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2UzLzhjL2I3L2MyZDYtNDkzZS1hN2MzLTg2NDU0NmFmY2YyNA.xml,NÃ¸rresundby,9400.0,82.0,HvorupgÃ¥rdvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-24,2016-05-24,2004-08-24,2016-05-24,723000.0,28097336.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for PCP Ejendomme ApS.,Ãrsrapport,2196000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Michael Blach,Nordjyske Bank,PCP Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",NÃ¸rresundby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¸rresundby,2015-12-31,2015-01-01,2016-05-24,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22484571,indberetninger-20180424,2.5124277999999998,28097336.0,,2018-03-29T07:24:25.801Z,2016-05-30T09:41:46.890Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-13-ND,2016-05-30T09:41:47.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28097336,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRjL2ZjLzM0Lzc1YjMtNDg3Yy04MTliLTgyMDY4MDA4ZWFhNw.pdf,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2UzLzhjL2I3L2MyZDYtNDkzZS1hN2MzLTg2NDU0NmFmY2YyNA.xml,NÃ¸rresundby,9400.0,82.0,HvorupgÃ¥rdvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-24,2016-05-24,2004-08-24,2016-05-24,,28097336.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for PCP Ejendomme ApS.,Ãrsrapport,2196000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Michael Blach,Nordjyske Bank,PCP Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",NÃ¸rresundby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¸rresundby,2015-12-31,2015-01-01,2016-05-24,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22484571,indberetninger-20180424,2.5124277999999998,28097336.0,,2018-03-29T07:24:25.801Z,2016-05-30T09:41:46.890Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-13-ND,2016-05-30T09:41:47.074Z,319000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28097336,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRjL2ZjLzM0Lzc1YjMtNDg3Yy04MTliLTgyMDY4MDA4ZWFhNw.pdf,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2UzLzhjL2I3L2MyZDYtNDkzZS1hN2MzLTg2NDU0NmFmY2YyNA.xml,NÃ¸rresundby,9400.0,82.0,HvorupgÃ¥rdvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-24,2016-05-24,2004-08-24,2016-05-24,,28097336.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for PCP Ejendomme ApS.,Ãrsrapport,2196000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Michael Blach,Nordjyske Bank,PCP Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",NÃ¸rresundby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¸rresundby,2015-12-31,2015-01-01,2016-05-24,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22484571,indberetninger-20180424,2.5124277999999998,28097336.0,,2018-03-29T07:24:25.801Z,2016-05-30T09:41:46.890Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-13-ND,2016-05-30T09:41:47.074Z,319000.0,176000.0,263000.0,26000.0,0.0,413000.0,439000.0,94000.0,,,,,,,,,,,,,,,,,,,,,,
28097336,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRjL2ZjLzM0Lzc1YjMtNDg3Yy04MTliLTgyMDY4MDA4ZWFhNw.pdf,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2UzLzhjL2I3L2MyZDYtNDkzZS1hN2MzLTg2NDU0NmFmY2YyNA.xml,NÃ¸rresundby,9400.0,82.0,HvorupgÃ¥rdvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-24,2016-05-24,2004-08-24,2016-05-24,,28097336.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for PCP Ejendomme ApS.,Ãrsrapport,2196000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Michael Blach,Nordjyske Bank,PCP Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",NÃ¸rresundby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¸rresundby,2015-12-31,2015-01-01,2016-05-24,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22484571,indberetninger-20180424,2.5124277999999998,28097336.0,,2018-03-29T07:24:25.801Z,2016-05-30T09:41:46.890Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-13-ND,2016-05-30T09:41:47.074Z,319000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28097336,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRjL2ZjLzM0Lzc1YjMtNDg3Yy04MTliLTgyMDY4MDA4ZWFhNw.pdf,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2UzLzhjL2I3L2MyZDYtNDkzZS1hN2MzLTg2NDU0NmFmY2YyNA.xml,NÃ¸rresundby,9400.0,82.0,HvorupgÃ¥rdvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-24,2016-05-24,2004-08-24,2016-05-24,1168000.0,28097336.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for PCP Ejendomme ApS.,Ãrsrapport,2196000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Michael Blach,Nordjyske Bank,PCP Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",NÃ¸rresundby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¸rresundby,2015-12-31,2015-01-01,2016-05-24,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22484571,indberetninger-20180424,2.5124277999999998,28097336.0,,2018-03-29T07:24:25.801Z,2016-05-30T09:41:46.890Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-13-ND,2016-05-30T09:41:47.074Z,,,,,,,,,4182000.0,0.0,126000.0,131000.0,4051000.0,4182000.0,2460000.0,2195000.0,2195000.0,4051000.0,230000.0,4051000.0,554000.0,554000.0,1042000.0,265000.0,131000.0,131000.0,35000.0,,,
28097336,2014-12-31,2014-12-31,c722,,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRjL2ZjLzM0Lzc1YjMtNDg3Yy04MTliLTgyMDY4MDA4ZWFhNw.pdf,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2UzLzhjL2I3L2MyZDYtNDkzZS1hN2MzLTg2NDU0NmFmY2YyNA.xml,NÃ¸rresundby,9400.0,82.0,HvorupgÃ¥rdvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-24,2016-05-24,2004-08-24,2016-05-24,126000.0,28097336.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for PCP Ejendomme ApS.,Ãrsrapport,2196000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Michael Blach,Nordjyske Bank,PCP Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",NÃ¸rresundby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¸rresundby,2015-12-31,2015-01-01,2016-05-24,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22484571,indberetninger-20180424,2.5124277999999998,28097336.0,,2018-03-29T07:24:25.801Z,2016-05-30T09:41:46.890Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-13-ND,2016-05-30T09:41:47.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28097336,2014-12-31,2014-12-31,c743,,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRjL2ZjLzM0Lzc1YjMtNDg3Yy04MTliLTgyMDY4MDA4ZWFhNw.pdf,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2UzLzhjL2I3L2MyZDYtNDkzZS1hN2MzLTg2NDU0NmFmY2YyNA.xml,NÃ¸rresundby,9400.0,82.0,HvorupgÃ¥rdvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-24,2016-05-24,2004-08-24,2016-05-24,1042000.0,28097336.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for PCP Ejendomme ApS.,Ãrsrapport,2196000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Michael Blach,Nordjyske Bank,PCP Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",NÃ¸rresundby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¸rresundby,2015-12-31,2015-01-01,2016-05-24,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22484571,indberetninger-20180424,2.5124277999999998,28097336.0,,2018-03-29T07:24:25.801Z,2016-05-30T09:41:46.890Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-13-ND,2016-05-30T09:41:47.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28097336,2015-01-01,2015-01-01,c151,,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRjL2ZjLzM0Lzc1YjMtNDg3Yy04MTliLTgyMDY4MDA4ZWFhNw.pdf,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2UzLzhjL2I3L2MyZDYtNDkzZS1hN2MzLTg2NDU0NmFmY2YyNA.xml,NÃ¸rresundby,9400.0,82.0,HvorupgÃ¥rdvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-24,2016-05-24,2004-08-24,2016-05-24,,28097336.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for PCP Ejendomme ApS.,Ãrsrapport,2196000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Michael Blach,Nordjyske Bank,PCP Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",NÃ¸rresundby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¸rresundby,2015-12-31,2015-01-01,2016-05-24,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22484571,indberetninger-20180424,2.5124277999999998,28097336.0,,2018-03-29T07:24:25.801Z,2016-05-30T09:41:46.890Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-13-ND,2016-05-30T09:41:47.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667005.0,2383995.0,
28097336,2015-01-01,2015-01-01,c181,,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRjL2ZjLzM0Lzc1YjMtNDg3Yy04MTliLTgyMDY4MDA4ZWFhNw.pdf,http://regnskaber.virk.dk/63379082/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2UzLzhjL2I3L2MyZDYtNDkzZS1hN2MzLTg2NDU0NmFmY2YyNA.xml,NÃ¸rresundby,9400.0,82.0,HvorupgÃ¥rdvej,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-24,2016-05-24,2004-08-24,2016-05-24,126000.0,28097336.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for PCP Ejendomme ApS.,Ãrsrapport,2196000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Michael Blach,Nordjyske Bank,PCP Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",NÃ¸rresundby,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,NÃ¸rresundby,2015-12-31,2015-01-01,2016-05-24,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22484571,indberetninger-20180424,2.5124277999999998,28097336.0,,2018-03-29T07:24:25.801Z,2016-05-30T09:41:46.890Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-13-ND,2016-05-30T09:41:47.074Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
