entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,NoncurrentAssets,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
35837809,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzk4Lzc3Lzc0LzliMzktNGU5Zi04OTVmLWI3YmY3OWMwZTk2Ng.xhtml,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Y5L2EzL2U3L2JhOGItNGJjNy1iNjExLTQxOGY3YWZlNDY5Yg.pdf,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzkwLzI0LzkzL2QzYWYtNDc5OS1iZjE1LTRlMjhmZWQ2MjhjMQ.xml,true,BagsvÃ¦rd,2880.0,"6, 2 tv",BagsvÃ¦rd Torv,2880 BagsvÃ¦rd,"BagsvÃ¦rd Torv 6, 2. tv","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,0.0,1426359.0,646337.0,1680509.0,35837809.0,0.0,0.0,Ãrsrapport,Benny NÃ¸rgaard,PSYKIATRI KONSULENTERNE ApS,Benny NÃ¸rgaard,0.0,-2686.0,2017-01-01,2017-12-31,195551.0,251464.0,254150.0,2018-12-31,2018-01-01,2326846.0,false,55913.0,24613695.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27022865,indberetninger-20180424,2.5949402000000004,35837809.0,AWpPsCT9RYGX6_YTHGZm,2019-04-24T14:12:38.177Z,2019-04-24T14:11:43.613Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-83-FF,2019-04-24T14:11:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35837809,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzk4Lzc3Lzc0LzliMzktNGU5Zi04OTVmLWI3YmY3OWMwZTk2Ng.xhtml,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Y5L2EzL2U3L2JhOGItNGJjNy1iNjExLTQxOGY3YWZlNDY5Yg.pdf,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzkwLzI0LzkzL2QzYWYtNDc5OS1iZjE1LTRlMjhmZWQ2MjhjMQ.xml,true,BagsvÃ¦rd,2880.0,"6, 2 tv",BagsvÃ¦rd Torv,2880 BagsvÃ¦rd,"BagsvÃ¦rd Torv 6, 2. tv","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,,,,,35837809.0,,,Ãrsrapport,Benny NÃ¸rgaard,PSYKIATRI KONSULENTERNE ApS,Benny NÃ¸rgaard,,,2017-01-01,2017-12-31,105800.0,,,2018-12-31,2018-01-01,,false,55913.0,24613695.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27022865,indberetninger-20180424,2.5949402000000004,35837809.0,AWpPsCT9RYGX6_YTHGZm,2019-04-24T14:12:38.177Z,2019-04-24T14:11:43.613Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-83-FF,2019-04-24T14:11:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35837809,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzk4Lzc3Lzc0LzliMzktNGU5Zi04OTVmLWI3YmY3OWMwZTk2Ng.xhtml,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Y5L2EzL2U3L2JhOGItNGJjNy1iNjExLTQxOGY3YWZlNDY5Yg.pdf,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzkwLzI0LzkzL2QzYWYtNDc5OS1iZjE1LTRlMjhmZWQ2MjhjMQ.xml,true,BagsvÃ¦rd,2880.0,"6, 2 tv",BagsvÃ¦rd Torv,2880 BagsvÃ¦rd,"BagsvÃ¦rd Torv 6, 2. tv","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,,,,,35837809.0,,,Ãrsrapport,Benny NÃ¸rgaard,PSYKIATRI KONSULENTERNE ApS,Benny NÃ¸rgaard,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,55913.0,24613695.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27022865,indberetninger-20180424,2.5949402000000004,35837809.0,AWpPsCT9RYGX6_YTHGZm,2019-04-24T14:12:38.177Z,2019-04-24T14:11:43.613Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-83-FF,2019-04-24T14:11:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35837809,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzk4Lzc3Lzc0LzliMzktNGU5Zi04OTVmLWI3YmY3OWMwZTk2Ng.xhtml,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Y5L2EzL2U3L2JhOGItNGJjNy1iNjExLTQxOGY3YWZlNDY5Yg.pdf,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzkwLzI0LzkzL2QzYWYtNDc5OS1iZjE1LTRlMjhmZWQ2MjhjMQ.xml,true,BagsvÃ¦rd,2880.0,"6, 2 tv",BagsvÃ¦rd Torv,2880 BagsvÃ¦rd,"BagsvÃ¦rd Torv 6, 2. tv","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,,,,,35837809.0,,,Ãrsrapport,Benny NÃ¸rgaard,PSYKIATRI KONSULENTERNE ApS,Benny NÃ¸rgaard,,,2017-01-01,2017-12-31,89751.0,,,2018-12-31,2018-01-01,,false,55913.0,24613695.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27022865,indberetninger-20180424,2.5949402000000004,35837809.0,AWpPsCT9RYGX6_YTHGZm,2019-04-24T14:12:38.177Z,2019-04-24T14:11:43.613Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-83-FF,2019-04-24T14:11:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35837809,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzk4Lzc3Lzc0LzliMzktNGU5Zi04OTVmLWI3YmY3OWMwZTk2Ng.xhtml,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Y5L2EzL2U3L2JhOGItNGJjNy1iNjExLTQxOGY3YWZlNDY5Yg.pdf,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzkwLzI0LzkzL2QzYWYtNDc5OS1iZjE1LTRlMjhmZWQ2MjhjMQ.xml,true,BagsvÃ¦rd,2880.0,"6, 2 tv",BagsvÃ¦rd Torv,2880 BagsvÃ¦rd,"BagsvÃ¦rd Torv 6, 2. tv","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,,,,,35837809.0,,,Ãrsrapport,Benny NÃ¸rgaard,PSYKIATRI KONSULENTERNE ApS,Benny NÃ¸rgaard,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,55913.0,24613695.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27022865,indberetninger-20180424,2.5949402000000004,35837809.0,AWpPsCT9RYGX6_YTHGZm,2019-04-24T14:12:38.177Z,2019-04-24T14:11:43.613Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-83-FF,2019-04-24T14:11:43.860Z,786459.0,427600.0,206427.0,50000.0,720459.0,429231.0,66000.0,66000.0,786459.0,357228.0,0.0,0.0,0.0,0.0,66000.0,183680.0,307861.0,0.0,0.0,105800.0,0.0,0.0,89751.0,0.0,357228.0,0.0,0.0,0.0,292859.0,34926.0,14441.0,86432.0
35837809,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzk4Lzc3Lzc0LzliMzktNGU5Zi04OTVmLWI3YmY3OWMwZTk2Ng.xhtml,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Y5L2EzL2U3L2JhOGItNGJjNy1iNjExLTQxOGY3YWZlNDY5Yg.pdf,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzkwLzI0LzkzL2QzYWYtNDc5OS1iZjE1LTRlMjhmZWQ2MjhjMQ.xml,true,BagsvÃ¦rd,2880.0,"6, 2 tv",BagsvÃ¦rd Torv,2880 BagsvÃ¦rd,"BagsvÃ¦rd Torv 6, 2. tv","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,0.0,1433419.0,493532.0,1877273.0,35837809.0,0.0,0.0,Ãrsrapport,Benny NÃ¸rgaard,PSYKIATRI KONSULENTERNE ApS,Benny NÃ¸rgaard,0.0,-2927.0,2017-01-01,2017-12-31,440927.0,440927.0,443854.0,2018-12-31,2018-01-01,2370805.0,false,55913.0,24613695.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27022865,indberetninger-20180424,2.5949402000000004,35837809.0,AWpPsCT9RYGX6_YTHGZm,2019-04-24T14:12:38.177Z,2019-04-24T14:11:43.613Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-83-FF,2019-04-24T14:11:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35837809,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzk4Lzc3Lzc0LzliMzktNGU5Zi04OTVmLWI3YmY3OWMwZTk2Ng.xhtml,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Y5L2EzL2U3L2JhOGItNGJjNy1iNjExLTQxOGY3YWZlNDY5Yg.pdf,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzkwLzI0LzkzL2QzYWYtNDc5OS1iZjE1LTRlMjhmZWQ2MjhjMQ.xml,true,BagsvÃ¦rd,2880.0,"6, 2 tv",BagsvÃ¦rd Torv,2880 BagsvÃ¦rd,"BagsvÃ¦rd Torv 6, 2. tv","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,,,,,35837809.0,,,Ãrsrapport,Benny NÃ¸rgaard,PSYKIATRI KONSULENTERNE ApS,Benny NÃ¸rgaard,,,2017-01-01,2017-12-31,108000.0,,,2018-12-31,2018-01-01,,false,55913.0,24613695.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27022865,indberetninger-20180424,2.5949402000000004,35837809.0,AWpPsCT9RYGX6_YTHGZm,2019-04-24T14:12:38.177Z,2019-04-24T14:11:43.613Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-83-FF,2019-04-24T14:11:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35837809,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzk4Lzc3Lzc0LzliMzktNGU5Zi04OTVmLWI3YmY3OWMwZTk2Ng.xhtml,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Y5L2EzL2U3L2JhOGItNGJjNy1iNjExLTQxOGY3YWZlNDY5Yg.pdf,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzkwLzI0LzkzL2QzYWYtNDc5OS1iZjE1LTRlMjhmZWQ2MjhjMQ.xml,true,BagsvÃ¦rd,2880.0,"6, 2 tv",BagsvÃ¦rd Torv,2880 BagsvÃ¦rd,"BagsvÃ¦rd Torv 6, 2. tv","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,,,,,35837809.0,,,Ãrsrapport,Benny NÃ¸rgaard,PSYKIATRI KONSULENTERNE ApS,Benny NÃ¸rgaard,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,,false,55913.0,24613695.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27022865,indberetninger-20180424,2.5949402000000004,35837809.0,AWpPsCT9RYGX6_YTHGZm,2019-04-24T14:12:38.177Z,2019-04-24T14:11:43.613Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-83-FF,2019-04-24T14:11:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35837809,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzk4Lzc3Lzc0LzliMzktNGU5Zi04OTVmLWI3YmY3OWMwZTk2Ng.xhtml,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Y5L2EzL2U3L2JhOGItNGJjNy1iNjExLTQxOGY3YWZlNDY5Yg.pdf,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzkwLzI0LzkzL2QzYWYtNDc5OS1iZjE1LTRlMjhmZWQ2MjhjMQ.xml,true,BagsvÃ¦rd,2880.0,"6, 2 tv",BagsvÃ¦rd Torv,2880 BagsvÃ¦rd,"BagsvÃ¦rd Torv 6, 2. tv","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,,,,,35837809.0,,,Ãrsrapport,Benny NÃ¸rgaard,PSYKIATRI KONSULENTERNE ApS,Benny NÃ¸rgaard,,,2017-01-01,2017-12-31,332927.0,,,2018-12-31,2018-01-01,,false,55913.0,24613695.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27022865,indberetninger-20180424,2.5949402000000004,35837809.0,AWpPsCT9RYGX6_YTHGZm,2019-04-24T14:12:38.177Z,2019-04-24T14:11:43.613Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-83-FF,2019-04-24T14:11:43.860Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35837809,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzk4Lzc3Lzc0LzliMzktNGU5Zi04OTVmLWI3YmY3OWMwZTk2Ng.xhtml,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Y5L2EzL2U3L2JhOGItNGJjNy1iNjExLTQxOGY3YWZlNDY5Yg.pdf,http://regnskaber.virk.dk/90873853/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzkwLzI0LzkzL2QzYWYtNDc5OS1iZjE1LTRlMjhmZWQ2MjhjMQ.xml,true,BagsvÃ¦rd,2880.0,"6, 2 tv",BagsvÃ¦rd Torv,2880 BagsvÃ¦rd,"BagsvÃ¦rd Torv 6, 2. tv","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-24,,,,,35837809.0,,,Ãrsrapport,Benny NÃ¸rgaard,PSYKIATRI KONSULENTERNE ApS,Benny NÃ¸rgaard,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,false,55913.0,24613695.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27022865,indberetninger-20180424,2.5949402000000004,35837809.0,AWpPsCT9RYGX6_YTHGZm,2019-04-24T14:12:38.177Z,2019-04-24T14:11:43.613Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-83-FF,2019-04-24T14:11:43.860Z,1089593.0,468541.0,219603.0,50000.0,1023593.0,665312.0,66000.0,66000.0,1089593.0,424281.0,0.0,0.0,0.0,0.0,66000.0,273431.0,319379.0,139056.0,0.0,108000.0,0.0,0.0,233881.0,0.0,424281.0,0.0,0.0,0.0,555052.0,93108.0,11794.0,196393.0
