entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
31621011,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzFlL2FhLzEzL2EzYTYtNDBiMi05YjYzLWM0ZGY1NmQxNzVmOQ.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzIyL2I4LzgxL2Y1ZTctNDc4Yy1hZDRlLWY5ZTBlNzQ1MjkyYg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9210 Aalborg SÃ,"Indkildevej 6B, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-01,2008-08-07,2019-05-01,77885.0,79135.0,Statsautoriseret revisor,-69683.0,20222670.0,31621011.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Carsten Enggaard,Carsten Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,259.0,526530.0,Aalborg,2017-01-01,2017-12-31,-674357.0,-674357.0,-674098.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,true,2019-04-01,Aalborg,0.0,Formand,urn:ofk:oid:27074997,indberetninger-20180424,2.5124211,31621011.0,AWp9nLtnRYGX6_YTHXcF,2019-05-03T12:13:06.181Z,2019-05-03T12:13:03.984Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-54-MG,2019-05-03T12:13:04.201Z,,,,,,,,,,,,,,,,,,,
31621011,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzFlL2FhLzEzL2EzYTYtNDBiMi05YjYzLWM0ZGY1NmQxNzVmOQ.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzIyL2I4LzgxL2Y1ZTctNDc4Yy1hZDRlLWY5ZTBlNzQ1MjkyYg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9210 Aalborg SÃ,"Indkildevej 6B, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-01,2008-08-07,2019-05-01,,79135.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Carsten Enggaard,Carsten Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,-674357.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,true,2019-04-01,Aalborg,,Formand,urn:ofk:oid:27074997,indberetninger-20180424,2.5124211,31621011.0,AWp9nLtnRYGX6_YTHXcF,2019-05-03T12:13:06.181Z,2019-05-03T12:13:03.984Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-54-MG,2019-05-03T12:13:04.201Z,,,,,,,,,,,,,,,,,,,
31621011,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzFlL2FhLzEzL2EzYTYtNDBiMi05YjYzLWM0ZGY1NmQxNzVmOQ.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzIyL2I4LzgxL2Y1ZTctNDc4Yy1hZDRlLWY5ZTBlNzQ1MjkyYg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9210 Aalborg SÃ,"Indkildevej 6B, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-01,2008-08-07,2019-05-01,,79135.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Carsten Enggaard,Carsten Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,true,2019-04-01,Aalborg,,Formand,urn:ofk:oid:27074997,indberetninger-20180424,2.5124211,31621011.0,AWp9nLtnRYGX6_YTHXcF,2019-05-03T12:13:06.181Z,2019-05-03T12:13:03.984Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-54-MG,2019-05-03T12:13:04.201Z,5362749.0,1858209.0,4800000.0,5345189.0,3492182.0,5362749.0,17560.0,3492182.0,1718.0,3492182.0,545189.0,17560.0,12358.0,10640.0,,,,,
31621011,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzFlL2FhLzEzL2EzYTYtNDBiMi05YjYzLWM0ZGY1NmQxNzVmOQ.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzIyL2I4LzgxL2Y1ZTctNDc4Yy1hZDRlLWY5ZTBlNzQ1MjkyYg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9210 Aalborg SÃ,"Indkildevej 6B, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-01,2008-08-07,2019-05-01,,79135.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Carsten Enggaard,Carsten Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,true,2019-04-01,Aalborg,,Formand,urn:ofk:oid:27074997,indberetninger-20180424,2.5124211,31621011.0,AWp9nLtnRYGX6_YTHXcF,2019-05-03T12:13:06.181Z,2019-05-03T12:13:03.984Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-54-MG,2019-05-03T12:13:04.201Z,,,,4800000.0,,,,,,,,,,,,,,,
31621011,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzFlL2FhLzEzL2EzYTYtNDBiMi05YjYzLWM0ZGY1NmQxNzVmOQ.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzIyL2I4LzgxL2Y1ZTctNDc4Yy1hZDRlLWY5ZTBlNzQ1MjkyYg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9210 Aalborg SÃ,"Indkildevej 6B, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-01,2008-08-07,2019-05-01,,79135.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Carsten Enggaard,Carsten Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,true,2019-04-01,Aalborg,,Formand,urn:ofk:oid:27074997,indberetninger-20180424,2.5124211,31621011.0,AWp9nLtnRYGX6_YTHXcF,2019-05-03T12:13:06.181Z,2019-05-03T12:13:03.984Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-54-MG,2019-05-03T12:13:04.201Z,,,,545189.0,,,,,,,,,,,,,,,
31621011,2018-01-01,2018-01-01,c521,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzFlL2FhLzEzL2EzYTYtNDBiMi05YjYzLWM0ZGY1NmQxNzVmOQ.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzIyL2I4LzgxL2Y1ZTctNDc4Yy1hZDRlLWY5ZTBlNzQ1MjkyYg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9210 Aalborg SÃ,"Indkildevej 6B, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-01,2008-08-07,2019-05-01,,79135.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Carsten Enggaard,Carsten Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,true,2019-04-01,Aalborg,,Formand,urn:ofk:oid:27074997,indberetninger-20180424,2.5124211,31621011.0,AWp9nLtnRYGX6_YTHXcF,2019-05-03T12:13:06.181Z,2019-05-03T12:13:03.984Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-54-MG,2019-05-03T12:13:04.201Z,,,,,,,,,,,,,,,700965.0,4193147.0,,,
31621011,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzFlL2FhLzEzL2EzYTYtNDBiMi05YjYzLWM0ZGY1NmQxNzVmOQ.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzIyL2I4LzgxL2Y1ZTctNDc4Yy1hZDRlLWY5ZTBlNzQ1MjkyYg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9210 Aalborg SÃ,"Indkildevej 6B, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-01,2008-08-07,2019-05-01,79135.0,79135.0,Statsautoriseret revisor,-127781.0,20222670.0,31621011.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Carsten Enggaard,Carsten Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,10232.0,0.0,Aalborg,2017-01-01,2017-12-31,-217148.0,-217148.0,-206916.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,true,2019-04-01,Aalborg,0.0,Formand,urn:ofk:oid:27074997,indberetninger-20180424,2.5124211,31621011.0,AWp9nLtnRYGX6_YTHXcF,2019-05-03T12:13:06.181Z,2019-05-03T12:13:03.984Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-54-MG,2019-05-03T12:13:04.201Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
31621011,2018-01-01,2018-12-31,c212,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzFlL2FhLzEzL2EzYTYtNDBiMi05YjYzLWM0ZGY1NmQxNzVmOQ.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzIyL2I4LzgxL2Y1ZTctNDc4Yy1hZDRlLWY5ZTBlNzQ1MjkyYg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9210 Aalborg SÃ,"Indkildevej 6B, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-01,2008-08-07,2019-05-01,,79135.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Carsten Enggaard,Carsten Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,-217148.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,true,2019-04-01,Aalborg,,Formand,urn:ofk:oid:27074997,indberetninger-20180424,2.5124211,31621011.0,AWp9nLtnRYGX6_YTHXcF,2019-05-03T12:13:06.181Z,2019-05-03T12:13:03.984Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-54-MG,2019-05-03T12:13:04.201Z,,,,,,,,,,,,,,,,,,,
31621011,2018-01-01,2018-12-31,c247,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzFlL2FhLzEzL2EzYTYtNDBiMi05YjYzLWM0ZGY1NmQxNzVmOQ.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzIyL2I4LzgxL2Y1ZTctNDc4Yy1hZDRlLWY5ZTBlNzQ1MjkyYg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9210 Aalborg SÃ,"Indkildevej 6B, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-01,2008-08-07,2019-05-01,,79135.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Carsten Enggaard,Carsten Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,-217148.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,true,2019-04-01,Aalborg,,Formand,urn:ofk:oid:27074997,indberetninger-20180424,2.5124211,31621011.0,AWp9nLtnRYGX6_YTHXcF,2019-05-03T12:13:06.181Z,2019-05-03T12:13:03.984Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-54-MG,2019-05-03T12:13:04.201Z,,,,,,,,,,,,,,,,,,,
31621011,2018-01-01,2018-12-31,c306,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzFlL2FhLzEzL2EzYTYtNDBiMi05YjYzLWM0ZGY1NmQxNzVmOQ.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzIyL2I4LzgxL2Y1ZTctNDc4Yy1hZDRlLWY5ZTBlNzQ1MjkyYg.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9210 Aalborg SÃ,"Indkildevej 6B, 1.",DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-01,2008-08-07,2019-05-01,,79135.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,mne26714,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Carsten Enggaard,Carsten Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aalborg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2018-12-31,2018-01-01,true,2019-04-01,Aalborg,,Formand,urn:ofk:oid:27074997,indberetninger-20180424,2.5124211,31621011.0,AWp9nLtnRYGX6_YTHXcF,2019-05-03T12:13:06.181Z,2019-05-03T12:13:03.984Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-54-MG,2019-05-03T12:13:04.201Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
