entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
31621011,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk0LzA3LzkzLzJhNTYtNGQ1Ny05NDY0LTQwYzlhMDkzNWMxZA.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2Q5L2MyLzlkLzFlMjAtNGIwMC05MmNjLWNiYmY3YzVlNzIxMQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9530 StÃ¸vring,Juelstrupparken 23,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,93255.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-01-16,2008-08-07,2017-03-24,-77885.0,77885.0,Statsautoriseret revisor,-91769.0,20222670.0,31621011.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Torben Enggaard,Torben Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,242.0,Aalborg,2015-01-01,2015-12-31,-262667.0,-169412.0,-169654.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,false,2017-01-16,Aalborg,-93255.0,urn:ofk:oid:23642195,indberetninger-20180424,2.5095978,31621011.0,,2018-03-28T03:33:01.734Z,2017-03-24T14:30:51.505Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-06-SY,2017-03-24T14:30:51.735Z,,,,,,,,,,,,,,,,,,,,
31621011,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk0LzA3LzkzLzJhNTYtNGQ1Ny05NDY0LTQwYzlhMDkzNWMxZA.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2Q5L2MyLzlkLzFlMjAtNGIwMC05MmNjLWNiYmY3YzVlNzIxMQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9530 StÃ¸vring,Juelstrupparken 23,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-01-16,2008-08-07,2017-03-24,,77885.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Torben Enggaard,Torben Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,Aalborg,2015-01-01,2015-12-31,-262667.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,false,2017-01-16,Aalborg,,urn:ofk:oid:23642195,indberetninger-20180424,2.5095978,31621011.0,,2018-03-28T03:33:01.734Z,2017-03-24T14:30:51.505Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-06-SY,2017-03-24T14:30:51.735Z,,,,,,,,,,,,,,,,,,,,
31621011,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk0LzA3LzkzLzJhNTYtNGQ1Ny05NDY0LTQwYzlhMDkzNWMxZA.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2Q5L2MyLzlkLzFlMjAtNGIwMC05MmNjLWNiYmY3YzVlNzIxMQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9530 StÃ¸vring,Juelstrupparken 23,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-01-16,2008-08-07,2017-03-24,,77885.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Torben Enggaard,Torben Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,Aalborg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,false,2017-01-16,Aalborg,,urn:ofk:oid:23642195,indberetninger-20180424,2.5095978,31621011.0,,2018-03-28T03:33:01.734Z,2017-03-24T14:30:51.505Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-06-SY,2017-03-24T14:30:51.735Z,6212515.0,441612.0,4800000.0,6198141.0,5742903.0,6212515.0,14374.0,5742903.0,1.0,14374.0,5742903.0,1398141.0,14374.0,28000.0,28000.0,,,,,
31621011,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk0LzA3LzkzLzJhNTYtNGQ1Ny05NDY0LTQwYzlhMDkzNWMxZA.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2Q5L2MyLzlkLzFlMjAtNGIwMC05MmNjLWNiYmY3YzVlNzIxMQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9530 StÃ¸vring,Juelstrupparken 23,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-01-16,2008-08-07,2017-03-24,,77885.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Torben Enggaard,Torben Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,Aalborg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,false,2017-01-16,Aalborg,,urn:ofk:oid:23642195,indberetninger-20180424,2.5095978,31621011.0,,2018-03-28T03:33:01.734Z,2017-03-24T14:30:51.505Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-06-SY,2017-03-24T14:30:51.735Z,,,,4800000.0,,,,,,,,,,,,,,,,
31621011,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk0LzA3LzkzLzJhNTYtNGQ1Ny05NDY0LTQwYzlhMDkzNWMxZA.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2Q5L2MyLzlkLzFlMjAtNGIwMC05MmNjLWNiYmY3YzVlNzIxMQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9530 StÃ¸vring,Juelstrupparken 23,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-01-16,2008-08-07,2017-03-24,,77885.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Torben Enggaard,Torben Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,Aalborg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,false,2017-01-16,Aalborg,,urn:ofk:oid:23642195,indberetninger-20180424,2.5095978,31621011.0,,2018-03-28T03:33:01.734Z,2017-03-24T14:30:51.505Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-06-SY,2017-03-24T14:30:51.735Z,,,,1398140.0,,,,,,,,,,,,,,,,
31621011,2016-01-01,2016-01-01,c444,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk0LzA3LzkzLzJhNTYtNGQ1Ny05NDY0LTQwYzlhMDkzNWMxZA.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2Q5L2MyLzlkLzFlMjAtNGIwMC05MmNjLWNiYmY3YzVlNzIxMQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9530 StÃ¸vring,Juelstrupparken 23,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-01-16,2008-08-07,2017-03-24,,77885.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Torben Enggaard,Torben Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,Aalborg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,false,2017-01-16,Aalborg,,urn:ofk:oid:23642195,indberetninger-20180424,2.5095978,31621011.0,,2018-03-28T03:33:01.734Z,2017-03-24T14:30:51.505Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-06-SY,2017-03-24T14:30:51.735Z,,,,,,,,,,,,,,,,545195.0,6288098.0,,,
31621011,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk0LzA3LzkzLzJhNTYtNGQ1Ny05NDY0LTQwYzlhMDkzNWMxZA.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2Q5L2MyLzlkLzFlMjAtNGIwMC05MmNjLWNiYmY3YzVlNzIxMQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9530 StÃ¸vring,Juelstrupparken 23,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-01-16,2008-08-07,2017-03-24,-77885.0,77885.0,Statsautoriseret revisor,-100863.0,20222670.0,31621011.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Torben Enggaard,Torben Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,154.0,Aalborg,2015-01-01,2015-12-31,-178594.0,-178594.0,-178748.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,false,2017-01-16,Aalborg,0.0,urn:ofk:oid:23642195,indberetninger-20180424,2.5095978,31621011.0,,2018-03-28T03:33:01.734Z,2017-03-24T14:30:51.505Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-06-SY,2017-03-24T14:30:51.735Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
31621011,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk0LzA3LzkzLzJhNTYtNGQ1Ny05NDY0LTQwYzlhMDkzNWMxZA.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2Q5L2MyLzlkLzFlMjAtNGIwMC05MmNjLWNiYmY3YzVlNzIxMQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9530 StÃ¸vring,Juelstrupparken 23,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-01-16,2008-08-07,2017-03-24,,77885.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Torben Enggaard,Torben Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,Aalborg,2015-01-01,2015-12-31,-178594.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,false,2017-01-16,Aalborg,,urn:ofk:oid:23642195,indberetninger-20180424,2.5095978,31621011.0,,2018-03-28T03:33:01.734Z,2017-03-24T14:30:51.505Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-06-SY,2017-03-24T14:30:51.735Z,,,,,,,,,,,,,,,,,,,,
31621011,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk0LzA3LzkzLzJhNTYtNGQ1Ny05NDY0LTQwYzlhMDkzNWMxZA.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2Q5L2MyLzlkLzFlMjAtNGIwMC05MmNjLWNiYmY3YzVlNzIxMQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9530 StÃ¸vring,Juelstrupparken 23,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-01-16,2008-08-07,2017-03-24,,77885.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Torben Enggaard,Torben Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,Aalborg,2015-01-01,2015-12-31,-178594.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,false,2017-01-16,Aalborg,,urn:ofk:oid:23642195,indberetninger-20180424,2.5095978,31621011.0,,2018-03-28T03:33:01.734Z,2017-03-24T14:30:51.505Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-06-SY,2017-03-24T14:30:51.735Z,,,,,,,,,,,,,,,,,,,,
31621011,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzk0LzA3LzkzLzJhNTYtNGQ1Ny05NDY0LTQwYzlhMDkzNWMxZA.pdf,http://regnskaber.virk.dk/11012613/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2Q5L2MyLzlkLzFlMjAtNGIwMC05MmNjLWNiYmY3YzVlNzIxMQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,11.0,Prinsensgade,9530 StÃ¸vring,Juelstrupparken 23,DK-9000 Aalborg,Visionsvej 51,Til kapitalejerne i Juelstrupparken Nord A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-01-16,2008-08-07,2017-03-24,,77885.0,Statsautoriseret revisor,,20222670.0,31621011.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Juelstrupparken Nord A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Torben Enggaard,Torben Enggaard,Danske Bank,Juelstrupparken Nord A/S,BDO Statsautoriseret revisionsaktieselskab,,Aalborg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rebild,2016-12-31,2016-01-01,false,2017-01-16,Aalborg,,urn:ofk:oid:23642195,indberetninger-20180424,2.5095978,31621011.0,,2018-03-28T03:33:01.734Z,2017-03-24T14:30:51.505Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-06-SY,2017-03-24T14:30:51.735Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
