entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CostOfSales,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermTradeReceivables,SocialSecurityContributions,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,DividendPaid
25160827,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2E3L2ZmLzlhLzlmZWMtNDRmMC1iMTdlLWVjZTg4ZTQ4ZjM0NA.xhtml,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzc0L2VmLzY4LzRmZGEtNDI3ZC05MzQyLWFjNjIzMmRiYTFkZA.pdf,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhiLzY5LzE1LzU3ZjctNDEzMi05MzBhLWYzZTBkZjc5NDE3OA.xml,true,Danmark,DK,Jyllinge,4040.0,23.0,Jyllnge Centeret,Jyllinge,4040.0,2.0,SpraglehÃ¸jvej,4040 Jyllinge,Falkevej 1,Regnskabsklasse B,324926.0,2017-06-21,2017-06-21,76183.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke herudover foretaget pantsÃ¦tninger eller sikkerhedsstillelser.</p>",98483.0,25160827.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik WahlstrÃ¸m Hansen,Mick KjÃ¸ller Andersen,Spar Nord Bank,SNEDKERMESTER MICK KJÃLLER ANDERSEN ApS,Henrik Hansen,-6616.0,17785.0,0.0,209928.0,Jyllinge,0.0,2015-01-01,2015-12-31,-215352.0,-274697.0,-256912.0,2016-12-31,2016-01-01,423409.0,false,false,0.0,0.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,-59345.0,46733974.0,false,false,Ingen bistand,75900.0,urn:ofk:oid:24275207,indberetninger-20180424,2.595548,25160827,,2018-03-29T17:12:39.258Z,2017-06-22T00:43:32.370Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-75-TR,2017-06-22T00:43:32.669Z,,,,,,,,,,,,,,,,,,,,,,
25160827,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2E3L2ZmLzlhLzlmZWMtNDRmMC1iMTdlLWVjZTg4ZTQ4ZjM0NA.xhtml,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzc0L2VmLzY4LzRmZGEtNDI3ZC05MzQyLWFjNjIzMmRiYTFkZA.pdf,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhiLzY5LzE1LzU3ZjctNDEzMi05MzBhLWYzZTBkZjc5NDE3OA.xml,true,Danmark,DK,Jyllinge,4040.0,23.0,Jyllnge Centeret,Jyllinge,4040.0,2.0,SpraglehÃ¸jvej,4040 Jyllinge,Falkevej 1,Regnskabsklasse B,,2017-06-21,2017-06-21,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke herudover foretaget pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,25160827.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik WahlstrÃ¸m Hansen,Mick KjÃ¸ller Andersen,Spar Nord Bank,SNEDKERMESTER MICK KJÃLLER ANDERSEN ApS,Henrik Hansen,,,,,Jyllinge,0.0,2015-01-01,2015-12-31,-215352.0,,,2016-12-31,2016-01-01,,false,false,0.0,0.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,46733974.0,false,false,Ingen bistand,,urn:ofk:oid:24275207,indberetninger-20180424,2.595548,25160827,,2018-03-29T17:12:39.258Z,2017-06-22T00:43:32.370Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-75-TR,2017-06-22T00:43:32.669Z,,,,,,,,,,,,,,,,,,,,,,
25160827,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2E3L2ZmLzlhLzlmZWMtNDRmMC1iMTdlLWVjZTg4ZTQ4ZjM0NA.xhtml,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzc0L2VmLzY4LzRmZGEtNDI3ZC05MzQyLWFjNjIzMmRiYTFkZA.pdf,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhiLzY5LzE1LzU3ZjctNDEzMi05MzBhLWYzZTBkZjc5NDE3OA.xml,true,Danmark,DK,Jyllinge,4040.0,23.0,Jyllnge Centeret,Jyllinge,4040.0,2.0,SpraglehÃ¸jvej,4040 Jyllinge,Falkevej 1,Regnskabsklasse B,,2017-06-21,2017-06-21,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke herudover foretaget pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,25160827.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik WahlstrÃ¸m Hansen,Mick KjÃ¸ller Andersen,Spar Nord Bank,SNEDKERMESTER MICK KJÃLLER ANDERSEN ApS,Henrik Hansen,,,,,Jyllinge,0.0,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,0.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,46733974.0,false,false,Ingen bistand,,urn:ofk:oid:24275207,indberetninger-20180424,2.595548,25160827,,2018-03-29T17:12:39.258Z,2017-06-22T00:43:32.370Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-75-TR,2017-06-22T00:43:32.669Z,1048106.0,83122.0,125000.0,219141.0,104853.0,130511.0,214467.0,614498.0,1048106.0,917595.0,220180.0,220180.0,828965.0,2775.0,31166.0,828965.0,5511.0,697415.0,691532.0,136019.0,3108.0,
25160827,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2E3L2ZmLzlhLzlmZWMtNDRmMC1iMTdlLWVjZTg4ZTQ4ZjM0NA.xhtml,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzc0L2VmLzY4LzRmZGEtNDI3ZC05MzQyLWFjNjIzMmRiYTFkZA.pdf,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhiLzY5LzE1LzU3ZjctNDEzMi05MzBhLWYzZTBkZjc5NDE3OA.xml,true,Danmark,DK,Jyllinge,4040.0,23.0,Jyllnge Centeret,Jyllinge,4040.0,2.0,SpraglehÃ¸jvej,4040 Jyllinge,Falkevej 1,Regnskabsklasse B,,2017-06-21,2017-06-21,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke herudover foretaget pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,25160827.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik WahlstrÃ¸m Hansen,Mick KjÃ¸ller Andersen,Spar Nord Bank,SNEDKERMESTER MICK KJÃLLER ANDERSEN ApS,Henrik Hansen,,,,,Jyllinge,0.0,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,0.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,46733974.0,false,false,Ingen bistand,,urn:ofk:oid:24275207,indberetninger-20180424,2.595548,25160827,,2018-03-29T17:12:39.258Z,2017-06-22T00:43:32.370Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-75-TR,2017-06-22T00:43:32.669Z,,,,,,130512.0,,,,,,,,,,,,,,,,
25160827,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2E3L2ZmLzlhLzlmZWMtNDRmMC1iMTdlLWVjZTg4ZTQ4ZjM0NA.xhtml,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzc0L2VmLzY4LzRmZGEtNDI3ZC05MzQyLWFjNjIzMmRiYTFkZA.pdf,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhiLzY5LzE1LzU3ZjctNDEzMi05MzBhLWYzZTBkZjc5NDE3OA.xml,true,Danmark,DK,Jyllinge,4040.0,23.0,Jyllnge Centeret,Jyllinge,4040.0,2.0,SpraglehÃ¸jvej,4040 Jyllinge,Falkevej 1,Regnskabsklasse B,,2017-06-21,2017-06-21,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke herudover foretaget pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,25160827.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik WahlstrÃ¸m Hansen,Mick KjÃ¸ller Andersen,Spar Nord Bank,SNEDKERMESTER MICK KJÃLLER ANDERSEN ApS,Henrik Hansen,,,,,Jyllinge,0.0,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,0.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,46733974.0,false,false,Ingen bistand,,urn:ofk:oid:24275207,indberetninger-20180424,2.595548,25160827,,2018-03-29T17:12:39.258Z,2017-06-22T00:43:32.370Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-75-TR,2017-06-22T00:43:32.669Z,,,,,,125000.0,,,,,,,,,,,,,,,,
25160827,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2E3L2ZmLzlhLzlmZWMtNDRmMC1iMTdlLWVjZTg4ZTQ4ZjM0NA.xhtml,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzc0L2VmLzY4LzRmZGEtNDI3ZC05MzQyLWFjNjIzMmRiYTFkZA.pdf,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhiLzY5LzE1LzU3ZjctNDEzMi05MzBhLWYzZTBkZjc5NDE3OA.xml,true,Danmark,DK,Jyllinge,4040.0,23.0,Jyllnge Centeret,Jyllinge,4040.0,2.0,SpraglehÃ¸jvej,4040 Jyllinge,Falkevej 1,Regnskabsklasse B,,2017-06-21,2017-06-21,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke herudover foretaget pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,25160827.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik WahlstrÃ¸m Hansen,Mick KjÃ¸ller Andersen,Spar Nord Bank,SNEDKERMESTER MICK KJÃLLER ANDERSEN ApS,Henrik Hansen,,,,,Jyllinge,0.0,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,0.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,46733974.0,false,false,Ingen bistand,,urn:ofk:oid:24275207,indberetninger-20180424,2.595548,25160827,,2018-03-29T17:12:39.258Z,2017-06-22T00:43:32.370Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-75-TR,2017-06-22T00:43:32.669Z,,,,,,5512.0,,,,,,,,,,,,,,,,
25160827,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2E3L2ZmLzlhLzlmZWMtNDRmMC1iMTdlLWVjZTg4ZTQ4ZjM0NA.xhtml,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzc0L2VmLzY4LzRmZGEtNDI3ZC05MzQyLWFjNjIzMmRiYTFkZA.pdf,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhiLzY5LzE1LzU3ZjctNDEzMi05MzBhLWYzZTBkZjc5NDE3OA.xml,true,Danmark,DK,Jyllinge,4040.0,23.0,Jyllnge Centeret,Jyllinge,4040.0,2.0,SpraglehÃ¸jvej,4040 Jyllinge,Falkevej 1,Regnskabsklasse B,,2017-06-21,2017-06-21,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke herudover foretaget pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,25160827.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik WahlstrÃ¸m Hansen,Mick KjÃ¸ller Andersen,Spar Nord Bank,SNEDKERMESTER MICK KJÃLLER ANDERSEN ApS,Henrik Hansen,,,,,Jyllinge,0.0,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,0.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,46733974.0,false,false,Ingen bistand,,urn:ofk:oid:24275207,indberetninger-20180424,2.595548,25160827,,2018-03-29T17:12:39.258Z,2017-06-22T00:43:32.370Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-75-TR,2017-06-22T00:43:32.669Z,,,,,,0.0,,,,,,,,,,,,,,,,
25160827,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2E3L2ZmLzlhLzlmZWMtNDRmMC1iMTdlLWVjZTg4ZTQ4ZjM0NA.xhtml,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzc0L2VmLzY4LzRmZGEtNDI3ZC05MzQyLWFjNjIzMmRiYTFkZA.pdf,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhiLzY5LzE1LzU3ZjctNDEzMi05MzBhLWYzZTBkZjc5NDE3OA.xml,true,Danmark,DK,Jyllinge,4040.0,23.0,Jyllnge Centeret,Jyllinge,4040.0,2.0,SpraglehÃ¸jvej,4040 Jyllinge,Falkevej 1,Regnskabsklasse B,172903.0,2017-06-21,2017-06-21,7040.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke herudover foretaget pantsÃ¦tninger eller sikkerhedsstillelser.</p>",322481.0,25160827.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik WahlstrÃ¸m Hansen,Mick KjÃ¸ller Andersen,Spar Nord Bank,SNEDKERMESTER MICK KJÃLLER ANDERSEN ApS,Henrik Hansen,-43243.0,16090.0,10075.0,149353.0,Jyllinge,0.0,2015-01-01,2015-12-31,-17477.0,-10054.0,-4039.0,2016-12-31,2016-01-01,495384.0,false,false,0.0,0.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,7423.0,46733974.0,false,false,Ingen bistand,213370.0,urn:ofk:oid:24275207,indberetninger-20180424,2.595548,25160827,,2018-03-29T17:12:39.258Z,2017-06-22T00:43:32.370Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-75-TR,2017-06-22T00:43:32.669Z,,,,,,,,,,,,,,,,,,,,,,0.0
25160827,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2E3L2ZmLzlhLzlmZWMtNDRmMC1iMTdlLWVjZTg4ZTQ4ZjM0NA.xhtml,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzc0L2VmLzY4LzRmZGEtNDI3ZC05MzQyLWFjNjIzMmRiYTFkZA.pdf,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhiLzY5LzE1LzU3ZjctNDEzMi05MzBhLWYzZTBkZjc5NDE3OA.xml,true,Danmark,DK,Jyllinge,4040.0,23.0,Jyllnge Centeret,Jyllinge,4040.0,2.0,SpraglehÃ¸jvej,4040 Jyllinge,Falkevej 1,Regnskabsklasse B,,2017-06-21,2017-06-21,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke herudover foretaget pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,25160827.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik WahlstrÃ¸m Hansen,Mick KjÃ¸ller Andersen,Spar Nord Bank,SNEDKERMESTER MICK KJÃLLER ANDERSEN ApS,Henrik Hansen,,,,,Jyllinge,0.0,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,0.0,0.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,46733974.0,false,false,Ingen bistand,,urn:ofk:oid:24275207,indberetninger-20180424,2.595548,25160827,,2018-03-29T17:12:39.258Z,2017-06-22T00:43:32.370Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-75-TR,2017-06-22T00:43:32.669Z,,,,,,,,,,,,,,,,,,,,,,
25160827,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2E3L2ZmLzlhLzlmZWMtNDRmMC1iMTdlLWVjZTg4ZTQ4ZjM0NA.xhtml,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhLzc0L2VmLzY4LzRmZGEtNDI3ZC05MzQyLWFjNjIzMmRiYTFkZA.pdf,http://regnskaber.virk.dk/72806152/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzhiLzY5LzE1LzU3ZjctNDEzMi05MzBhLWYzZTBkZjc5NDE3OA.xml,true,Danmark,DK,Jyllinge,4040.0,23.0,Jyllnge Centeret,Jyllinge,4040.0,2.0,SpraglehÃ¸jvej,4040 Jyllinge,Falkevej 1,Regnskabsklasse B,,2017-06-21,2017-06-21,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen eventualforpligtelser</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke herudover foretaget pantsÃ¦tninger eller sikkerhedsstillelser.</p>",,25160827.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik WahlstrÃ¸m Hansen,Mick KjÃ¸ller Andersen,Spar Nord Bank,SNEDKERMESTER MICK KJÃLLER ANDERSEN ApS,Henrik Hansen,,,,,Jyllinge,0.0,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,,false,false,0.0,0.0,Selskabet har fravalgt revision for det kommende regnskabsÃ¥r,,46733974.0,false,false,Ingen bistand,,urn:ofk:oid:24275207,indberetninger-20180424,2.595548,25160827,,2018-03-29T17:12:39.258Z,2017-06-22T00:43:32.370Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-75-TR,2017-06-22T00:43:32.669Z,,,,,,,,,,,,,,,,,,,,,,0.0
