entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,AddressOfReportingEntityStreetName
29321566,2015-01-01,2015-12-31,c1,,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzM1L2FmLzM5Lzk1M2MtNGM5Yy05MTNkLTQ4YjViOGYwZjk0OQ.pdf,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzcxLzdhLzdiL2VjM2MtNDBhOC04NTMwLWE3ZWRkNmQ3NTE3NQ.xml,DK-1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2017-04-10,2006-01-10,2017-04-27,-8698.0,-5000.0,29321566.0,20438401.0,Ãrsrapport,Henrik Lind,Lars Torben Nielsen,Komplementarselskabet Essen Zentrum ApS,Kristensen Properties A/S,5000.0,5000.0,KÃ¸benhavn,2015-01-01,2015-12-31,-8698.0,-8698.0,-13698.0,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,Ingen bistand,-8698.0,urn:ofk:oid:23794602,indberetninger-20180424,2.5097342,29321566,,2018-03-27T18:49:43.206Z,2017-05-02T09:22:05.512Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-29-WQ,2017-05-02T09:22:05.648Z,,,,,,,,,,,,,
29321566,2015-01-01,2015-12-31,c30,,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzM1L2FmLzM5Lzk1M2MtNGM5Yy05MTNkLTQ4YjViOGYwZjk0OQ.pdf,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzcxLzdhLzdiL2VjM2MtNDBhOC04NTMwLWE3ZWRkNmQ3NTE3NQ.xml,DK-1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2017-04-10,2006-01-10,2017-04-27,,,29321566.0,20438401.0,Ãrsrapport,Henrik Lind,Lars Torben Nielsen,Komplementarselskabet Essen Zentrum ApS,Kristensen Properties A/S,,,KÃ¸benhavn,2015-01-01,2015-12-31,-8698.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,,Ingen bistand,,urn:ofk:oid:23794602,indberetninger-20180424,2.5097342,29321566,,2018-03-27T18:49:43.206Z,2017-05-02T09:22:05.512Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-29-WQ,2017-05-02T09:22:05.648Z,,,,,,,,,,,,,
29321566,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzM1L2FmLzM5Lzk1M2MtNGM5Yy05MTNkLTQ4YjViOGYwZjk0OQ.pdf,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzcxLzdhLzdiL2VjM2MtNDBhOC04NTMwLWE3ZWRkNmQ3NTE3NQ.xml,DK-1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2017-04-10,2006-01-10,2017-04-27,,,29321566.0,20438401.0,Ãrsrapport,Henrik Lind,Lars Torben Nielsen,Komplementarselskabet Essen Zentrum ApS,Kristensen Properties A/S,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,,Ingen bistand,,urn:ofk:oid:23794602,indberetninger-20180424,2.5097342,29321566,,2018-03-27T18:49:43.206Z,2017-05-02T09:22:05.512Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-29-WQ,2017-05-02T09:22:05.648Z,101391.0,125000.0,101391.0,47.0,92692.0,101391.0,8699.0,8699.0,-32308.0,8699.0,101391.0,101344.0,
29321566,2016-01-01,2016-01-01,c137,,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzM1L2FmLzM5Lzk1M2MtNGM5Yy05MTNkLTQ4YjViOGYwZjk0OQ.pdf,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzcxLzdhLzdiL2VjM2MtNDBhOC04NTMwLWE3ZWRkNmQ3NTE3NQ.xml,DK-1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2017-04-10,2006-01-10,2017-04-27,,,29321566.0,20438401.0,Ãrsrapport,Henrik Lind,Lars Torben Nielsen,Komplementarselskabet Essen Zentrum ApS,Kristensen Properties A/S,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,,Ingen bistand,,urn:ofk:oid:23794602,indberetninger-20180424,2.5097342,29321566,,2018-03-27T18:49:43.206Z,2017-05-02T09:22:05.512Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-29-WQ,2017-05-02T09:22:05.648Z,,,,,125000.0,,,,,,,,
29321566,2016-01-01,2016-01-01,c158,,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzM1L2FmLzM5Lzk1M2MtNGM5Yy05MTNkLTQ4YjViOGYwZjk0OQ.pdf,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzcxLzdhLzdiL2VjM2MtNDBhOC04NTMwLWE3ZWRkNmQ3NTE3NQ.xml,DK-1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2017-04-10,2006-01-10,2017-04-27,,,29321566.0,20438401.0,Ãrsrapport,Henrik Lind,Lars Torben Nielsen,Komplementarselskabet Essen Zentrum ApS,Kristensen Properties A/S,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,,Ingen bistand,,urn:ofk:oid:23794602,indberetninger-20180424,2.5097342,29321566,,2018-03-27T18:49:43.206Z,2017-05-02T09:22:05.512Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-29-WQ,2017-05-02T09:22:05.648Z,,,,,-32308.0,,,,,,,,
29321566,2016-01-01,2016-12-31,c0,,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzM1L2FmLzM5Lzk1M2MtNGM5Yy05MTNkLTQ4YjViOGYwZjk0OQ.pdf,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzcxLzdhLzdiL2VjM2MtNDBhOC04NTMwLWE3ZWRkNmQ3NTE3NQ.xml,DK-1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2017-04-10,2006-01-10,2017-04-27,-9132.0,-5000.0,29321566.0,20438401.0,Ãrsrapport,Henrik Lind,Lars Torben Nielsen,Komplementarselskabet Essen Zentrum ApS,Kristensen Properties A/S,5000.0,5000.0,KÃ¸benhavn,2015-01-01,2015-12-31,-9132.0,-9132.0,-14132.0,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,Ingen bistand,-9132.0,urn:ofk:oid:23794602,indberetninger-20180424,2.5097342,29321566,,2018-03-27T18:49:43.206Z,2017-05-02T09:22:05.512Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-29-WQ,2017-05-02T09:22:05.648Z,,,,,,,,,,,,,"Regnbuepladsen 5, 4, DK-1550 KÃ¸benhavn V"
29321566,2016-01-01,2016-12-31,c199,,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzM1L2FmLzM5Lzk1M2MtNGM5Yy05MTNkLTQ4YjViOGYwZjk0OQ.pdf,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzcxLzdhLzdiL2VjM2MtNDBhOC04NTMwLWE3ZWRkNmQ3NTE3NQ.xml,DK-1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2017-04-10,2006-01-10,2017-04-27,,,29321566.0,20438401.0,Ãrsrapport,Henrik Lind,Lars Torben Nielsen,Komplementarselskabet Essen Zentrum ApS,Kristensen Properties A/S,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,,Ingen bistand,,urn:ofk:oid:23794602,indberetninger-20180424,2.5097342,29321566,,2018-03-27T18:49:43.206Z,2017-05-02T09:22:05.512Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-29-WQ,2017-05-02T09:22:05.648Z,,,,,,,,,,,,,
29321566,2016-01-01,2016-12-31,c29,,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzM1L2FmLzM5Lzk1M2MtNGM5Yy05MTNkLTQ4YjViOGYwZjk0OQ.pdf,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzcxLzdhLzdiL2VjM2MtNDBhOC04NTMwLWE3ZWRkNmQ3NTE3NQ.xml,DK-1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2017-04-10,2006-01-10,2017-04-27,,,29321566.0,20438401.0,Ãrsrapport,Henrik Lind,Lars Torben Nielsen,Komplementarselskabet Essen Zentrum ApS,Kristensen Properties A/S,,,KÃ¸benhavn,2015-01-01,2015-12-31,-9132.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,,Ingen bistand,,urn:ofk:oid:23794602,indberetninger-20180424,2.5097342,29321566,,2018-03-27T18:49:43.206Z,2017-05-02T09:22:05.512Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-29-WQ,2017-05-02T09:22:05.648Z,,,,,,,,,,,,,
29321566,2016-12-31,2016-12-31,c139,,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzM1L2FmLzM5Lzk1M2MtNGM5Yy05MTNkLTQ4YjViOGYwZjk0OQ.pdf,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzcxLzdhLzdiL2VjM2MtNDBhOC04NTMwLWE3ZWRkNmQ3NTE3NQ.xml,DK-1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2017-04-10,2006-01-10,2017-04-27,,,29321566.0,20438401.0,Ãrsrapport,Henrik Lind,Lars Torben Nielsen,Komplementarselskabet Essen Zentrum ApS,Kristensen Properties A/S,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,,Ingen bistand,,urn:ofk:oid:23794602,indberetninger-20180424,2.5097342,29321566,,2018-03-27T18:49:43.206Z,2017-05-02T09:22:05.512Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-29-WQ,2017-05-02T09:22:05.648Z,,,,,125000.0,,,,,,,,
29321566,2016-12-31,2016-12-31,c160,,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzM1L2FmLzM5Lzk1M2MtNGM5Yy05MTNkLTQ4YjViOGYwZjk0OQ.pdf,http://regnskaber.virk.dk/66512392/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzcxLzdhLzdiL2VjM2MtNDBhOC04NTMwLWE3ZWRkNmQ3NTE3NQ.xml,DK-1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,Regnskabsklasse B,2017-04-10,2006-01-10,2017-04-27,,,29321566.0,20438401.0,Ãrsrapport,Henrik Lind,Lars Torben Nielsen,Komplementarselskabet Essen Zentrum ApS,Kristensen Properties A/S,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,,Ingen bistand,,urn:ofk:oid:23794602,indberetninger-20180424,2.5097342,29321566,,2018-03-27T18:49:43.206Z,2017-05-02T09:22:05.512Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-29-WQ,2017-05-02T09:22:05.648Z,,,,,-41440.0,,,,,,,,
