entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,AddressOfAuditorCountry,EmailOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
35047662,2016-01-01,2016-01-01,c720,,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2EzL2NjLzVhL2UzYWMtNDBlMy1hY2VkLTUwZDg4ZTVjMzhhNg.pdf,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzY0L2NjLzM4LzVjZjItNGE5OC05YTA3LWM3ZWZiOWEzNTYxMA.xml,KÃ¸benhavn V,1656.0,"16, 4.",GasvÃ¦rksvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-06-08,2018-06-08,2018-06-08,Andre eksterne omkostninger omfatter omkostninger til administration.,80000.0,35047662.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Smart Taste ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lone Pedersen,SÃ¸ren Pedersen,Smart Taste ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-06-08,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25819796,indberetninger-20180424,2.5124211,35047662.0,AWP9JcUB0wkEsASktukk,2018-06-14T07:16:00.277Z,2018-06-14T07:15:00.542Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-93-BM,2018-06-14T07:15:00.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35047662,2016-01-01,2016-01-01,c741,,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2EzL2NjLzVhL2UzYWMtNDBlMy1hY2VkLTUwZDg4ZTVjMzhhNg.pdf,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzY0L2NjLzM4LzVjZjItNGE5OC05YTA3LWM3ZWZiOWEzNTYxMA.xml,KÃ¸benhavn V,1656.0,"16, 4.",GasvÃ¦rksvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-06-08,2018-06-08,2018-06-08,Andre eksterne omkostninger omfatter omkostninger til administration.,34597.0,35047662.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Smart Taste ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lone Pedersen,SÃ¸ren Pedersen,Smart Taste ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-06-08,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25819796,indberetninger-20180424,2.5124211,35047662.0,AWP9JcUB0wkEsASktukk,2018-06-14T07:16:00.277Z,2018-06-14T07:15:00.542Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-93-BM,2018-06-14T07:15:00.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35047662,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2EzL2NjLzVhL2UzYWMtNDBlMy1hY2VkLTUwZDg4ZTVjMzhhNg.pdf,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzY0L2NjLzM4LzVjZjItNGE5OC05YTA3LWM3ZWZiOWEzNTYxMA.xml,KÃ¸benhavn V,1656.0,"16, 4.",GasvÃ¦rksvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-06-08,2018-06-08,2018-06-08,Andre eksterne omkostninger omfatter omkostninger til administration.,,35047662.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Smart Taste ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lone Pedersen,SÃ¸ren Pedersen,Smart Taste ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-06-08,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25819796,indberetninger-20180424,2.5124211,35047662.0,AWP9JcUB0wkEsASktukk,2018-06-14T07:16:00.277Z,2018-06-14T07:15:00.542Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-93-BM,2018-06-14T07:15:00.749Z,-2825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35047662,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2EzL2NjLzVhL2UzYWMtNDBlMy1hY2VkLTUwZDg4ZTVjMzhhNg.pdf,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzY0L2NjLzM4LzVjZjItNGE5OC05YTA3LWM3ZWZiOWEzNTYxMA.xml,KÃ¸benhavn V,1656.0,"16, 4.",GasvÃ¦rksvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-06-08,2018-06-08,2018-06-08,Andre eksterne omkostninger omfatter omkostninger til administration.,,35047662.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Smart Taste ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lone Pedersen,SÃ¸ren Pedersen,Smart Taste ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-06-08,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25819796,indberetninger-20180424,2.5124211,35047662.0,AWP9JcUB0wkEsASktukk,2018-06-14T07:16:00.277Z,2018-06-14T07:15:00.542Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-93-BM,2018-06-14T07:15:00.749Z,-2825.0,-7000.0,0.0,3378.0,0.0,-3622.0,-7000.0,-797.0,,,,,,,,,,,,,,,,,,,,,,,,,
35047662,2016-01-01,2016-12-31,c742,,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2EzL2NjLzVhL2UzYWMtNDBlMy1hY2VkLTUwZDg4ZTVjMzhhNg.pdf,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzY0L2NjLzM4LzVjZjItNGE5OC05YTA3LWM3ZWZiOWEzNTYxMA.xml,KÃ¸benhavn V,1656.0,"16, 4.",GasvÃ¦rksvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-06-08,2018-06-08,2018-06-08,Andre eksterne omkostninger omfatter omkostninger til administration.,,35047662.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Smart Taste ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lone Pedersen,SÃ¸ren Pedersen,Smart Taste ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-06-08,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25819796,indberetninger-20180424,2.5124211,35047662.0,AWP9JcUB0wkEsASktukk,2018-06-14T07:16:00.277Z,2018-06-14T07:15:00.542Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-93-BM,2018-06-14T07:15:00.749Z,-2825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35047662,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2EzL2NjLzVhL2UzYWMtNDBlMy1hY2VkLTUwZDg4ZTVjMzhhNg.pdf,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzY0L2NjLzM4LzVjZjItNGE5OC05YTA3LWM3ZWZiOWEzNTYxMA.xml,KÃ¸benhavn V,1656.0,"16, 4.",GasvÃ¦rksvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-06-08,2018-06-08,2018-06-08,Andre eksterne omkostninger omfatter omkostninger til administration.,111772.0,35047662.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Smart Taste ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lone Pedersen,SÃ¸ren Pedersen,Smart Taste ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-06-08,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25819796,indberetninger-20180424,2.5124211,35047662.0,AWP9JcUB0wkEsASktukk,2018-06-14T07:16:00.277Z,2018-06-14T07:15:00.542Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-93-BM,2018-06-14T07:15:00.749Z,,,,,,,,,118022.0,37.0,80000.0,118022.0,118022.0,6250.0,0.0,31772.0,6250.0,117985.0,117188.0,797.0,6250.0,,,,,,,,,,,,
35047662,2016-12-31,2016-12-31,c722,,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2EzL2NjLzVhL2UzYWMtNDBlMy1hY2VkLTUwZDg4ZTVjMzhhNg.pdf,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzY0L2NjLzM4LzVjZjItNGE5OC05YTA3LWM3ZWZiOWEzNTYxMA.xml,KÃ¸benhavn V,1656.0,"16, 4.",GasvÃ¦rksvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-06-08,2018-06-08,2018-06-08,Andre eksterne omkostninger omfatter omkostninger til administration.,80000.0,35047662.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Smart Taste ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lone Pedersen,SÃ¸ren Pedersen,Smart Taste ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-06-08,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25819796,indberetninger-20180424,2.5124211,35047662.0,AWP9JcUB0wkEsASktukk,2018-06-14T07:16:00.277Z,2018-06-14T07:15:00.542Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-93-BM,2018-06-14T07:15:00.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35047662,2016-12-31,2016-12-31,c743,,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2EzL2NjLzVhL2UzYWMtNDBlMy1hY2VkLTUwZDg4ZTVjMzhhNg.pdf,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzY0L2NjLzM4LzVjZjItNGE5OC05YTA3LWM3ZWZiOWEzNTYxMA.xml,KÃ¸benhavn V,1656.0,"16, 4.",GasvÃ¦rksvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-06-08,2018-06-08,2018-06-08,Andre eksterne omkostninger omfatter omkostninger til administration.,31772.0,35047662.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Smart Taste ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lone Pedersen,SÃ¸ren Pedersen,Smart Taste ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-06-08,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25819796,indberetninger-20180424,2.5124211,35047662.0,AWP9JcUB0wkEsASktukk,2018-06-14T07:16:00.277Z,2018-06-14T07:15:00.542Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-93-BM,2018-06-14T07:15:00.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35047662,2017-01-01,2017-01-01,c181,,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2EzL2NjLzVhL2UzYWMtNDBlMy1hY2VkLTUwZDg4ZTVjMzhhNg.pdf,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzY0L2NjLzM4LzVjZjItNGE5OC05YTA3LWM3ZWZiOWEzNTYxMA.xml,KÃ¸benhavn V,1656.0,"16, 4.",GasvÃ¦rksvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-06-08,2018-06-08,2018-06-08,Andre eksterne omkostninger omfatter omkostninger til administration.,80000.0,35047662.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Smart Taste ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lone Pedersen,SÃ¸ren Pedersen,Smart Taste ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-06-08,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25819796,indberetninger-20180424,2.5124211,35047662.0,AWP9JcUB0wkEsASktukk,2018-06-14T07:16:00.277Z,2018-06-14T07:15:00.542Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-93-BM,2018-06-14T07:15:00.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35047662,2017-01-01,2017-01-01,c199,,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2EzL2NjLzVhL2UzYWMtNDBlMy1hY2VkLTUwZDg4ZTVjMzhhNg.pdf,http://regnskaber.virk.dk/26674053/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzY0L2NjLzM4LzVjZjItNGE5OC05YTA3LWM3ZWZiOWEzNTYxMA.xml,KÃ¸benhavn V,1656.0,"16, 4.",GasvÃ¦rksvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-06-08,2018-06-08,2018-06-08,Andre eksterne omkostninger omfatter omkostninger til administration.,31772.0,35047662.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Smart Taste ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lone Pedersen,SÃ¸ren Pedersen,Smart Taste ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-06-08,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25819796,indberetninger-20180424,2.5124211,35047662.0,AWP9JcUB0wkEsASktukk,2018-06-14T07:16:00.277Z,2018-06-14T07:15:00.542Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-93-BM,2018-06-14T07:15:00.749Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
