entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,InvestmentsGross
36021594,2013-10-01,2014-09-30,c1,,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzL2M0Lzg0L2YyLzdmLzhjMjYtNDBmYi05MmJjLTdmYmIxMmQyZDJiZA.pdf,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgzL2YzLzE2L2YxMTgtNDkwOC04Nzg4LWJlZGJiYmMwMGM5ZQ.xml,1.0,9990  Skagen,Revlingevej 16,9990  Skagen,Revlingevej 16,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-52504.0,2016-01-15,2014-06-20,2016-01-15,-340.0,36021594.0,36021594.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Holdingselskabet OEJ af 1/10 2013 ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Ole Ejsing,Holdingselskabet OEJ af 1/10 2013 ApS,Holdingselskabet OEJ af 1/10 2013 ApS,0.0,214384.0,Skagen,161540.0,214044.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn Kommune,2015-09-30,2.0,2014-10-01,-52504.0,Ingen bistand,urn:ofk:oid:21892728,indberetninger-20180424,2.5124211,36021594.0,,2018-03-28T16:15:56.418Z,2016-01-15T10:00:22.322Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-50-QT,2016-01-15T10:00:22.483Z,,,,,,,,,,,,,,,,,
36021594,2013-10-01,2014-09-30,c30,,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzL2M0Lzg0L2YyLzdmLzhjMjYtNDBmYi05MmJjLTdmYmIxMmQyZDJiZA.pdf,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgzL2YzLzE2L2YxMTgtNDkwOC04Nzg4LWJlZGJiYmMwMGM5ZQ.xml,1.0,9990  Skagen,Revlingevej 16,9990  Skagen,Revlingevej 16,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-01-15,2014-06-20,2016-01-15,,36021594.0,36021594.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Holdingselskabet OEJ af 1/10 2013 ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Ole Ejsing,Holdingselskabet OEJ af 1/10 2013 ApS,Holdingselskabet OEJ af 1/10 2013 ApS,,,Skagen,161540.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn Kommune,2015-09-30,2.0,2014-10-01,,Ingen bistand,urn:ofk:oid:21892728,indberetninger-20180424,2.5124211,36021594.0,,2018-03-28T16:15:56.418Z,2016-01-15T10:00:22.322Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-50-QT,2016-01-15T10:00:22.483Z,,,,,,,,,,,,,,,,,
36021594,2014-09-30,2014-09-30,c4,,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzL2M0Lzg0L2YyLzdmLzhjMjYtNDBmYi05MmJjLTdmYmIxMmQyZDJiZA.pdf,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgzL2YzLzE2L2YxMTgtNDkwOC04Nzg4LWJlZGJiYmMwMGM5ZQ.xml,1.0,9990  Skagen,Revlingevej 16,9990  Skagen,Revlingevej 16,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-01-15,2014-06-20,2016-01-15,,36021594.0,36021594.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Holdingselskabet OEJ af 1/10 2013 ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Ole Ejsing,Holdingselskabet OEJ af 1/10 2013 ApS,Holdingselskabet OEJ af 1/10 2013 ApS,,,Skagen,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn Kommune,2015-09-30,2.0,2014-10-01,,Ingen bistand,urn:ofk:oid:21892728,indberetninger-20180424,2.5124211,36021594.0,,2018-03-28T16:15:56.418Z,2016-01-15T10:00:22.322Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-50-QT,2016-01-15T10:00:22.483Z,2828085.0,50000.0,214044.0,2775581.0,2828085.0,52504.0,2614041.0,0.0,0.0,2614041.0,2614041.0,214044.0,2725581.0,52504.0,214044.0,52504.0,
36021594,2014-10-01,2014-10-01,c119,,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzL2M0Lzg0L2YyLzdmLzhjMjYtNDBmYi05MmJjLTdmYmIxMmQyZDJiZA.pdf,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgzL2YzLzE2L2YxMTgtNDkwOC04Nzg4LWJlZGJiYmMwMGM5ZQ.xml,1.0,9990  Skagen,Revlingevej 16,9990  Skagen,Revlingevej 16,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-01-15,2014-06-20,2016-01-15,,36021594.0,36021594.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Holdingselskabet OEJ af 1/10 2013 ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Ole Ejsing,Holdingselskabet OEJ af 1/10 2013 ApS,Holdingselskabet OEJ af 1/10 2013 ApS,,,Skagen,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn Kommune,2015-09-30,2.0,2014-10-01,,Ingen bistand,urn:ofk:oid:21892728,indberetninger-20180424,2.5124211,36021594.0,,2018-03-28T16:15:56.418Z,2016-01-15T10:00:22.322Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-50-QT,2016-01-15T10:00:22.483Z,,,,,,,,,,,,,,,,,2614041.0
36021594,2014-10-01,2014-10-01,c137,,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzL2M0Lzg0L2YyLzdmLzhjMjYtNDBmYi05MmJjLTdmYmIxMmQyZDJiZA.pdf,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgzL2YzLzE2L2YxMTgtNDkwOC04Nzg4LWJlZGJiYmMwMGM5ZQ.xml,1.0,9990  Skagen,Revlingevej 16,9990  Skagen,Revlingevej 16,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-01-15,2014-06-20,2016-01-15,,36021594.0,36021594.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Holdingselskabet OEJ af 1/10 2013 ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Ole Ejsing,Holdingselskabet OEJ af 1/10 2013 ApS,Holdingselskabet OEJ af 1/10 2013 ApS,,,Skagen,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn Kommune,2015-09-30,2.0,2014-10-01,,Ingen bistand,urn:ofk:oid:21892728,indberetninger-20180424,2.5124211,36021594.0,,2018-03-28T16:15:56.418Z,2016-01-15T10:00:22.322Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-50-QT,2016-01-15T10:00:22.483Z,,,,50000.0,,,,,,,,,,,,,
36021594,2014-10-01,2014-10-01,c158,,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzL2M0Lzg0L2YyLzdmLzhjMjYtNDBmYi05MmJjLTdmYmIxMmQyZDJiZA.pdf,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgzL2YzLzE2L2YxMTgtNDkwOC04Nzg4LWJlZGJiYmMwMGM5ZQ.xml,1.0,9990  Skagen,Revlingevej 16,9990  Skagen,Revlingevej 16,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-01-15,2014-06-20,2016-01-15,,36021594.0,36021594.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Holdingselskabet OEJ af 1/10 2013 ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Ole Ejsing,Holdingselskabet OEJ af 1/10 2013 ApS,Holdingselskabet OEJ af 1/10 2013 ApS,,,Skagen,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn Kommune,2015-09-30,2.0,2014-10-01,,Ingen bistand,urn:ofk:oid:21892728,indberetninger-20180424,2.5124211,36021594.0,,2018-03-28T16:15:56.418Z,2016-01-15T10:00:22.322Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-50-QT,2016-01-15T10:00:22.483Z,,,,2725581.0,,,,,,,,,,,,,
36021594,2014-10-01,2014-10-01,c183,,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzL2M0Lzg0L2YyLzdmLzhjMjYtNDBmYi05MmJjLTdmYmIxMmQyZDJiZA.pdf,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgzL2YzLzE2L2YxMTgtNDkwOC04Nzg4LWJlZGJiYmMwMGM5ZQ.xml,1.0,9990  Skagen,Revlingevej 16,9990  Skagen,Revlingevej 16,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-01-15,2014-06-20,2016-01-15,,36021594.0,36021594.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Holdingselskabet OEJ af 1/10 2013 ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Ole Ejsing,Holdingselskabet OEJ af 1/10 2013 ApS,Holdingselskabet OEJ af 1/10 2013 ApS,,,Skagen,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn Kommune,2015-09-30,2.0,2014-10-01,,Ingen bistand,urn:ofk:oid:21892728,indberetninger-20180424,2.5124211,36021594.0,,2018-03-28T16:15:56.418Z,2016-01-15T10:00:22.322Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-50-QT,2016-01-15T10:00:22.483Z,,,,,,,,0.0,,,,,,,,,
36021594,2014-10-01,2015-09-30,c0,,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzL2M0Lzg0L2YyLzdmLzhjMjYtNDBmYi05MmJjLTdmYmIxMmQyZDJiZA.pdf,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgzL2YzLzE2L2YxMTgtNDkwOC04Nzg4LWJlZGJiYmMwMGM5ZQ.xml,1.0,9990  Skagen,Revlingevej 16,9990  Skagen,Revlingevej 16,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-50995.0,2016-01-15,2014-06-20,2016-01-15,0.0,36021594.0,36021594.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Holdingselskabet OEJ af 1/10 2013 ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Ole Ejsing,Holdingselskabet OEJ af 1/10 2013 ApS,Holdingselskabet OEJ af 1/10 2013 ApS,-2414.0,217041.0,Skagen,163632.0,214627.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn Kommune,2015-09-30,2.0,2014-10-01,-50995.0,Ingen bistand,urn:ofk:oid:21892728,indberetninger-20180424,2.5124211,36021594.0,,2018-03-28T16:15:56.418Z,2016-01-15T10:00:22.322Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-50-QT,2016-01-15T10:00:22.483Z,,,,,,,,,,,,,,,,,
36021594,2014-10-01,2015-09-30,c159,,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzL2M0Lzg0L2YyLzdmLzhjMjYtNDBmYi05MmJjLTdmYmIxMmQyZDJiZA.pdf,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgzL2YzLzE2L2YxMTgtNDkwOC04Nzg4LWJlZGJiYmMwMGM5ZQ.xml,1.0,9990  Skagen,Revlingevej 16,9990  Skagen,Revlingevej 16,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-01-15,2014-06-20,2016-01-15,,36021594.0,36021594.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Holdingselskabet OEJ af 1/10 2013 ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Ole Ejsing,Holdingselskabet OEJ af 1/10 2013 ApS,Holdingselskabet OEJ af 1/10 2013 ApS,,,Skagen,163632.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn Kommune,2015-09-30,2.0,2014-10-01,,Ingen bistand,urn:ofk:oid:21892728,indberetninger-20180424,2.5124211,36021594.0,,2018-03-28T16:15:56.418Z,2016-01-15T10:00:22.322Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-50-QT,2016-01-15T10:00:22.483Z,,,,,,,,,,,,,,,,,
36021594,2014-10-01,2015-09-30,c199,,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzL2M0Lzg0L2YyLzdmLzhjMjYtNDBmYi05MmJjLTdmYmIxMmQyZDJiZA.pdf,http://regnskaber.virk.dk/49512063/ZG9rdW1lbnRsYWdlcjovLzAzLzkxLzgzL2YzLzE2L2YxMTgtNDkwOC04Nzg4LWJlZGJiYmMwMGM5ZQ.xml,1.0,9990  Skagen,Revlingevej 16,9990  Skagen,Revlingevej 16,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-01-15,2014-06-20,2016-01-15,,36021594.0,36021594.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for Holdingselskabet OEJ af 1/10 2013 ApS.,Ãrsrapport,0.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Ole Ejsing,Holdingselskabet OEJ af 1/10 2013 ApS,Holdingselskabet OEJ af 1/10 2013 ApS,,,Skagen,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn Kommune,2015-09-30,2.0,2014-10-01,,Ingen bistand,urn:ofk:oid:21892728,indberetninger-20180424,2.5124211,36021594.0,,2018-03-28T16:15:56.418Z,2016-01-15T10:00:22.322Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-50-QT,2016-01-15T10:00:22.483Z,,,,,,,,,,,,,,,,,
