entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
32263097,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzMwL2Q2L2NmL2FhODAtNDNiZi1iZWMxLTVjZmNjZGQzNzg0NA.pdf,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzAzLzgwLzAwLzk0ODUtNDQ4NC04MjU3LTFhZDc5ODBjNzRlOQ.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,2.0,MÃ¸llergade,5700 Svendborg,Kullinggade 31E,DK-5700 Svendborg,Norgesvej 2,Til kapitalejerne i Automation Lab A/S,-22586.0,13.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",43428.0,2019-02-21,2009-06-16,2019-02-28,159295.0,Statsautoriseret revisor,6750360.0,7035208.0,20222670.0,32263097.0,20222670.0,mne11644,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Automation Lab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Duedahl,Claus Walther Jensen,Claus Walther Jensen,Danske Bank A/S,Automation Lab A/S,BDO Statsautoriseret revisionsaktieselskab,536886.0,46327.0,3628.0,Svendborg,482360.0,2017-01-01,2017-12-31,62012.0,82854.0,125553.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,2018-12-31,2018-01-01,true,2019-02-21,Svendborg,84791.0,20842.0,Formand,5646323.0,urn:ofk:oid:26859481,indberetninger-20180424,2.5118406,32263097.0,AWmf0FXyRYGX6_YTGFuw,2019-03-21T10:34:21.702Z,2019-03-21T10:33:43.915Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-45-GD,2019-03-21T10:33:44.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263097,2017-01-01,2017-12-31,c177,,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzMwL2Q2L2NmL2FhODAtNDNiZi1iZWMxLTVjZmNjZGQzNzg0NA.pdf,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzAzLzgwLzAwLzk0ODUtNDQ4NC04MjU3LTFhZDc5ODBjNzRlOQ.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,2.0,MÃ¸llergade,5700 Svendborg,Kullinggade 31E,DK-5700 Svendborg,Norgesvej 2,Til kapitalejerne i Automation Lab A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-21,2009-06-16,2019-02-28,,Statsautoriseret revisor,,,20222670.0,32263097.0,20222670.0,mne11644,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Automation Lab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Duedahl,Claus Walther Jensen,Claus Walther Jensen,Danske Bank A/S,Automation Lab A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Svendborg,,2017-01-01,2017-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,2018-12-31,2018-01-01,true,2019-02-21,Svendborg,,,Formand,,urn:ofk:oid:26859481,indberetninger-20180424,2.5118406,32263097.0,AWmf0FXyRYGX6_YTGFuw,2019-03-21T10:34:21.702Z,2019-03-21T10:33:43.915Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-45-GD,2019-03-21T10:33:44.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263097,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzMwL2Q2L2NmL2FhODAtNDNiZi1iZWMxLTVjZmNjZGQzNzg0NA.pdf,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzAzLzgwLzAwLzk0ODUtNDQ4NC04MjU3LTFhZDc5ODBjNzRlOQ.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,2.0,MÃ¸llergade,5700 Svendborg,Kullinggade 31E,DK-5700 Svendborg,Norgesvej 2,Til kapitalejerne i Automation Lab A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-21,2009-06-16,2019-02-28,,Statsautoriseret revisor,,,20222670.0,32263097.0,20222670.0,mne11644,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Automation Lab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Duedahl,Claus Walther Jensen,Claus Walther Jensen,Danske Bank A/S,Automation Lab A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Svendborg,,2017-01-01,2017-12-31,62012.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,2018-12-31,2018-01-01,true,2019-02-21,Svendborg,,,Formand,,urn:ofk:oid:26859481,indberetninger-20180424,2.5118406,32263097.0,AWmf0FXyRYGX6_YTGFuw,2019-03-21T10:34:21.702Z,2019-03-21T10:33:43.915Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-45-GD,2019-03-21T10:33:44.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263097,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzMwL2Q2L2NmL2FhODAtNDNiZi1iZWMxLTVjZmNjZGQzNzg0NA.pdf,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzAzLzgwLzAwLzk0ODUtNDQ4NC04MjU3LTFhZDc5ODBjNzRlOQ.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,2.0,MÃ¸llergade,5700 Svendborg,Kullinggade 31E,DK-5700 Svendborg,Norgesvej 2,Til kapitalejerne i Automation Lab A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-21,2009-06-16,2019-02-28,,Statsautoriseret revisor,,,20222670.0,32263097.0,20222670.0,mne11644,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Automation Lab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Duedahl,Claus Walther Jensen,Claus Walther Jensen,Danske Bank A/S,Automation Lab A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Svendborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,2018-12-31,2018-01-01,true,2019-02-21,Svendborg,,,Formand,,urn:ofk:oid:26859481,indberetninger-20180424,2.5118406,32263097.0,AWmf0FXyRYGX6_YTGFuw,2019-03-21T10:34:21.702Z,2019-03-21T10:33:43.915Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-45-GD,2019-03-21T10:33:44.246Z,4769559.0,1172504.0,611431.0,500000.0,0.0,1162605.0,84488.0,45330.0,11210.0,4769559.0,3603954.0,39136.0,45330.0,134834.0,39136.0,194156.0,95698.0,0.0,3000.0,3000.0,662605.0,5802.0,3603954.0,117282.0,3416891.0,50990.0,1588588.0,2611304.0,,,
32263097,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzMwL2Q2L2NmL2FhODAtNDNiZi1iZWMxLTVjZmNjZGQzNzg0NA.pdf,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzAzLzgwLzAwLzk0ODUtNDQ4NC04MjU3LTFhZDc5ODBjNzRlOQ.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,2.0,MÃ¸llergade,5700 Svendborg,Kullinggade 31E,DK-5700 Svendborg,Norgesvej 2,Til kapitalejerne i Automation Lab A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-21,2009-06-16,2019-02-28,,Statsautoriseret revisor,,,20222670.0,32263097.0,20222670.0,mne11644,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Automation Lab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Duedahl,Claus Walther Jensen,Claus Walther Jensen,Danske Bank A/S,Automation Lab A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Svendborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,2018-12-31,2018-01-01,true,2019-02-21,Svendborg,,,Formand,,urn:ofk:oid:26859481,indberetninger-20180424,2.5118406,32263097.0,AWmf0FXyRYGX6_YTGFuw,2019-03-21T10:34:21.702Z,2019-03-21T10:33:43.915Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-45-GD,2019-03-21T10:33:44.246Z,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
32263097,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzMwL2Q2L2NmL2FhODAtNDNiZi1iZWMxLTVjZmNjZGQzNzg0NA.pdf,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzAzLzgwLzAwLzk0ODUtNDQ4NC04MjU3LTFhZDc5ODBjNzRlOQ.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,2.0,MÃ¸llergade,5700 Svendborg,Kullinggade 31E,DK-5700 Svendborg,Norgesvej 2,Til kapitalejerne i Automation Lab A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-21,2009-06-16,2019-02-28,,Statsautoriseret revisor,,,20222670.0,32263097.0,20222670.0,mne11644,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Automation Lab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Duedahl,Claus Walther Jensen,Claus Walther Jensen,Danske Bank A/S,Automation Lab A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Svendborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,2018-12-31,2018-01-01,true,2019-02-21,Svendborg,,,Formand,,urn:ofk:oid:26859481,indberetninger-20180424,2.5118406,32263097.0,AWmf0FXyRYGX6_YTGFuw,2019-03-21T10:34:21.702Z,2019-03-21T10:33:43.915Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-45-GD,2019-03-21T10:33:44.246Z,,,,,,662605.0,,,,,,,,,,,,,,,,,,,,,,,,,
32263097,2018-01-01,2018-01-01,c257,,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzMwL2Q2L2NmL2FhODAtNDNiZi1iZWMxLTVjZmNjZGQzNzg0NA.pdf,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzAzLzgwLzAwLzk0ODUtNDQ4NC04MjU3LTFhZDc5ODBjNzRlOQ.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,2.0,MÃ¸llergade,5700 Svendborg,Kullinggade 31E,DK-5700 Svendborg,Norgesvej 2,Til kapitalejerne i Automation Lab A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-21,2009-06-16,2019-02-28,,Statsautoriseret revisor,,,20222670.0,32263097.0,20222670.0,mne11644,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Automation Lab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Duedahl,Claus Walther Jensen,Claus Walther Jensen,Danske Bank A/S,Automation Lab A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Svendborg,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,2018-12-31,2018-01-01,true,2019-02-21,Svendborg,,,Formand,,urn:ofk:oid:26859481,indberetninger-20180424,2.5118406,32263097.0,AWmf0FXyRYGX6_YTGFuw,2019-03-21T10:34:21.702Z,2019-03-21T10:33:43.915Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-45-GD,2019-03-21T10:33:44.246Z,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
32263097,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzMwL2Q2L2NmL2FhODAtNDNiZi1iZWMxLTVjZmNjZGQzNzg0NA.pdf,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzAzLzgwLzAwLzk0ODUtNDQ4NC04MjU3LTFhZDc5ODBjNzRlOQ.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,2.0,MÃ¸llergade,5700 Svendborg,Kullinggade 31E,DK-5700 Svendborg,Norgesvej 2,Til kapitalejerne i Automation Lab A/S,-13280.0,10.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",296934.0,2019-02-21,2009-06-16,2019-02-28,131108.0,Statsautoriseret revisor,6550298.0,7971935.0,20222670.0,32263097.0,20222670.0,mne11644,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Automation Lab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Duedahl,Claus Walther Jensen,Claus Walther Jensen,Danske Bank A/S,Automation Lab A/S,BDO Statsautoriseret revisionsaktieselskab,460205.0,4492.0,0.0,Svendborg,516266.0,2017-01-01,2017-12-31,1002383.0,1286037.0,1290529.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,2018-12-31,2018-01-01,true,2019-02-21,Svendborg,80850.0,283654.0,Formand,5492977.0,urn:ofk:oid:26859481,indberetninger-20180424,2.5118406,32263097.0,AWmf0FXyRYGX6_YTGFuw,2019-03-21T10:34:21.702Z,2019-03-21T10:33:43.915Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-45-GD,2019-03-21T10:33:44.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
32263097,2018-01-01,2018-12-31,c176,,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzMwL2Q2L2NmL2FhODAtNDNiZi1iZWMxLTVjZmNjZGQzNzg0NA.pdf,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzAzLzgwLzAwLzk0ODUtNDQ4NC04MjU3LTFhZDc5ODBjNzRlOQ.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,2.0,MÃ¸llergade,5700 Svendborg,Kullinggade 31E,DK-5700 Svendborg,Norgesvej 2,Til kapitalejerne i Automation Lab A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-21,2009-06-16,2019-02-28,,Statsautoriseret revisor,,,20222670.0,32263097.0,20222670.0,mne11644,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Automation Lab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Duedahl,Claus Walther Jensen,Claus Walther Jensen,Danske Bank A/S,Automation Lab A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Svendborg,,2017-01-01,2017-12-31,668000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,2018-12-31,2018-01-01,true,2019-02-21,Svendborg,,,Formand,,urn:ofk:oid:26859481,indberetninger-20180424,2.5118406,32263097.0,AWmf0FXyRYGX6_YTGFuw,2019-03-21T10:34:21.702Z,2019-03-21T10:33:43.915Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-45-GD,2019-03-21T10:33:44.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32263097,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzMwL2Q2L2NmL2FhODAtNDNiZi1iZWMxLTVjZmNjZGQzNzg0NA.pdf,http://regnskaber.virk.dk/79036223/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzAzLzgwLzAwLzk0ODUtNDQ4NC04MjU3LTFhZDc5ODBjNzRlOQ.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,2.0,MÃ¸llergade,5700 Svendborg,Kullinggade 31E,DK-5700 Svendborg,Norgesvej 2,Til kapitalejerne i Automation Lab A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-21,2009-06-16,2019-02-28,,Statsautoriseret revisor,,,20222670.0,32263097.0,20222670.0,mne11644,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Automation Lab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Duedahl,Claus Walther Jensen,Claus Walther Jensen,Danske Bank A/S,Automation Lab A/S,BDO Statsautoriseret revisionsaktieselskab,,,,Svendborg,,2017-01-01,2017-12-31,334383.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Svendborg,2018-12-31,2018-01-01,true,2019-02-21,Svendborg,,,Formand,,urn:ofk:oid:26859481,indberetninger-20180424,2.5118406,32263097.0,AWmf0FXyRYGX6_YTGFuw,2019-03-21T10:34:21.702Z,2019-03-21T10:33:43.915Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-45-GD,2019-03-21T10:33:44.246Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
