entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DividendIncomeRelatedToInvestments,RevaluationsOfInvestmentsOfTheYear
32362133,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNhL2M5LzY4LzY4NzktNDNhYy04ODRkLWE0MTU3MDY5MzI1YQ.pdf,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzc1Lzc2L2I0LzJmNzMtNDMxMy04OTViLTk0ZDNkNjNiZDY3OQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,21.0,Havnegade,5500 Middelfart,KÃ¦rvangen 18,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i HMKH Holding 2009 ApS,1877.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,4906.0,2018-01-22,2018-03-26,Statsautoriseret revisor,-103400.0,13093.0,20222670.0,32362133.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMKH Holding 2009 ApS.,358639.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Hans MÃ¸ller Kvindebjerg Hansen,Hans MÃ¸ller Kvindebjerg Hansen,Middelfart Sparekasse,HMKH Holding 2009 ApS,BDO Statsautoriseret revisionsaktieselskab,291.0,43983.0,Middelfart,2016-01-01,2016-12-31,382455.0,389238.0,345546.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2017-12-31,2017-01-01,false,2018-01-22,Middelfart,6783.0,urn:ofk:oid:25243995,indberetninger-20180424,2.5118417999999996,32362133.0,,2018-04-04T11:53:53.276Z,2018-03-28T11:05:57.266Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-RX,2018-03-28T11:05:57.426Z,,,,,,,,,,,,,,,,,,,,,,,,,
32362133,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNhL2M5LzY4LzY4NzktNDNhYy04ODRkLWE0MTU3MDY5MzI1YQ.pdf,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzc1Lzc2L2I0LzJmNzMtNDMxMy04OTViLTk0ZDNkNjNiZDY3OQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,21.0,Havnegade,5500 Middelfart,KÃ¦rvangen 18,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i HMKH Holding 2009 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-22,2018-03-26,Statsautoriseret revisor,-103400.0,,20222670.0,32362133.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMKH Holding 2009 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Hans MÃ¸ller Kvindebjerg Hansen,Hans MÃ¸ller Kvindebjerg Hansen,Middelfart Sparekasse,HMKH Holding 2009 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Middelfart,2016-01-01,2016-12-31,103400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2017-12-31,2017-01-01,false,2018-01-22,Middelfart,,urn:ofk:oid:25243995,indberetninger-20180424,2.5118417999999996,32362133.0,,2018-04-04T11:53:53.276Z,2018-03-28T11:05:57.266Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-RX,2018-03-28T11:05:57.426Z,,,,,,,,,,,,,,,,,,,,,,,,,
32362133,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNhL2M5LzY4LzY4NzktNDNhYy04ODRkLWE0MTU3MDY5MzI1YQ.pdf,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzc1Lzc2L2I0LzJmNzMtNDMxMy04OTViLTk0ZDNkNjNiZDY3OQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,21.0,Havnegade,5500 Middelfart,KÃ¦rvangen 18,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i HMKH Holding 2009 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-22,2018-03-26,Statsautoriseret revisor,-103400.0,,20222670.0,32362133.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMKH Holding 2009 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Hans MÃ¸ller Kvindebjerg Hansen,Hans MÃ¸ller Kvindebjerg Hansen,Middelfart Sparekasse,HMKH Holding 2009 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Middelfart,2016-01-01,2016-12-31,279055.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2017-12-31,2017-01-01,false,2018-01-22,Middelfart,,urn:ofk:oid:25243995,indberetninger-20180424,2.5118417999999996,32362133.0,,2018-04-04T11:53:53.276Z,2018-03-28T11:05:57.266Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-RX,2018-03-28T11:05:57.426Z,,,,,,,,,,,,,,,,,,,,,,,,,
32362133,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNhL2M5LzY4LzY4NzktNDNhYy04ODRkLWE0MTU3MDY5MzI1YQ.pdf,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzc1Lzc2L2I0LzJmNzMtNDMxMy04OTViLTk0ZDNkNjNiZDY3OQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,21.0,Havnegade,5500 Middelfart,KÃ¦rvangen 18,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i HMKH Holding 2009 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-22,2018-03-26,Statsautoriseret revisor,-103400.0,,20222670.0,32362133.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMKH Holding 2009 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Hans MÃ¸ller Kvindebjerg Hansen,Hans MÃ¸ller Kvindebjerg Hansen,Middelfart Sparekasse,HMKH Holding 2009 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Middelfart,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2017-12-31,2017-01-01,false,2018-01-22,Middelfart,,urn:ofk:oid:25243995,indberetninger-20180424,2.5118417999999996,32362133.0,,2018-04-04T11:53:53.276Z,2018-03-28T11:05:57.266Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-RX,2018-03-28T11:05:57.426Z,1793677.0,107019.0,125000.0,7281.0,1788677.0,1793677.0,5000.0,556719.0,496719.0,556719.0,60000.0,1122658.0,5000.0,103400.0,1560277.0,1122658.0,5000.0,7281.0,0.0,,,,,,
32362133,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNhL2M5LzY4LzY4NzktNDNhYy04ODRkLWE0MTU3MDY5MzI1YQ.pdf,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzc1Lzc2L2I0LzJmNzMtNDMxMy04OTViLTk0ZDNkNjNiZDY3OQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,21.0,Havnegade,5500 Middelfart,KÃ¦rvangen 18,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i HMKH Holding 2009 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-22,2018-03-26,Statsautoriseret revisor,-103400.0,,20222670.0,32362133.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMKH Holding 2009 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Hans MÃ¸ller Kvindebjerg Hansen,Hans MÃ¸ller Kvindebjerg Hansen,Middelfart Sparekasse,HMKH Holding 2009 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Middelfart,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2017-12-31,2017-01-01,false,2018-01-22,Middelfart,,urn:ofk:oid:25243995,indberetninger-20180424,2.5118417999999996,32362133.0,,2018-04-04T11:53:53.276Z,2018-03-28T11:05:57.266Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-RX,2018-03-28T11:05:57.426Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,
32362133,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNhL2M5LzY4LzY4NzktNDNhYy04ODRkLWE0MTU3MDY5MzI1YQ.pdf,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzc1Lzc2L2I0LzJmNzMtNDMxMy04OTViLTk0ZDNkNjNiZDY3OQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,21.0,Havnegade,5500 Middelfart,KÃ¦rvangen 18,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i HMKH Holding 2009 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-22,2018-03-26,Statsautoriseret revisor,-103400.0,,20222670.0,32362133.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMKH Holding 2009 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Hans MÃ¸ller Kvindebjerg Hansen,Hans MÃ¸ller Kvindebjerg Hansen,Middelfart Sparekasse,HMKH Holding 2009 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Middelfart,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2017-12-31,2017-01-01,false,2018-01-22,Middelfart,,urn:ofk:oid:25243995,indberetninger-20180424,2.5118417999999996,32362133.0,,2018-04-04T11:53:53.276Z,2018-03-28T11:05:57.266Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-RX,2018-03-28T11:05:57.426Z,,,,,1560276.0,,,,,,,,,,,,,,,,,,,,
32362133,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNhL2M5LzY4LzY4NzktNDNhYy04ODRkLWE0MTU3MDY5MzI1YQ.pdf,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzc1Lzc2L2I0LzJmNzMtNDMxMy04OTViLTk0ZDNkNjNiZDY3OQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,21.0,Havnegade,5500 Middelfart,KÃ¦rvangen 18,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i HMKH Holding 2009 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-22,2018-03-26,Statsautoriseret revisor,-103400.0,,20222670.0,32362133.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMKH Holding 2009 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Hans MÃ¸ller Kvindebjerg Hansen,Hans MÃ¸ller Kvindebjerg Hansen,Middelfart Sparekasse,HMKH Holding 2009 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Middelfart,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2017-12-31,2017-01-01,false,2018-01-22,Middelfart,,urn:ofk:oid:25243995,indberetninger-20180424,2.5118417999999996,32362133.0,,2018-04-04T11:53:53.276Z,2018-03-28T11:05:57.266Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-RX,2018-03-28T11:05:57.426Z,,,,,103400.0,,,,,,,,,,,,,,,,,,,,
32362133,2017-01-01,2017-01-01,c567,,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNhL2M5LzY4LzY4NzktNDNhYy04ODRkLWE0MTU3MDY5MzI1YQ.pdf,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzc1Lzc2L2I0LzJmNzMtNDMxMy04OTViLTk0ZDNkNjNiZDY3OQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,21.0,Havnegade,5500 Middelfart,KÃ¦rvangen 18,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i HMKH Holding 2009 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-22,2018-03-26,Statsautoriseret revisor,-103400.0,,20222670.0,32362133.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMKH Holding 2009 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Hans MÃ¸ller Kvindebjerg Hansen,Hans MÃ¸ller Kvindebjerg Hansen,Middelfart Sparekasse,HMKH Holding 2009 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Middelfart,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2017-12-31,2017-01-01,false,2018-01-22,Middelfart,,urn:ofk:oid:25243995,indberetninger-20180424,2.5118417999999996,32362133.0,,2018-04-04T11:53:53.276Z,2018-03-28T11:05:57.266Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-RX,2018-03-28T11:05:57.426Z,,,,,,,,,,,,,,,,,,,,28113.0,468606.0,,,,
32362133,2017-01-01,2017-01-01,c570,,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNhL2M5LzY4LzY4NzktNDNhYy04ODRkLWE0MTU3MDY5MzI1YQ.pdf,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzc1Lzc2L2I0LzJmNzMtNDMxMy04OTViLTk0ZDNkNjNiZDY3OQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,21.0,Havnegade,5500 Middelfart,KÃ¦rvangen 18,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i HMKH Holding 2009 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-22,2018-03-26,Statsautoriseret revisor,-103400.0,,20222670.0,32362133.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMKH Holding 2009 ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Hans MÃ¸ller Kvindebjerg Hansen,Hans MÃ¸ller Kvindebjerg Hansen,Middelfart Sparekasse,HMKH Holding 2009 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Middelfart,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2017-12-31,2017-01-01,false,2018-01-22,Middelfart,,urn:ofk:oid:25243995,indberetninger-20180424,2.5118417999999996,32362133.0,,2018-04-04T11:53:53.276Z,2018-03-28T11:05:57.266Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-RX,2018-03-28T11:05:57.426Z,,,,,,,,,,,,,,,,,,,,0.0,60000.0,,,,
32362133,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNhL2M5LzY4LzY4NzktNDNhYy04ODRkLWE0MTU3MDY5MzI1YQ.pdf,http://regnskaber.virk.dk/33126323/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1Lzc1Lzc2L2I0LzJmNzMtNDMxMy04OTViLTk0ZDNkNjNiZDY3OQ.xml,true,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,21.0,Havnegade,5500 Middelfart,KÃ¦rvangen 18,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i HMKH Holding 2009 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,15950.0,2018-01-22,2018-03-26,Statsautoriseret revisor,-103400.0,15406.0,20222670.0,32362133.0,20222670.0,mne27873,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HMKH Holding 2009 ApS.,196026.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Hans MÃ¸ller Kvindebjerg Hansen,Hans MÃ¸ller Kvindebjerg Hansen,Middelfart Sparekasse,HMKH Holding 2009 ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,88002.0,Middelfart,2016-01-01,2016-12-31,252672.0,268622.0,180620.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2017-12-31,2017-01-01,false,2018-01-22,Middelfart,15950.0,urn:ofk:oid:25243995,indberetninger-20180424,2.5118417999999996,32362133.0,,2018-04-04T11:53:53.276Z,2018-03-28T11:05:57.266Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-RX,2018-03-28T11:05:57.426Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,,
