entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfFinancialStatementsAndDescriptionOfFinancialReportingFrameworkAppliedInPreparationOfFinancialStatementsExtendedReview,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,AccumulatedImpairmentLossesAndDepreciationOfInvestments,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm
27632920,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhLzlhLzk3LzU5OGQtNDFkMy1iYzNmLWY1ODU2ZTlmZjBmZA.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzcwL2JiLzdiLzBjNDUtNDlmMy05OWM2LTQ1ODhkOTRjYThmMg.xml,1.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200  Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-06-09,2004-03-09,2015-06-09,Statsautoriseret revisor,-288779.0,-18000.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Imexco ApS.,"Vi har udfÃ¸rt udvidet gennemgang af Ã¥rsregnskabet for Imexco ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-288779.0,-17000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,-93000.0,Aabenraa,-128000.0,-128000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2014-12-31,2014-01-01,2015-06-09,Haderslev,0.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5491640,indberetninger-20180424,2.5097473,27632920,,2018-03-30T16:53:40.186Z,2015-06-10T11:47:41.183Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-DB,2015-06-10T11:47:41.272Z,,,,,,,,,,,,,,,,,,,,
27632920,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhLzlhLzk3LzU5OGQtNDFkMy1iYzNmLWY1ODU2ZTlmZjBmZA.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzcwL2JiLzdiLzBjNDUtNDlmMy05OWM2LTQ1ODhkOTRjYThmMg.xml,1.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200  Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-06-09,2004-03-09,2015-06-09,Statsautoriseret revisor,-288779.0,,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Imexco ApS.,"Vi har udfÃ¸rt udvidet gennemgang af Ã¥rsregnskabet for Imexco ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-288779.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,-128000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2014-12-31,2014-01-01,2015-06-09,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5491640,indberetninger-20180424,2.5097473,27632920,,2018-03-30T16:53:40.186Z,2015-06-10T11:47:41.183Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-DB,2015-06-10T11:47:41.272Z,,,,,,,,,,,,,,,,,,,,
27632920,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhLzlhLzk3LzU5OGQtNDFkMy1iYzNmLWY1ODU2ZTlmZjBmZA.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzcwL2JiLzdiLzBjNDUtNDlmMy05OWM2LTQ1ODhkOTRjYThmMg.xml,1.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200  Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-06-09,2004-03-09,2015-06-09,Statsautoriseret revisor,-288779.0,,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Imexco ApS.,"Vi har udfÃ¸rt udvidet gennemgang af Ã¥rsregnskabet for Imexco ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-288779.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2014-12-31,2014-01-01,2015-06-09,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5491640,indberetninger-20180424,2.5097473,27632920,,2018-03-30T16:53:40.186Z,2015-06-10T11:47:41.183Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-DB,2015-06-10T11:47:41.272Z,11000.0,11000.0,125000.0,11000.0,-2161000.0,0.0,11000.0,2172000.0,0.0,0.0,1218000.0,0.0,-2286000.0,954000.0,2172000.0,,,,,
27632920,2014-01-01,2014-01-01,c116,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhLzlhLzk3LzU5OGQtNDFkMy1iYzNmLWY1ODU2ZTlmZjBmZA.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzcwL2JiLzdiLzBjNDUtNDlmMy05OWM2LTQ1ODhkOTRjYThmMg.xml,1.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200  Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-06-09,2004-03-09,2015-06-09,Statsautoriseret revisor,-288779.0,,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Imexco ApS.,"Vi har udfÃ¸rt udvidet gennemgang af Ã¥rsregnskabet for Imexco ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-288779.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2014-12-31,2014-01-01,2015-06-09,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5491640,indberetninger-20180424,2.5097473,27632920,,2018-03-30T16:53:40.186Z,2015-06-10T11:47:41.183Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-DB,2015-06-10T11:47:41.272Z,,,,,,,,,,,,,,,,71400.0,71400.0,,,
27632920,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhLzlhLzk3LzU5OGQtNDFkMy1iYzNmLWY1ODU2ZTlmZjBmZA.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzcwL2JiLzdiLzBjNDUtNDlmMy05OWM2LTQ1ODhkOTRjYThmMg.xml,1.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200  Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-06-09,2004-03-09,2015-06-09,Statsautoriseret revisor,-288779.0,,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Imexco ApS.,"Vi har udfÃ¸rt udvidet gennemgang af Ã¥rsregnskabet for Imexco ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-288779.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2014-12-31,2014-01-01,2015-06-09,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5491640,indberetninger-20180424,2.5097473,27632920,,2018-03-30T16:53:40.186Z,2015-06-10T11:47:41.183Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-DB,2015-06-10T11:47:41.272Z,,,,,125000.0,,,,,,,,,,,,,,,
27632920,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhLzlhLzk3LzU5OGQtNDFkMy1iYzNmLWY1ODU2ZTlmZjBmZA.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzcwL2JiLzdiLzBjNDUtNDlmMy05OWM2LTQ1ODhkOTRjYThmMg.xml,1.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200  Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-06-09,2004-03-09,2015-06-09,Statsautoriseret revisor,-288779.0,,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Imexco ApS.,"Vi har udfÃ¸rt udvidet gennemgang af Ã¥rsregnskabet for Imexco ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-288779.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2014-12-31,2014-01-01,2015-06-09,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5491640,indberetninger-20180424,2.5097473,27632920,,2018-03-30T16:53:40.186Z,2015-06-10T11:47:41.183Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-DB,2015-06-10T11:47:41.272Z,,,,,-2285535.0,,,,,,,,,,,,,,,
27632920,2014-01-01,2014-01-01,c88,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhLzlhLzk3LzU5OGQtNDFkMy1iYzNmLWY1ODU2ZTlmZjBmZA.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzcwL2JiLzdiLzBjNDUtNDlmMy05OWM2LTQ1ODhkOTRjYThmMg.xml,1.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200  Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-06-09,2004-03-09,2015-06-09,Statsautoriseret revisor,-288779.0,,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Imexco ApS.,"Vi har udfÃ¸rt udvidet gennemgang af Ã¥rsregnskabet for Imexco ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-288779.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2014-12-31,2014-01-01,2015-06-09,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5491640,indberetninger-20180424,2.5097473,27632920,,2018-03-30T16:53:40.186Z,2015-06-10T11:47:41.183Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-DB,2015-06-10T11:47:41.272Z,,,,,,,,,,,,,,,,,,288779.0,288779.0,
27632920,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhLzlhLzk3LzU5OGQtNDFkMy1iYzNmLWY1ODU2ZTlmZjBmZA.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzcwL2JiLzdiLzBjNDUtNDlmMy05OWM2LTQ1ODhkOTRjYThmMg.xml,1.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200  Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-06-09,2004-03-09,2015-06-09,Statsautoriseret revisor,-288779.0,-10724.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Imexco ApS.,"Vi har udfÃ¸rt udvidet gennemgang af Ã¥rsregnskabet for Imexco ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-288779.0,0.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,-94069.0,Aabenraa,-104793.0,-104793.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2014-12-31,2014-01-01,2015-06-09,Haderslev,0.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5491640,indberetninger-20180424,2.5097473,27632920,,2018-03-30T16:53:40.186Z,2015-06-10T11:47:41.183Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-DB,2015-06-10T11:47:41.272Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
27632920,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhLzlhLzk3LzU5OGQtNDFkMy1iYzNmLWY1ODU2ZTlmZjBmZA.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzcwL2JiLzdiLzBjNDUtNDlmMy05OWM2LTQ1ODhkOTRjYThmMg.xml,1.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200  Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-06-09,2004-03-09,2015-06-09,Statsautoriseret revisor,-288779.0,,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Imexco ApS.,"Vi har udfÃ¸rt udvidet gennemgang af Ã¥rsregnskabet for Imexco ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-288779.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,-104793.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2014-12-31,2014-01-01,2015-06-09,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5491640,indberetninger-20180424,2.5097473,27632920,,2018-03-30T16:53:40.186Z,2015-06-10T11:47:41.183Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-DB,2015-06-10T11:47:41.272Z,,,,,,,,,,,,,,,,,,,,
27632920,2014-01-01,2014-12-31,c199,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhLzlhLzk3LzU5OGQtNDFkMy1iYzNmLWY1ODU2ZTlmZjBmZA.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzcwL2JiLzdiLzBjNDUtNDlmMy05OWM2LTQ1ODhkOTRjYThmMg.xml,1.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200  Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-06-09,2004-03-09,2015-06-09,Statsautoriseret revisor,-288779.0,,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Imexco ApS.,"Vi har udfÃ¸rt udvidet gennemgang af Ã¥rsregnskabet for Imexco ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",-288779.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2014-12-31,2014-01-01,2015-06-09,Haderslev,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:5491640,indberetninger-20180424,2.5097473,27632920,,2018-03-30T16:53:40.186Z,2015-06-10T11:47:41.183Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-46-DB,2015-06-10T11:47:41.272Z,,,,,,,,,,,,,,,,,,,,
