entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfPositiveOrNegativeBalancesRelatedToTheFirstRecognitionOfInvestments,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,ImpairmentLossesOfInvestments,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,AccumulatedImpairmentLossesAndDepreciationOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
27632920,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzZkLzhmLzg5L2I1YWYtNDYxNS1hNmE1LWUyMDgzNTc2NGVjMw.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzU5L2EwLzY2L2VmN2MtNGUwYS1iNDA3LWMzNmIyMjYxN2NmNg.xml,true,171000.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200 Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-06,2004-03-09,2017-06-06,Statsautoriseret revisor,Imexco ApS har erhvervet kapitalandele i ESF Spanien 0421 S.L. og ESF Spanien 0422 S.L. i Ã¥rets lÃ¸b. Kostprisen for kapitalandelen udgÃ¸r 171 tkr. Goodwill af Ã¥rets kÃ¸b udgÃ¸r 171 tkr.,-21000.0,20222670.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Imexco ApS.,2850.0,0.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,-98000.0,1000.0,Aabenraa,2015-01-01,2015-12-31,-118000.0,-118000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2016-12-31,2016-01-01,true,2017-06-06,Haderslev,0.0,urn:ofk:oid:24137688,indberetninger-20180424,2.5118417999999996,27632920.0,,2018-03-29T04:28:47.639Z,2017-06-07T15:33:09.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-74-HB,2017-06-07T15:33:09.446Z,,,,,,,,,,,,,,,,,,
27632920,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzZkLzhmLzg5L2I1YWYtNDYxNS1hNmE1LWUyMDgzNTc2NGVjMw.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzU5L2EwLzY2L2VmN2MtNGUwYS1iNDA3LWMzNmIyMjYxN2NmNg.xml,true,171000.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200 Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-06,2004-03-09,2017-06-06,Statsautoriseret revisor,Imexco ApS har erhvervet kapitalandele i ESF Spanien 0421 S.L. og ESF Spanien 0422 S.L. i Ã¥rets lÃ¸b. Kostprisen for kapitalandelen udgÃ¸r 171 tkr. Goodwill af Ã¥rets kÃ¸b udgÃ¸r 171 tkr.,,20222670.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Imexco ApS.,2850.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-01-01,2015-12-31,-118000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2016-12-31,2016-01-01,true,2017-06-06,Haderslev,,urn:ofk:oid:24137688,indberetninger-20180424,2.5118417999999996,27632920.0,,2018-03-29T04:28:47.639Z,2017-06-07T15:33:09.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-74-HB,2017-06-07T15:33:09.446Z,,,,,,,,,,,,,,,,,,
27632920,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzZkLzhmLzg5L2I1YWYtNDYxNS1hNmE1LWUyMDgzNTc2NGVjMw.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzU5L2EwLzY2L2VmN2MtNGUwYS1iNDA3LWMzNmIyMjYxN2NmNg.xml,true,171000.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200 Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-06,2004-03-09,2017-06-06,Statsautoriseret revisor,Imexco ApS har erhvervet kapitalandele i ESF Spanien 0421 S.L. og ESF Spanien 0422 S.L. i Ã¥rets lÃ¸b. Kostprisen for kapitalandelen udgÃ¸r 171 tkr. Goodwill af Ã¥rets kÃ¸b udgÃ¸r 171 tkr.,,20222670.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Imexco ApS.,2850.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2016-12-31,2016-01-01,true,2017-06-06,Haderslev,,urn:ofk:oid:24137688,indberetninger-20180424,2.5118417999999996,27632920.0,,2018-03-29T04:28:47.639Z,2017-06-07T15:33:09.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-74-HB,2017-06-07T15:33:09.446Z,25000.0,25000.0,125000.0,-2383000.0,25000.0,2408000.0,0.0,0.0,0.0,1.0,1517000.0,-2508000.0,891000.0,2408000.0,,,,
27632920,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzZkLzhmLzg5L2I1YWYtNDYxNS1hNmE1LWUyMDgzNTc2NGVjMw.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzU5L2EwLzY2L2VmN2MtNGUwYS1iNDA3LWMzNmIyMjYxN2NmNg.xml,true,171000.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200 Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-06,2004-03-09,2017-06-06,Statsautoriseret revisor,Imexco ApS har erhvervet kapitalandele i ESF Spanien 0421 S.L. og ESF Spanien 0422 S.L. i Ã¥rets lÃ¸b. Kostprisen for kapitalandelen udgÃ¸r 171 tkr. Goodwill af Ã¥rets kÃ¸b udgÃ¸r 171 tkr.,,20222670.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Imexco ApS.,2850.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2016-12-31,2016-01-01,true,2017-06-06,Haderslev,,urn:ofk:oid:24137688,indberetninger-20180424,2.5118417999999996,27632920.0,,2018-03-29T04:28:47.639Z,2017-06-07T15:33:09.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-74-HB,2017-06-07T15:33:09.446Z,,,,125000.0,,,,,,,,,,,,,,
27632920,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzZkLzhmLzg5L2I1YWYtNDYxNS1hNmE1LWUyMDgzNTc2NGVjMw.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzU5L2EwLzY2L2VmN2MtNGUwYS1iNDA3LWMzNmIyMjYxN2NmNg.xml,true,171000.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200 Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-06,2004-03-09,2017-06-06,Statsautoriseret revisor,Imexco ApS har erhvervet kapitalandele i ESF Spanien 0421 S.L. og ESF Spanien 0422 S.L. i Ã¥rets lÃ¸b. Kostprisen for kapitalandelen udgÃ¸r 171 tkr. Goodwill af Ã¥rets kÃ¸b udgÃ¸r 171 tkr.,,20222670.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Imexco ApS.,2850.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2016-12-31,2016-01-01,true,2017-06-06,Haderslev,,urn:ofk:oid:24137688,indberetninger-20180424,2.5118417999999996,27632920.0,,2018-03-29T04:28:47.639Z,2017-06-07T15:33:09.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-74-HB,2017-06-07T15:33:09.446Z,,,,-2508402.0,,,,,,,,,,,,,,
27632920,2016-01-01,2016-01-01,c567,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzZkLzhmLzg5L2I1YWYtNDYxNS1hNmE1LWUyMDgzNTc2NGVjMw.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzU5L2EwLzY2L2VmN2MtNGUwYS1iNDA3LWMzNmIyMjYxN2NmNg.xml,true,171000.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200 Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-06,2004-03-09,2017-06-06,Statsautoriseret revisor,Imexco ApS har erhvervet kapitalandele i ESF Spanien 0421 S.L. og ESF Spanien 0422 S.L. i Ã¥rets lÃ¸b. Kostprisen for kapitalandelen udgÃ¸r 171 tkr. Goodwill af Ã¥rets kÃ¸b udgÃ¸r 171 tkr.,,20222670.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Imexco ApS.,2850.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2016-12-31,2016-01-01,true,2017-06-06,Haderslev,,urn:ofk:oid:24137688,indberetninger-20180424,2.5118417999999996,27632920.0,,2018-03-29T04:28:47.639Z,2017-06-07T15:33:09.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-74-HB,2017-06-07T15:33:09.446Z,,,,,,,,,,,,,,,71400.0,71400.0,,
27632920,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzZkLzhmLzg5L2I1YWYtNDYxNS1hNmE1LWUyMDgzNTc2NGVjMw.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzU5L2EwLzY2L2VmN2MtNGUwYS1iNDA3LWMzNmIyMjYxN2NmNg.xml,true,171000.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200 Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-06,2004-03-09,2017-06-06,Statsautoriseret revisor,Imexco ApS har erhvervet kapitalandele i ESF Spanien 0421 S.L. og ESF Spanien 0422 S.L. i Ã¥rets lÃ¸b. Kostprisen for kapitalandelen udgÃ¸r 171 tkr. Goodwill af Ã¥rets kÃ¸b udgÃ¸r 171 tkr.,-25139.0,20222670.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Imexco ApS.,2850.0,-2850.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,-97157.0,0.0,Aabenraa,2015-01-01,2015-12-31,-125146.0,-125146.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2016-12-31,2016-01-01,true,2017-06-06,Haderslev,0.0,urn:ofk:oid:24137688,indberetninger-20180424,2.5118417999999996,27632920.0,,2018-03-29T04:28:47.639Z,2017-06-07T15:33:09.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-74-HB,2017-06-07T15:33:09.446Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
27632920,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzZkLzhmLzg5L2I1YWYtNDYxNS1hNmE1LWUyMDgzNTc2NGVjMw.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzU5L2EwLzY2L2VmN2MtNGUwYS1iNDA3LWMzNmIyMjYxN2NmNg.xml,true,171000.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200 Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-06,2004-03-09,2017-06-06,Statsautoriseret revisor,Imexco ApS har erhvervet kapitalandele i ESF Spanien 0421 S.L. og ESF Spanien 0422 S.L. i Ã¥rets lÃ¸b. Kostprisen for kapitalandelen udgÃ¸r 171 tkr. Goodwill af Ã¥rets kÃ¸b udgÃ¸r 171 tkr.,,20222670.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Imexco ApS.,2850.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-01-01,2015-12-31,-125146.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2016-12-31,2016-01-01,true,2017-06-06,Haderslev,,urn:ofk:oid:24137688,indberetninger-20180424,2.5118417999999996,27632920.0,,2018-03-29T04:28:47.639Z,2017-06-07T15:33:09.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-74-HB,2017-06-07T15:33:09.446Z,,,,,,,,,,,,,,,,,,
27632920,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzZkLzhmLzg5L2I1YWYtNDYxNS1hNmE1LWUyMDgzNTc2NGVjMw.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzU5L2EwLzY2L2VmN2MtNGUwYS1iNDA3LWMzNmIyMjYxN2NmNg.xml,true,171000.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200 Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-06,2004-03-09,2017-06-06,Statsautoriseret revisor,Imexco ApS har erhvervet kapitalandele i ESF Spanien 0421 S.L. og ESF Spanien 0422 S.L. i Ã¥rets lÃ¸b. Kostprisen for kapitalandelen udgÃ¸r 171 tkr. Goodwill af Ã¥rets kÃ¸b udgÃ¸r 171 tkr.,,20222670.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Imexco ApS.,2850.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-01-01,2015-12-31,-125146.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2016-12-31,2016-01-01,true,2017-06-06,Haderslev,,urn:ofk:oid:24137688,indberetninger-20180424,2.5118417999999996,27632920.0,,2018-03-29T04:28:47.639Z,2017-06-07T15:33:09.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-74-HB,2017-06-07T15:33:09.446Z,,,,,,,,,,,,,,,,,,
27632920,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzZkLzhmLzg5L2I1YWYtNDYxNS1hNmE1LWUyMDgzNTc2NGVjMw.pdf,http://regnskaber.virk.dk/02923672/ZG9rdW1lbnRsYWdlcjovLzAzLzE3LzU5L2EwLzY2L2VmN2MtNGUwYS1iNDA3LWMzNmIyMjYxN2NmNg.xml,true,171000.0,Haderslev,6100.0,"12, 1. sal, Box 391",Nordhavnsvej,6200 Aabenraa,Kildespringet 2 st. th.,DK-6100 Haderslev,"Nordhavnsvej 12, 1. sal, Box 391",Til kapitalejeren i Imexco ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-06,2004-03-09,2017-06-06,Statsautoriseret revisor,Imexco ApS har erhvervet kapitalandele i ESF Spanien 0421 S.L. og ESF Spanien 0422 S.L. i Ã¥rets lÃ¸b. Kostprisen for kapitalandelen udgÃ¸r 171 tkr. Goodwill af Ã¥rets kÃ¸b udgÃ¸r 171 tkr.,,20222670.0,27632920.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Imexco ApS.,2850.0,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Alex Sartor Thomsen,Ole Stentoft,Ole Stentoft,Imexco ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2016-12-31,2016-01-01,true,2017-06-06,Haderslev,,urn:ofk:oid:24137688,indberetninger-20180424,2.5118417999999996,27632920.0,,2018-03-29T04:28:47.639Z,2017-06-07T15:33:09.281Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-74-HB,2017-06-07T15:33:09.446Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
