entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmployeeBenefitsExpense,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermEquityLoan,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
10155851,2014-06-01,2014-12-31,c3,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzkxLzlhL2U4Lzk5YzgtNDU3NS04ZjNkLWI1YzkwZWEwZGE4MQ.xhtml,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzhhL2Q0L2IyL2IyMzItNGIzNi05OTI1LTMyNjFjNGVmMzJlMA.pdf,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzhhLzQ4L2YzMGUtNGE5MS1iNWYwLWNiNjEwMmM2MjVjOQ.xml,Danmark,DK,Holstebro,6.0,Brotorvet,Aalborg,9000.0,5.0,Tyge Brahes Vej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i KildegÃ¥rden ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-19,2016-04-05,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som sambeskattet selskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk for selskabsskatter og kildeskatter pÃ¥ udbytter, renter og royalties indenfor sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen fremgÃ¥r af Ã¥rsrapporten for Thomas Balling Holding ApS, der er administrationsselskab i forhold til sambeskatningen.Â </p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet er udlejning af fast ejendom og handel med fast ejendom.</p>",95766.0,-25515.0,748654.0,10155851.0,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Thomas Balling,Thomas Balling,KILDEGÃRDEN ApS,Revisionsfirmaet Iversen & Hald,248560.0,5632.0,Ãlborg,2014-06-01,2014-12-31,293921.0,384445.0,652888.0,2015-12-31,2015-01-01,2016-02-19,Holstebro,90524.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22183379,indberetninger-20180424,2.5949402000000004,10155851,,2018-03-28T16:08:09.368Z,2016-04-06T07:15:43.004Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-37-CQ,2016-04-06T07:15:43.370Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155851,2014-06-01,2014-12-31,c5,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzkxLzlhL2U4Lzk5YzgtNDU3NS04ZjNkLWI1YzkwZWEwZGE4MQ.xhtml,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzhhL2Q0L2IyL2IyMzItNGIzNi05OTI1LTMyNjFjNGVmMzJlMA.pdf,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzhhLzQ4L2YzMGUtNGE5MS1iNWYwLWNiNjEwMmM2MjVjOQ.xml,Danmark,DK,Holstebro,6.0,Brotorvet,Aalborg,9000.0,5.0,Tyge Brahes Vej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i KildegÃ¥rden ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-19,2016-04-05,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som sambeskattet selskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk for selskabsskatter og kildeskatter pÃ¥ udbytter, renter og royalties indenfor sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen fremgÃ¥r af Ã¥rsrapporten for Thomas Balling Holding ApS, der er administrationsselskab i forhold til sambeskatningen.Â </p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet er udlejning af fast ejendom og handel med fast ejendom.</p>",,,,10155851.0,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Thomas Balling,Thomas Balling,KILDEGÃRDEN ApS,Revisionsfirmaet Iversen & Hald,,,Ãlborg,2014-06-01,2014-12-31,185000.0,,,2015-12-31,2015-01-01,2016-02-19,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22183379,indberetninger-20180424,2.5949402000000004,10155851,,2018-03-28T16:08:09.368Z,2016-04-06T07:15:43.004Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-37-CQ,2016-04-06T07:15:43.370Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155851,2014-06-01,2014-12-31,c7,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzkxLzlhL2U4Lzk5YzgtNDU3NS04ZjNkLWI1YzkwZWEwZGE4MQ.xhtml,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzhhL2Q0L2IyL2IyMzItNGIzNi05OTI1LTMyNjFjNGVmMzJlMA.pdf,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzhhLzQ4L2YzMGUtNGE5MS1iNWYwLWNiNjEwMmM2MjVjOQ.xml,Danmark,DK,Holstebro,6.0,Brotorvet,Aalborg,9000.0,5.0,Tyge Brahes Vej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i KildegÃ¥rden ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-19,2016-04-05,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som sambeskattet selskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk for selskabsskatter og kildeskatter pÃ¥ udbytter, renter og royalties indenfor sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen fremgÃ¥r af Ã¥rsrapporten for Thomas Balling Holding ApS, der er administrationsselskab i forhold til sambeskatningen.Â </p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet er udlejning af fast ejendom og handel med fast ejendom.</p>",,,,10155851.0,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Thomas Balling,Thomas Balling,KILDEGÃRDEN ApS,Revisionsfirmaet Iversen & Hald,,,Ãlborg,2014-06-01,2014-12-31,108921.0,,,2015-12-31,2015-01-01,2016-02-19,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22183379,indberetninger-20180424,2.5949402000000004,10155851,,2018-03-28T16:08:09.368Z,2016-04-06T07:15:43.004Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-37-CQ,2016-04-06T07:15:43.370Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155851,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzkxLzlhL2U4Lzk5YzgtNDU3NS04ZjNkLWI1YzkwZWEwZGE4MQ.xhtml,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzhhL2Q0L2IyL2IyMzItNGIzNi05OTI1LTMyNjFjNGVmMzJlMA.pdf,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzhhLzQ4L2YzMGUtNGE5MS1iNWYwLWNiNjEwMmM2MjVjOQ.xml,Danmark,DK,Holstebro,6.0,Brotorvet,Aalborg,9000.0,5.0,Tyge Brahes Vej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i KildegÃ¥rden ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-19,2016-04-05,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som sambeskattet selskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk for selskabsskatter og kildeskatter pÃ¥ udbytter, renter og royalties indenfor sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen fremgÃ¥r af Ã¥rsrapporten for Thomas Balling Holding ApS, der er administrationsselskab i forhold til sambeskatningen.Â </p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet er udlejning af fast ejendom og handel med fast ejendom.</p>",,,,10155851.0,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Thomas Balling,Thomas Balling,KILDEGÃRDEN ApS,Revisionsfirmaet Iversen & Hald,,,Ãlborg,2014-06-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-19,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22183379,indberetninger-20180424,2.5949402000000004,10155851,,2018-03-28T16:08:09.368Z,2016-04-06T07:15:43.004Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-37-CQ,2016-04-06T07:15:43.370Z,19921075.0,125000.0,21075.0,233921.0,0.0,19900000.0,19921075.0,17271817.0,13000000.0,15700000.0,2700000.0,19900000.0,461184.0,21075.0,19900000.0,2415337.0,2415337.0,108921.0,576389.0,500000.0,1571817.0,0.0,21075.0,34244.0,0.0,,
10155851,2015-01-01,2015-01-01,c10,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzkxLzlhL2U4Lzk5YzgtNDU3NS04ZjNkLWI1YzkwZWEwZGE4MQ.xhtml,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzhhL2Q0L2IyL2IyMzItNGIzNi05OTI1LTMyNjFjNGVmMzJlMA.pdf,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzhhLzQ4L2YzMGUtNGE5MS1iNWYwLWNiNjEwMmM2MjVjOQ.xml,Danmark,DK,Holstebro,6.0,Brotorvet,Aalborg,9000.0,5.0,Tyge Brahes Vej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i KildegÃ¥rden ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-19,2016-04-05,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som sambeskattet selskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk for selskabsskatter og kildeskatter pÃ¥ udbytter, renter og royalties indenfor sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen fremgÃ¥r af Ã¥rsrapporten for Thomas Balling Holding ApS, der er administrationsselskab i forhold til sambeskatningen.Â </p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet er udlejning af fast ejendom og handel med fast ejendom.</p>",,,,10155851.0,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Thomas Balling,Thomas Balling,KILDEGÃRDEN ApS,Revisionsfirmaet Iversen & Hald,,,Ãlborg,2014-06-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-19,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22183379,indberetninger-20180424,2.5949402000000004,10155851,,2018-03-28T16:08:09.368Z,2016-04-06T07:15:43.004Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-37-CQ,2016-04-06T07:15:43.370Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,
10155851,2015-01-01,2015-01-01,c11,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzkxLzlhL2U4Lzk5YzgtNDU3NS04ZjNkLWI1YzkwZWEwZGE4MQ.xhtml,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzhhL2Q0L2IyL2IyMzItNGIzNi05OTI1LTMyNjFjNGVmMzJlMA.pdf,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzhhLzQ4L2YzMGUtNGE5MS1iNWYwLWNiNjEwMmM2MjVjOQ.xml,Danmark,DK,Holstebro,6.0,Brotorvet,Aalborg,9000.0,5.0,Tyge Brahes Vej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i KildegÃ¥rden ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-19,2016-04-05,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som sambeskattet selskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk for selskabsskatter og kildeskatter pÃ¥ udbytter, renter og royalties indenfor sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen fremgÃ¥r af Ã¥rsrapporten for Thomas Balling Holding ApS, der er administrationsselskab i forhold til sambeskatningen.Â </p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet er udlejning af fast ejendom og handel med fast ejendom.</p>",,,,10155851.0,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Thomas Balling,Thomas Balling,KILDEGÃRDEN ApS,Revisionsfirmaet Iversen & Hald,,,Ãlborg,2014-06-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-19,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22183379,indberetninger-20180424,2.5949402000000004,10155851,,2018-03-28T16:08:09.368Z,2016-04-06T07:15:43.004Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-37-CQ,2016-04-06T07:15:43.370Z,,,,108921.0,,,,,,,,,,,,,,,,,,,,,,,
10155851,2015-01-01,2015-01-01,c12,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzkxLzlhL2U4Lzk5YzgtNDU3NS04ZjNkLWI1YzkwZWEwZGE4MQ.xhtml,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzhhL2Q0L2IyL2IyMzItNGIzNi05OTI1LTMyNjFjNGVmMzJlMA.pdf,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzhhLzQ4L2YzMGUtNGE5MS1iNWYwLWNiNjEwMmM2MjVjOQ.xml,Danmark,DK,Holstebro,6.0,Brotorvet,Aalborg,9000.0,5.0,Tyge Brahes Vej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i KildegÃ¥rden ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-19,2016-04-05,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som sambeskattet selskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk for selskabsskatter og kildeskatter pÃ¥ udbytter, renter og royalties indenfor sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen fremgÃ¥r af Ã¥rsrapporten for Thomas Balling Holding ApS, der er administrationsselskab i forhold til sambeskatningen.Â </p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet er udlejning af fast ejendom og handel med fast ejendom.</p>",,,,10155851.0,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Thomas Balling,Thomas Balling,KILDEGÃRDEN ApS,Revisionsfirmaet Iversen & Hald,,,Ãlborg,2014-06-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-19,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22183379,indberetninger-20180424,2.5949402000000004,10155851,,2018-03-28T16:08:09.368Z,2016-04-06T07:15:43.004Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-37-CQ,2016-04-06T07:15:43.370Z,,,,233921.0,,,,,,,,,,,,,,,,,,,,,,,
10155851,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzkxLzlhL2U4Lzk5YzgtNDU3NS04ZjNkLWI1YzkwZWEwZGE4MQ.xhtml,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzhhL2Q0L2IyL2IyMzItNGIzNi05OTI1LTMyNjFjNGVmMzJlMA.pdf,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzhhLzQ4L2YzMGUtNGE5MS1iNWYwLWNiNjEwMmM2MjVjOQ.xml,Danmark,DK,Holstebro,6.0,Brotorvet,Aalborg,9000.0,5.0,Tyge Brahes Vej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i KildegÃ¥rden ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-19,2016-04-05,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som sambeskattet selskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk for selskabsskatter og kildeskatter pÃ¥ udbytter, renter og royalties indenfor sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen fremgÃ¥r af Ã¥rsrapporten for Thomas Balling Holding ApS, der er administrationsselskab i forhold til sambeskatningen.Â </p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet er udlejning af fast ejendom og handel med fast ejendom.</p>",166628.0,0.0,1203170.0,10155851.0,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Thomas Balling,Thomas Balling,KILDEGÃRDEN ApS,Revisionsfirmaet Iversen & Hald,412860.0,0.0,Ãlborg,2014-06-01,2014-12-31,477453.0,623682.0,1036542.0,2015-12-31,2015-01-01,2016-02-19,Holstebro,146229.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22183379,indberetninger-20180424,2.5949402000000004,10155851,,2018-03-28T16:08:09.368Z,2016-04-06T07:15:43.004Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-37-CQ,2016-04-06T07:15:43.370Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155851,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzkxLzlhL2U4Lzk5YzgtNDU3NS04ZjNkLWI1YzkwZWEwZGE4MQ.xhtml,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzhhL2Q0L2IyL2IyMzItNGIzNi05OTI1LTMyNjFjNGVmMzJlMA.pdf,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzhhLzQ4L2YzMGUtNGE5MS1iNWYwLWNiNjEwMmM2MjVjOQ.xml,Danmark,DK,Holstebro,6.0,Brotorvet,Aalborg,9000.0,5.0,Tyge Brahes Vej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i KildegÃ¥rden ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-19,2016-04-05,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som sambeskattet selskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk for selskabsskatter og kildeskatter pÃ¥ udbytter, renter og royalties indenfor sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen fremgÃ¥r af Ã¥rsrapporten for Thomas Balling Holding ApS, der er administrationsselskab i forhold til sambeskatningen.Â </p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet er udlejning af fast ejendom og handel med fast ejendom.</p>",,,,10155851.0,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Thomas Balling,Thomas Balling,KILDEGÃRDEN ApS,Revisionsfirmaet Iversen & Hald,,,Ãlborg,2014-06-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-19,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22183379,indberetninger-20180424,2.5949402000000004,10155851,,2018-03-28T16:08:09.368Z,2016-04-06T07:15:43.004Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-37-CQ,2016-04-06T07:15:43.370Z,,,,,,,,,,,,,,,,,,,,,,,,,,36115432.0,Revisionsfirmaet Iversen & Hald
10155851,2015-01-01,2015-12-31,c13,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzkxLzlhL2U4Lzk5YzgtNDU3NS04ZjNkLWI1YzkwZWEwZGE4MQ.xhtml,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzhhL2Q0L2IyL2IyMzItNGIzNi05OTI1LTMyNjFjNGVmMzJlMA.pdf,http://regnskaber.virk.dk/15855101/ZG9rdW1lbnRsYWdlcjovLzAzL2ZlLzY0LzhhLzQ4L2YzMGUtNGE5MS1iNWYwLWNiNjEwMmM2MjVjOQ.xml,Danmark,DK,Holstebro,6.0,Brotorvet,Aalborg,9000.0,5.0,Tyge Brahes Vej,7500 Holstebro,Brotorvet 6,Til den daglige ledelse i KildegÃ¥rden ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-02-19,2016-04-05,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Som sambeskattet selskab hÃ¦fter selskabet ubegrÃ¦nset og solidarisk for selskabsskatter og kildeskatter pÃ¥ udbytter, renter og royalties indenfor sambeskatningskredsen. Skyldige selskabsskatter inden for sambeskatningskredsen fremgÃ¥r af Ã¥rsrapporten for Thomas Balling Holding ApS, der er administrationsselskab i forhold til sambeskatningen.Â </p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet er udlejning af fast ejendom og handel med fast ejendom.</p>",,,,10155851.0,1019836211.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben Hald,Thomas Balling,Thomas Balling,KILDEGÃRDEN ApS,Revisionsfirmaet Iversen & Hald,,,Ãlborg,2014-06-01,2014-12-31,477453.0,,,2015-12-31,2015-01-01,2016-02-19,Holstebro,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22183379,indberetninger-20180424,2.5949402000000004,10155851,,2018-03-28T16:08:09.368Z,2016-04-06T07:15:43.004Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-37-CQ,2016-04-06T07:15:43.370Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
