entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
26189500,2012-10-01,2013-09-30,c3,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8vcGRmcy8yNjE4OTUwMDtBcFMyODk4Nzc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8veGJybHMvWC1FQ0ZBODZBRi0yMDE1MDMxNF8xNTQ5NDJfNTQ3.xml,Danmark,DK,Svinninge,20.0,Irisvej,Svinninge,4520.0,24.0,Sandby,4520 Svinninge,irisvej 20,Til kapitalejeren i IT Serviceteam ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-28,2015-03-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse har oplyst at der ikke forefindes eventualposter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke stillet sikkerhed.</p>",655842.0,248378.0,905862.0,77966668.0,26189500.0,1002535095.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan S. Andersen,Niels Nordal Nielsen,Niels Nordal Nielsen,Nordea,IT SERVICETEAM ApS,Jan Andersen,4595.0,2953.0,Sandby,2012-10-01,2013-09-30,186128.0,248378.0,250020.0,2014-09-30,2013-10-01,2015-02-28,Kundby,62250.0,59466640.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12980879,indberetninger-20180424,2.5116405,26189500.0,,2018-03-30T17:22:09.494Z,2015-03-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-379.806,2015-03-14T23:00:00.000Z,,,,,,,,,,,,,,,,,
26189500,2012-10-01,2013-09-30,c5,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8vcGRmcy8yNjE4OTUwMDtBcFMyODk4Nzc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8veGJybHMvWC1FQ0ZBODZBRi0yMDE1MDMxNF8xNTQ5NDJfNTQ3.xml,Danmark,DK,Svinninge,20.0,Irisvej,Svinninge,4520.0,24.0,Sandby,4520 Svinninge,irisvej 20,Til kapitalejeren i IT Serviceteam ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-28,2015-03-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse har oplyst at der ikke forefindes eventualposter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke stillet sikkerhed.</p>",,,,77966668.0,26189500.0,1002535095.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan S. Andersen,Niels Nordal Nielsen,Niels Nordal Nielsen,Nordea,IT SERVICETEAM ApS,Jan Andersen,,,Sandby,2012-10-01,2013-09-30,100000.0,,,2014-09-30,2013-10-01,2015-02-28,Kundby,,59466640.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12980879,indberetninger-20180424,2.5116405,26189500.0,,2018-03-30T17:22:09.494Z,2015-03-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-379.806,2015-03-14T23:00:00.000Z,,,,,,,,,,,,,,,,,
26189500,2012-10-01,2013-09-30,c7,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8vcGRmcy8yNjE4OTUwMDtBcFMyODk4Nzc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8veGJybHMvWC1FQ0ZBODZBRi0yMDE1MDMxNF8xNTQ5NDJfNTQ3.xml,Danmark,DK,Svinninge,20.0,Irisvej,Svinninge,4520.0,24.0,Sandby,4520 Svinninge,irisvej 20,Til kapitalejeren i IT Serviceteam ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-28,2015-03-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse har oplyst at der ikke forefindes eventualposter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke stillet sikkerhed.</p>",,,,77966668.0,26189500.0,1002535095.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan S. Andersen,Niels Nordal Nielsen,Niels Nordal Nielsen,Nordea,IT SERVICETEAM ApS,Jan Andersen,,,Sandby,2012-10-01,2013-09-30,86128.0,,,2014-09-30,2013-10-01,2015-02-28,Kundby,,59466640.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12980879,indberetninger-20180424,2.5116405,26189500.0,,2018-03-30T17:22:09.494Z,2015-03-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-379.806,2015-03-14T23:00:00.000Z,,,,,,,,,,,,,,,,,
26189500,2013-09-30,2013-09-30,c9,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8vcGRmcy8yNjE4OTUwMDtBcFMyODk4Nzc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8veGJybHMvWC1FQ0ZBODZBRi0yMDE1MDMxNF8xNTQ5NDJfNTQ3.xml,Danmark,DK,Svinninge,20.0,Irisvej,Svinninge,4520.0,24.0,Sandby,4520 Svinninge,irisvej 20,Til kapitalejeren i IT Serviceteam ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-28,2015-03-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse har oplyst at der ikke forefindes eventualposter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke stillet sikkerhed.</p>",,,,77966668.0,26189500.0,1002535095.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan S. Andersen,Niels Nordal Nielsen,Niels Nordal Nielsen,Nordea,IT SERVICETEAM ApS,Jan Andersen,,,Sandby,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,2015-02-28,Kundby,,59466640.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12980879,indberetninger-20180424,2.5116405,26189500.0,,2018-03-30T17:22:09.494Z,2015-03-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-379.806,2015-03-14T23:00:00.000Z,1065562.0,547982.0,125000.0,1065562.0,494348.0,1065562.0,571214.0,153777.0,100000.0,269348.0,571214.0,110316.0,517580.0,112750.0,194371.0,517580.0,
26189500,2013-10-01,2014-09-30,c0,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8vcGRmcy8yNjE4OTUwMDtBcFMyODk4Nzc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8veGJybHMvWC1FQ0ZBODZBRi0yMDE1MDMxNF8xNTQ5NDJfNTQ3.xml,Danmark,DK,Svinninge,20.0,Irisvej,Svinninge,4520.0,24.0,Sandby,4520 Svinninge,irisvej 20,Til kapitalejeren i IT Serviceteam ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-28,2015-03-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse har oplyst at der ikke forefindes eventualposter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke stillet sikkerhed.</p>",589866.0,370602.0,967122.0,77966668.0,26189500.0,1002535095.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan S. Andersen,Niels Nordal Nielsen,Niels Nordal Nielsen,Nordea,IT SERVICETEAM ApS,Jan Andersen,9495.0,2841.0,Sandby,2012-10-01,2013-09-30,278972.0,370602.0,377256.0,2014-09-30,2013-10-01,2015-02-28,Kundby,91630.0,59466640.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12980879,indberetninger-20180424,2.5116405,26189500.0,,2018-03-30T17:22:09.494Z,2015-03-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-379.806,2015-03-14T23:00:00.000Z,,,,,,,,,,,,,,,,,
26189500,2013-10-01,2014-09-30,c1,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8vcGRmcy8yNjE4OTUwMDtBcFMyODk4Nzc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8veGJybHMvWC1FQ0ZBODZBRi0yMDE1MDMxNF8xNTQ5NDJfNTQ3.xml,Danmark,DK,Svinninge,20.0,Irisvej,Svinninge,4520.0,24.0,Sandby,4520 Svinninge,irisvej 20,Til kapitalejeren i IT Serviceteam ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-28,2015-03-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse har oplyst at der ikke forefindes eventualposter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke stillet sikkerhed.</p>",,,,77966668.0,26189500.0,1002535095.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan S. Andersen,Niels Nordal Nielsen,Niels Nordal Nielsen,Nordea,IT SERVICETEAM ApS,Jan Andersen,,,Sandby,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,2015-02-28,Kundby,,59466640.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12980879,indberetninger-20180424,2.5116405,26189500.0,,2018-03-30T17:22:09.494Z,2015-03-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-379.806,2015-03-14T23:00:00.000Z,,,,,,,,,,,,,,,,,REGISTRERET REVISOR               JAN ANDERSEN
26189500,2013-10-01,2014-09-30,c2,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8vcGRmcy8yNjE4OTUwMDtBcFMyODk4Nzc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8veGJybHMvWC1FQ0ZBODZBRi0yMDE1MDMxNF8xNTQ5NDJfNTQ3.xml,Danmark,DK,Svinninge,20.0,Irisvej,Svinninge,4520.0,24.0,Sandby,4520 Svinninge,irisvej 20,Til kapitalejeren i IT Serviceteam ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-28,2015-03-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse har oplyst at der ikke forefindes eventualposter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke stillet sikkerhed.</p>",,,,77966668.0,26189500.0,1002535095.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan S. Andersen,Niels Nordal Nielsen,Niels Nordal Nielsen,Nordea,IT SERVICETEAM ApS,Jan Andersen,,,Sandby,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,2015-02-28,Kundby,,59466640.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12980879,indberetninger-20180424,2.5116405,26189500.0,,2018-03-30T17:22:09.494Z,2015-03-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-379.806,2015-03-14T23:00:00.000Z,,,,,,,,,,,,,,,,,
26189500,2013-10-01,2014-09-30,c4,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8vcGRmcy8yNjE4OTUwMDtBcFMyODk4Nzc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8veGJybHMvWC1FQ0ZBODZBRi0yMDE1MDMxNF8xNTQ5NDJfNTQ3.xml,Danmark,DK,Svinninge,20.0,Irisvej,Svinninge,4520.0,24.0,Sandby,4520 Svinninge,irisvej 20,Til kapitalejeren i IT Serviceteam ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-28,2015-03-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse har oplyst at der ikke forefindes eventualposter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke stillet sikkerhed.</p>",,,,77966668.0,26189500.0,1002535095.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan S. Andersen,Niels Nordal Nielsen,Niels Nordal Nielsen,Nordea,IT SERVICETEAM ApS,Jan Andersen,,,Sandby,2012-10-01,2013-09-30,250000.0,,,2014-09-30,2013-10-01,2015-02-28,Kundby,,59466640.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12980879,indberetninger-20180424,2.5116405,26189500.0,,2018-03-30T17:22:09.494Z,2015-03-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-379.806,2015-03-14T23:00:00.000Z,,,,,,,,,,,,,,,,,
26189500,2013-10-01,2014-09-30,c6,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8vcGRmcy8yNjE4OTUwMDtBcFMyODk4Nzc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8veGJybHMvWC1FQ0ZBODZBRi0yMDE1MDMxNF8xNTQ5NDJfNTQ3.xml,Danmark,DK,Svinninge,20.0,Irisvej,Svinninge,4520.0,24.0,Sandby,4520 Svinninge,irisvej 20,Til kapitalejeren i IT Serviceteam ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-28,2015-03-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse har oplyst at der ikke forefindes eventualposter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke stillet sikkerhed.</p>",,,,77966668.0,26189500.0,1002535095.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan S. Andersen,Niels Nordal Nielsen,Niels Nordal Nielsen,Nordea,IT SERVICETEAM ApS,Jan Andersen,,,Sandby,2012-10-01,2013-09-30,28972.0,,,2014-09-30,2013-10-01,2015-02-28,Kundby,,59466640.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12980879,indberetninger-20180424,2.5116405,26189500.0,,2018-03-30T17:22:09.494Z,2015-03-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-379.806,2015-03-14T23:00:00.000Z,,,,,,,,,,,,,,,,,
26189500,2014-09-30,2014-09-30,c8,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8vcGRmcy8yNjE4OTUwMDtBcFMyODk4Nzc7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00598162/Y3ZyLmRrOi8veGJybHMvWC1FQ0ZBODZBRi0yMDE1MDMxNF8xNTQ5NDJfNTQ3.xml,Danmark,DK,Svinninge,20.0,Irisvej,Svinninge,4520.0,24.0,Sandby,4520 Svinninge,irisvej 20,Til kapitalejeren i IT Serviceteam ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-02-28,2015-03-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets ledelse har oplyst at der ikke forefindes eventualposter.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke stillet sikkerhed.</p>",,,,77966668.0,26189500.0,1002535095.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan S. Andersen,Niels Nordal Nielsen,Niels Nordal Nielsen,Nordea,IT SERVICETEAM ApS,Jan Andersen,,,Sandby,2012-10-01,2013-09-30,,,,2014-09-30,2013-10-01,2015-02-28,Kundby,,59466640.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:12980879,indberetninger-20180424,2.5116405,26189500.0,,2018-03-30T17:22:09.494Z,2015-03-14T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-379.806,2015-03-14T23:00:00.000Z,1209717.0,885217.0,125000.0,1209717.0,673320.0,1209717.0,536397.0,206885.0,250000.0,298320.0,536397.0,216523.0,324500.0,42880.0,70109.0,324500.0,
