entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DifferenceBetweenRevaluatedPropertyPlantAndEquipmentAndPropertyPlantAndEquipmentIfThereHadNotBeenNoRevaluation,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDeferredIncome,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,OpinionOnFinancialStatementsExtendedReview
32091695,2016-07-01,2016-07-01,c720,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzgwLzhiLzhhLzMzYmQtNDBkMS04ZDk1LWIyMTZlMzM0NGFkNA.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzMyLzQ0LzMzL2Y4YTctNGVjMC1hMmQwLWY2MDZmMmI4NTA3OA.xml,161000.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-13,2018-09-13,2009-03-30,2018-09-13,103898.0,statsautoriseret revisor,5944386.0,125000.0,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Nomisly ApS.,Ãrsrapport,161000.0,2706000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2018-06-30,2017-07-01,2018-09-13,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26112966,indberetninger-20180424,2.5118406,32091695.0,AWXXNuzs5OzuYdPkEqPu,2018-09-14T08:34:23.367Z,2018-09-14T08:33:42.966Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-97-YD,2018-09-14T08:33:43.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2016-07-01,2016-07-01,c741,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzgwLzhiLzhhLzMzYmQtNDBkMS04ZDk1LWIyMTZlMzM0NGFkNA.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzMyLzQ0LzMzL2Y4YTctNGVjMC1hMmQwLWY2MDZmMmI4NTA3OA.xml,161000.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-13,2018-09-13,2009-03-30,2018-09-13,103898.0,statsautoriseret revisor,5944386.0,6709986.0,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Nomisly ApS.,Ãrsrapport,161000.0,2706000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2018-06-30,2017-07-01,2018-09-13,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26112966,indberetninger-20180424,2.5118406,32091695.0,AWXXNuzs5OzuYdPkEqPu,2018-09-14T08:34:23.367Z,2018-09-14T08:33:42.966Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-97-YD,2018-09-14T08:33:43.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2016-07-01,2016-07-01,c744,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzgwLzhiLzhhLzMzYmQtNDBkMS04ZDk1LWIyMTZlMzM0NGFkNA.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzMyLzQ0LzMzL2Y4YTctNGVjMC1hMmQwLWY2MDZmMmI4NTA3OA.xml,161000.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-13,2018-09-13,2009-03-30,2018-09-13,103898.0,statsautoriseret revisor,5944386.0,250000.0,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Nomisly ApS.,Ãrsrapport,161000.0,2706000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2018-06-30,2017-07-01,2018-09-13,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26112966,indberetninger-20180424,2.5118406,32091695.0,AWXXNuzs5OzuYdPkEqPu,2018-09-14T08:34:23.367Z,2018-09-14T08:33:42.966Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-97-YD,2018-09-14T08:33:43.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2016-07-01,2017-06-30,c109,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzgwLzhiLzhhLzMzYmQtNDBkMS04ZDk1LWIyMTZlMzM0NGFkNA.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzMyLzQ0LzMzL2Y4YTctNGVjMC1hMmQwLWY2MDZmMmI4NTA3OA.xml,161000.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-13,2018-09-13,2009-03-30,2018-09-13,103898.0,statsautoriseret revisor,5944386.0,,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Nomisly ApS.,Ãrsrapport,161000.0,2706000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2018-06-30,2017-07-01,2018-09-13,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26112966,indberetninger-20180424,2.5118406,32091695.0,AWXXNuzs5OzuYdPkEqPu,2018-09-14T08:34:23.367Z,2018-09-14T08:33:42.966Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-97-YD,2018-09-14T08:33:43.126Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2016-07-01,2017-06-30,c123,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzgwLzhiLzhhLzMzYmQtNDBkMS04ZDk1LWIyMTZlMzM0NGFkNA.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzMyLzQ0LzMzL2Y4YTctNGVjMC1hMmQwLWY2MDZmMmI4NTA3OA.xml,161000.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-13,2018-09-13,2009-03-30,2018-09-13,103898.0,statsautoriseret revisor,5944386.0,,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Nomisly ApS.,Ãrsrapport,161000.0,2706000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2018-06-30,2017-07-01,2018-09-13,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26112966,indberetninger-20180424,2.5118406,32091695.0,AWXXNuzs5OzuYdPkEqPu,2018-09-14T08:34:23.367Z,2018-09-14T08:33:42.966Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-97-YD,2018-09-14T08:33:43.126Z,735482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2016-07-01,2017-06-30,c3,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzgwLzhiLzhhLzMzYmQtNDBkMS04ZDk1LWIyMTZlMzM0NGFkNA.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzMyLzQ0LzMzL2Y4YTctNGVjMC1hMmQwLWY2MDZmMmI4NTA3OA.xml,161000.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-13,2018-09-13,2009-03-30,2018-09-13,103898.0,statsautoriseret revisor,5944386.0,,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Nomisly ApS.,Ãrsrapport,161000.0,2706000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2018-06-30,2017-07-01,2018-09-13,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26112966,indberetninger-20180424,2.5118406,32091695.0,AWXXNuzs5OzuYdPkEqPu,2018-09-14T08:34:23.367Z,2018-09-14T08:33:42.966Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-97-YD,2018-09-14T08:33:43.126Z,860482.0,1.0,77700.0,125000.0,255632.0,24000.0,70042.0,870295.0,877185.0,52932.0,16703.0,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2016-07-01,2017-06-30,c742,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzgwLzhiLzhhLzMzYmQtNDBkMS04ZDk1LWIyMTZlMzM0NGFkNA.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzMyLzQ0LzMzL2Y4YTctNGVjMC1hMmQwLWY2MDZmMmI4NTA3OA.xml,161000.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-13,2018-09-13,2009-03-30,2018-09-13,103898.0,statsautoriseret revisor,5944386.0,,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Nomisly ApS.,Ãrsrapport,161000.0,2706000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2018-06-30,2017-07-01,2018-09-13,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26112966,indberetninger-20180424,2.5118406,32091695.0,AWXXNuzs5OzuYdPkEqPu,2018-09-14T08:34:23.367Z,2018-09-14T08:33:42.966Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-97-YD,2018-09-14T08:33:43.126Z,735482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2016-07-01,2017-06-30,c745,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzgwLzhiLzhhLzMzYmQtNDBkMS04ZDk1LWIyMTZlMzM0NGFkNA.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzMyLzQ0LzMzL2Y4YTctNGVjMC1hMmQwLWY2MDZmMmI4NTA3OA.xml,161000.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-13,2018-09-13,2009-03-30,2018-09-13,103898.0,statsautoriseret revisor,5944386.0,,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Nomisly ApS.,Ãrsrapport,161000.0,2706000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2018-06-30,2017-07-01,2018-09-13,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26112966,indberetninger-20180424,2.5118406,32091695.0,AWXXNuzs5OzuYdPkEqPu,2018-09-14T08:34:23.367Z,2018-09-14T08:33:42.966Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-97-YD,2018-09-14T08:33:43.126Z,,,,,,,,,,,,,125000.0,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2017-06-30,2017-06-30,c4,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzgwLzhiLzhhLzMzYmQtNDBkMS04ZDk1LWIyMTZlMzM0NGFkNA.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzMyLzQ0LzMzL2Y4YTctNGVjMC1hMmQwLWY2MDZmMmI4NTA3OA.xml,161000.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-13,2018-09-13,2009-03-30,2018-09-13,103898.0,statsautoriseret revisor,5944386.0,7695468.0,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Nomisly ApS.,Ãrsrapport,161000.0,2706000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2018-06-30,2017-07-01,2018-09-13,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26112966,indberetninger-20180424,2.5118406,32091695.0,AWXXNuzs5OzuYdPkEqPu,2018-09-14T08:34:23.367Z,2018-09-14T08:33:42.966Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-97-YD,2018-09-14T08:33:43.126Z,,,,,,,,,,,,,,,11355141.0,987601.0,125000.0,3506857.0,0.0,6048284.0,11355141.0,3659673.0,1800000.0,3280000.0,3280000.0,7848284.0,0.0,1800000.0,2464946.0,368013.0,0.0,6048284.0,125000.0,7445468.0,11660.0,2464946.0,379673.0,54310.0,54310.0,,,
32091695,2017-06-30,2017-06-30,c722,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2RmLzgwLzhiLzhhLzMzYmQtNDBkMS04ZDk1LWIyMTZlMzM0NGFkNA.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzMyLzQ0LzMzL2Y4YTctNGVjMC1hMmQwLWY2MDZmMmI4NTA3OA.xml,161000.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-09-13,2018-09-13,2009-03-30,2018-09-13,103898.0,statsautoriseret revisor,5944386.0,125000.0,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Nomisly ApS.,Ãrsrapport,161000.0,2706000.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2018-06-30,2017-07-01,2018-09-13,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26112966,indberetninger-20180424,2.5118406,32091695.0,AWXXNuzs5OzuYdPkEqPu,2018-09-14T08:34:23.367Z,2018-09-14T08:33:42.966Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-97-YD,2018-09-14T08:33:43.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
