entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDeferredIncome,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
32091695,2017-07-01,2017-07-01,c720,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYwL2YzL2EwL2I3MWItNGYzZC05NmIxLTNkM2ZiNjdiN2VkNg.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzhkL2QyL2IxLzAyOWMtNDZlNS1hZmVkLTgwZDYwNWFhYmYyZA.xml,33250.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens Vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-08-26,2019-08-26,2009-03-30,2019-08-26,103898.0,statsautoriseret revisor,125000.0,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Nomisly ApS.,Ãrsrapport,0.0,164000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2019-06-30,2018-07-01,2019-08-26,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27770983,indberetninger-20180424,2.511682,32091695.0,AWzSRELBIXJRhhXBNH0F,2019-08-27T08:50:15.927Z,2019-08-27T08:49:43.888Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-99-EQ,2019-08-27T08:49:44.189Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2017-07-01,2017-07-01,c741,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYwL2YzL2EwL2I3MWItNGYzZC05NmIxLTNkM2ZiNjdiN2VkNg.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzhkL2QyL2IxLzAyOWMtNDZlNS1hZmVkLTgwZDYwNWFhYmYyZA.xml,33250.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens Vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-08-26,2019-08-26,2009-03-30,2019-08-26,103898.0,statsautoriseret revisor,7445468.0,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Nomisly ApS.,Ãrsrapport,0.0,164000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2019-06-30,2018-07-01,2019-08-26,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27770983,indberetninger-20180424,2.511682,32091695.0,AWzSRELBIXJRhhXBNH0F,2019-08-27T08:50:15.927Z,2019-08-27T08:49:43.888Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-99-EQ,2019-08-27T08:49:44.189Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2017-07-01,2017-07-01,c744,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYwL2YzL2EwL2I3MWItNGYzZC05NmIxLTNkM2ZiNjdiN2VkNg.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzhkL2QyL2IxLzAyOWMtNDZlNS1hZmVkLTgwZDYwNWFhYmYyZA.xml,33250.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens Vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-08-26,2019-08-26,2009-03-30,2019-08-26,103898.0,statsautoriseret revisor,125000.0,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Nomisly ApS.,Ãrsrapport,0.0,164000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2019-06-30,2018-07-01,2019-08-26,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27770983,indberetninger-20180424,2.511682,32091695.0,AWzSRELBIXJRhhXBNH0F,2019-08-27T08:50:15.927Z,2019-08-27T08:49:43.888Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-99-EQ,2019-08-27T08:49:44.189Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2017-07-01,2018-06-30,c109,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYwL2YzL2EwL2I3MWItNGYzZC05NmIxLTNkM2ZiNjdiN2VkNg.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzhkL2QyL2IxLzAyOWMtNDZlNS1hZmVkLTgwZDYwNWFhYmYyZA.xml,33250.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens Vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-08-26,2019-08-26,2009-03-30,2019-08-26,103898.0,statsautoriseret revisor,,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Nomisly ApS.,Ãrsrapport,0.0,164000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2019-06-30,2018-07-01,2019-08-26,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27770983,indberetninger-20180424,2.511682,32091695.0,AWzSRELBIXJRhhXBNH0F,2019-08-27T08:50:15.927Z,2019-08-27T08:49:43.888Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-99-EQ,2019-08-27T08:49:44.189Z,105800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2017-07-01,2018-06-30,c123,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYwL2YzL2EwL2I3MWItNGYzZC05NmIxLTNkM2ZiNjdiN2VkNg.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzhkL2QyL2IxLzAyOWMtNDZlNS1hZmVkLTgwZDYwNWFhYmYyZA.xml,33250.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens Vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-08-26,2019-08-26,2009-03-30,2019-08-26,103898.0,statsautoriseret revisor,,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Nomisly ApS.,Ãrsrapport,0.0,164000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2019-06-30,2018-07-01,2019-08-26,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27770983,indberetninger-20180424,2.511682,32091695.0,AWzSRELBIXJRhhXBNH0F,2019-08-27T08:50:15.927Z,2019-08-27T08:49:43.888Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-99-EQ,2019-08-27T08:49:44.189Z,-455366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2017-07-01,2018-06-30,c3,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYwL2YzL2EwL2I3MWItNGYzZC05NmIxLTNkM2ZiNjdiN2VkNg.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzhkL2QyL2IxLzAyOWMtNDZlNS1hZmVkLTgwZDYwNWFhYmYyZA.xml,33250.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens Vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-08-26,2019-08-26,2009-03-30,2019-08-26,103898.0,statsautoriseret revisor,,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Nomisly ApS.,Ãrsrapport,0.0,164000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2019-06-30,2018-07-01,2019-08-26,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27770983,indberetninger-20180424,2.511682,32091695.0,AWzSRELBIXJRhhXBNH0F,2019-08-27T08:50:15.927Z,2019-08-27T08:49:43.888Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-99-EQ,2019-08-27T08:49:44.189Z,-349566.0,1.0,103898.0,175000.0,181406.0,72000.0,471644.0,80425.0,0.0,-416711.0,-97492.0,-67145.0,175000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2017-07-01,2018-06-30,c742,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYwL2YzL2EwL2I3MWItNGYzZC05NmIxLTNkM2ZiNjdiN2VkNg.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzhkL2QyL2IxLzAyOWMtNDZlNS1hZmVkLTgwZDYwNWFhYmYyZA.xml,33250.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens Vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-08-26,2019-08-26,2009-03-30,2019-08-26,103898.0,statsautoriseret revisor,,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Nomisly ApS.,Ãrsrapport,0.0,164000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2019-06-30,2018-07-01,2019-08-26,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27770983,indberetninger-20180424,2.511682,32091695.0,AWzSRELBIXJRhhXBNH0F,2019-08-27T08:50:15.927Z,2019-08-27T08:49:43.888Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-99-EQ,2019-08-27T08:49:44.189Z,-455366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2017-07-01,2018-06-30,c745,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYwL2YzL2EwL2I3MWItNGYzZC05NmIxLTNkM2ZiNjdiN2VkNg.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzhkL2QyL2IxLzAyOWMtNDZlNS1hZmVkLTgwZDYwNWFhYmYyZA.xml,33250.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens Vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-08-26,2019-08-26,2009-03-30,2019-08-26,103898.0,statsautoriseret revisor,,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Nomisly ApS.,Ãrsrapport,0.0,164000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2019-06-30,2018-07-01,2019-08-26,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27770983,indberetninger-20180424,2.511682,32091695.0,AWzSRELBIXJRhhXBNH0F,2019-08-27T08:50:15.927Z,2019-08-27T08:49:43.888Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-99-EQ,2019-08-27T08:49:44.189Z,,,,,,,,,,,,,,105800.0,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32091695,2018-06-30,2018-06-30,c4,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYwL2YzL2EwL2I3MWItNGYzZC05NmIxLTNkM2ZiNjdiN2VkNg.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzhkL2QyL2IxLzAyOWMtNDZlNS1hZmVkLTgwZDYwNWFhYmYyZA.xml,33250.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens Vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-08-26,2019-08-26,2009-03-30,2019-08-26,103898.0,statsautoriseret revisor,7220902.0,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Nomisly ApS.,Ãrsrapport,0.0,164000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2019-06-30,2018-07-01,2019-08-26,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27770983,indberetninger-20180424,2.511682,32091695.0,AWzSRELBIXJRhhXBNH0F,2019-08-27T08:50:15.927Z,2019-08-27T08:49:43.888Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-99-EQ,2019-08-27T08:49:44.189Z,,,,,,,,,,,,,,,,10887667.0,455240.0,125000.0,2982281.0,69000.0,0.0,5944386.0,10887667.0,3666765.0,1961000.0,3280000.0,3280000.0,7905386.0,161000.0,1800000.0,2401947.0,380945.0,39767.0,5944386.0,105800.0,6990102.0,5820.0,2401947.0,386765.0,0.0,125094.0,16327.0,,,
32091695,2018-06-30,2018-06-30,c722,,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzLzFmLzYwL2YzL2EwL2I3MWItNGYzZC05NmIxLTNkM2ZiNjdiN2VkNg.pdf,http://regnskaber.virk.dk/59619023/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzhkL2QyL2IxLzAyOWMtNDZlNS1hZmVkLTgwZDYwNWFhYmYyZA.xml,33250.0,Danmark,Ikast,7430.0,3.0,Thrigesvej,Ikast,7430.0,31.0,Kr. Poulsens Vej,"7430, Ikast","Thrigesvej, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-08-26,2019-08-26,2009-03-30,2019-08-26,103898.0,statsautoriseret revisor,125000.0,15807776.0,32091695.0,15807776.0,mne10823,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018/19 for Nomisly ApS.,Ãrsrapport,0.0,164000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Baastrup SÃ¸ndergaard,Allan Scheufens,Allan Scheufens,"Partner Revision, statsautoriseret revisionsaktieselskab",Nomisly ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Ikast,2017-07-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ikast - Brande,2019-06-30,2018-07-01,2019-08-26,Ikast,97 15 40 22,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27770983,indberetninger-20180424,2.511682,32091695.0,AWzSRELBIXJRhhXBNH0F,2019-08-27T08:50:15.927Z,2019-08-27T08:49:43.888Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CH-99-EQ,2019-08-27T08:49:44.189Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
