entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
33058705,2015-01-01,2015-12-31,c347,,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzRjLzUwLzA0ZWYtNDFiNC1iODRhLTMxZDU1NDdjZjJiNQ.pdf,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzdhL2M2L2RlLzBhN2ItNGUwMS1hNDlhLTc2ODAyMDA4MGEyZg.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Horsens,8700.0,13-19,RÃ¥dhustorvet,7100 Vejle,"HÃ¸jskolevej 22, Vinding",DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Koch Group ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-02,2010-07-01,2017-06-02,Statsautoriseret revisor,-13480.0,20222670.0,33058705.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Koch Group ApS.,-325211.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Dan Koch,Dan Koch,Nordea A/S,Koch Group ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,176.0,Vejle,2015-01-01,2015-12-31,-338515.0,-338691.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,6.0,2016-01-01,true,2017-06-02,Ejstrupholm,urn:ofk:oid:24240159,indberetninger-20180424,2.5118417999999996,33058705.0,,2018-03-29T13:58:28.533Z,2017-06-19T12:55:07.615Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-44-YB,2017-06-19T12:55:07.790Z,,,,,,,,,,,,,,,,,
33058705,2015-01-01,2015-12-31,c358,,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzRjLzUwLzA0ZWYtNDFiNC1iODRhLTMxZDU1NDdjZjJiNQ.pdf,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzdhL2M2L2RlLzBhN2ItNGUwMS1hNDlhLTc2ODAyMDA4MGEyZg.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Horsens,8700.0,13-19,RÃ¥dhustorvet,7100 Vejle,"HÃ¸jskolevej 22, Vinding",DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Koch Group ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-02,2010-07-01,2017-06-02,Statsautoriseret revisor,,20222670.0,33058705.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Koch Group ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Dan Koch,Dan Koch,Nordea A/S,Koch Group ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-01-01,2015-12-31,-605211.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,6.0,2016-01-01,true,2017-06-02,Ejstrupholm,urn:ofk:oid:24240159,indberetninger-20180424,2.5118417999999996,33058705.0,,2018-03-29T13:58:28.533Z,2017-06-19T12:55:07.615Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-44-YB,2017-06-19T12:55:07.790Z,,,,,,,,,,,,,,,,,
33058705,2015-01-01,2015-12-31,c368,,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzRjLzUwLzA0ZWYtNDFiNC1iODRhLTMxZDU1NDdjZjJiNQ.pdf,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzdhL2M2L2RlLzBhN2ItNGUwMS1hNDlhLTc2ODAyMDA4MGEyZg.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Horsens,8700.0,13-19,RÃ¥dhustorvet,7100 Vejle,"HÃ¸jskolevej 22, Vinding",DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Koch Group ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-02,2010-07-01,2017-06-02,Statsautoriseret revisor,,20222670.0,33058705.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Koch Group ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Dan Koch,Dan Koch,Nordea A/S,Koch Group ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-01-01,2015-12-31,266696.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,6.0,2016-01-01,true,2017-06-02,Ejstrupholm,urn:ofk:oid:24240159,indberetninger-20180424,2.5118417999999996,33058705.0,,2018-03-29T13:58:28.533Z,2017-06-19T12:55:07.615Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-44-YB,2017-06-19T12:55:07.790Z,,,,,,,,,,,,,,,,,
33058705,2015-12-31,2015-12-31,c398,,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzRjLzUwLzA0ZWYtNDFiNC1iODRhLTMxZDU1NDdjZjJiNQ.pdf,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzdhL2M2L2RlLzBhN2ItNGUwMS1hNDlhLTc2ODAyMDA4MGEyZg.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Horsens,8700.0,13-19,RÃ¥dhustorvet,7100 Vejle,"HÃ¸jskolevej 22, Vinding",DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Koch Group ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-02,2010-07-01,2017-06-02,Statsautoriseret revisor,,20222670.0,33058705.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Koch Group ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Dan Koch,Dan Koch,Nordea A/S,Koch Group ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,6.0,2016-01-01,true,2017-06-02,Ejstrupholm,urn:ofk:oid:24240159,indberetninger-20180424,2.5118417999999996,33058705.0,,2018-03-29T13:58:28.533Z,2017-06-19T12:55:07.615Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-44-YB,2017-06-19T12:55:07.790Z,1299360.0,14360.0,80000.0,526044.0,1299360.0,773316.0,1280000.0,1280000.0,1280000.0,1.0,773316.0,446044.0,773316.0,5000.0,5000.0,,
33058705,2016-01-01,2016-01-01,c703,,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzRjLzUwLzA0ZWYtNDFiNC1iODRhLTMxZDU1NDdjZjJiNQ.pdf,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzdhL2M2L2RlLzBhN2ItNGUwMS1hNDlhLTc2ODAyMDA4MGEyZg.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Horsens,8700.0,13-19,RÃ¥dhustorvet,7100 Vejle,"HÃ¸jskolevej 22, Vinding",DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Koch Group ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-02,2010-07-01,2017-06-02,Statsautoriseret revisor,,20222670.0,33058705.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Koch Group ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Dan Koch,Dan Koch,Nordea A/S,Koch Group ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,6.0,2016-01-01,true,2017-06-02,Ejstrupholm,urn:ofk:oid:24240159,indberetninger-20180424,2.5118417999999996,33058705.0,,2018-03-29T13:58:28.533Z,2017-06-19T12:55:07.615Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-44-YB,2017-06-19T12:55:07.790Z,,,,80000.0,,,,,,,,,,,,,
33058705,2016-01-01,2016-01-01,c730,,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzRjLzUwLzA0ZWYtNDFiNC1iODRhLTMxZDU1NDdjZjJiNQ.pdf,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzdhL2M2L2RlLzBhN2ItNGUwMS1hNDlhLTc2ODAyMDA4MGEyZg.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Horsens,8700.0,13-19,RÃ¥dhustorvet,7100 Vejle,"HÃ¸jskolevej 22, Vinding",DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Koch Group ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-02,2010-07-01,2017-06-02,Statsautoriseret revisor,,20222670.0,33058705.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Koch Group ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Dan Koch,Dan Koch,Nordea A/S,Koch Group ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,6.0,2016-01-01,true,2017-06-02,Ejstrupholm,urn:ofk:oid:24240159,indberetninger-20180424,2.5118417999999996,33058705.0,,2018-03-29T13:58:28.533Z,2017-06-19T12:55:07.615Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-44-YB,2017-06-19T12:55:07.790Z,,,,446044.0,,,,,,,,,,,,,
33058705,2016-01-01,2016-12-31,c0,,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzRjLzUwLzA0ZWYtNDFiNC1iODRhLTMxZDU1NDdjZjJiNQ.pdf,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzdhL2M2L2RlLzBhN2ItNGUwMS1hNDlhLTc2ODAyMDA4MGEyZg.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Horsens,8700.0,13-19,RÃ¥dhustorvet,7100 Vejle,"HÃ¸jskolevej 22, Vinding",DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Koch Group ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-02,2010-07-01,2017-06-02,Statsautoriseret revisor,-5376.0,20222670.0,33058705.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Koch Group ApS.,-1280000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Dan Koch,Dan Koch,Nordea A/S,Koch Group ApS,BDO Statsautoriseret revisionsaktieselskab,-97.0,0.0,Vejle,2015-01-01,2015-12-31,-1285473.0,-1285376.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,6.0,2016-01-01,true,2017-06-02,Ejstrupholm,urn:ofk:oid:24240159,indberetninger-20180424,2.5118417999999996,33058705.0,,2018-03-29T13:58:28.533Z,2017-06-19T12:55:07.615Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-44-YB,2017-06-19T12:55:07.790Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
33058705,2016-01-01,2016-12-31,c2,,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzRjLzUwLzA0ZWYtNDFiNC1iODRhLTMxZDU1NDdjZjJiNQ.pdf,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzdhL2M2L2RlLzBhN2ItNGUwMS1hNDlhLTc2ODAyMDA4MGEyZg.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Horsens,8700.0,13-19,RÃ¥dhustorvet,7100 Vejle,"HÃ¸jskolevej 22, Vinding",DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Koch Group ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-02,2010-07-01,2017-06-02,Statsautoriseret revisor,,20222670.0,33058705.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Koch Group ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Dan Koch,Dan Koch,Nordea A/S,Koch Group ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,6.0,2016-01-01,true,2017-06-02,Ejstrupholm,urn:ofk:oid:24240159,indberetninger-20180424,2.5118417999999996,33058705.0,,2018-03-29T13:58:28.533Z,2017-06-19T12:55:07.615Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-44-YB,2017-06-19T12:55:07.790Z,,,,,,,,,,,,,,,,,
33058705,2016-01-01,2016-12-31,c357,,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzRjLzUwLzA0ZWYtNDFiNC1iODRhLTMxZDU1NDdjZjJiNQ.pdf,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzdhL2M2L2RlLzBhN2ItNGUwMS1hNDlhLTc2ODAyMDA4MGEyZg.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Horsens,8700.0,13-19,RÃ¥dhustorvet,7100 Vejle,"HÃ¸jskolevej 22, Vinding",DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Koch Group ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-02,2010-07-01,2017-06-02,Statsautoriseret revisor,,20222670.0,33058705.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Koch Group ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Dan Koch,Dan Koch,Nordea A/S,Koch Group ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-01-01,2015-12-31,0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,6.0,2016-01-01,true,2017-06-02,Ejstrupholm,urn:ofk:oid:24240159,indberetninger-20180424,2.5118417999999996,33058705.0,,2018-03-29T13:58:28.533Z,2017-06-19T12:55:07.615Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-44-YB,2017-06-19T12:55:07.790Z,,,,,,,,,,,,,,,,,
33058705,2016-01-01,2016-12-31,c367,,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzc1L2ExLzRjLzUwLzA0ZWYtNDFiNC1iODRhLTMxZDU1NDdjZjJiNQ.pdf,http://regnskaber.virk.dk/50785033/ZG9rdW1lbnRsYWdlcjovLzAzLzgyLzdhL2M2L2RlLzBhN2ItNGUwMS1hNDlhLTc2ODAyMDA4MGEyZg.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,Horsens,8700.0,13-19,RÃ¥dhustorvet,7100 Vejle,"HÃ¸jskolevej 22, Vinding",DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i Koch Group ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-02,2010-07-01,2017-06-02,Statsautoriseret revisor,,20222670.0,33058705.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Koch Group ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Dan Koch,Dan Koch,Nordea A/S,Koch Group ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejle,2015-01-01,2015-12-31,-1285473.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2016-12-31,6.0,2016-01-01,true,2017-06-02,Ejstrupholm,urn:ofk:oid:24240159,indberetninger-20180424,2.5118417999999996,33058705.0,,2018-03-29T13:58:28.533Z,2017-06-19T12:55:07.615Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-44-YB,2017-06-19T12:55:07.790Z,,,,,,,,,,,,,,,,,
