entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnManagementsResponsibilityAuditorsReportOnReviewOfFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
26350174,2010-10-01,2010-10-01,c416,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8vcGRmcy8yNjM1MDE3NDtBcFMyOTM5Mzg7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDEyMTIxN18xMzMzMzVfODM5.xml,Danmark,8800 Viborg,Agerlandsvej 1,8800  Viborg,"St. Sct. Mikkelsgade 33, st.",8800 Viborg,Agerlandsvej 1,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 14. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-06,2012-12-06,2001-12-03,2012-12-17,21202.0,36133.0,32093272.0,26350174.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Free Style ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Free Style ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Dennis Helstrup Jensen,Dennis Helstrup Jensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Free Style ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg kommune,2012-09-30,2011-10-01,2012-12-06,Viborg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:13213696,indberetninger-20180424,2.5118417999999996,26350174.0,,2018-04-02T13:27:44.958Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-349.281,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26350174,2010-10-01,2011-09-30,c108,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8vcGRmcy8yNjM1MDE3NDtBcFMyOTM5Mzg7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDEyMTIxN18xMzMzMzVfODM5.xml,Danmark,8800 Viborg,Agerlandsvej 1,8800  Viborg,"St. Sct. Mikkelsgade 33, st.",8800 Viborg,Agerlandsvej 1,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 14. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-06,2012-12-06,2001-12-03,2012-12-17,21202.0,,32093272.0,26350174.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Free Style ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Free Style ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Dennis Helstrup Jensen,Dennis Helstrup Jensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Free Style ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg kommune,2012-09-30,2011-10-01,2012-12-06,Viborg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:13213696,indberetninger-20180424,2.5118417999999996,26350174.0,,2018-04-02T13:27:44.958Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-349.281,2012-12-18T23:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26350174,2010-10-01,2011-09-30,c120,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8vcGRmcy8yNjM1MDE3NDtBcFMyOTM5Mzg7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDEyMTIxN18xMzMzMzVfODM5.xml,Danmark,8800 Viborg,Agerlandsvej 1,8800  Viborg,"St. Sct. Mikkelsgade 33, st.",8800 Viborg,Agerlandsvej 1,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 14. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-06,2012-12-06,2001-12-03,2012-12-17,21202.0,,32093272.0,26350174.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Free Style ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Free Style ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Dennis Helstrup Jensen,Dennis Helstrup Jensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Free Style ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg kommune,2012-09-30,2011-10-01,2012-12-06,Viborg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:13213696,indberetninger-20180424,2.5118417999999996,26350174.0,,2018-04-02T13:27:44.958Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-349.281,2012-12-18T23:00:00.000Z,-21740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26350174,2010-10-01,2011-09-30,c3,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8vcGRmcy8yNjM1MDE3NDtBcFMyOTM5Mzg7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDEyMTIxN18xMzMzMzVfODM5.xml,Danmark,8800 Viborg,Agerlandsvej 1,8800  Viborg,"St. Sct. Mikkelsgade 33, st.",8800 Viborg,Agerlandsvej 1,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 14. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-06,2012-12-06,2001-12-03,2012-12-17,21202.0,,32093272.0,26350174.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Free Style ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Free Style ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Dennis Helstrup Jensen,Dennis Helstrup Jensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Free Style ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg kommune,2012-09-30,2011-10-01,2012-12-06,Viborg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:13213696,indberetninger-20180424,2.5118417999999996,26350174.0,,2018-04-02T13:27:44.958Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-349.281,2012-12-18T23:00:00.000Z,-21740.0,6.0,26108.0,1074447.0,1073566.0,45500.0,2236.0,485.0,62448.0,-28740.0,-26989.0,29137.0,-7000.0,937362.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26350174,2010-10-01,2011-09-30,c417,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8vcGRmcy8yNjM1MDE3NDtBcFMyOTM5Mzg7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDEyMTIxN18xMzMzMzVfODM5.xml,Danmark,8800 Viborg,Agerlandsvej 1,8800  Viborg,"St. Sct. Mikkelsgade 33, st.",8800 Viborg,Agerlandsvej 1,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 14. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-06,2012-12-06,2001-12-03,2012-12-17,21202.0,,32093272.0,26350174.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Free Style ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Free Style ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Dennis Helstrup Jensen,Dennis Helstrup Jensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Free Style ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg kommune,2012-09-30,2011-10-01,2012-12-06,Viborg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:13213696,indberetninger-20180424,2.5118417999999996,26350174.0,,2018-04-02T13:27:44.958Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-349.281,2012-12-18T23:00:00.000Z,-21739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26350174,2011-09-30,2011-09-30,c4,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8vcGRmcy8yNjM1MDE3NDtBcFMyOTM5Mzg7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDEyMTIxN18xMzMzMzVfODM5.xml,Danmark,8800 Viborg,Agerlandsvej 1,8800  Viborg,"St. Sct. Mikkelsgade 33, st.",8800 Viborg,Agerlandsvej 1,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 14. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-06,2012-12-06,2001-12-03,2012-12-17,21202.0,139394.0,32093272.0,26350174.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Free Style ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Free Style ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Dennis Helstrup Jensen,Dennis Helstrup Jensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Free Style ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg kommune,2012-09-30,2011-10-01,2012-12-06,Viborg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:13213696,indberetninger-20180424,2.5118417999999996,26350174.0,,2018-04-02T13:27:44.958Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-349.281,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,373004.0,54998.0,125000.0,253705.0,7209.0,119299.0,159988.0,373004.0,208610.0,159988.0,119299.0,163029.0,19428.0,119299.0,0.0,25000.0,25000.0,14394.0,208610.0,38719.0,0.0,8446.0,45581.0,3636.0,,
26350174,2011-09-30,2011-09-30,c418,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8vcGRmcy8yNjM1MDE3NDtBcFMyOTM5Mzg7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDEyMTIxN18xMzMzMzVfODM5.xml,Danmark,8800 Viborg,Agerlandsvej 1,8800  Viborg,"St. Sct. Mikkelsgade 33, st.",8800 Viborg,Agerlandsvej 1,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 14. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-06,2012-12-06,2001-12-03,2012-12-17,21202.0,14394.0,32093272.0,26350174.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Free Style ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Free Style ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Dennis Helstrup Jensen,Dennis Helstrup Jensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Free Style ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg kommune,2012-09-30,2011-10-01,2012-12-06,Viborg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:13213696,indberetninger-20180424,2.5118417999999996,26350174.0,,2018-04-02T13:27:44.958Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-349.281,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26350174,2011-10-01,2011-10-01,c157,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8vcGRmcy8yNjM1MDE3NDtBcFMyOTM5Mzg7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDEyMTIxN18xMzMzMzVfODM5.xml,Danmark,8800 Viborg,Agerlandsvej 1,8800  Viborg,"St. Sct. Mikkelsgade 33, st.",8800 Viborg,Agerlandsvej 1,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 14. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-06,2012-12-06,2001-12-03,2012-12-17,21202.0,,32093272.0,26350174.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Free Style ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Free Style ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Dennis Helstrup Jensen,Dennis Helstrup Jensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Free Style ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg kommune,2012-09-30,2011-10-01,2012-12-06,Viborg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:13213696,indberetninger-20180424,2.5118417999999996,26350174.0,,2018-04-02T13:27:44.958Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-349.281,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121490.0,240789.0
26350174,2011-10-01,2011-10-01,c195,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8vcGRmcy8yNjM1MDE3NDtBcFMyOTM5Mzg7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDEyMTIxN18xMzMzMzVfODM5.xml,Danmark,8800 Viborg,Agerlandsvej 1,8800  Viborg,"St. Sct. Mikkelsgade 33, st.",8800 Viborg,Agerlandsvej 1,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 14. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-06,2012-12-06,2001-12-03,2012-12-17,21202.0,14394.0,32093272.0,26350174.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Free Style ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Free Style ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Dennis Helstrup Jensen,Dennis Helstrup Jensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Free Style ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg kommune,2012-09-30,2011-10-01,2012-12-06,Viborg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:13213696,indberetninger-20180424,2.5118417999999996,26350174.0,,2018-04-02T13:27:44.958Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-349.281,2012-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26350174,2011-10-01,2012-09-30,c1,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8vcGRmcy8yNjM1MDE3NDtBcFMyOTM5Mzg7MjAxMTEwMDE7MjAxMjA5MzA7UjtS.pdf,http://regnskaber.virk.dk/47105362/Y3ZyLmRrOi8veGJybHMvWC04MTAzMjcxMi0yMDEyMTIxN18xMzMzMzVfODM5.xml,Danmark,8800 Viborg,Agerlandsvej 1,8800  Viborg,"St. Sct. Mikkelsgade 33, st.",8800 Viborg,Agerlandsvej 1,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 14. december 2010 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-12-06,2012-12-06,2001-12-03,2012-12-17,21202.0,,32093272.0,26350174.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012 for Free Style ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for Free Style ApS for regnskabsÃ¥ret 1. oktober 2011 - 30. september 2012.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Bo SkÃ¥rup SÃ¸rensen,Dennis Helstrup Jensen,Dennis Helstrup Jensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Free Style ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg kommune,2012-09-30,2011-10-01,2012-12-06,Viborg,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:13213696,indberetninger-20180424,2.5118417999999996,26350174.0,,2018-04-02T13:27:44.958Z,2012-12-18T23:00:00.000Z,regnskab,0.0,,2012-09-30,2011-10-01,12-349.281,2012-12-18T23:00:00.000Z,11010.0,6.0,21202.0,1162870.0,1201684.0,48686.0,2027.0,0.0,65080.0,15585.0,17612.0,29354.0,4575.0,1019750.0,,,,,,,,,,,,,,,,,,,,,,,,,,
