entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
37376671,2015-07-01,2016-06-30,ID_7,,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzZiL2MzLzQ2LzMyOGYtNDRjZC1hMzRjLTYwZWUzMzY1ZWM3NQ.pdf,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2RiL2VhLzJhLzY1NDQtNDlhMy1iMjE1LTY5MzJhNTdhYzEyNA.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til kapitalejerne i Windturbs Ejendomme Aps,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2017-08-25,2017-08-25,2016-01-04,2017-08-25,8567.0,65204.0,12901038.0,37376671.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for Windturbs Ejendomme Aps.,Ãrsrapport,Ole  Olsen,Henrik Jensen,aage maagensen,Nordea,LassenRicard,Windturbs Ejendomme Aps,"aage maagensen, statsautoriseret revisionsaktieselskab",23255.0,NykÃ¸bing F.,2015-07-01,2016-06-30,23420.0,33382.0,56637.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"376, Guldborgsund",2017-06-30,2016-07-01,false,2017-08-25,NykÃ¸bing F.,9962.0,RevisionspÃ¥tegning,urn:ofk:oid:24466994,indberetninger-20180424,2.5097342,37376671.0,,2018-03-27T14:25:28.899Z,2017-09-01T10:51:15.014Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AT-24-JE,2017-09-01T10:51:15.195Z,,,,,,,,,,,,,,,,,,,,,,,,
37376671,2015-07-01,2016-06-30,ID_9,,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzZiL2MzLzQ2LzMyOGYtNDRjZC1hMzRjLTYwZWUzMzY1ZWM3NQ.pdf,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2RiL2VhLzJhLzY1NDQtNDlhMy1iMjE1LTY5MzJhNTdhYzEyNA.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til kapitalejerne i Windturbs Ejendomme Aps,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2017-08-25,2017-08-25,2016-01-04,2017-08-25,,,12901038.0,37376671.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for Windturbs Ejendomme Aps.,Ãrsrapport,Ole  Olsen,Henrik Jensen,aage maagensen,Nordea,LassenRicard,Windturbs Ejendomme Aps,"aage maagensen, statsautoriseret revisionsaktieselskab",,NykÃ¸bing F.,2015-07-01,2016-06-30,-23420.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"376, Guldborgsund",2017-06-30,2016-07-01,false,2017-08-25,NykÃ¸bing F.,,RevisionspÃ¥tegning,urn:ofk:oid:24466994,indberetninger-20180424,2.5097342,37376671.0,,2018-03-27T14:25:28.899Z,2017-09-01T10:51:15.014Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AT-24-JE,2017-09-01T10:51:15.195Z,,,,,,,,,,,,,,,,,,,,,,,,
37376671,2016-06-30,2016-06-30,ID_6,,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzZiL2MzLzQ2LzMyOGYtNDRjZC1hMzRjLTYwZWUzMzY1ZWM3NQ.pdf,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2RiL2VhLzJhLzY1NDQtNDlhMy1iMjE1LTY5MzJhNTdhYzEyNA.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til kapitalejerne i Windturbs Ejendomme Aps,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2017-08-25,2017-08-25,2016-01-04,2017-08-25,,,12901038.0,37376671.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for Windturbs Ejendomme Aps.,Ãrsrapport,Ole  Olsen,Henrik Jensen,aage maagensen,Nordea,LassenRicard,Windturbs Ejendomme Aps,"aage maagensen, statsautoriseret revisionsaktieselskab",,NykÃ¸bing F.,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"376, Guldborgsund",2017-06-30,2016-07-01,false,2017-08-25,NykÃ¸bing F.,,RevisionspÃ¥tegning,urn:ofk:oid:24466994,indberetninger-20180424,2.5097342,37376671.0,,2018-03-27T14:25:28.899Z,2017-09-01T10:51:15.014Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AT-24-JE,2017-09-01T10:51:15.195Z,1940425.0,50000.0,20392.0,73420.0,1920033.0,1940425.0,1851521.0,265882.0,1553850.0,1021755.0,266213.0,1920033.0,48746.0,20392.0,1920033.0,15484.0,15484.0,23420.0,193225.0,297671.0,55700.0,20392.0,,
37376671,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzZiL2MzLzQ2LzMyOGYtNDRjZC1hMzRjLTYwZWUzMzY1ZWM3NQ.pdf,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2RiL2VhLzJhLzY1NDQtNDlhMy1iMjE1LTY5MzJhNTdhYzEyNA.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til kapitalejerne i Windturbs Ejendomme Aps,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2017-08-25,2017-08-25,2016-01-04,2017-08-25,35572.0,165946.0,12901038.0,37376671.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for Windturbs Ejendomme Aps.,Ãrsrapport,Ole  Olsen,Henrik Jensen,aage maagensen,Nordea,LassenRicard,Windturbs Ejendomme Aps,"aage maagensen, statsautoriseret revisionsaktieselskab",58496.0,NykÃ¸bing F.,2015-07-01,2016-06-30,57823.0,71878.0,130374.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"376, Guldborgsund",2017-06-30,2016-07-01,false,2017-08-25,NykÃ¸bing F.,14055.0,RevisionspÃ¥tegning,urn:ofk:oid:24466994,indberetninger-20180424,2.5097342,37376671.0,,2018-03-27T14:25:28.899Z,2017-09-01T10:51:15.014Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AT-24-JE,2017-09-01T10:51:15.195Z,,,,,,,,,,,,,,,,,,,,,,,,
37376671,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzZiL2MzLzQ2LzMyOGYtNDRjZC1hMzRjLTYwZWUzMzY1ZWM3NQ.pdf,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2RiL2VhLzJhLzY1NDQtNDlhMy1iMjE1LTY5MzJhNTdhYzEyNA.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til kapitalejerne i Windturbs Ejendomme Aps,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2017-08-25,2017-08-25,2016-01-04,2017-08-25,,,12901038.0,37376671.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for Windturbs Ejendomme Aps.,Ãrsrapport,Ole  Olsen,Henrik Jensen,aage maagensen,Nordea,LassenRicard,Windturbs Ejendomme Aps,"aage maagensen, statsautoriseret revisionsaktieselskab",,NykÃ¸bing F.,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"376, Guldborgsund",2017-06-30,2016-07-01,false,2017-08-25,NykÃ¸bing F.,,RevisionspÃ¥tegning,urn:ofk:oid:24466994,indberetninger-20180424,2.5097342,37376671.0,,2018-03-27T14:25:28.899Z,2017-09-01T10:51:15.014Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AT-24-JE,2017-09-01T10:51:15.195Z,,,,,,,,,,,,,,,,,,,,,,,,
37376671,2016-07-01,2017-06-30,ID_2,,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzZiL2MzLzQ2LzMyOGYtNDRjZC1hMzRjLTYwZWUzMzY1ZWM3NQ.pdf,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2RiL2VhLzJhLzY1NDQtNDlhMy1iMjE1LTY5MzJhNTdhYzEyNA.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til kapitalejerne i Windturbs Ejendomme Aps,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2017-08-25,2017-08-25,2016-01-04,2017-08-25,,,12901038.0,37376671.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for Windturbs Ejendomme Aps.,Ãrsrapport,Ole  Olsen,Henrik Jensen,aage maagensen,Nordea,LassenRicard,Windturbs Ejendomme Aps,"aage maagensen, statsautoriseret revisionsaktieselskab",,NykÃ¸bing F.,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"376, Guldborgsund",2017-06-30,2016-07-01,false,2017-08-25,NykÃ¸bing F.,,RevisionspÃ¥tegning,urn:ofk:oid:24466994,indberetninger-20180424,2.5097342,37376671.0,,2018-03-27T14:25:28.899Z,2017-09-01T10:51:15.014Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AT-24-JE,2017-09-01T10:51:15.195Z,,,,,,,,,,,,,,,,,,,,,,,Henrik  Jensen,DirektÃ¸r
37376671,2016-07-01,2017-06-30,ID_3,,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzZiL2MzLzQ2LzMyOGYtNDRjZC1hMzRjLTYwZWUzMzY1ZWM3NQ.pdf,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2RiL2VhLzJhLzY1NDQtNDlhMy1iMjE1LTY5MzJhNTdhYzEyNA.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til kapitalejerne i Windturbs Ejendomme Aps,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2017-08-25,2017-08-25,2016-01-04,2017-08-25,,,12901038.0,37376671.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for Windturbs Ejendomme Aps.,Ãrsrapport,Ole  Olsen,Henrik Jensen,aage maagensen,Nordea,LassenRicard,Windturbs Ejendomme Aps,"aage maagensen, statsautoriseret revisionsaktieselskab",,NykÃ¸bing F.,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"376, Guldborgsund",2017-06-30,2016-07-01,false,2017-08-25,NykÃ¸bing F.,,RevisionspÃ¥tegning,urn:ofk:oid:24466994,indberetninger-20180424,2.5097342,37376671.0,,2018-03-27T14:25:28.899Z,2017-09-01T10:51:15.014Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AT-24-JE,2017-09-01T10:51:15.195Z,,,,,,,,,,,,,,,,,,,,,,,RenÃ¨  Nielsson,DirektÃ¸r
37376671,2016-07-01,2017-06-30,ID_4,,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzZiL2MzLzQ2LzMyOGYtNDRjZC1hMzRjLTYwZWUzMzY1ZWM3NQ.pdf,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2RiL2VhLzJhLzY1NDQtNDlhMy1iMjE1LTY5MzJhNTdhYzEyNA.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til kapitalejerne i Windturbs Ejendomme Aps,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2017-08-25,2017-08-25,2016-01-04,2017-08-25,,,12901038.0,37376671.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for Windturbs Ejendomme Aps.,Ãrsrapport,Ole  Olsen,Henrik Jensen,aage maagensen,Nordea,LassenRicard,Windturbs Ejendomme Aps,"aage maagensen, statsautoriseret revisionsaktieselskab",,NykÃ¸bing F.,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"376, Guldborgsund",2017-06-30,2016-07-01,false,2017-08-25,NykÃ¸bing F.,,RevisionspÃ¥tegning,urn:ofk:oid:24466994,indberetninger-20180424,2.5097342,37376671.0,,2018-03-27T14:25:28.899Z,2017-09-01T10:51:15.014Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AT-24-JE,2017-09-01T10:51:15.195Z,,,,,,,,,,,,,,,,,,,,,,,,
37376671,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzZiL2MzLzQ2LzMyOGYtNDRjZC1hMzRjLTYwZWUzMzY1ZWM3NQ.pdf,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2RiL2VhLzJhLzY1NDQtNDlhMy1iMjE1LTY5MzJhNTdhYzEyNA.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til kapitalejerne i Windturbs Ejendomme Aps,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2017-08-25,2017-08-25,2016-01-04,2017-08-25,,,12901038.0,37376671.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for Windturbs Ejendomme Aps.,Ãrsrapport,Ole  Olsen,Henrik Jensen,aage maagensen,Nordea,LassenRicard,Windturbs Ejendomme Aps,"aage maagensen, statsautoriseret revisionsaktieselskab",,NykÃ¸bing F.,2015-07-01,2016-06-30,-57823.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"376, Guldborgsund",2017-06-30,2016-07-01,false,2017-08-25,NykÃ¸bing F.,,RevisionspÃ¥tegning,urn:ofk:oid:24466994,indberetninger-20180424,2.5097342,37376671.0,,2018-03-27T14:25:28.899Z,2017-09-01T10:51:15.014Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AT-24-JE,2017-09-01T10:51:15.195Z,,,,,,,,,,,,,,,,,,,,,,,,
37376671,2017-06-30,2017-06-30,ID_5,,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzZiL2MzLzQ2LzMyOGYtNDRjZC1hMzRjLTYwZWUzMzY1ZWM3NQ.pdf,http://regnskaber.virk.dk/17667373/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2RiL2VhLzJhLzY1NDQtNDlhMy1iMjE1LTY5MzJhNTdhYzEyNA.xml,true,"NykÃ¸bing F, 4800",Slotsgade 11,Til kapitalejerne i Windturbs Ejendomme Aps,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 30-06-2017.",2017-08-25,2017-08-25,2016-01-04,2017-08-25,,,12901038.0,37376671.0,12901038.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 30-06-2017 for Windturbs Ejendomme Aps.,Ãrsrapport,Ole  Olsen,Henrik Jensen,aage maagensen,Nordea,LassenRicard,Windturbs Ejendomme Aps,"aage maagensen, statsautoriseret revisionsaktieselskab",,NykÃ¸bing F.,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"376, Guldborgsund",2017-06-30,2016-07-01,false,2017-08-25,NykÃ¸bing F.,,RevisionspÃ¥tegning,urn:ofk:oid:24466994,indberetninger-20180424,2.5097342,37376671.0,,2018-03-27T14:25:28.899Z,2017-09-01T10:51:15.014Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AT-24-JE,2017-09-01T10:51:15.195Z,1903923.0,50000.0,19462.0,131243.0,1884461.0,1903923.0,1751128.0,224306.0,1469868.0,966027.0,279535.0,1884461.0,52134.0,19462.0,1884461.0,21552.0,21552.0,81243.0,151602.0,281260.0,77524.0,19462.0,,
