entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,Dividend
19372677,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2JlL2Y5LzBhL2YyMTMtNGVmMS04YTI1LWI3MjEwMmFkODA0Yw.xhtml,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzM1LzkyL2VhL2Y0YTktNDY4Ni1iMmU3LTk1Y2IwZTRlZGY1OQ.pdf,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NiL2FmL2I2LzJlMzYtNGE4OS05ZWVmLTQ0MzUyMjU3MTc1ZA.xml,true,Vejle,7100.0,8.0,NÃ¸rrebrogade,7100 Vejle,Skomagervej 3C,Regnskabsklasse B,2017-05-05,2017-05-05,6500.0,1114273.0,1354544.0,19372677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Hyldgaard,Carsten Hyldgaard,VEJLE STÃVSUGERCENTRAL ApS,Michelle Madsen,37278.0,108175.0,Vejle,2015-01-01,2015-12-31,228752.0,304668.0,233771.0,2016-12-31,2016-01-01,false,false,75916.0,75821580.0,false,false,Ingen bistand,urn:ofk:oid:23853044,indberetninger-20180424,2.5927862999999998,19372677.0,,2018-03-28T00:02:47.950Z,2017-05-11T17:30:42.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-05-PK,2017-05-11T17:30:42.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19372677,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2JlL2Y5LzBhL2YyMTMtNGVmMS04YTI1LWI3MjEwMmFkODA0Yw.xhtml,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzM1LzkyL2VhL2Y0YTktNDY4Ni1iMmU3LTk1Y2IwZTRlZGY1OQ.pdf,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NiL2FmL2I2LzJlMzYtNGE4OS05ZWVmLTQ0MzUyMjU3MTc1ZA.xml,true,Vejle,7100.0,8.0,NÃ¸rrebrogade,7100 Vejle,Skomagervej 3C,Regnskabsklasse B,2017-05-05,2017-05-05,,,,19372677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Hyldgaard,Carsten Hyldgaard,VEJLE STÃVSUGERCENTRAL ApS,Michelle Madsen,,,Vejle,2015-01-01,2015-12-31,49900.0,,,2016-12-31,2016-01-01,false,false,,75821580.0,false,false,Ingen bistand,urn:ofk:oid:23853044,indberetninger-20180424,2.5927862999999998,19372677.0,,2018-03-28T00:02:47.950Z,2017-05-11T17:30:42.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-05-PK,2017-05-11T17:30:42.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19372677,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2JlL2Y5LzBhL2YyMTMtNGVmMS04YTI1LWI3MjEwMmFkODA0Yw.xhtml,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzM1LzkyL2VhL2Y0YTktNDY4Ni1iMmU3LTk1Y2IwZTRlZGY1OQ.pdf,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NiL2FmL2I2LzJlMzYtNGE4OS05ZWVmLTQ0MzUyMjU3MTc1ZA.xml,true,Vejle,7100.0,8.0,NÃ¸rrebrogade,7100 Vejle,Skomagervej 3C,Regnskabsklasse B,2017-05-05,2017-05-05,,,,19372677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Hyldgaard,Carsten Hyldgaard,VEJLE STÃVSUGERCENTRAL ApS,Michelle Madsen,,,Vejle,2015-01-01,2015-12-31,178852.0,,,2016-12-31,2016-01-01,false,false,,75821580.0,false,false,Ingen bistand,urn:ofk:oid:23853044,indberetninger-20180424,2.5927862999999998,19372677.0,,2018-03-28T00:02:47.950Z,2017-05-11T17:30:42.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-05-PK,2017-05-11T17:30:42.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19372677,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2JlL2Y5LzBhL2YyMTMtNGVmMS04YTI1LWI3MjEwMmFkODA0Yw.xhtml,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzM1LzkyL2VhL2Y0YTktNDY4Ni1iMmU3LTk1Y2IwZTRlZGY1OQ.pdf,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NiL2FmL2I2LzJlMzYtNGE4OS05ZWVmLTQ0MzUyMjU3MTc1ZA.xml,true,Vejle,7100.0,8.0,NÃ¸rrebrogade,7100 Vejle,Skomagervej 3C,Regnskabsklasse B,2017-05-05,2017-05-05,,,,19372677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Hyldgaard,Carsten Hyldgaard,VEJLE STÃVSUGERCENTRAL ApS,Michelle Madsen,,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,75821580.0,false,false,Ingen bistand,urn:ofk:oid:23853044,indberetninger-20180424,2.5927862999999998,19372677.0,,2018-03-28T00:02:47.950Z,2017-05-11T17:30:42.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-05-PK,2017-05-11T17:30:42.994Z,2181323.0,1104694.0,125000.0,1826323.0,1451368.0,320000.0,302606.0,2181323.0,728672.0,35000.0,302606.0,355000.0,35000.0,0.0,342945.0,130225.0,320000.0,49900.0,1283.0,1283.0,1276468.0,0.0,728672.0,0.0,419023.0,0.0,59263.0,385727.0,229535.0,
19372677,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2JlL2Y5LzBhL2YyMTMtNGVmMS04YTI1LWI3MjEwMmFkODA0Yw.xhtml,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzM1LzkyL2VhL2Y0YTktNDY4Ni1iMmU3LTk1Y2IwZTRlZGY1OQ.pdf,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NiL2FmL2I2LzJlMzYtNGE4OS05ZWVmLTQ0MzUyMjU3MTc1ZA.xml,true,Vejle,7100.0,8.0,NÃ¸rrebrogade,7100 Vejle,Skomagervej 3C,Regnskabsklasse B,2017-05-05,2017-05-05,,,,19372677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Hyldgaard,Carsten Hyldgaard,VEJLE STÃVSUGERCENTRAL ApS,Michelle Madsen,,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,75821580.0,false,false,Ingen bistand,urn:ofk:oid:23853044,indberetninger-20180424,2.5927862999999998,19372677.0,,2018-03-28T00:02:47.950Z,2017-05-11T17:30:42.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-05-PK,2017-05-11T17:30:42.994Z,,,,,1276468.0,,,,,,,,,,,,,,,,,,,,,,,,,
19372677,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2JlL2Y5LzBhL2YyMTMtNGVmMS04YTI1LWI3MjEwMmFkODA0Yw.xhtml,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzM1LzkyL2VhL2Y0YTktNDY4Ni1iMmU3LTk1Y2IwZTRlZGY1OQ.pdf,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NiL2FmL2I2LzJlMzYtNGE4OS05ZWVmLTQ0MzUyMjU3MTc1ZA.xml,true,Vejle,7100.0,8.0,NÃ¸rrebrogade,7100 Vejle,Skomagervej 3C,Regnskabsklasse B,2017-05-05,2017-05-05,,,,19372677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Hyldgaard,Carsten Hyldgaard,VEJLE STÃVSUGERCENTRAL ApS,Michelle Madsen,,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,75821580.0,false,false,Ingen bistand,urn:ofk:oid:23853044,indberetninger-20180424,2.5927862999999998,19372677.0,,2018-03-28T00:02:47.950Z,2017-05-11T17:30:42.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-05-PK,2017-05-11T17:30:42.994Z,,,,,49900.0,,,,,,,,,,,,,,,,,,,,,,,,,
19372677,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2JlL2Y5LzBhL2YyMTMtNGVmMS04YTI1LWI3MjEwMmFkODA0Yw.xhtml,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzM1LzkyL2VhL2Y0YTktNDY4Ni1iMmU3LTk1Y2IwZTRlZGY1OQ.pdf,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NiL2FmL2I2LzJlMzYtNGE4OS05ZWVmLTQ0MzUyMjU3MTc1ZA.xml,true,Vejle,7100.0,8.0,NÃ¸rrebrogade,7100 Vejle,Skomagervej 3C,Regnskabsklasse B,2017-05-05,2017-05-05,,,,19372677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Hyldgaard,Carsten Hyldgaard,VEJLE STÃVSUGERCENTRAL ApS,Michelle Madsen,,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,75821580.0,false,false,Ingen bistand,urn:ofk:oid:23853044,indberetninger-20180424,2.5927862999999998,19372677.0,,2018-03-28T00:02:47.950Z,2017-05-11T17:30:42.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-05-PK,2017-05-11T17:30:42.994Z,,,,,1451368.0,,,,,,,,,,,,,,,,,,,,,,,,,
19372677,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2JlL2Y5LzBhL2YyMTMtNGVmMS04YTI1LWI3MjEwMmFkODA0Yw.xhtml,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzM1LzkyL2VhL2Y0YTktNDY4Ni1iMmU3LTk1Y2IwZTRlZGY1OQ.pdf,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NiL2FmL2I2LzJlMzYtNGE4OS05ZWVmLTQ0MzUyMjU3MTc1ZA.xml,true,Vejle,7100.0,8.0,NÃ¸rrebrogade,7100 Vejle,Skomagervej 3C,Regnskabsklasse B,2017-05-05,2017-05-05,,,,19372677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Hyldgaard,Carsten Hyldgaard,VEJLE STÃVSUGERCENTRAL ApS,Michelle Madsen,,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,75821580.0,false,false,Ingen bistand,urn:ofk:oid:23853044,indberetninger-20180424,2.5927862999999998,19372677.0,,2018-03-28T00:02:47.950Z,2017-05-11T17:30:42.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-05-PK,2017-05-11T17:30:42.994Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,
19372677,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2JlL2Y5LzBhL2YyMTMtNGVmMS04YTI1LWI3MjEwMmFkODA0Yw.xhtml,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzM1LzkyL2VhL2Y0YTktNDY4Ni1iMmU3LTk1Y2IwZTRlZGY1OQ.pdf,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NiL2FmL2I2LzJlMzYtNGE4OS05ZWVmLTQ0MzUyMjU3MTc1ZA.xml,true,Vejle,7100.0,8.0,NÃ¸rrebrogade,7100 Vejle,Skomagervej 3C,Regnskabsklasse B,2017-05-05,2017-05-05,-7000.0,959663.0,1264983.0,19372677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Hyldgaard,Carsten Hyldgaard,VEJLE STÃVSUGERCENTRAL ApS,Michelle Madsen,2366.0,3583.0,Vejle,2015-01-01,2015-12-31,243817.0,313537.0,312320.0,2016-12-31,2016-01-01,false,false,69720.0,75821580.0,false,false,Ingen bistand,urn:ofk:oid:23853044,indberetninger-20180424,2.5927862999999998,19372677.0,,2018-03-28T00:02:47.950Z,2017-05-11T17:30:42.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-05-PK,2017-05-11T17:30:42.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49900.0
19372677,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzL2RjL2JlL2Y5LzBhL2YyMTMtNGVmMS04YTI1LWI3MjEwMmFkODA0Yw.xhtml,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzM1LzkyL2VhL2Y0YTktNDY4Ni1iMmU3LTk1Y2IwZTRlZGY1OQ.pdf,http://regnskaber.virk.dk/77627391/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NiL2FmL2I2LzJlMzYtNGE4OS05ZWVmLTQ0MzUyMjU3MTc1ZA.xml,true,Vejle,7100.0,8.0,NÃ¸rrebrogade,7100 Vejle,Skomagervej 3C,Regnskabsklasse B,2017-05-05,2017-05-05,,,,19372677.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Carsten Hyldgaard,Carsten Hyldgaard,VEJLE STÃVSUGERCENTRAL ApS,Michelle Madsen,,,Vejle,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,75821580.0,false,false,Ingen bistand,urn:ofk:oid:23853044,indberetninger-20180424,2.5927862999999998,19372677.0,,2018-03-28T00:02:47.950Z,2017-05-11T17:30:42.828Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-05-PK,2017-05-11T17:30:42.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
