entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTaxReceivables,DividendPaid
34471630,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzQ3LzI1LzIyLzExNWMtNDIwYi04Mzc2LTk5NjgwMWFlMTY4OQ.xhtml,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzAzLzJmLzBmLzA4NjEtNGM0Zi05MGVkLWEwMGUwZDUzNDdlMw.pdf,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2ZmLzVlLzVjL2Q4YTAtNDdlYy1hMmY4LTEwMTdhOGZjZDNjZA.xml,true,Danmark,DK,Frederiksberg,2000.0,55.0,Falkoner Alle,Hvidovre,2650.0,16.0,NÃ¸rremarksvej,2650.0,NÃ¸rremarksvej 16,Regnskabsklasse B,2018-01-10,2018-01-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for alt mellemvÃ¦rende mellem Vestjysk Bank og associerede selskab Kigkurren 1 ApS, er der givet pant i selskabets anparter i Stationsvej 9 ApS, nominelt 20.000 kr.</p>",jl@laluka.dk,358170.0,2962494.0,34471630.0,2613324.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Laustsen,Jacob Laustsen,Danske Bank,CAJAMA INVEST ApS,Jacob Laustsen,33611.0,118031.0,128054.0,Hvidovre,2016-01-01,2016-12-31,2614103.0,2614347.0,2604324.0,2017-12-31,2017-01-01,382781.0,false,false,244.0,40894294.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24935241,indberetninger-20180424,2.59278,34471630.0,,2018-04-03T14:43:57.071Z,2018-01-10T09:17:51.313Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-36-RU,2018-01-10T09:17:51.532Z,,,,,,,,,,,,,,,,,,,,,
34471630,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzQ3LzI1LzIyLzExNWMtNDIwYi04Mzc2LTk5NjgwMWFlMTY4OQ.xhtml,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzAzLzJmLzBmLzA4NjEtNGM0Zi05MGVkLWEwMGUwZDUzNDdlMw.pdf,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2ZmLzVlLzVjL2Q4YTAtNDdlYy1hMmY4LTEwMTdhOGZjZDNjZA.xml,true,Danmark,DK,Frederiksberg,2000.0,55.0,Falkoner Alle,Hvidovre,2650.0,16.0,NÃ¸rremarksvej,2650.0,NÃ¸rremarksvej 16,Regnskabsklasse B,2018-01-10,2018-01-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for alt mellemvÃ¦rende mellem Vestjysk Bank og associerede selskab Kigkurren 1 ApS, er der givet pant i selskabets anparter i Stationsvej 9 ApS, nominelt 20.000 kr.</p>",jl@laluka.dk,,,34471630.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Laustsen,Jacob Laustsen,Danske Bank,CAJAMA INVEST ApS,Jacob Laustsen,,,,Hvidovre,2016-01-01,2016-12-31,2613324.0,,,2017-12-31,2017-01-01,,false,false,,40894294.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24935241,indberetninger-20180424,2.59278,34471630.0,,2018-04-03T14:43:57.071Z,2018-01-10T09:17:51.313Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-36-RU,2018-01-10T09:17:51.532Z,,,,,,,,,,,,,,,,,,,,,
34471630,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzQ3LzI1LzIyLzExNWMtNDIwYi04Mzc2LTk5NjgwMWFlMTY4OQ.xhtml,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzAzLzJmLzBmLzA4NjEtNGM0Zi05MGVkLWEwMGUwZDUzNDdlMw.pdf,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2ZmLzVlLzVjL2Q4YTAtNDdlYy1hMmY4LTEwMTdhOGZjZDNjZA.xml,true,Danmark,DK,Frederiksberg,2000.0,55.0,Falkoner Alle,Hvidovre,2650.0,16.0,NÃ¸rremarksvej,2650.0,NÃ¸rremarksvej 16,Regnskabsklasse B,2018-01-10,2018-01-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for alt mellemvÃ¦rende mellem Vestjysk Bank og associerede selskab Kigkurren 1 ApS, er der givet pant i selskabets anparter i Stationsvej 9 ApS, nominelt 20.000 kr.</p>",jl@laluka.dk,,,34471630.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Laustsen,Jacob Laustsen,Danske Bank,CAJAMA INVEST ApS,Jacob Laustsen,,,,Hvidovre,2016-01-01,2016-12-31,779.0,,,2017-12-31,2017-01-01,,false,false,,40894294.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24935241,indberetninger-20180424,2.59278,34471630.0,,2018-04-03T14:43:57.071Z,2018-01-10T09:17:51.313Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-36-RU,2018-01-10T09:17:51.532Z,,,,,,,,,,,,,,,,,,,,,
34471630,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzQ3LzI1LzIyLzExNWMtNDIwYi04Mzc2LTk5NjgwMWFlMTY4OQ.xhtml,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzAzLzJmLzBmLzA4NjEtNGM0Zi05MGVkLWEwMGUwZDUzNDdlMw.pdf,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2ZmLzVlLzVjL2Q4YTAtNDdlYy1hMmY4LTEwMTdhOGZjZDNjZA.xml,true,Danmark,DK,Frederiksberg,2000.0,55.0,Falkoner Alle,Hvidovre,2650.0,16.0,NÃ¸rremarksvej,2650.0,NÃ¸rremarksvej 16,Regnskabsklasse B,2018-01-10,2018-01-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for alt mellemvÃ¦rende mellem Vestjysk Bank og associerede selskab Kigkurren 1 ApS, er der givet pant i selskabets anparter i Stationsvej 9 ApS, nominelt 20.000 kr.</p>",jl@laluka.dk,,,34471630.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Laustsen,Jacob Laustsen,Danske Bank,CAJAMA INVEST ApS,Jacob Laustsen,,,,Hvidovre,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,40894294.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24935241,indberetninger-20180424,2.59278,34471630.0,,2018-04-03T14:43:57.071Z,2018-01-10T09:17:51.313Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-36-RU,2018-01-10T09:17:51.532Z,5997689.0,73293.0,80000.0,682854.0,5396187.0,5997689.0,601502.0,5314835.0,5314835.0,5314835.0,117672.0,0.0,2733170.0,2583017.0,601502.0,483830.0,609561.0,602805.0,0.0,6756.0,
34471630,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzQ3LzI1LzIyLzExNWMtNDIwYi04Mzc2LTk5NjgwMWFlMTY4OQ.xhtml,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzAzLzJmLzBmLzA4NjEtNGM0Zi05MGVkLWEwMGUwZDUzNDdlMw.pdf,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2ZmLzVlLzVjL2Q4YTAtNDdlYy1hMmY4LTEwMTdhOGZjZDNjZA.xml,true,Danmark,DK,Frederiksberg,2000.0,55.0,Falkoner Alle,Hvidovre,2650.0,16.0,NÃ¸rremarksvej,2650.0,NÃ¸rremarksvej 16,Regnskabsklasse B,2018-01-10,2018-01-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for alt mellemvÃ¦rende mellem Vestjysk Bank og associerede selskab Kigkurren 1 ApS, er der givet pant i selskabets anparter i Stationsvej 9 ApS, nominelt 20.000 kr.</p>",jl@laluka.dk,,,34471630.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Laustsen,Jacob Laustsen,Danske Bank,CAJAMA INVEST ApS,Jacob Laustsen,,,,Hvidovre,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,40894294.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24935241,indberetninger-20180424,2.59278,34471630.0,,2018-04-03T14:43:57.071Z,2018-01-10T09:17:51.313Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-36-RU,2018-01-10T09:17:51.532Z,,,,,2733170.0,,,,,,,,,,,,,,,,
34471630,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzQ3LzI1LzIyLzExNWMtNDIwYi04Mzc2LTk5NjgwMWFlMTY4OQ.xhtml,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzAzLzJmLzBmLzA4NjEtNGM0Zi05MGVkLWEwMGUwZDUzNDdlMw.pdf,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2ZmLzVlLzVjL2Q4YTAtNDdlYy1hMmY4LTEwMTdhOGZjZDNjZA.xml,true,Danmark,DK,Frederiksberg,2000.0,55.0,Falkoner Alle,Hvidovre,2650.0,16.0,NÃ¸rremarksvej,2650.0,NÃ¸rremarksvej 16,Regnskabsklasse B,2018-01-10,2018-01-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for alt mellemvÃ¦rende mellem Vestjysk Bank og associerede selskab Kigkurren 1 ApS, er der givet pant i selskabets anparter i Stationsvej 9 ApS, nominelt 20.000 kr.</p>",jl@laluka.dk,,,34471630.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Laustsen,Jacob Laustsen,Danske Bank,CAJAMA INVEST ApS,Jacob Laustsen,,,,Hvidovre,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,40894294.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24935241,indberetninger-20180424,2.59278,34471630.0,,2018-04-03T14:43:57.071Z,2018-01-10T09:17:51.313Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-36-RU,2018-01-10T09:17:51.532Z,,,,,2583017.0,,,,,,,,,,,,,,,,
34471630,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzQ3LzI1LzIyLzExNWMtNDIwYi04Mzc2LTk5NjgwMWFlMTY4OQ.xhtml,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzAzLzJmLzBmLzA4NjEtNGM0Zi05MGVkLWEwMGUwZDUzNDdlMw.pdf,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2ZmLzVlLzVjL2Q4YTAtNDdlYy1hMmY4LTEwMTdhOGZjZDNjZA.xml,true,Danmark,DK,Frederiksberg,2000.0,55.0,Falkoner Alle,Hvidovre,2650.0,16.0,NÃ¸rremarksvej,2650.0,NÃ¸rremarksvej 16,Regnskabsklasse B,2018-01-10,2018-01-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for alt mellemvÃ¦rende mellem Vestjysk Bank og associerede selskab Kigkurren 1 ApS, er der givet pant i selskabets anparter i Stationsvej 9 ApS, nominelt 20.000 kr.</p>",jl@laluka.dk,,,34471630.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Laustsen,Jacob Laustsen,Danske Bank,CAJAMA INVEST ApS,Jacob Laustsen,,,,Hvidovre,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,40894294.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24935241,indberetninger-20180424,2.59278,34471630.0,,2018-04-03T14:43:57.071Z,2018-01-10T09:17:51.313Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-36-RU,2018-01-10T09:17:51.532Z,,,,,5396187.0,,,,,,,,,,,,,,,,
34471630,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzQ3LzI1LzIyLzExNWMtNDIwYi04Mzc2LTk5NjgwMWFlMTY4OQ.xhtml,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzAzLzJmLzBmLzA4NjEtNGM0Zi05MGVkLWEwMGUwZDUzNDdlMw.pdf,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2ZmLzVlLzVjL2Q4YTAtNDdlYy1hMmY4LTEwMTdhOGZjZDNjZA.xml,true,Danmark,DK,Frederiksberg,2000.0,55.0,Falkoner Alle,Hvidovre,2650.0,16.0,NÃ¸rremarksvej,2650.0,NÃ¸rremarksvej 16,Regnskabsklasse B,2018-01-10,2018-01-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for alt mellemvÃ¦rende mellem Vestjysk Bank og associerede selskab Kigkurren 1 ApS, er der givet pant i selskabets anparter i Stationsvej 9 ApS, nominelt 20.000 kr.</p>",jl@laluka.dk,,,34471630.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Laustsen,Jacob Laustsen,Danske Bank,CAJAMA INVEST ApS,Jacob Laustsen,,,,Hvidovre,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,40894294.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24935241,indberetninger-20180424,2.59278,34471630.0,,2018-04-03T14:43:57.071Z,2018-01-10T09:17:51.313Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-36-RU,2018-01-10T09:17:51.532Z,,,,,80000.0,,,,,,,,,,,,,,,,
34471630,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzQ3LzI1LzIyLzExNWMtNDIwYi04Mzc2LTk5NjgwMWFlMTY4OQ.xhtml,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzAzLzJmLzBmLzA4NjEtNGM0Zi05MGVkLWEwMGUwZDUzNDdlMw.pdf,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2ZmLzVlLzVjL2Q4YTAtNDdlYy1hMmY4LTEwMTdhOGZjZDNjZA.xml,true,Danmark,DK,Frederiksberg,2000.0,55.0,Falkoner Alle,Hvidovre,2650.0,16.0,NÃ¸rremarksvej,2650.0,NÃ¸rremarksvej 16,Regnskabsklasse B,2018-01-10,2018-01-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for alt mellemvÃ¦rende mellem Vestjysk Bank og associerede selskab Kigkurren 1 ApS, er der givet pant i selskabets anparter i Stationsvej 9 ApS, nominelt 20.000 kr.</p>",jl@laluka.dk,336874.0,2836703.0,34471630.0,2378472.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Laustsen,Jacob Laustsen,Danske Bank,CAJAMA INVEST ApS,Jacob Laustsen,41769.0,75416.0,80360.0,Hvidovre,2016-01-01,2016-12-31,2476985.0,2504773.0,2499829.0,2017-12-31,2017-01-01,500000.0,false,false,27788.0,40894294.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24935241,indberetninger-20180424,2.59278,34471630.0,,2018-04-03T14:43:57.071Z,2018-01-10T09:17:51.313Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-36-RU,2018-01-10T09:17:51.532Z,,,,,,,,,,,,,,,,,,,,,103400.0
34471630,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzYwLzQ3LzI1LzIyLzExNWMtNDIwYi04Mzc2LTk5NjgwMWFlMTY4OQ.xhtml,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzAzLzJmLzBmLzA4NjEtNGM0Zi05MGVkLWEwMGUwZDUzNDdlMw.pdf,http://regnskaber.virk.dk/03617443/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2ZmLzVlLzVjL2Q4YTAtNDdlYy1hMmY4LTEwMTdhOGZjZDNjZA.xml,true,Danmark,DK,Frederiksberg,2000.0,55.0,Falkoner Alle,Hvidovre,2650.0,16.0,NÃ¸rremarksvej,2650.0,NÃ¸rremarksvej 16,Regnskabsklasse B,2018-01-10,2018-01-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for alt mellemvÃ¦rende mellem Vestjysk Bank og associerede selskab Kigkurren 1 ApS, er der givet pant i selskabets anparter i Stationsvej 9 ApS, nominelt 20.000 kr.</p>",jl@laluka.dk,,,34471630.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Laustsen,Jacob Laustsen,Danske Bank,CAJAMA INVEST ApS,Jacob Laustsen,,,,Hvidovre,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,40894294.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24935241,indberetninger-20180424,2.59278,34471630.0,,2018-04-03T14:43:57.071Z,2018-01-10T09:17:51.313Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-36-RU,2018-01-10T09:17:51.532Z,,,,,,,,,,,,,,,,,,,,,
