entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Inventories,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
27214940,2013-10-01,2013-10-01,c720,,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzY4LzA2Lzk4L2E2ZDMtNDVmNC1iY2Y2LWI0N2QzNWM2OTY3MQ.pdf,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkwL2M3L2ViLzU4ZGItNDU2ZS1iZjZkLTYzM2ZhNjEzMTg1ZA.xml,Aarhus C,8000.0,2.0,"Vestergade 6B,","8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-03-07,2016-03-07,2016-03-15,300000.0,27214940.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Cinq Jolis Ejendomme ApS.,Ãrsrapport,Lars Bentsen,Lars Bentsen,Cinq Jolis Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,-400000.0,2016-03-07,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22111050,indberetninger-20180424,2.5118417999999996,27214940.0,,2018-03-29T04:49:33.749Z,2016-03-16T08:30:55.793Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-35-SY,2016-03-16T08:30:55.949Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27214940,2013-10-01,2013-10-01,c741,,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzY4LzA2Lzk4L2E2ZDMtNDVmNC1iY2Y2LWI0N2QzNWM2OTY3MQ.pdf,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkwL2M3L2ViLzU4ZGItNDU2ZS1iZjZkLTYzM2ZhNjEzMTg1ZA.xml,Aarhus C,8000.0,2.0,"Vestergade 6B,","8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-03-07,2016-03-07,2016-03-15,-1330343.0,27214940.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Cinq Jolis Ejendomme ApS.,Ãrsrapport,Lars Bentsen,Lars Bentsen,Cinq Jolis Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,-400000.0,2016-03-07,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22111050,indberetninger-20180424,2.5118417999999996,27214940.0,,2018-03-29T04:49:33.749Z,2016-03-16T08:30:55.793Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-35-SY,2016-03-16T08:30:55.949Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27214940,2013-10-01,2014-09-30,c123,,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzY4LzA2Lzk4L2E2ZDMtNDVmNC1iY2Y2LWI0N2QzNWM2OTY3MQ.pdf,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkwL2M3L2ViLzU4ZGItNDU2ZS1iZjZkLTYzM2ZhNjEzMTg1ZA.xml,Aarhus C,8000.0,2.0,"Vestergade 6B,","8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-03-07,2016-03-07,2016-03-15,,27214940.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Cinq Jolis Ejendomme ApS.,Ãrsrapport,Lars Bentsen,Lars Bentsen,Cinq Jolis Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,-400000.0,2016-03-07,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22111050,indberetninger-20180424,2.5118417999999996,27214940.0,,2018-03-29T04:49:33.749Z,2016-03-16T08:30:55.793Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-35-SY,2016-03-16T08:30:55.949Z,-52852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27214940,2013-10-01,2014-09-30,c3,,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzY4LzA2Lzk4L2E2ZDMtNDVmNC1iY2Y2LWI0N2QzNWM2OTY3MQ.pdf,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkwL2M3L2ViLzU4ZGItNDU2ZS1iZjZkLTYzM2ZhNjEzMTg1ZA.xml,Aarhus C,8000.0,2.0,"Vestergade 6B,","8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-03-07,2016-03-07,2016-03-15,,27214940.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Cinq Jolis Ejendomme ApS.,Ãrsrapport,Lars Bentsen,Lars Bentsen,Cinq Jolis Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,-400000.0,2016-03-07,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22111050,indberetninger-20180424,2.5118417999999996,27214940.0,,2018-03-29T04:49:33.749Z,2016-03-16T08:30:55.793Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-35-SY,2016-03-16T08:30:55.949Z,-52852.0,0.0,12946.0,79556.0,79556.0,-66610.0,12946.0,-13758.0,,,,,,,,,,,,,,,,,,,,
27214940,2013-10-01,2014-09-30,c742,,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzY4LzA2Lzk4L2E2ZDMtNDVmNC1iY2Y2LWI0N2QzNWM2OTY3MQ.pdf,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkwL2M3L2ViLzU4ZGItNDU2ZS1iZjZkLTYzM2ZhNjEzMTg1ZA.xml,Aarhus C,8000.0,2.0,"Vestergade 6B,","8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-03-07,2016-03-07,2016-03-15,,27214940.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Cinq Jolis Ejendomme ApS.,Ãrsrapport,Lars Bentsen,Lars Bentsen,Cinq Jolis Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,-400000.0,2016-03-07,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22111050,indberetninger-20180424,2.5118417999999996,27214940.0,,2018-03-29T04:49:33.749Z,2016-03-16T08:30:55.793Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-35-SY,2016-03-16T08:30:55.949Z,-52852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27214940,2014-09-30,2014-09-30,c4,,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzY4LzA2Lzk4L2E2ZDMtNDVmNC1iY2Y2LWI0N2QzNWM2OTY3MQ.pdf,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkwL2M3L2ViLzU4ZGItNDU2ZS1iZjZkLTYzM2ZhNjEzMTg1ZA.xml,Aarhus C,8000.0,2.0,"Vestergade 6B,","8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-03-07,2016-03-07,2016-03-15,-1083195.0,27214940.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Cinq Jolis Ejendomme ApS.,Ãrsrapport,Lars Bentsen,Lars Bentsen,Cinq Jolis Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,-400000.0,2016-03-07,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22111050,indberetninger-20180424,2.5118417999999996,27214940.0,,2018-03-29T04:49:33.749Z,2016-03-16T08:30:55.793Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-35-SY,2016-03-16T08:30:55.949Z,,,,,,,,,2703730.0,300000.0,993730.0,201153.0,640000.0,1710000.0,2703730.0,3786925.0,640000.0,1710000.0,3009602.0,152577.0,1710000.0,-1383195.0,764323.0,3786925.0,353730.0,13000.0,,
27214940,2014-09-30,2014-09-30,c722,,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzY4LzA2Lzk4L2E2ZDMtNDVmNC1iY2Y2LWI0N2QzNWM2OTY3MQ.pdf,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkwL2M3L2ViLzU4ZGItNDU2ZS1iZjZkLTYzM2ZhNjEzMTg1ZA.xml,Aarhus C,8000.0,2.0,"Vestergade 6B,","8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-03-07,2016-03-07,2016-03-15,300000.0,27214940.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Cinq Jolis Ejendomme ApS.,Ãrsrapport,Lars Bentsen,Lars Bentsen,Cinq Jolis Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,-400000.0,2016-03-07,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22111050,indberetninger-20180424,2.5118417999999996,27214940.0,,2018-03-29T04:49:33.749Z,2016-03-16T08:30:55.793Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-35-SY,2016-03-16T08:30:55.949Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27214940,2014-09-30,2014-09-30,c743,,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzY4LzA2Lzk4L2E2ZDMtNDVmNC1iY2Y2LWI0N2QzNWM2OTY3MQ.pdf,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkwL2M3L2ViLzU4ZGItNDU2ZS1iZjZkLTYzM2ZhNjEzMTg1ZA.xml,Aarhus C,8000.0,2.0,"Vestergade 6B,","8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-03-07,2016-03-07,2016-03-15,-1383195.0,27214940.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Cinq Jolis Ejendomme ApS.,Ãrsrapport,Lars Bentsen,Lars Bentsen,Cinq Jolis Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,-400000.0,2016-03-07,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22111050,indberetninger-20180424,2.5118417999999996,27214940.0,,2018-03-29T04:49:33.749Z,2016-03-16T08:30:55.793Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-35-SY,2016-03-16T08:30:55.949Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27214940,2014-10-01,2014-10-01,c151,,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzY4LzA2Lzk4L2E2ZDMtNDVmNC1iY2Y2LWI0N2QzNWM2OTY3MQ.pdf,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkwL2M3L2ViLzU4ZGItNDU2ZS1iZjZkLTYzM2ZhNjEzMTg1ZA.xml,Aarhus C,8000.0,2.0,"Vestergade 6B,","8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-03-07,2016-03-07,2016-03-15,,27214940.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Cinq Jolis Ejendomme ApS.,Ãrsrapport,Lars Bentsen,Lars Bentsen,Cinq Jolis Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,-400000.0,2016-03-07,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22111050,indberetninger-20180424,2.5118417999999996,27214940.0,,2018-03-29T04:49:33.749Z,2016-03-16T08:30:55.793Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-35-SY,2016-03-16T08:30:55.949Z,,,,,,,,,,,,,,,,,,,,,,,,,,,334871.0,1375129.0
27214940,2014-10-01,2014-10-01,c181,,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzY4LzA2Lzk4L2E2ZDMtNDVmNC1iY2Y2LWI0N2QzNWM2OTY3MQ.pdf,http://regnskaber.virk.dk/04941272/ZG9rdW1lbnRsYWdlcjovLzAzL2VhLzkwL2M3L2ViLzU4ZGItNDU2ZS1iZjZkLTYzM2ZhNjEzMTg1ZA.xml,Aarhus C,8000.0,2.0,"Vestergade 6B,","8210, Aarhus V","Sommervej, 31C",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2016-03-07,2016-03-07,2016-03-15,300000.0,27214940.0,29442789.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for Cinq Jolis Ejendomme ApS.,Ãrsrapport,Lars Bentsen,Lars Bentsen,Cinq Jolis Ejendomme ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aarhus C,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,-400000.0,2016-03-07,Aarhus,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22111050,indberetninger-20180424,2.5118417999999996,27214940.0,,2018-03-29T04:49:33.749Z,2016-03-16T08:30:55.793Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AS-35-SY,2016-03-16T08:30:55.949Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
