entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard
36562161,2016-11-01,2017-10-31,c174,,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzdjLzBkLzdjLzA5OWEtNGRhZi1iY2RiLTVmNTEwNTg0ZGIzMw.pdf,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzZkL2VjL2E5L2JhNjAtNDhiYy04OTlhLTc1NzhjM2EzNmFlNw.xml,true,2500.0,Frederikshavn,9900.0,89.0,Rimmens Alle,Fjerritslev,9690.0,25.0,Oddevej,Frederikshavn,9900.0,7.0,Havnepladsen,9480 LÃ¸kken,JÃ¸rgen Jensensvej 2,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Klim Strand Camping A/S,-17425.0,35714.0,6.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. oktober 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. oktober 2018.",53262.0,2019-03-07,2015-03-08,2019-03-07,648707.0,Statsautoriseret revisor,1489422.0,2480894.0,20222670.0,36562161.0,20222670.0,mne24638,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. oktober 2018 for Klim Strand Camping A/S.,Ãrsrapport,2500.0,3500027.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Brian Hansen,Brian Hansen,Klim Sparekasse,HjulmandKaptain Advokatpartnerselskab,Klim Strand Camping A/S,BDO Statsautoriseret revisionsaktieselskab,20637.0,180720.0,LÃ¸kken,26640.0,2016-11-01,2017-10-31,126208.0,162045.0,342765.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2018-10-31,2018-01-01,true,2019-03-07,Frederikshavn,40428.0,35837.0,Formand,1401717.0,urn:ofk:oid:26799933,indberetninger-20180424,2.5115585,36562161.0,AWliZulkRYGX6_YTFs9A,2019-03-09T12:21:52.152Z,2019-03-09T12:21:44.571Z,regnskab,0.0,,2018-10-31,2018-01-01,X19-AR-23-RU,2019-03-09T12:21:44.822Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36562161,2016-11-01,2017-10-31,c195,,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzdjLzBkLzdjLzA5OWEtNGRhZi1iY2RiLTVmNTEwNTg0ZGIzMw.pdf,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzZkL2VjL2E5L2JhNjAtNDhiYy04OTlhLTc1NzhjM2EzNmFlNw.xml,true,2500.0,Frederikshavn,9900.0,89.0,Rimmens Alle,Fjerritslev,9690.0,25.0,Oddevej,Frederikshavn,9900.0,7.0,Havnepladsen,9480 LÃ¸kken,JÃ¸rgen Jensensvej 2,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Klim Strand Camping A/S,,35714.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. oktober 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. oktober 2018.",,2019-03-07,2015-03-08,2019-03-07,,Statsautoriseret revisor,,,20222670.0,36562161.0,20222670.0,mne24638,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. oktober 2018 for Klim Strand Camping A/S.,Ãrsrapport,2500.0,3500027.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Brian Hansen,Brian Hansen,Klim Sparekasse,HjulmandKaptain Advokatpartnerselskab,Klim Strand Camping A/S,BDO Statsautoriseret revisionsaktieselskab,,,LÃ¸kken,,2016-11-01,2017-10-31,126208.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2018-10-31,2018-01-01,true,2019-03-07,Frederikshavn,,,Formand,,urn:ofk:oid:26799933,indberetninger-20180424,2.5115585,36562161.0,AWliZulkRYGX6_YTFs9A,2019-03-09T12:21:52.152Z,2019-03-09T12:21:44.571Z,regnskab,0.0,,2018-10-31,2018-01-01,X19-AR-23-RU,2019-03-09T12:21:44.822Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36562161,2017-10-31,2017-10-31,c172,,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzdjLzBkLzdjLzA5OWEtNGRhZi1iY2RiLTVmNTEwNTg0ZGIzMw.pdf,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzZkL2VjL2E5L2JhNjAtNDhiYy04OTlhLTc1NzhjM2EzNmFlNw.xml,true,2500.0,Frederikshavn,9900.0,89.0,Rimmens Alle,Fjerritslev,9690.0,25.0,Oddevej,Frederikshavn,9900.0,7.0,Havnepladsen,9480 LÃ¸kken,JÃ¸rgen Jensensvej 2,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Klim Strand Camping A/S,,35714.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. oktober 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. oktober 2018.",,2019-03-07,2015-03-08,2019-03-07,,Statsautoriseret revisor,,,20222670.0,36562161.0,20222670.0,mne24638,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. oktober 2018 for Klim Strand Camping A/S.,Ãrsrapport,2500.0,3500027.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Brian Hansen,Brian Hansen,Klim Sparekasse,HjulmandKaptain Advokatpartnerselskab,Klim Strand Camping A/S,BDO Statsautoriseret revisionsaktieselskab,,,LÃ¸kken,,2016-11-01,2017-10-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2018-10-31,2018-01-01,true,2019-03-07,Frederikshavn,,,Formand,,urn:ofk:oid:26799933,indberetninger-20180424,2.5115585,36562161.0,AWliZulkRYGX6_YTFs9A,2019-03-09T12:21:52.152Z,2019-03-09T12:21:44.571Z,regnskab,0.0,,2018-10-31,2018-01-01,X19-AR-23-RU,2019-03-09T12:21:44.822Z,12154651.0,568727.0,500000.0,36716.0,4680140.0,140557.0,182143.0,182143.0,61744.0,10560457.0,12154651.0,7371894.0,0.0,4618408.0,4618408.0,61744.0,10883157.0,0.0,196620.0,10701014.0,102617.0,102617.0,4180140.0,194956.0,2753486.0,224520.0,641023.0,43262.0,791451.0,407687.0,,,,,,,,,,
36562161,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzdjLzBkLzdjLzA5OWEtNGRhZi1iY2RiLTVmNTEwNTg0ZGIzMw.pdf,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzZkL2VjL2E5L2JhNjAtNDhiYy04OTlhLTc1NzhjM2EzNmFlNw.xml,true,2500.0,Frederikshavn,9900.0,89.0,Rimmens Alle,Fjerritslev,9690.0,25.0,Oddevej,Frederikshavn,9900.0,7.0,Havnepladsen,9480 LÃ¸kken,JÃ¸rgen Jensensvej 2,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Klim Strand Camping A/S,,35714.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. oktober 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. oktober 2018.",,2019-03-07,2015-03-08,2019-03-07,,Statsautoriseret revisor,,,20222670.0,36562161.0,20222670.0,mne24638,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. oktober 2018 for Klim Strand Camping A/S.,Ãrsrapport,2500.0,3500027.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Brian Hansen,Brian Hansen,Klim Sparekasse,HjulmandKaptain Advokatpartnerselskab,Klim Strand Camping A/S,BDO Statsautoriseret revisionsaktieselskab,,,LÃ¸kken,,2016-11-01,2017-10-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2018-10-31,2018-01-01,true,2019-03-07,Frederikshavn,,,Formand,,urn:ofk:oid:26799933,indberetninger-20180424,2.5115585,36562161.0,AWliZulkRYGX6_YTFs9A,2019-03-09T12:21:52.152Z,2019-03-09T12:21:44.571Z,regnskab,0.0,,2018-10-31,2018-01-01,X19-AR-23-RU,2019-03-09T12:21:44.822Z,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36562161,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzdjLzBkLzdjLzA5OWEtNGRhZi1iY2RiLTVmNTEwNTg0ZGIzMw.pdf,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzZkL2VjL2E5L2JhNjAtNDhiYy04OTlhLTc1NzhjM2EzNmFlNw.xml,true,2500.0,Frederikshavn,9900.0,89.0,Rimmens Alle,Fjerritslev,9690.0,25.0,Oddevej,Frederikshavn,9900.0,7.0,Havnepladsen,9480 LÃ¸kken,JÃ¸rgen Jensensvej 2,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Klim Strand Camping A/S,,35714.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. oktober 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. oktober 2018.",,2019-03-07,2015-03-08,2019-03-07,,Statsautoriseret revisor,,,20222670.0,36562161.0,20222670.0,mne24638,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. oktober 2018 for Klim Strand Camping A/S.,Ãrsrapport,2500.0,3500027.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Brian Hansen,Brian Hansen,Klim Sparekasse,HjulmandKaptain Advokatpartnerselskab,Klim Strand Camping A/S,BDO Statsautoriseret revisionsaktieselskab,,,LÃ¸kken,,2016-11-01,2017-10-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2018-10-31,2018-01-01,true,2019-03-07,Frederikshavn,,,Formand,,urn:ofk:oid:26799933,indberetninger-20180424,2.5115585,36562161.0,AWliZulkRYGX6_YTFs9A,2019-03-09T12:21:52.152Z,2019-03-09T12:21:44.571Z,regnskab,0.0,,2018-10-31,2018-01-01,X19-AR-23-RU,2019-03-09T12:21:44.822Z,,,,,4180140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36562161,2018-01-01,2018-01-01,c357,,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzdjLzBkLzdjLzA5OWEtNGRhZi1iY2RiLTVmNTEwNTg0ZGIzMw.pdf,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzZkL2VjL2E5L2JhNjAtNDhiYy04OTlhLTc1NzhjM2EzNmFlNw.xml,true,2500.0,Frederikshavn,9900.0,89.0,Rimmens Alle,Fjerritslev,9690.0,25.0,Oddevej,Frederikshavn,9900.0,7.0,Havnepladsen,9480 LÃ¸kken,JÃ¸rgen Jensensvej 2,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Klim Strand Camping A/S,,35714.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. oktober 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. oktober 2018.",,2019-03-07,2015-03-08,2019-03-07,,Statsautoriseret revisor,,,20222670.0,36562161.0,20222670.0,mne24638,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. oktober 2018 for Klim Strand Camping A/S.,Ãrsrapport,2500.0,3500027.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Brian Hansen,Brian Hansen,Klim Sparekasse,HjulmandKaptain Advokatpartnerselskab,Klim Strand Camping A/S,BDO Statsautoriseret revisionsaktieselskab,,,LÃ¸kken,,2016-11-01,2017-10-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2018-10-31,2018-01-01,true,2019-03-07,Frederikshavn,,,Formand,,urn:ofk:oid:26799933,indberetninger-20180424,2.5115585,36562161.0,AWliZulkRYGX6_YTFs9A,2019-03-09T12:21:52.152Z,2019-03-09T12:21:44.571Z,regnskab,0.0,,2018-10-31,2018-01-01,X19-AR-23-RU,2019-03-09T12:21:44.822Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117857.0,300000.0,,,,,,,,
36562161,2018-01-01,2018-01-01,c444,,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzdjLzBkLzdjLzA5OWEtNGRhZi1iY2RiLTVmNTEwNTg0ZGIzMw.pdf,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzZkL2VjL2E5L2JhNjAtNDhiYy04OTlhLTc1NzhjM2EzNmFlNw.xml,true,2500.0,Frederikshavn,9900.0,89.0,Rimmens Alle,Fjerritslev,9690.0,25.0,Oddevej,Frederikshavn,9900.0,7.0,Havnepladsen,9480 LÃ¸kken,JÃ¸rgen Jensensvej 2,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Klim Strand Camping A/S,,35714.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. oktober 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. oktober 2018.",,2019-03-07,2015-03-08,2019-03-07,,Statsautoriseret revisor,,,20222670.0,36562161.0,20222670.0,mne24638,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. oktober 2018 for Klim Strand Camping A/S.,Ãrsrapport,2500.0,3500027.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Brian Hansen,Brian Hansen,Klim Sparekasse,HjulmandKaptain Advokatpartnerselskab,Klim Strand Camping A/S,BDO Statsautoriseret revisionsaktieselskab,,,LÃ¸kken,,2016-11-01,2017-10-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2018-10-31,2018-01-01,true,2019-03-07,Frederikshavn,,,Formand,,urn:ofk:oid:26799933,indberetninger-20180424,2.5115585,36562161.0,AWliZulkRYGX6_YTFs9A,2019-03-09T12:21:52.152Z,2019-03-09T12:21:44.571Z,regnskab,0.0,,2018-10-31,2018-01-01,X19-AR-23-RU,2019-03-09T12:21:44.822Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227812.0,11788269.0,,,,,,
36562161,2018-01-01,2018-01-01,c456,,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzdjLzBkLzdjLzA5OWEtNGRhZi1iY2RiLTVmNTEwNTg0ZGIzMw.pdf,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzZkL2VjL2E5L2JhNjAtNDhiYy04OTlhLTc1NzhjM2EzNmFlNw.xml,true,2500.0,Frederikshavn,9900.0,89.0,Rimmens Alle,Fjerritslev,9690.0,25.0,Oddevej,Frederikshavn,9900.0,7.0,Havnepladsen,9480 LÃ¸kken,JÃ¸rgen Jensensvej 2,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Klim Strand Camping A/S,,35714.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. oktober 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. oktober 2018.",,2019-03-07,2015-03-08,2019-03-07,,Statsautoriseret revisor,,,20222670.0,36562161.0,20222670.0,mne24638,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. oktober 2018 for Klim Strand Camping A/S.,Ãrsrapport,2500.0,3500027.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Brian Hansen,Brian Hansen,Klim Sparekasse,HjulmandKaptain Advokatpartnerselskab,Klim Strand Camping A/S,BDO Statsautoriseret revisionsaktieselskab,,,LÃ¸kken,,2016-11-01,2017-10-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2018-10-31,2018-01-01,true,2019-03-07,Frederikshavn,,,Formand,,urn:ofk:oid:26799933,indberetninger-20180424,2.5115585,36562161.0,AWliZulkRYGX6_YTFs9A,2019-03-09T12:21:52.152Z,2019-03-09T12:21:44.571Z,regnskab,0.0,,2018-10-31,2018-01-01,X19-AR-23-RU,2019-03-09T12:21:44.822Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247810.0,388367.0,,,,,,
36562161,2018-01-01,2018-10-31,c173,,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzdjLzBkLzdjLzA5OWEtNGRhZi1iY2RiLTVmNTEwNTg0ZGIzMw.pdf,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzZkL2VjL2E5L2JhNjAtNDhiYy04OTlhLTc1NzhjM2EzNmFlNw.xml,true,2500.0,Frederikshavn,9900.0,89.0,Rimmens Alle,Fjerritslev,9690.0,25.0,Oddevej,Frederikshavn,9900.0,7.0,Havnepladsen,9480 LÃ¸kken,JÃ¸rgen Jensensvej 2,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Klim Strand Camping A/S,4598.0,35714.0,5.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. oktober 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. oktober 2018.",374462.0,2019-03-07,2015-03-08,2019-03-07,524104.0,Statsautoriseret revisor,1257703.0,3666466.0,20222670.0,36562161.0,20222670.0,mne24638,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. oktober 2018 for Klim Strand Camping A/S.,Ãrsrapport,2500.0,3500027.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Brian Hansen,Brian Hansen,Klim Sparekasse,HjulmandKaptain Advokatpartnerselskab,Klim Strand Camping A/S,BDO Statsautoriseret revisionsaktieselskab,20750.0,135236.0,LÃ¸kken,7770.0,2016-11-01,2017-10-31,1370363.0,1749423.0,1884659.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2018-10-31,2018-01-01,true,2019-03-07,Frederikshavn,25413.0,379060.0,Formand,1203770.0,urn:ofk:oid:26799933,indberetninger-20180424,2.5115585,36562161.0,AWliZulkRYGX6_YTFs9A,2019-03-09T12:21:52.152Z,2019-03-09T12:21:44.571Z,regnskab,0.0,,2018-10-31,2018-01-01,X19-AR-23-RU,2019-03-09T12:21:44.822Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,,,,
36562161,2018-01-01,2018-10-31,c194,,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzdjLzBkLzdjLzA5OWEtNGRhZi1iY2RiLTVmNTEwNTg0ZGIzMw.pdf,http://regnskaber.virk.dk/16126563/ZG9rdW1lbnRsYWdlcjovLzAzLzI2LzZkL2VjL2E5L2JhNjAtNDhiYy04OTlhLTc1NzhjM2EzNmFlNw.xml,true,2500.0,Frederikshavn,9900.0,89.0,Rimmens Alle,Fjerritslev,9690.0,25.0,Oddevej,Frederikshavn,9900.0,7.0,Havnepladsen,9480 LÃ¸kken,JÃ¸rgen Jensensvej 2,DK-9900 Frederikshavn,Rimmens Alle 89,Til kapitalejerne i Klim Strand Camping A/S,,35714.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. oktober 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. oktober 2018.",,2019-03-07,2015-03-08,2019-03-07,,Statsautoriseret revisor,,,20222670.0,36562161.0,20222670.0,mne24638,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. oktober 2018 for Klim Strand Camping A/S.,Ãrsrapport,2500.0,3500027.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Brian Hansen,Brian Hansen,Klim Sparekasse,HjulmandKaptain Advokatpartnerselskab,Klim Strand Camping A/S,BDO Statsautoriseret revisionsaktieselskab,,,LÃ¸kken,,2016-11-01,2017-10-31,1370363.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Jammerbugt,2018-10-31,2018-01-01,true,2019-03-07,Frederikshavn,,,Formand,,urn:ofk:oid:26799933,indberetninger-20180424,2.5115585,36562161.0,AWliZulkRYGX6_YTFs9A,2019-03-09T12:21:52.152Z,2019-03-09T12:21:44.571Z,regnskab,0.0,,2018-10-31,2018-01-01,X19-AR-23-RU,2019-03-09T12:21:44.822Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
