entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables
31426200,2014-10-01,2015-09-30,ID_3,,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RhLzYzLzExLzBkYjktNDkxMy1hOGU5LTAwNThlYWQ0OWM1Zg.pdf,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzgwLzJhLzBkLzUzYmQtNGVmZS1iMmFkLWM3YjJmNjU3YmQ2Mg.xml,"2605, BrÃ¸ndby",Kirkebjerg Parkvej 12,Til kapitalejerne i Stellini Holding ApS,Regnskabsklasse B,2017-02-15,2017-02-15,2017-02-16,1956.0,-53716.0,34901694.0,31426200.0,34901694.0,1773243.0,Ãrsrapport,Roberto Stellini,Roberto JÃ¸rn Stellini,ASSET,Stellini Holding ApS,"ASSET, Statsautoriseret Revisionsnanpartsselskab",61626.0,Odense,2014-10-01,2015-09-30,1727210.0,1732043.0,-53716.0,2016-09-30,2015-10-01,2017-02-15,BrÃ¸ndby,4833.0,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23490049,indberetninger-20180424,2.512265,31426200.0,,2018-03-27T16:08:09.165Z,2017-02-16T12:45:48.974Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-69-PD,2017-02-16T12:45:49.095Z,,,,,,,,,,,,,,,,,,,,,,,
31426200,2014-10-01,2015-09-30,ID_5,,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RhLzYzLzExLzBkYjktNDkxMy1hOGU5LTAwNThlYWQ0OWM1Zg.pdf,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzgwLzJhLzBkLzUzYmQtNGVmZS1iMmFkLWM3YjJmNjU3YmQ2Mg.xml,"2605, BrÃ¸ndby",Kirkebjerg Parkvej 12,Til kapitalejerne i Stellini Holding ApS,Regnskabsklasse B,2017-02-15,2017-02-15,2017-02-16,,,34901694.0,31426200.0,34901694.0,,Ãrsrapport,Roberto Stellini,Roberto JÃ¸rn Stellini,ASSET,Stellini Holding ApS,"ASSET, Statsautoriseret Revisionsnanpartsselskab",,Odense,2014-10-01,2015-09-30,-49900.0,,,2016-09-30,2015-10-01,2017-02-15,BrÃ¸ndby,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23490049,indberetninger-20180424,2.512265,31426200.0,,2018-03-27T16:08:09.165Z,2017-02-16T12:45:48.974Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-69-PD,2017-02-16T12:45:49.095Z,,,,,,,,,,,,,,,,,,,,,,,
31426200,2014-10-01,2015-09-30,ID_7,,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RhLzYzLzExLzBkYjktNDkxMy1hOGU5LTAwNThlYWQ0OWM1Zg.pdf,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzgwLzJhLzBkLzUzYmQtNGVmZS1iMmFkLWM3YjJmNjU3YmQ2Mg.xml,"2605, BrÃ¸ndby",Kirkebjerg Parkvej 12,Til kapitalejerne i Stellini Holding ApS,Regnskabsklasse B,2017-02-15,2017-02-15,2017-02-16,,,34901694.0,31426200.0,34901694.0,,Ãrsrapport,Roberto Stellini,Roberto JÃ¸rn Stellini,ASSET,Stellini Holding ApS,"ASSET, Statsautoriseret Revisionsnanpartsselskab",,Odense,2014-10-01,2015-09-30,264213.0,,,2016-09-30,2015-10-01,2017-02-15,BrÃ¸ndby,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23490049,indberetninger-20180424,2.512265,31426200.0,,2018-03-27T16:08:09.165Z,2017-02-16T12:45:48.974Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-69-PD,2017-02-16T12:45:49.095Z,,,,,,,,,,,,,,,,,,,,,,,
31426200,2014-10-01,2015-09-30,ID_9,,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RhLzYzLzExLzBkYjktNDkxMy1hOGU5LTAwNThlYWQ0OWM1Zg.pdf,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzgwLzJhLzBkLzUzYmQtNGVmZS1iMmFkLWM3YjJmNjU3YmQ2Mg.xml,"2605, BrÃ¸ndby",Kirkebjerg Parkvej 12,Til kapitalejerne i Stellini Holding ApS,Regnskabsklasse B,2017-02-15,2017-02-15,2017-02-16,,,34901694.0,31426200.0,34901694.0,,Ãrsrapport,Roberto Stellini,Roberto JÃ¸rn Stellini,ASSET,Stellini Holding ApS,"ASSET, Statsautoriseret Revisionsnanpartsselskab",,Odense,2014-10-01,2015-09-30,-1941523.0,,,2016-09-30,2015-10-01,2017-02-15,BrÃ¸ndby,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23490049,indberetninger-20180424,2.512265,31426200.0,,2018-03-27T16:08:09.165Z,2017-02-16T12:45:48.974Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-69-PD,2017-02-16T12:45:49.095Z,,,,,,,,,,,,,,,,,,,,,,,
31426200,2015-09-30,2015-09-30,ID_11,,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RhLzYzLzExLzBkYjktNDkxMy1hOGU5LTAwNThlYWQ0OWM1Zg.pdf,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzgwLzJhLzBkLzUzYmQtNGVmZS1iMmFkLWM3YjJmNjU3YmQ2Mg.xml,"2605, BrÃ¸ndby",Kirkebjerg Parkvej 12,Til kapitalejerne i Stellini Holding ApS,Regnskabsklasse B,2017-02-15,2017-02-15,2017-02-16,,,34901694.0,31426200.0,34901694.0,,Ãrsrapport,Roberto Stellini,Roberto JÃ¸rn Stellini,ASSET,Stellini Holding ApS,"ASSET, Statsautoriseret Revisionsnanpartsselskab",,Odense,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,2017-02-15,BrÃ¸ndby,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23490049,indberetninger-20180424,2.512265,31426200.0,,2018-03-27T16:08:09.165Z,2017-02-16T12:45:48.974Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-69-PD,2017-02-16T12:45:49.095Z,2679584.0,140522.0,125000.0,2325047.0,2011766.0,2679584.0,667818.0,354537.0,354537.0,30039.0,30039.0,354537.0,255.0,1945900.0,49900.0,301037.0,1535829.0,637779.0,461642.0,2184525.0,165882.0,238625.0,10000.0
31426200,2015-10-01,2016-09-30,ID_0,,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RhLzYzLzExLzBkYjktNDkxMy1hOGU5LTAwNThlYWQ0OWM1Zg.pdf,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzgwLzJhLzBkLzUzYmQtNGVmZS1iMmFkLWM3YjJmNjU3YmQ2Mg.xml,"2605, BrÃ¸ndby",Kirkebjerg Parkvej 12,Til kapitalejerne i Stellini Holding ApS,Regnskabsklasse B,2017-02-15,2017-02-15,2017-02-16,0.0,-24077.0,34901694.0,31426200.0,34901694.0,1946500.0,Ãrsrapport,Roberto Stellini,Roberto JÃ¸rn Stellini,ASSET,Stellini Holding ApS,"ASSET, Statsautoriseret Revisionsnanpartsselskab",69654.0,Odense,2014-10-01,2015-09-30,1940845.0,1942055.0,-24077.0,2016-09-30,2015-10-01,2017-02-15,BrÃ¸ndby,1210.0,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23490049,indberetninger-20180424,2.512265,31426200.0,,2018-03-27T16:08:09.165Z,2017-02-16T12:45:48.974Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-69-PD,2017-02-16T12:45:49.095Z,,,,,,,,,,,,,,,,,,,,,,,
31426200,2015-10-01,2016-09-30,ID_1,,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RhLzYzLzExLzBkYjktNDkxMy1hOGU5LTAwNThlYWQ0OWM1Zg.pdf,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzgwLzJhLzBkLzUzYmQtNGVmZS1iMmFkLWM3YjJmNjU3YmQ2Mg.xml,"2605, BrÃ¸ndby",Kirkebjerg Parkvej 12,Til kapitalejerne i Stellini Holding ApS,Regnskabsklasse B,2017-02-15,2017-02-15,2017-02-16,,,34901694.0,31426200.0,34901694.0,,Ãrsrapport,Roberto Stellini,Roberto JÃ¸rn Stellini,ASSET,Stellini Holding ApS,"ASSET, Statsautoriseret Revisionsnanpartsselskab",,Odense,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,2017-02-15,BrÃ¸ndby,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23490049,indberetninger-20180424,2.512265,31426200.0,,2018-03-27T16:08:09.165Z,2017-02-16T12:45:48.974Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-69-PD,2017-02-16T12:45:49.095Z,,,,,,,,,,,,,,,,,,,,,,,
31426200,2015-10-01,2016-09-30,ID_2,,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RhLzYzLzExLzBkYjktNDkxMy1hOGU5LTAwNThlYWQ0OWM1Zg.pdf,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzgwLzJhLzBkLzUzYmQtNGVmZS1iMmFkLWM3YjJmNjU3YmQ2Mg.xml,"2605, BrÃ¸ndby",Kirkebjerg Parkvej 12,Til kapitalejerne i Stellini Holding ApS,Regnskabsklasse B,2017-02-15,2017-02-15,2017-02-16,,,34901694.0,31426200.0,34901694.0,,Ãrsrapport,Roberto Stellini,Roberto JÃ¸rn Stellini,ASSET,Stellini Holding ApS,"ASSET, Statsautoriseret Revisionsnanpartsselskab",,Odense,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,2017-02-15,BrÃ¸ndby,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23490049,indberetninger-20180424,2.512265,31426200.0,,2018-03-27T16:08:09.165Z,2017-02-16T12:45:48.974Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-69-PD,2017-02-16T12:45:49.095Z,,,,,,,,,,,,,,,,,,,,,,,
31426200,2015-10-01,2016-09-30,ID_4,,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RhLzYzLzExLzBkYjktNDkxMy1hOGU5LTAwNThlYWQ0OWM1Zg.pdf,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzgwLzJhLzBkLzUzYmQtNGVmZS1iMmFkLWM3YjJmNjU3YmQ2Mg.xml,"2605, BrÃ¸ndby",Kirkebjerg Parkvej 12,Til kapitalejerne i Stellini Holding ApS,Regnskabsklasse B,2017-02-15,2017-02-15,2017-02-16,,,34901694.0,31426200.0,34901694.0,,Ãrsrapport,Roberto Stellini,Roberto JÃ¸rn Stellini,ASSET,Stellini Holding ApS,"ASSET, Statsautoriseret Revisionsnanpartsselskab",,Odense,2014-10-01,2015-09-30,-51700.0,,,2016-09-30,2015-10-01,2017-02-15,BrÃ¸ndby,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23490049,indberetninger-20180424,2.512265,31426200.0,,2018-03-27T16:08:09.165Z,2017-02-16T12:45:48.974Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-69-PD,2017-02-16T12:45:49.095Z,,,,,,,,,,,,,,,,,,,,,,,
31426200,2015-10-01,2016-09-30,ID_6,,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2RhLzYzLzExLzBkYjktNDkxMy1hOGU5LTAwNThlYWQ0OWM1Zg.pdf,http://regnskaber.virk.dk/00262413/ZG9rdW1lbnRsYWdlcjovLzAzLzEwLzgwLzJhLzBkLzUzYmQtNGVmZS1iMmFkLWM3YjJmNjU3YmQ2Mg.xml,"2605, BrÃ¸ndby",Kirkebjerg Parkvej 12,Til kapitalejerne i Stellini Holding ApS,Regnskabsklasse B,2017-02-15,2017-02-15,2017-02-16,,,34901694.0,31426200.0,34901694.0,,Ãrsrapport,Roberto Stellini,Roberto JÃ¸rn Stellini,ASSET,Stellini Holding ApS,"ASSET, Statsautoriseret Revisionsnanpartsselskab",,Odense,2014-10-01,2015-09-30,0.0,,,2016-09-30,2015-10-01,2017-02-15,BrÃ¸ndby,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23490049,indberetninger-20180424,2.512265,31426200.0,,2018-03-27T16:08:09.165Z,2017-02-16T12:45:48.974Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-69-PD,2017-02-16T12:45:49.095Z,,,,,,,,,,,,,,,,,,,,,,,
