entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfExecutiveBoard
30349458,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzRmL2M4LzM4LzQ4Y2EtNDYzMy1iNGU0LTY5Mzk0NTQxYTk1Mw.pdf,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2FjL2Q1LzI0LzE4MjQtNDc5Ni04OWJhLTUxZTdiOGMyNTRlMg.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6600 Vejen,Poppelvej 12,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i PS-EJENDOMME ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-17000.0,2019-03-19,2007-03-06,2019-04-01,49000.0,96227.0,Statsautoriseret revisor,-4000.0,20222670.0,30349458.0,20222670.0,mne19692,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for PS-EJENDOMME ApS.,Ãrsrapport,63000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Stig Eggeling Pedersen,PS-EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,73000.0,10000.0,Vejen,2017-01-01,2017-12-31,-109000.0,-126000.0,-53000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,false,2019-03-19,Kolding,-17000.0,urn:ofk:oid:26912991,indberetninger-20180424,2.5122871,30349458.0,AWnYtXJURYGX6_YTGbUR,2019-04-01T11:43:08.736Z,2019-04-01T11:42:43.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-42-TW,2019-04-01T11:42:43.327Z,,,,,,,,,,,,,,,,,,,
30349458,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzRmL2M4LzM4LzQ4Y2EtNDYzMy1iNGU0LTY5Mzk0NTQxYTk1Mw.pdf,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2FjL2Q1LzI0LzE4MjQtNDc5Ni04OWJhLTUxZTdiOGMyNTRlMg.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6600 Vejen,Poppelvej 12,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i PS-EJENDOMME ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-19,2007-03-06,2019-04-01,,96227.0,Statsautoriseret revisor,,20222670.0,30349458.0,20222670.0,mne19692,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for PS-EJENDOMME ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Stig Eggeling Pedersen,PS-EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejen,2017-01-01,2017-12-31,-109000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,false,2019-03-19,Kolding,,urn:ofk:oid:26912991,indberetninger-20180424,2.5122871,30349458.0,AWnYtXJURYGX6_YTGbUR,2019-04-01T11:43:08.736Z,2019-04-01T11:42:43.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-42-TW,2019-04-01T11:42:43.327Z,,,,,,,,,,,,,,,,,,,
30349458,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzRmL2M4LzM4LzQ4Y2EtNDYzMy1iNGU0LTY5Mzk0NTQxYTk1Mw.pdf,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2FjL2Q1LzI0LzE4MjQtNDc5Ni04OWJhLTUxZTdiOGMyNTRlMg.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6600 Vejen,Poppelvej 12,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i PS-EJENDOMME ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-19,2007-03-06,2019-04-01,,96227.0,Statsautoriseret revisor,,20222670.0,30349458.0,20222670.0,mne19692,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for PS-EJENDOMME ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Stig Eggeling Pedersen,PS-EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,false,2019-03-19,Kolding,,urn:ofk:oid:26912991,indberetninger-20180424,2.5122871,30349458.0,AWnYtXJURYGX6_YTGbUR,2019-04-01T11:43:08.736Z,2019-04-01T11:42:43.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-42-TW,2019-04-01T11:42:43.327Z,2254000.0,125000.0,-315000.0,2235000.0,2254000.0,2569000.0,2235000.0,19000.0,2235000.0,-440000.0,162000.0,2569000.0,2377000.0,19000.0,,,,,
30349458,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzRmL2M4LzM4LzQ4Y2EtNDYzMy1iNGU0LTY5Mzk0NTQxYTk1Mw.pdf,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2FjL2Q1LzI0LzE4MjQtNDc5Ni04OWJhLTUxZTdiOGMyNTRlMg.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6600 Vejen,Poppelvej 12,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i PS-EJENDOMME ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-19,2007-03-06,2019-04-01,,96227.0,Statsautoriseret revisor,,20222670.0,30349458.0,20222670.0,mne19692,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for PS-EJENDOMME ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Stig Eggeling Pedersen,PS-EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,false,2019-03-19,Kolding,,urn:ofk:oid:26912991,indberetninger-20180424,2.5122871,30349458.0,AWnYtXJURYGX6_YTGbUR,2019-04-01T11:43:08.736Z,2019-04-01T11:42:43.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-42-TW,2019-04-01T11:42:43.327Z,,,125000.0,,,,,,,,,,,,,,,,
30349458,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzRmL2M4LzM4LzQ4Y2EtNDYzMy1iNGU0LTY5Mzk0NTQxYTk1Mw.pdf,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2FjL2Q1LzI0LzE4MjQtNDc5Ni04OWJhLTUxZTdiOGMyNTRlMg.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6600 Vejen,Poppelvej 12,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i PS-EJENDOMME ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-19,2007-03-06,2019-04-01,,96227.0,Statsautoriseret revisor,,20222670.0,30349458.0,20222670.0,mne19692,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for PS-EJENDOMME ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Stig Eggeling Pedersen,PS-EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,false,2019-03-19,Kolding,,urn:ofk:oid:26912991,indberetninger-20180424,2.5122871,30349458.0,AWnYtXJURYGX6_YTGbUR,2019-04-01T11:43:08.736Z,2019-04-01T11:42:43.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-42-TW,2019-04-01T11:42:43.327Z,,,-439944.0,,,,,,,,,,,,,,,,
30349458,2018-01-01,2018-01-01,c505,,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzRmL2M4LzM4LzQ4Y2EtNDYzMy1iNGU0LTY5Mzk0NTQxYTk1Mw.pdf,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2FjL2Q1LzI0LzE4MjQtNDc5Ni04OWJhLTUxZTdiOGMyNTRlMg.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6600 Vejen,Poppelvej 12,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i PS-EJENDOMME ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-19,2007-03-06,2019-04-01,,96227.0,Statsautoriseret revisor,,20222670.0,30349458.0,20222670.0,mne19692,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for PS-EJENDOMME ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Stig Eggeling Pedersen,PS-EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,false,2019-03-19,Kolding,,urn:ofk:oid:26912991,indberetninger-20180424,2.5122871,30349458.0,AWnYtXJURYGX6_YTGbUR,2019-04-01T11:43:08.736Z,2019-04-01T11:42:43.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-42-TW,2019-04-01T11:42:43.327Z,,,,,,,,,,,,,,,426813.0,2661156.0,,,
30349458,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzRmL2M4LzM4LzQ4Y2EtNDYzMy1iNGU0LTY5Mzk0NTQxYTk1Mw.pdf,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2FjL2Q1LzI0LzE4MjQtNDc5Ni04OWJhLTUxZTdiOGMyNTRlMg.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6600 Vejen,Poppelvej 12,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i PS-EJENDOMME ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-18157.0,2019-03-19,2007-03-06,2019-04-01,96227.0,96227.0,Statsautoriseret revisor,22300.0,20222670.0,30349458.0,20222670.0,mne19692,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for PS-EJENDOMME ApS.,Ãrsrapport,98843.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Stig Eggeling Pedersen,PS-EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,104833.0,5990.0,Vejen,2017-01-01,2017-12-31,-160603.0,-178760.0,-73927.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,false,2019-03-19,Kolding,-18157.0,urn:ofk:oid:26912991,indberetninger-20180424,2.5122871,30349458.0,AWnYtXJURYGX6_YTGbUR,2019-04-01T11:43:08.736Z,2019-04-01T11:42:43.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-42-TW,2019-04-01T11:42:43.327Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,
30349458,2018-01-01,2018-12-31,c212,,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzRmL2M4LzM4LzQ4Y2EtNDYzMy1iNGU0LTY5Mzk0NTQxYTk1Mw.pdf,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2FjL2Q1LzI0LzE4MjQtNDc5Ni04OWJhLTUxZTdiOGMyNTRlMg.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6600 Vejen,Poppelvej 12,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i PS-EJENDOMME ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-19,2007-03-06,2019-04-01,,96227.0,Statsautoriseret revisor,,20222670.0,30349458.0,20222670.0,mne19692,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for PS-EJENDOMME ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Stig Eggeling Pedersen,PS-EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejen,2017-01-01,2017-12-31,-160603.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,false,2019-03-19,Kolding,,urn:ofk:oid:26912991,indberetninger-20180424,2.5122871,30349458.0,AWnYtXJURYGX6_YTGbUR,2019-04-01T11:43:08.736Z,2019-04-01T11:42:43.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-42-TW,2019-04-01T11:42:43.327Z,,,,,,,,,,,,,,,,,,,
30349458,2018-01-01,2018-12-31,c247,,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzRmL2M4LzM4LzQ4Y2EtNDYzMy1iNGU0LTY5Mzk0NTQxYTk1Mw.pdf,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2FjL2Q1LzI0LzE4MjQtNDc5Ni04OWJhLTUxZTdiOGMyNTRlMg.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6600 Vejen,Poppelvej 12,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i PS-EJENDOMME ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-19,2007-03-06,2019-04-01,,96227.0,Statsautoriseret revisor,,20222670.0,30349458.0,20222670.0,mne19692,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for PS-EJENDOMME ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Stig Eggeling Pedersen,PS-EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejen,2017-01-01,2017-12-31,-160603.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,false,2019-03-19,Kolding,,urn:ofk:oid:26912991,indberetninger-20180424,2.5122871,30349458.0,AWnYtXJURYGX6_YTGbUR,2019-04-01T11:43:08.736Z,2019-04-01T11:42:43.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-42-TW,2019-04-01T11:42:43.327Z,,,,,,,,,,,,,,,,,,,
30349458,2018-01-01,2018-12-31,c306,,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzRmL2M4LzM4LzQ4Y2EtNDYzMy1iNGU0LTY5Mzk0NTQxYTk1Mw.pdf,http://regnskaber.virk.dk/85494303/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2FjL2Q1LzI0LzE4MjQtNDc5Ni04OWJhLTUxZTdiOGMyNTRlMg.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6600 Vejen,Poppelvej 12,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i PS-EJENDOMME ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-19,2007-03-06,2019-04-01,,96227.0,Statsautoriseret revisor,,20222670.0,30349458.0,20222670.0,mne19692,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for PS-EJENDOMME ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter KlÃ¸vborg,Stig Eggeling Pedersen,PS-EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Vejen,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejen,2018-12-31,2018-01-01,false,2019-03-19,Kolding,,urn:ofk:oid:26912991,indberetninger-20180424,2.5122871,30349458.0,AWnYtXJURYGX6_YTGbUR,2019-04-01T11:43:08.736Z,2019-04-01T11:42:43.162Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-42-TW,2019-04-01T11:42:43.327Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
