entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
20851791,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc4L2Y1L2VkL2QyZTQtNDE2Mi1hYzFjLWFlYjg4NTY0YThjYw.pdf,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI1LzFhL2NlL2MzNzAtNDUyZS1hZDZkLWY5MjJjZGE3ZmJiMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Aarup,5560.0,95.0,Bredgade,5560 Aarup,Gl. Aarup 7,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Aarup Industrihuse A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-12,1998-02-10,2017-06-14,-26000.0,53417.0,Statsautoriseret revisor,1196000.0,39000.0,20222670.0,20851791.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Aarup Industrihuse A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Dan GÃ¸rtz,Dan GÃ¸rtz JÃ¸rgensen,Totalbanken A/S,Aarup Industrihuse A/S,BDO Statsautoriseret revisionsaktieselskab,-9000.0,0.0,Aarup,2015-01-01,2015-12-31,4000.0,4000.0,13000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2016-12-31,2016-01-01,true,2017-06-12,Odense,0.0,Formand,urn:ofk:oid:24220005,indberetninger-20180424,2.5097473,20851791.0,,2018-03-29T12:10:01.659Z,2017-06-16T07:37:29.246Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-AK,2017-06-16T07:37:29.455Z,,,,,,,,,,,,,,,,,,,,,,,
20851791,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc4L2Y1L2VkL2QyZTQtNDE2Mi1hYzFjLWFlYjg4NTY0YThjYw.pdf,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI1LzFhL2NlL2MzNzAtNDUyZS1hZDZkLWY5MjJjZGE3ZmJiMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Aarup,5560.0,95.0,Bredgade,5560 Aarup,Gl. Aarup 7,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Aarup Industrihuse A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-12,1998-02-10,2017-06-14,,53417.0,Statsautoriseret revisor,1196000.0,,20222670.0,20851791.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Aarup Industrihuse A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Dan GÃ¸rtz,Dan GÃ¸rtz JÃ¸rgensen,Totalbanken A/S,Aarup Industrihuse A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aarup,2015-01-01,2015-12-31,4000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2016-12-31,2016-01-01,true,2017-06-12,Odense,,Formand,urn:ofk:oid:24220005,indberetninger-20180424,2.5097473,20851791.0,,2018-03-29T12:10:01.659Z,2017-06-16T07:37:29.246Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-AK,2017-06-16T07:37:29.455Z,,,,,,,,,,,,,,,,,,,,,,,
20851791,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc4L2Y1L2VkL2QyZTQtNDE2Mi1hYzFjLWFlYjg4NTY0YThjYw.pdf,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI1LzFhL2NlL2MzNzAtNDUyZS1hZDZkLWY5MjJjZGE3ZmJiMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Aarup,5560.0,95.0,Bredgade,5560 Aarup,Gl. Aarup 7,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Aarup Industrihuse A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-12,1998-02-10,2017-06-14,,53417.0,Statsautoriseret revisor,1196000.0,,20222670.0,20851791.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Aarup Industrihuse A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Dan GÃ¸rtz,Dan GÃ¸rtz JÃ¸rgensen,Totalbanken A/S,Aarup Industrihuse A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2016-12-31,2016-01-01,true,2017-06-12,Odense,,Formand,urn:ofk:oid:24220005,indberetninger-20180424,2.5097473,20851791.0,,2018-03-29T12:10:01.659Z,2017-06-16T07:37:29.246Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-AK,2017-06-16T07:37:29.455Z,1250000.0,0.0,600000.0,-235000.0,1250000.0,1250000.0,1485000.0,1062000.0,1273000.0,211000.0,1250000.0,1.0,29000.0,1250000.0,-835000.0,150000.0,212000.0,33000.0,,,,,
20851791,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc4L2Y1L2VkL2QyZTQtNDE2Mi1hYzFjLWFlYjg4NTY0YThjYw.pdf,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI1LzFhL2NlL2MzNzAtNDUyZS1hZDZkLWY5MjJjZGE3ZmJiMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Aarup,5560.0,95.0,Bredgade,5560 Aarup,Gl. Aarup 7,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Aarup Industrihuse A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-12,1998-02-10,2017-06-14,,53417.0,Statsautoriseret revisor,1196000.0,,20222670.0,20851791.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Aarup Industrihuse A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Dan GÃ¸rtz,Dan GÃ¸rtz JÃ¸rgensen,Totalbanken A/S,Aarup Industrihuse A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2016-12-31,2016-01-01,true,2017-06-12,Odense,,Formand,urn:ofk:oid:24220005,indberetninger-20180424,2.5097473,20851791.0,,2018-03-29T12:10:01.659Z,2017-06-16T07:37:29.246Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-AK,2017-06-16T07:37:29.455Z,,,,600000.0,,,,,,,,,,,,,,,,,,,
20851791,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc4L2Y1L2VkL2QyZTQtNDE2Mi1hYzFjLWFlYjg4NTY0YThjYw.pdf,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI1LzFhL2NlL2MzNzAtNDUyZS1hZDZkLWY5MjJjZGE3ZmJiMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Aarup,5560.0,95.0,Bredgade,5560 Aarup,Gl. Aarup 7,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Aarup Industrihuse A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-12,1998-02-10,2017-06-14,,53417.0,Statsautoriseret revisor,1196000.0,,20222670.0,20851791.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Aarup Industrihuse A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Dan GÃ¸rtz,Dan GÃ¸rtz JÃ¸rgensen,Totalbanken A/S,Aarup Industrihuse A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2016-12-31,2016-01-01,true,2017-06-12,Odense,,Formand,urn:ofk:oid:24220005,indberetninger-20180424,2.5097473,20851791.0,,2018-03-29T12:10:01.659Z,2017-06-16T07:37:29.246Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-AK,2017-06-16T07:37:29.455Z,,,,-834877.0,,,,,,,,,,,,,,,,,,,
20851791,2016-01-01,2016-01-01,c444,,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc4L2Y1L2VkL2QyZTQtNDE2Mi1hYzFjLWFlYjg4NTY0YThjYw.pdf,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI1LzFhL2NlL2MzNzAtNDUyZS1hZDZkLWY5MjJjZGE3ZmJiMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Aarup,5560.0,95.0,Bredgade,5560 Aarup,Gl. Aarup 7,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Aarup Industrihuse A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-12,1998-02-10,2017-06-14,,53417.0,Statsautoriseret revisor,1196000.0,,20222670.0,20851791.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Aarup Industrihuse A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Dan GÃ¸rtz,Dan GÃ¸rtz JÃ¸rgensen,Totalbanken A/S,Aarup Industrihuse A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2016-12-31,2016-01-01,true,2017-06-12,Odense,,Formand,urn:ofk:oid:24220005,indberetninger-20180424,2.5097473,20851791.0,,2018-03-29T12:10:01.659Z,2017-06-16T07:37:29.246Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-AK,2017-06-16T07:37:29.455Z,,,,,,,,,,,,,,,,,,,431098.0,1680515.0,,,
20851791,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc4L2Y1L2VkL2QyZTQtNDE2Mi1hYzFjLWFlYjg4NTY0YThjYw.pdf,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI1LzFhL2NlL2MzNzAtNDUyZS1hZDZkLWY5MjJjZGE3ZmJiMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Aarup,5560.0,95.0,Bredgade,5560 Aarup,Gl. Aarup 7,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Aarup Industrihuse A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-12,1998-02-10,2017-06-14,-53417.0,53417.0,Statsautoriseret revisor,1196000.0,16510.0,20222670.0,20851791.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Aarup Industrihuse A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Dan GÃ¸rtz,Dan GÃ¸rtz JÃ¸rgensen,Totalbanken A/S,Aarup Industrihuse A/S,BDO Statsautoriseret revisionsaktieselskab,-9618.0,38.0,Aarup,2015-01-01,2015-12-31,-46487.0,-46487.0,-36907.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2016-12-31,2016-01-01,true,2017-06-12,Odense,0.0,Formand,urn:ofk:oid:24220005,indberetninger-20180424,2.5097473,20851791.0,,2018-03-29T12:10:01.659Z,2017-06-16T07:37:29.246Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-AK,2017-06-16T07:37:29.455Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
20851791,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc4L2Y1L2VkL2QyZTQtNDE2Mi1hYzFjLWFlYjg4NTY0YThjYw.pdf,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI1LzFhL2NlL2MzNzAtNDUyZS1hZDZkLWY5MjJjZGE3ZmJiMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Aarup,5560.0,95.0,Bredgade,5560 Aarup,Gl. Aarup 7,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Aarup Industrihuse A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-12,1998-02-10,2017-06-14,,53417.0,Statsautoriseret revisor,1196000.0,,20222670.0,20851791.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Aarup Industrihuse A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Dan GÃ¸rtz,Dan GÃ¸rtz JÃ¸rgensen,Totalbanken A/S,Aarup Industrihuse A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aarup,2015-01-01,2015-12-31,-46487.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2016-12-31,2016-01-01,true,2017-06-12,Odense,,Formand,urn:ofk:oid:24220005,indberetninger-20180424,2.5097473,20851791.0,,2018-03-29T12:10:01.659Z,2017-06-16T07:37:29.246Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-AK,2017-06-16T07:37:29.455Z,,,,,,,,,,,,,,,,,,,,,,,
20851791,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc4L2Y1L2VkL2QyZTQtNDE2Mi1hYzFjLWFlYjg4NTY0YThjYw.pdf,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI1LzFhL2NlL2MzNzAtNDUyZS1hZDZkLWY5MjJjZGE3ZmJiMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Aarup,5560.0,95.0,Bredgade,5560 Aarup,Gl. Aarup 7,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Aarup Industrihuse A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-12,1998-02-10,2017-06-14,,53417.0,Statsautoriseret revisor,1196000.0,,20222670.0,20851791.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Aarup Industrihuse A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Dan GÃ¸rtz,Dan GÃ¸rtz JÃ¸rgensen,Totalbanken A/S,Aarup Industrihuse A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aarup,2015-01-01,2015-12-31,-46487.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2016-12-31,2016-01-01,true,2017-06-12,Odense,,Formand,urn:ofk:oid:24220005,indberetninger-20180424,2.5097473,20851791.0,,2018-03-29T12:10:01.659Z,2017-06-16T07:37:29.246Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-AK,2017-06-16T07:37:29.455Z,,,,,,,,,,,,,,,,,,,,,,,
20851791,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc4L2Y1L2VkL2QyZTQtNDE2Mi1hYzFjLWFlYjg4NTY0YThjYw.pdf,http://regnskaber.virk.dk/19715802/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzI1LzFhL2NlL2MzNzAtNDUyZS1hZDZkLWY5MjJjZGE3ZmJiMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,Aarup,5560.0,95.0,Bredgade,5560 Aarup,Gl. Aarup 7,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Aarup Industrihuse A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-12,1998-02-10,2017-06-14,,53417.0,Statsautoriseret revisor,1196000.0,,20222670.0,20851791.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Aarup Industrihuse A/S.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Brorsen Jensen,Dan GÃ¸rtz,Dan GÃ¸rtz JÃ¸rgensen,Totalbanken A/S,Aarup Industrihuse A/S,BDO Statsautoriseret revisionsaktieselskab,,,Aarup,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Assens Kommune,2016-12-31,2016-01-01,true,2017-06-12,Odense,,Formand,urn:ofk:oid:24220005,indberetninger-20180424,2.5097473,20851791.0,,2018-03-29T12:10:01.659Z,2017-06-16T07:37:29.246Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-24-AK,2017-06-16T07:37:29.455Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
