entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfContingentLiabilities,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ReserveForEntrepreneurialCompany,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,ContributionFromGroup
36405147,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzEwL2YwLzgzLzBhMWYtNGMxYS04NjAyLWRkOWFhZTcxZWIyNw.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ2L2ZkLzc1Lzk5YWEtNDkzMC1hZjljLWRkNGQ1ZmExMmQwZg.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRiL2Q0LzZhL2MyM2EtNGFkNS04Y2JlLTY2ODAxOTFiZTBjZg.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2000 Frederiksberg,"Dirch Passers Alle 15, 1,  th",Regnskabsklasse B,2018-02-05,2018-02-06,69500.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet KNR Holding 2014 ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2013 og frem samt for kildeskat pÃ¥ udbytter, renter og royalties, som forfalder til betaling 1. juli 2012 eller senere.</p>",kr@hc-a.dk,328463.0,177371.0,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,Hipp Consult,303.0,KÃ¸benhavn K,2016-01-01,2016-12-31,-174648.0,-220895.0,-220592.0,2017-12-31,2017-01-01,false,false,-46247.0,false,false,Ingen bistand,urn:ofk:oid:25033712,indberetninger-20180424,2.5955422,36405147.0,,2018-04-03T19:12:39.599Z,2018-02-07T13:49:53.380Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-87-GM,2018-02-07T13:49:53.572Z,,,,,,,,,,,,,,,,,,,,,,,
36405147,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzEwL2YwLzgzLzBhMWYtNGMxYS04NjAyLWRkOWFhZTcxZWIyNw.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ2L2ZkLzc1Lzk5YWEtNDkzMC1hZjljLWRkNGQ1ZmExMmQwZg.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRiL2Q0LzZhL2MyM2EtNGFkNS04Y2JlLTY2ODAxOTFiZTBjZg.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2000 Frederiksberg,"Dirch Passers Alle 15, 1,  th",Regnskabsklasse B,2018-02-05,2018-02-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet KNR Holding 2014 ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2013 og frem samt for kildeskat pÃ¥ udbytter, renter og royalties, som forfalder til betaling 1. juli 2012 eller senere.</p>",kr@hc-a.dk,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,Hipp Consult,,KÃ¸benhavn K,2016-01-01,2016-12-31,-174648.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25033712,indberetninger-20180424,2.5955422,36405147.0,,2018-04-03T19:12:39.599Z,2018-02-07T13:49:53.380Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-87-GM,2018-02-07T13:49:53.572Z,,,,,,,,,,,,,,,,,,,,,,,
36405147,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzEwL2YwLzgzLzBhMWYtNGMxYS04NjAyLWRkOWFhZTcxZWIyNw.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ2L2ZkLzc1Lzk5YWEtNDkzMC1hZjljLWRkNGQ1ZmExMmQwZg.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRiL2Q0LzZhL2MyM2EtNGFkNS04Y2JlLTY2ODAxOTFiZTBjZg.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2000 Frederiksberg,"Dirch Passers Alle 15, 1,  th",Regnskabsklasse B,2018-02-05,2018-02-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet KNR Holding 2014 ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2013 og frem samt for kildeskat pÃ¥ udbytter, renter og royalties, som forfalder til betaling 1. juli 2012 eller senere.</p>",kr@hc-a.dk,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,Hipp Consult,,KÃ¸benhavn K,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25033712,indberetninger-20180424,2.5955422,36405147.0,,2018-04-03T19:12:39.599Z,2018-02-07T13:49:53.380Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-87-GM,2018-02-07T13:49:53.572Z,200876.0,1682.0,1.0,200876.0,18787.0,200876.0,182089.0,0.0,14039.0,0.0,0.0,0.0,49999.0,-31213.0,182089.0,165550.0,199194.0,148104.0,0.0,46247.0,2500.0,4843.0,
36405147,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzEwL2YwLzgzLzBhMWYtNGMxYS04NjAyLWRkOWFhZTcxZWIyNw.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ2L2ZkLzc1Lzk5YWEtNDkzMC1hZjljLWRkNGQ1ZmExMmQwZg.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRiL2Q0LzZhL2MyM2EtNGFkNS04Y2JlLTY2ODAxOTFiZTBjZg.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2000 Frederiksberg,"Dirch Passers Alle 15, 1,  th",Regnskabsklasse B,2018-02-05,2018-02-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet KNR Holding 2014 ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2013 og frem samt for kildeskat pÃ¥ udbytter, renter og royalties, som forfalder til betaling 1. juli 2012 eller senere.</p>",kr@hc-a.dk,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,Hipp Consult,,KÃ¸benhavn K,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25033712,indberetninger-20180424,2.5955422,36405147.0,,2018-04-03T19:12:39.599Z,2018-02-07T13:49:53.380Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-87-GM,2018-02-07T13:49:53.572Z,,,,,18787.0,,,,,,,,,,,,,,,,,,
36405147,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzEwL2YwLzgzLzBhMWYtNGMxYS04NjAyLWRkOWFhZTcxZWIyNw.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ2L2ZkLzc1Lzk5YWEtNDkzMC1hZjljLWRkNGQ1ZmExMmQwZg.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRiL2Q0LzZhL2MyM2EtNGFkNS04Y2JlLTY2ODAxOTFiZTBjZg.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2000 Frederiksberg,"Dirch Passers Alle 15, 1,  th",Regnskabsklasse B,2018-02-05,2018-02-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet KNR Holding 2014 ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2013 og frem samt for kildeskat pÃ¥ udbytter, renter og royalties, som forfalder til betaling 1. juli 2012 eller senere.</p>",kr@hc-a.dk,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,Hipp Consult,,KÃ¸benhavn K,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25033712,indberetninger-20180424,2.5955422,36405147.0,,2018-04-03T19:12:39.599Z,2018-02-07T13:49:53.380Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-87-GM,2018-02-07T13:49:53.572Z,,,,,1.0,,,,,,,,,,,,,,,,,,
36405147,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzEwL2YwLzgzLzBhMWYtNGMxYS04NjAyLWRkOWFhZTcxZWIyNw.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ2L2ZkLzc1Lzk5YWEtNDkzMC1hZjljLWRkNGQ1ZmExMmQwZg.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRiL2Q0LzZhL2MyM2EtNGFkNS04Y2JlLTY2ODAxOTFiZTBjZg.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2000 Frederiksberg,"Dirch Passers Alle 15, 1,  th",Regnskabsklasse B,2018-02-05,2018-02-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet KNR Holding 2014 ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2013 og frem samt for kildeskat pÃ¥ udbytter, renter og royalties, som forfalder til betaling 1. juli 2012 eller senere.</p>",kr@hc-a.dk,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,Hipp Consult,,KÃ¸benhavn K,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25033712,indberetninger-20180424,2.5955422,36405147.0,,2018-04-03T19:12:39.599Z,2018-02-07T13:49:53.380Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-87-GM,2018-02-07T13:49:53.572Z,,,,,49999.0,,,,,,,,,,,,,,,,,,
36405147,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzEwL2YwLzgzLzBhMWYtNGMxYS04NjAyLWRkOWFhZTcxZWIyNw.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ2L2ZkLzc1Lzk5YWEtNDkzMC1hZjljLWRkNGQ1ZmExMmQwZg.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRiL2Q0LzZhL2MyM2EtNGFkNS04Y2JlLTY2ODAxOTFiZTBjZg.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2000 Frederiksberg,"Dirch Passers Alle 15, 1,  th",Regnskabsklasse B,2018-02-05,2018-02-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet KNR Holding 2014 ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2013 og frem samt for kildeskat pÃ¥ udbytter, renter og royalties, som forfalder til betaling 1. juli 2012 eller senere.</p>",kr@hc-a.dk,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,Hipp Consult,,KÃ¸benhavn K,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25033712,indberetninger-20180424,2.5955422,36405147.0,,2018-04-03T19:12:39.599Z,2018-02-07T13:49:53.380Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-87-GM,2018-02-07T13:49:53.572Z,,,,,-31213.0,,,,,,,,,,,,,,,,,,
36405147,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzEwL2YwLzgzLzBhMWYtNGMxYS04NjAyLWRkOWFhZTcxZWIyNw.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ2L2ZkLzc1Lzk5YWEtNDkzMC1hZjljLWRkNGQ1ZmExMmQwZg.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRiL2Q0LzZhL2MyM2EtNGFkNS04Y2JlLTY2ODAxOTFiZTBjZg.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2000 Frederiksberg,"Dirch Passers Alle 15, 1,  th",Regnskabsklasse B,2018-02-05,2018-02-06,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet KNR Holding 2014 ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2013 og frem samt for kildeskat pÃ¥ udbytter, renter og royalties, som forfalder til betaling 1. juli 2012 eller senere.</p>",kr@hc-a.dk,0.0,42016.0,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,Hipp Consult,0.0,KÃ¸benhavn K,2016-01-01,2016-12-31,32773.0,42016.0,42016.0,2017-12-31,2017-01-01,false,false,9243.0,false,false,Ingen bistand,urn:ofk:oid:25033712,indberetninger-20180424,2.5955422,36405147.0,,2018-04-03T19:12:39.599Z,2018-02-07T13:49:53.380Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-87-GM,2018-02-07T13:49:53.572Z,,,,,,,,,,,,,,,,,,,,,,,146965.0
36405147,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzEwL2YwLzgzLzBhMWYtNGMxYS04NjAyLWRkOWFhZTcxZWIyNw.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ2L2ZkLzc1Lzk5YWEtNDkzMC1hZjljLWRkNGQ1ZmExMmQwZg.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRiL2Q0LzZhL2MyM2EtNGFkNS04Y2JlLTY2ODAxOTFiZTBjZg.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2000 Frederiksberg,"Dirch Passers Alle 15, 1,  th",Regnskabsklasse B,2018-02-05,2018-02-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet KNR Holding 2014 ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2013 og frem samt for kildeskat pÃ¥ udbytter, renter og royalties, som forfalder til betaling 1. juli 2012 eller senere.</p>",kr@hc-a.dk,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,Hipp Consult,,KÃ¸benhavn K,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25033712,indberetninger-20180424,2.5955422,36405147.0,,2018-04-03T19:12:39.599Z,2018-02-07T13:49:53.380Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-87-GM,2018-02-07T13:49:53.572Z,,,,,,,,,,,,,,,,,,,,,,,
36405147,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzEwL2YwLzgzLzBhMWYtNGMxYS04NjAyLWRkOWFhZTcxZWIyNw.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzQ2L2ZkLzc1Lzk5YWEtNDkzMC1hZjljLWRkNGQ1ZmExMmQwZg.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzRiL2Q0LzZhL2MyM2EtNGFkNS04Y2JlLTY2ODAxOTFiZTBjZg.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2000 Frederiksberg,"Dirch Passers Alle 15, 1,  th",Regnskabsklasse B,2018-02-05,2018-02-06,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er sambeskattet med moderselskabet KNR Holding 2014 ApS (Administrationsselskab) og hÃ¦fter solidarisk med Ã¸vrige sambeskattede selskaber for betaling af selskabsskat for indkomstÃ¥ret 2013 og frem samt for kildeskat pÃ¥ udbytter, renter og royalties, som forfalder til betaling 1. juli 2012 eller senere.</p>",kr@hc-a.dk,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,Hipp Consult,,KÃ¸benhavn K,2016-01-01,2016-12-31,32773.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25033712,indberetninger-20180424,2.5955422,36405147.0,,2018-04-03T19:12:39.599Z,2018-02-07T13:49:53.380Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-87-GM,2018-02-07T13:49:53.572Z,,,,,,,,,,,,,,,,,,,,,,,146965.0
