entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOfChangesInEquity,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ReserveForEntrepreneurialCompany,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
36405147,2014-10-01,2015-12-31,c2,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2U5LzNkL2ZlL2I1OWYtNGE3Zi1iODVkLTNhNDNlZmFhY2U4NA.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2YwL2RhL2M2LzdiNWEtNGYzOS04NDk3LTAyY2JmNGMyMmIwOQ.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzhmLzE4L2NiLzNiOTktNDhjMy05MDYyLTQ0NTExNWEyODllOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2500 Valby,SolskrÃ¦nten 20,Regnskabsklasse B,2017-06-16,2017-06-16,41500.0,144090.0,510193.0,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Nicolaj Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,SÃ¸ren Schwartz,3373.0,200.0,KÃ¸benhavn,2014-10-01,2015-12-31,244434.0,321430.0,324603.0,2016-12-31,2016-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret Ã¦ndringer i selskabskapitalen siden selskabets stiftelse.</p>",76996.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24263818,indberetninger-20180424,2.59278,36405147.0,,2018-03-29T16:12:27.491Z,2017-06-21T07:34:44.900Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-11-ZM,2017-06-21T07:34:45.142Z,,,,,,,,,,,,,,,,,,,,,,,
36405147,2014-10-01,2015-12-31,c4,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2U5LzNkL2ZlL2I1OWYtNGE3Zi1iODVkLTNhNDNlZmFhY2U4NA.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2YwL2RhL2M2LzdiNWEtNGYzOS04NDk3LTAyY2JmNGMyMmIwOQ.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzhmLzE4L2NiLzNiOTktNDhjMy05MDYyLTQ0NTExNWEyODllOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2500 Valby,SolskrÃ¦nten 20,Regnskabsklasse B,2017-06-16,2017-06-16,,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Nicolaj Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,SÃ¸ren Schwartz,,,KÃ¸benhavn,2014-10-01,2015-12-31,51000.0,,,2016-12-31,2016-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret Ã¦ndringer i selskabskapitalen siden selskabets stiftelse.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24263818,indberetninger-20180424,2.59278,36405147.0,,2018-03-29T16:12:27.491Z,2017-06-21T07:34:44.900Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-11-ZM,2017-06-21T07:34:45.142Z,,,,,,,,,,,,,,,,,,,,,,,
36405147,2014-10-01,2015-12-31,c6,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2U5LzNkL2ZlL2I1OWYtNGE3Zi1iODVkLTNhNDNlZmFhY2U4NA.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2YwL2RhL2M2LzdiNWEtNGYzOS04NDk3LTAyY2JmNGMyMmIwOQ.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzhmLzE4L2NiLzNiOTktNDhjMy05MDYyLTQ0NTExNWEyODllOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2500 Valby,SolskrÃ¦nten 20,Regnskabsklasse B,2017-06-16,2017-06-16,,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Nicolaj Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,SÃ¸ren Schwartz,,,KÃ¸benhavn,2014-10-01,2015-12-31,49999.0,,,2016-12-31,2016-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret Ã¦ndringer i selskabskapitalen siden selskabets stiftelse.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24263818,indberetninger-20180424,2.59278,36405147.0,,2018-03-29T16:12:27.491Z,2017-06-21T07:34:44.900Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-11-ZM,2017-06-21T07:34:45.142Z,,,,,,,,,,,,,,,,,,,,,,,
36405147,2014-10-01,2015-12-31,c8,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2U5LzNkL2ZlL2I1OWYtNGE3Zi1iODVkLTNhNDNlZmFhY2U4NA.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2YwL2RhL2M2LzdiNWEtNGYzOS04NDk3LTAyY2JmNGMyMmIwOQ.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzhmLzE4L2NiLzNiOTktNDhjMy05MDYyLTQ0NTExNWEyODllOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2500 Valby,SolskrÃ¦nten 20,Regnskabsklasse B,2017-06-16,2017-06-16,,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Nicolaj Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,SÃ¸ren Schwartz,,,KÃ¸benhavn,2014-10-01,2015-12-31,143435.0,,,2016-12-31,2016-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret Ã¦ndringer i selskabskapitalen siden selskabets stiftelse.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24263818,indberetninger-20180424,2.59278,36405147.0,,2018-03-29T16:12:27.491Z,2017-06-21T07:34:44.900Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-11-ZM,2017-06-21T07:34:45.142Z,,,,,,,,,,,,,,,,,,,,,,,
36405147,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2U5LzNkL2ZlL2I1OWYtNGE3Zi1iODVkLTNhNDNlZmFhY2U4NA.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2YwL2RhL2M2LzdiNWEtNGYzOS04NDk3LTAyY2JmNGMyMmIwOQ.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzhmLzE4L2NiLzNiOTktNDhjMy05MDYyLTQ0NTExNWEyODllOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2500 Valby,SolskrÃ¦nten 20,Regnskabsklasse B,2017-06-16,2017-06-16,,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Nicolaj Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,SÃ¸ren Schwartz,,,KÃ¸benhavn,2014-10-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret Ã¦ndringer i selskabskapitalen siden selskabets stiftelse.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24263818,indberetninger-20180424,2.59278,36405147.0,,2018-03-29T16:12:27.491Z,2017-06-21T07:34:44.900Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-11-ZM,2017-06-21T07:34:45.142Z,457320.0,115429.0,1.0,231820.0,193435.0,457320.0,263885.0,100500.0,98773.0,14987.0,100500.0,100500.0,51000.0,49999.0,143435.0,263885.0,0.0,90093.0,116391.0,125000.0,23004.0,24019.0,78400.0
36405147,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2U5LzNkL2ZlL2I1OWYtNGE3Zi1iODVkLTNhNDNlZmFhY2U4NA.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2YwL2RhL2M2LzdiNWEtNGYzOS04NDk3LTAyY2JmNGMyMmIwOQ.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzhmLzE4L2NiLzNiOTktNDhjMy05MDYyLTQ0NTExNWEyODllOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2500 Valby,SolskrÃ¦nten 20,Regnskabsklasse B,2017-06-16,2017-06-16,,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Nicolaj Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,SÃ¸ren Schwartz,,,KÃ¸benhavn,2014-10-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret Ã¦ndringer i selskabskapitalen siden selskabets stiftelse.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24263818,indberetninger-20180424,2.59278,36405147.0,,2018-03-29T16:12:27.491Z,2017-06-21T07:34:44.900Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-11-ZM,2017-06-21T07:34:45.142Z,,,,,1.0,,,,,,,,,,,,,,,,,,
36405147,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2U5LzNkL2ZlL2I1OWYtNGE3Zi1iODVkLTNhNDNlZmFhY2U4NA.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2YwL2RhL2M2LzdiNWEtNGYzOS04NDk3LTAyY2JmNGMyMmIwOQ.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzhmLzE4L2NiLzNiOTktNDhjMy05MDYyLTQ0NTExNWEyODllOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2500 Valby,SolskrÃ¦nten 20,Regnskabsklasse B,2017-06-16,2017-06-16,,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Nicolaj Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,SÃ¸ren Schwartz,,,KÃ¸benhavn,2014-10-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret Ã¦ndringer i selskabskapitalen siden selskabets stiftelse.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24263818,indberetninger-20180424,2.59278,36405147.0,,2018-03-29T16:12:27.491Z,2017-06-21T07:34:44.900Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-11-ZM,2017-06-21T07:34:45.142Z,,,,,49999.0,,,,,,,,,,,,,,,,,,
36405147,2016-01-01,2016-01-01,c13,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2U5LzNkL2ZlL2I1OWYtNGE3Zi1iODVkLTNhNDNlZmFhY2U4NA.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2YwL2RhL2M2LzdiNWEtNGYzOS04NDk3LTAyY2JmNGMyMmIwOQ.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzhmLzE4L2NiLzNiOTktNDhjMy05MDYyLTQ0NTExNWEyODllOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2500 Valby,SolskrÃ¦nten 20,Regnskabsklasse B,2017-06-16,2017-06-16,,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Nicolaj Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,SÃ¸ren Schwartz,,,KÃ¸benhavn,2014-10-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret Ã¦ndringer i selskabskapitalen siden selskabets stiftelse.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24263818,indberetninger-20180424,2.59278,36405147.0,,2018-03-29T16:12:27.491Z,2017-06-21T07:34:44.900Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-11-ZM,2017-06-21T07:34:45.142Z,,,,,143435.0,,,,,,,,,,,,,,,,,,
36405147,2016-01-01,2016-01-01,c14,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2U5LzNkL2ZlL2I1OWYtNGE3Zi1iODVkLTNhNDNlZmFhY2U4NA.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2YwL2RhL2M2LzdiNWEtNGYzOS04NDk3LTAyY2JmNGMyMmIwOQ.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzhmLzE4L2NiLzNiOTktNDhjMy05MDYyLTQ0NTExNWEyODllOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2500 Valby,SolskrÃ¦nten 20,Regnskabsklasse B,2017-06-16,2017-06-16,,,,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Nicolaj Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,SÃ¸ren Schwartz,,,KÃ¸benhavn,2014-10-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret Ã¦ndringer i selskabskapitalen siden selskabets stiftelse.</p>",,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24263818,indberetninger-20180424,2.59278,36405147.0,,2018-03-29T16:12:27.491Z,2017-06-21T07:34:44.900Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-11-ZM,2017-06-21T07:34:45.142Z,,,,,193435.0,,,,,,,,,,,,,,,,,,
36405147,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzL2RkL2U5LzNkL2ZlL2I1OWYtNGE3Zi1iODVkLTNhNDNlZmFhY2U4NA.xhtml,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2YwL2RhL2M2LzdiNWEtNGYzOS04NDk3LTAyY2JmNGMyMmIwOQ.pdf,http://regnskaber.virk.dk/74150463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzhmLzE4L2NiLzNiOTktNDhjMy05MDYyLTQ0NTExNWEyODllOQ.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,KÃ¸benhavn K,1307.0,102.0,SÃ¸lvgade,2500 Valby,SolskrÃ¦nten 20,Regnskabsklasse B,2017-06-16,2017-06-16,69500.0,328463.0,177371.0,36405147.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kim Nicolaj Rosendal,Kim Nicolaj Rosendal,Danske Bank,H.C.A. FLYTTEFIRMA IVS,SÃ¸ren Schwartz,303.0,0.0,KÃ¸benhavn,2014-10-01,2015-12-31,-174648.0,-220895.0,-220592.0,2016-12-31,2016-01-01,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der har ikke vÃ¦ret Ã¦ndringer i selskabskapitalen siden selskabets stiftelse.</p>",-46247.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24263818,indberetninger-20180424,2.59278,36405147.0,,2018-03-29T16:12:27.491Z,2017-06-21T07:34:44.900Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-11-ZM,2017-06-21T07:34:45.142Z,,,,,,,,,,,,,,,,,,,,,,,
