entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceIncome,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
25559363,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzEzL2E2L2MyLzlmNzEtNDJhMS1iODEzLTNiZjU5ODlmMGE2Yw.pdf,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzIwLzhkLzY0L2I3M2MtNDcxYS1hZTI1LTk1OWY3YTk5YmJmMw.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i SamsÃ¸ Skorstensfejer ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2000-08-16,2018-05-31,samsofej@gmail.com,36563877.0,25559363.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for SamsÃ¸ Skorstensfejer ApS.,Ãrsrapport,Jan Taylor Hansen,Preben Richard Bach,LMO Erhvervsrevision,Jyske Bank,SamsÃ¸ Skorstensfejer ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",SamsÃ¸,2016-01-01,2016-12-31,195763.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"741, SamsÃ¸",2017-12-31,2017-01-01,false,2018-05-31,Horsens,41685099.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25802004,indberetninger-20180424,2.5118417999999996,25559363.0,AWP1rFR30wkEsASktrS1,2018-06-12T20:26:11.938Z,2018-06-12T20:24:56.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QQ,2018-06-12T20:24:57.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25559363,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzEzL2E2L2MyLzlmNzEtNDJhMS1iODEzLTNiZjU5ODlmMGE2Yw.pdf,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzIwLzhkLzY0L2I3M2MtNDcxYS1hZTI1LTk1OWY3YTk5YmJmMw.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i SamsÃ¸ Skorstensfejer ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2000-08-16,2018-05-31,samsofej@gmail.com,36563877.0,25559363.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for SamsÃ¸ Skorstensfejer ApS.,Ãrsrapport,Jan Taylor Hansen,Preben Richard Bach,LMO Erhvervsrevision,Jyske Bank,SamsÃ¸ Skorstensfejer ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",SamsÃ¸,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"741, SamsÃ¸",2017-12-31,2017-01-01,false,2018-05-31,Horsens,41685099.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25802004,indberetninger-20180424,2.5118417999999996,25559363.0,AWP1rFR30wkEsASktrS1,2018-06-12T20:26:11.938Z,2018-06-12T20:24:56.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QQ,2018-06-12T20:24:57.230Z,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25559363,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzEzL2E2L2MyLzlmNzEtNDJhMS1iODEzLTNiZjU5ODlmMGE2Yw.pdf,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzIwLzhkLzY0L2I3M2MtNDcxYS1hZTI1LTk1OWY3YTk5YmJmMw.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i SamsÃ¸ Skorstensfejer ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2000-08-16,2018-05-31,samsofej@gmail.com,36563877.0,25559363.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for SamsÃ¸ Skorstensfejer ApS.,Ãrsrapport,Jan Taylor Hansen,Preben Richard Bach,LMO Erhvervsrevision,Jyske Bank,SamsÃ¸ Skorstensfejer ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",SamsÃ¸,2016-01-01,2016-12-31,-195763.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"741, SamsÃ¸",2017-12-31,2017-01-01,false,2018-05-31,Horsens,41685099.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25802004,indberetninger-20180424,2.5118417999999996,25559363.0,AWP1rFR30wkEsASktrS1,2018-06-12T20:26:11.938Z,2018-06-12T20:24:56.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QQ,2018-06-12T20:24:57.230Z,,12718.0,283770.0,102231.0,0.0,0.0,-195763.0,-194257.0,1506.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25559363,2016-12-31,2016-12-31,ID_5,,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzEzL2E2L2MyLzlmNzEtNDJhMS1iODEzLTNiZjU5ODlmMGE2Yw.pdf,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzIwLzhkLzY0L2I3M2MtNDcxYS1hZTI1LTk1OWY3YTk5YmJmMw.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i SamsÃ¸ Skorstensfejer ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2000-08-16,2018-05-31,samsofej@gmail.com,36563877.0,25559363.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for SamsÃ¸ Skorstensfejer ApS.,Ãrsrapport,Jan Taylor Hansen,Preben Richard Bach,LMO Erhvervsrevision,Jyske Bank,SamsÃ¸ Skorstensfejer ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",SamsÃ¸,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"741, SamsÃ¸",2017-12-31,2017-01-01,false,2018-05-31,Horsens,41685099.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25802004,indberetninger-20180424,2.5118417999999996,25559363.0,AWP1rFR30wkEsASktrS1,2018-06-12T20:26:11.938Z,2018-06-12T20:24:56.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QQ,2018-06-12T20:24:57.230Z,,,,,,,,,,,131627.0,9590.0,125000.0,45139.0,0.0,6000.0,-112189.0,62152.0,35549.0,18336.0,131627.0,243816.0,6000.0,0.0,86488.0,0.0,83943.0,80488.0,35549.0,-237189.0,243816.0,108377.0,0.0,0.0,51496.0,
25559363,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzEzL2E2L2MyLzlmNzEtNDJhMS1iODEzLTNiZjU5ODlmMGE2Yw.pdf,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzIwLzhkLzY0L2I3M2MtNDcxYS1hZTI1LTk1OWY3YTk5YmJmMw.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i SamsÃ¸ Skorstensfejer ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2000-08-16,2018-05-31,samsofej@gmail.com,36563877.0,25559363.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for SamsÃ¸ Skorstensfejer ApS.,Ãrsrapport,Jan Taylor Hansen,Preben Richard Bach,LMO Erhvervsrevision,Jyske Bank,SamsÃ¸ Skorstensfejer ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",SamsÃ¸,2016-01-01,2016-12-31,116086.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"741, SamsÃ¸",2017-12-31,2017-01-01,false,2018-05-31,Horsens,41685099.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25802004,indberetninger-20180424,2.5118417999999996,25559363.0,AWP1rFR30wkEsASktrS1,2018-06-12T20:26:11.938Z,2018-06-12T20:24:56.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QQ,2018-06-12T20:24:57.230Z,,26543.0,961764.0,1097803.0,27868.0,42633.0,78841.0,66864.0,15891.0,-37245.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25559363,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzEzL2E2L2MyLzlmNzEtNDJhMS1iODEzLTNiZjU5ODlmMGE2Yw.pdf,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzIwLzhkLzY0L2I3M2MtNDcxYS1hZTI1LTk1OWY3YTk5YmJmMw.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i SamsÃ¸ Skorstensfejer ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2000-08-16,2018-05-31,samsofej@gmail.com,36563877.0,25559363.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for SamsÃ¸ Skorstensfejer ApS.,Ãrsrapport,Jan Taylor Hansen,Preben Richard Bach,LMO Erhvervsrevision,Jyske Bank,SamsÃ¸ Skorstensfejer ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",SamsÃ¸,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"741, SamsÃ¸",2017-12-31,2017-01-01,false,2018-05-31,Horsens,41685099.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25802004,indberetninger-20180424,2.5118417999999996,25559363.0,AWP1rFR30wkEsASktrS1,2018-06-12T20:26:11.938Z,2018-06-12T20:24:56.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QQ,2018-06-12T20:24:57.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25559363,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzEzL2E2L2MyLzlmNzEtNDJhMS1iODEzLTNiZjU5ODlmMGE2Yw.pdf,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzIwLzhkLzY0L2I3M2MtNDcxYS1hZTI1LTk1OWY3YTk5YmJmMw.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i SamsÃ¸ Skorstensfejer ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2000-08-16,2018-05-31,samsofej@gmail.com,36563877.0,25559363.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for SamsÃ¸ Skorstensfejer ApS.,Ãrsrapport,Jan Taylor Hansen,Preben Richard Bach,LMO Erhvervsrevision,Jyske Bank,SamsÃ¸ Skorstensfejer ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",SamsÃ¸,2016-01-01,2016-12-31,-116086.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"741, SamsÃ¸",2017-12-31,2017-01-01,false,2018-05-31,Horsens,41685099.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25802004,indberetninger-20180424,2.5118417999999996,25559363.0,AWP1rFR30wkEsASktrS1,2018-06-12T20:26:11.938Z,2018-06-12T20:24:56.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QQ,2018-06-12T20:24:57.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25559363,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzEzL2E2L2MyLzlmNzEtNDJhMS1iODEzLTNiZjU5ODlmMGE2Yw.pdf,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzIwLzhkLzY0L2I3M2MtNDcxYS1hZTI1LTk1OWY3YTk5YmJmMw.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i SamsÃ¸ Skorstensfejer ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2000-08-16,2018-05-31,samsofej@gmail.com,36563877.0,25559363.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for SamsÃ¸ Skorstensfejer ApS.,Ãrsrapport,Jan Taylor Hansen,Preben Richard Bach,LMO Erhvervsrevision,Jyske Bank,SamsÃ¸ Skorstensfejer ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",SamsÃ¸,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"741, SamsÃ¸",2017-12-31,2017-01-01,false,2018-05-31,Horsens,41685099.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25802004,indberetninger-20180424,2.5118417999999996,25559363.0,AWP1rFR30wkEsASktrS1,2018-06-12T20:26:11.938Z,2018-06-12T20:24:56.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QQ,2018-06-12T20:24:57.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25559363,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzEzL2E2L2MyLzlmNzEtNDJhMS1iODEzLTNiZjU5ODlmMGE2Yw.pdf,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzIwLzhkLzY0L2I3M2MtNDcxYS1hZTI1LTk1OWY3YTk5YmJmMw.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i SamsÃ¸ Skorstensfejer ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2000-08-16,2018-05-31,samsofej@gmail.com,36563877.0,25559363.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for SamsÃ¸ Skorstensfejer ApS.,Ãrsrapport,Jan Taylor Hansen,Preben Richard Bach,LMO Erhvervsrevision,Jyske Bank,SamsÃ¸ Skorstensfejer ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",SamsÃ¸,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"741, SamsÃ¸",2017-12-31,2017-01-01,false,2018-05-31,Horsens,41685099.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25802004,indberetninger-20180424,2.5118417999999996,25559363.0,AWP1rFR30wkEsASktrS1,2018-06-12T20:26:11.938Z,2018-06-12T20:24:56.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QQ,2018-06-12T20:24:57.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preben Richard Bach
25559363,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzEzL2E2L2MyLzlmNzEtNDJhMS1iODEzLTNiZjU5ODlmMGE2Yw.pdf,http://regnskaber.virk.dk/36395552/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzIwLzhkLzY0L2I3M2MtNDcxYS1hZTI1LTk1OWY3YTk5YmJmMw.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i SamsÃ¸ Skorstensfejer ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2000-08-16,2018-05-31,samsofej@gmail.com,36563877.0,25559363.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for SamsÃ¸ Skorstensfejer ApS.,Ãrsrapport,Jan Taylor Hansen,Preben Richard Bach,LMO Erhvervsrevision,Jyske Bank,SamsÃ¸ Skorstensfejer ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",SamsÃ¸,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"741, SamsÃ¸",2017-12-31,2017-01-01,false,2018-05-31,Horsens,41685099.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25802004,indberetninger-20180424,2.5118417999999996,25559363.0,AWP1rFR30wkEsASktrS1,2018-06-12T20:26:11.938Z,2018-06-12T20:24:56.966Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-50-QQ,2018-06-12T20:24:57.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
