entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnManagementsResponsibilityAuditorsReportOnReviewOfFinancialStatements,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,DateOfApprovalOfAnnualReport,PlaceOfSignatureOfStatement
33753233,2012-07-01,2012-07-01,c476,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC0wODRBQUM2My0yMDE0MDkwMl8wODI1NTJfOTk1.xml,Roskilde,4000.0,1.0,"Hestetorvet 1B, 2.","4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-08-12,2011-06-01,2014-09-01,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",80000.0,33753233.0,33753233.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for HT1 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",El Bihrnmann,El Bihrmann,Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2014-06-30,2013-07-01,2014-08-12,Roskilde,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:14180493,indberetninger-20180424,2.5118406,33753233.0,,2018-03-31T20:41:49.888Z,2014-09-02T22:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.840,2014-09-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
33753233,2012-07-01,2012-07-01,c494,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC0wODRBQUM2My0yMDE0MDkwMl8wODI1NTJfOTk1.xml,Roskilde,4000.0,1.0,"Hestetorvet 1B, 2.","4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-08-12,2011-06-01,2014-09-01,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",273723.0,33753233.0,33753233.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for HT1 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",El Bihrnmann,El Bihrmann,Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2014-06-30,2013-07-01,2014-08-12,Roskilde,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:14180493,indberetninger-20180424,2.5118406,33753233.0,,2018-03-31T20:41:49.888Z,2014-09-02T22:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.840,2014-09-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
33753233,2012-07-01,2013-06-30,c123,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC0wODRBQUM2My0yMDE0MDkwMl8wODI1NTJfOTk1.xml,Roskilde,4000.0,1.0,"Hestetorvet 1B, 2.","4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-08-12,2011-06-01,2014-09-01,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",,33753233.0,33753233.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for HT1 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",El Bihrnmann,El Bihrmann,Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2014-06-30,2013-07-01,2014-08-12,Roskilde,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:14180493,indberetninger-20180424,2.5118406,33753233.0,,2018-03-31T20:41:49.888Z,2014-09-02T22:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.840,2014-09-02T22:00:00.000Z,71493.0,,,,,,,,,,,,,,,,,,,,,,,,,
33753233,2012-07-01,2013-06-30,c3,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC0wODRBQUM2My0yMDE0MDkwMl8wODI1NTJfOTk1.xml,Roskilde,4000.0,1.0,"Hestetorvet 1B, 2.","4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-08-12,2011-06-01,2014-09-01,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",,33753233.0,33753233.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for HT1 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",El Bihrnmann,El Bihrmann,Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2014-06-30,2013-07-01,2014-08-12,Roskilde,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:14180493,indberetninger-20180424,2.5118406,33753233.0,,2018-03-31T20:41:49.888Z,2014-09-02T22:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.840,2014-09-02T22:00:00.000Z,71493.0,1.0,188872.0,275542.0,104872.0,0.0,8623.0,95293.0,86670.0,23800.0,84000.0,,,,,,,,,,,,,,,
33753233,2012-07-01,2013-06-30,c495,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC0wODRBQUM2My0yMDE0MDkwMl8wODI1NTJfOTk1.xml,Roskilde,4000.0,1.0,"Hestetorvet 1B, 2.","4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-08-12,2011-06-01,2014-09-01,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",,33753233.0,33753233.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for HT1 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",El Bihrnmann,El Bihrmann,Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2014-06-30,2013-07-01,2014-08-12,Roskilde,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:14180493,indberetninger-20180424,2.5118406,33753233.0,,2018-03-31T20:41:49.888Z,2014-09-02T22:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.840,2014-09-02T22:00:00.000Z,71493.0,,,,,,,,,,,,,,,,,,,,,,,,,
33753233,2013-06-30,2013-06-30,c4,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC0wODRBQUM2My0yMDE0MDkwMl8wODI1NTJfOTk1.xml,Roskilde,4000.0,1.0,"Hestetorvet 1B, 2.","4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-08-12,2011-06-01,2014-09-01,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",425216.0,33753233.0,33753233.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for HT1 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",El Bihrnmann,El Bihrmann,Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2014-06-30,2013-07-01,2014-08-12,Roskilde,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:14180493,indberetninger-20180424,2.5118406,33753233.0,,2018-03-31T20:41:49.888Z,2014-09-02T22:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.840,2014-09-02T22:00:00.000Z,,,,,,,,,,,,505995.0,469280.0,80000.0,505995.0,505995.0,80779.0,50754.0,345216.0,80779.0,36715.0,30025.0,0.0,36715.0,,
33753233,2013-06-30,2013-06-30,c472,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC0wODRBQUM2My0yMDE0MDkwMl8wODI1NTJfOTk1.xml,Roskilde,4000.0,1.0,"Hestetorvet 1B, 2.","4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-08-12,2011-06-01,2014-09-01,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",80000.0,33753233.0,33753233.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for HT1 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",El Bihrnmann,El Bihrmann,Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2014-06-30,2013-07-01,2014-08-12,Roskilde,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:14180493,indberetninger-20180424,2.5118406,33753233.0,,2018-03-31T20:41:49.888Z,2014-09-02T22:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.840,2014-09-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
33753233,2013-06-30,2013-06-30,c496,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC0wODRBQUM2My0yMDE0MDkwMl8wODI1NTJfOTk1.xml,Roskilde,4000.0,1.0,"Hestetorvet 1B, 2.","4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-08-12,2011-06-01,2014-09-01,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",345216.0,33753233.0,33753233.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for HT1 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",El Bihrnmann,El Bihrmann,Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2014-06-30,2013-07-01,2014-08-12,Roskilde,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:14180493,indberetninger-20180424,2.5118406,33753233.0,,2018-03-31T20:41:49.888Z,2014-09-02T22:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.840,2014-09-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
33753233,2013-07-01,2013-07-01,c199,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC0wODRBQUM2My0yMDE0MDkwMl8wODI1NTJfOTk1.xml,Roskilde,4000.0,1.0,"Hestetorvet 1B, 2.","4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-08-12,2011-06-01,2014-09-01,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",345216.0,33753233.0,33753233.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for HT1 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",El Bihrnmann,El Bihrmann,Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2014-06-30,2013-07-01,2014-08-12,Roskilde,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:14180493,indberetninger-20180424,2.5118406,33753233.0,,2018-03-31T20:41:49.888Z,2014-09-02T22:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.840,2014-09-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
33753233,2013-07-01,2013-07-01,c473,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC0wODRBQUM2My0yMDE0MDkwMl8wODI1NTJfOTk1.xml,Roskilde,4000.0,1.0,"Hestetorvet 1B, 2.","4000, Roskilde","Himmelev Bygade, 70",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-08-12,2011-06-01,2014-09-01,"Andre eksterne omkostninger omfatter omkostninger til salg, administration og lokaler.",80000.0,33753233.0,33753233.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for HT1 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",El Bihrnmann,El Bihrmann,Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2014-06-30,2013-07-01,2014-08-12,Roskilde,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:14180493,indberetninger-20180424,2.5118406,33753233.0,,2018-03-31T20:41:49.888Z,2014-09-02T22:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-299.840,2014-09-02T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,
