entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnManagementsResponsibilityAuditorsReportOnReviewOfFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables
33753233,2010-06-01,2010-06-01,c392,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMTA2MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC1FRjRCNjZDOS0yMDEyMDkwM18xMDMzMjhfMDkx.xml,Danmark,4000 Roskilde,Himmelev Bygade 70,4000  Roskilde,"Hestetorvet 1B, 2. 1.",4000 Roskilde,Himmelev Bygade 70,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 1. juni 2011 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-07-11,2012-07-11,2012-08-29,0.0,33780524.0,33753233.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for HT1 ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juni 2011 - 30. juni 2012.,Ãrsrapporten for HT1 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Doktor,El Bihrnmann,El Bihrmann,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2012-06-30,2011-06-01,2012-07-11,Roskilde,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:14180487,indberetninger-20180424,2.5122902000000003,33753233.0,,2018-04-02T05:01:48.764Z,2012-09-03T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-06-01,12-260.160,2012-09-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
33753233,2010-06-01,2011-05-31,c120,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMTA2MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC1FRjRCNjZDOS0yMDEyMDkwM18xMDMzMjhfMDkx.xml,Danmark,4000 Roskilde,Himmelev Bygade 70,4000  Roskilde,"Hestetorvet 1B, 2. 1.",4000 Roskilde,Himmelev Bygade 70,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 1. juni 2011 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-07-11,2012-07-11,2012-08-29,,33780524.0,33753233.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for HT1 ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juni 2011 - 30. juni 2012.,Ãrsrapporten for HT1 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Doktor,El Bihrnmann,El Bihrmann,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2012-06-30,2011-06-01,2012-07-11,Roskilde,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:14180487,indberetninger-20180424,2.5122902000000003,33753233.0,,2018-04-02T05:01:48.764Z,2012-09-03T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-06-01,12-260.160,2012-09-03T22:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,
33753233,2010-06-01,2011-05-31,c3,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMTA2MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC1FRjRCNjZDOS0yMDEyMDkwM18xMDMzMjhfMDkx.xml,Danmark,4000 Roskilde,Himmelev Bygade 70,4000  Roskilde,"Hestetorvet 1B, 2. 1.",4000 Roskilde,Himmelev Bygade 70,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 1. juni 2011 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-07-11,2012-07-11,2012-08-29,,33780524.0,33753233.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for HT1 ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juni 2011 - 30. juni 2012.,Ãrsrapporten for HT1 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Doktor,El Bihrnmann,El Bihrmann,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2012-06-30,2011-06-01,2012-07-11,Roskilde,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:14180487,indberetninger-20180424,2.5122902000000003,33753233.0,,2018-04-02T05:01:48.764Z,2012-09-03T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-06-01,12-260.160,2012-09-03T22:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
33753233,2010-06-01,2011-05-31,c417,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMTA2MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC1FRjRCNjZDOS0yMDEyMDkwM18xMDMzMjhfMDkx.xml,Danmark,4000 Roskilde,Himmelev Bygade 70,4000  Roskilde,"Hestetorvet 1B, 2. 1.",4000 Roskilde,Himmelev Bygade 70,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 1. juni 2011 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-07-11,2012-07-11,2012-08-29,,33780524.0,33753233.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for HT1 ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juni 2011 - 30. juni 2012.,Ãrsrapporten for HT1 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Doktor,El Bihrnmann,El Bihrmann,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2012-06-30,2011-06-01,2012-07-11,Roskilde,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:14180487,indberetninger-20180424,2.5122902000000003,33753233.0,,2018-04-02T05:01:48.764Z,2012-09-03T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-06-01,12-260.160,2012-09-03T22:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,
33753233,2011-05-31,2011-05-31,c394,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMTA2MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC1FRjRCNjZDOS0yMDEyMDkwM18xMDMzMjhfMDkx.xml,Danmark,4000 Roskilde,Himmelev Bygade 70,4000  Roskilde,"Hestetorvet 1B, 2. 1.",4000 Roskilde,Himmelev Bygade 70,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 1. juni 2011 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-07-11,2012-07-11,2012-08-29,0.0,33780524.0,33753233.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for HT1 ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juni 2011 - 30. juni 2012.,Ãrsrapporten for HT1 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Doktor,El Bihrnmann,El Bihrmann,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2012-06-30,2011-06-01,2012-07-11,Roskilde,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:14180487,indberetninger-20180424,2.5122902000000003,33753233.0,,2018-04-02T05:01:48.764Z,2012-09-03T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-06-01,12-260.160,2012-09-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
33753233,2011-05-31,2011-05-31,c4,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMTA2MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC1FRjRCNjZDOS0yMDEyMDkwM18xMDMzMjhfMDkx.xml,Danmark,4000 Roskilde,Himmelev Bygade 70,4000  Roskilde,"Hestetorvet 1B, 2. 1.",4000 Roskilde,Himmelev Bygade 70,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 1. juni 2011 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-07-11,2012-07-11,2012-08-29,0.0,33780524.0,33753233.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for HT1 ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juni 2011 - 30. juni 2012.,Ãrsrapporten for HT1 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Doktor,El Bihrnmann,El Bihrmann,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2012-06-30,2011-06-01,2012-07-11,Roskilde,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:14180487,indberetninger-20180424,2.5122902000000003,33753233.0,,2018-04-02T05:01:48.764Z,2012-09-03T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-06-01,12-260.160,2012-09-03T22:00:00.000Z,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33753233,2011-05-31,2011-05-31,c418,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMTA2MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC1FRjRCNjZDOS0yMDEyMDkwM18xMDMzMjhfMDkx.xml,Danmark,4000 Roskilde,Himmelev Bygade 70,4000  Roskilde,"Hestetorvet 1B, 2. 1.",4000 Roskilde,Himmelev Bygade 70,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 1. juni 2011 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-07-11,2012-07-11,2012-08-29,0.0,33780524.0,33753233.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for HT1 ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juni 2011 - 30. juni 2012.,Ãrsrapporten for HT1 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Doktor,El Bihrnmann,El Bihrmann,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2012-06-30,2011-06-01,2012-07-11,Roskilde,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:14180487,indberetninger-20180424,2.5122902000000003,33753233.0,,2018-04-02T05:01:48.764Z,2012-09-03T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-06-01,12-260.160,2012-09-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
33753233,2011-06-01,2011-06-01,c177,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMTA2MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC1FRjRCNjZDOS0yMDEyMDkwM18xMDMzMjhfMDkx.xml,Danmark,4000 Roskilde,Himmelev Bygade 70,4000  Roskilde,"Hestetorvet 1B, 2. 1.",4000 Roskilde,Himmelev Bygade 70,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 1. juni 2011 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-07-11,2012-07-11,2012-08-29,80000.0,33780524.0,33753233.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for HT1 ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juni 2011 - 30. juni 2012.,Ãrsrapporten for HT1 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Doktor,El Bihrnmann,El Bihrmann,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2012-06-30,2011-06-01,2012-07-11,Roskilde,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:14180487,indberetninger-20180424,2.5122902000000003,33753233.0,,2018-04-02T05:01:48.764Z,2012-09-03T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-06-01,12-260.160,2012-09-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,
33753233,2011-06-01,2012-06-30,c1,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMTA2MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC1FRjRCNjZDOS0yMDEyMDkwM18xMDMzMjhfMDkx.xml,Danmark,4000 Roskilde,Himmelev Bygade 70,4000  Roskilde,"Hestetorvet 1B, 2. 1.",4000 Roskilde,Himmelev Bygade 70,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 1. juni 2011 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-07-11,2012-07-11,2012-08-29,,33780524.0,33753233.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for HT1 ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juni 2011 - 30. juni 2012.,Ãrsrapporten for HT1 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Doktor,El Bihrnmann,El Bihrmann,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2012-06-30,2011-06-01,2012-07-11,Roskilde,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:14180487,indberetninger-20180424,2.5122902000000003,33753233.0,,2018-04-02T05:01:48.764Z,2012-09-03T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-06-01,12-260.160,2012-09-03T22:00:00.000Z,273723.0,1.0,120885.0,484833.0,29885.0,1000.0,364948.0,363948.0,91225.0,91000.0,,,,,,,,,,,,
33753233,2011-06-01,2012-06-30,c119,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8vcGRmcy8zMzc1MzIzMztBcFM0OTQyNzQ7MjAxMTA2MDE7MjAxMjA2MzA7UjtS.pdf,http://regnskaber.virk.dk/33235733/Y3ZyLmRrOi8veGJybHMvWC1FRjRCNjZDOS0yMDEyMDkwM18xMDMzMjhfMDkx.xml,Danmark,4000 Roskilde,Himmelev Bygade 70,4000  Roskilde,"Hestetorvet 1B, 2. 1.",4000 Roskilde,Himmelev Bygade 70,anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver og passiver, finansielle stilling samt resultat.","Det er pÃ¥ generalforsamlingen den 1. juni 2011 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2011/12 for opfyldt.",2012-07-11,2012-07-11,2012-08-29,,33780524.0,33753233.0,33780524.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2011/12 for HT1 ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for HT1 ApS for regnskabsÃ¥ret 1. juni 2011 - 30. juni 2012.,Ãrsrapporten for HT1 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tina Doktor,El Bihrnmann,El Bihrmann,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Danske Bank A/S,HT1 ApS,"RIR REVISION, Statsautoriseret Revisionspartnerselskab",Roskilde,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2012-06-30,2011-06-01,2012-07-11,Roskilde,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:14180487,indberetninger-20180424,2.5122902000000003,33753233.0,,2018-04-02T05:01:48.764Z,2012-09-03T22:00:00.000Z,regnskab,0.0,,2012-06-30,2011-06-01,12-260.160,2012-09-03T22:00:00.000Z,273723.0,,,,,,,,,,,,,,,,,,,,,
