entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables
35042776,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2NmLzI0LzM0Lzg5YmEtNDhmNi05MGQxLTU2MTE4NTA1ZTRjNQ.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzIyL2MwL2VmL2IxZTQtNDZmOC05NTFkLWFkZTQxMzFmZDVlMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzc3LzFiLzdiLzhlZTgtNDM4ZC05ZWVjLWVkYjYwNjBjY2NmNA.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-24,2019-06-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 103.447 er der deponeret likvide beholdninger kr. 154.170.</p>",77143.0,35042776.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,105843.0,20189.0,Slagelse,2017-01-01,2017-12-31,-17385.0,-8511.0,77143.0,2018-12-31,2018-01-01,false,8874.0,false,Ingen bistand,urn:ofk:oid:27593934,indberetninger-20180424,2.5954002999999997,35042776.0,AWuOySC1IXJRhhXBLaAR,2019-06-25T13:18:04.116Z,2019-06-25T13:17:53.518Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UB,2019-06-25T13:17:53.745Z,,,,,,,,,,,,,,,,,,
35042776,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2NmLzI0LzM0Lzg5YmEtNDhmNi05MGQxLTU2MTE4NTA1ZTRjNQ.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzIyL2MwL2VmL2IxZTQtNDZmOC05NTFkLWFkZTQxMzFmZDVlMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzc3LzFiLzdiLzhlZTgtNDM4ZC05ZWVjLWVkYjYwNjBjY2NmNA.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-24,2019-06-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 103.447 er der deponeret likvide beholdninger kr. 154.170.</p>",,35042776.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2017-01-01,2017-12-31,-17385.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593934,indberetninger-20180424,2.5954002999999997,35042776.0,AWuOySC1IXJRhhXBLaAR,2019-06-25T13:18:04.116Z,2019-06-25T13:17:53.518Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UB,2019-06-25T13:17:53.745Z,,,,,,,,,,,,,,,,,,
35042776,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2NmLzI0LzM0Lzg5YmEtNDhmNi05MGQxLTU2MTE4NTA1ZTRjNQ.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzIyL2MwL2VmL2IxZTQtNDZmOC05NTFkLWFkZTQxMzFmZDVlMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzc3LzFiLzdiLzhlZTgtNDM4ZC05ZWVjLWVkYjYwNjBjY2NmNA.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-24,2019-06-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 103.447 er der deponeret likvide beholdninger kr. 154.170.</p>",,35042776.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593934,indberetninger-20180424,2.5954002999999997,35042776.0,AWuOySC1IXJRhhXBLaAR,2019-06-25T13:18:04.116Z,2019-06-25T13:17:53.518Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UB,2019-06-25T13:17:53.745Z,1638724.0,130240.0,80000.0,1638724.0,-214146.0,1638724.0,1852870.0,0.0,1805054.0,1185172.0,-294146.0,35146.0,0.0,1852870.0,1508484.0,323312.0,12670.0,0.0
35042776,2018-01-01,2018-01-01,c7,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2NmLzI0LzM0Lzg5YmEtNDhmNi05MGQxLTU2MTE4NTA1ZTRjNQ.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzIyL2MwL2VmL2IxZTQtNDZmOC05NTFkLWFkZTQxMzFmZDVlMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzc3LzFiLzdiLzhlZTgtNDM4ZC05ZWVjLWVkYjYwNjBjY2NmNA.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-24,2019-06-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 103.447 er der deponeret likvide beholdninger kr. 154.170.</p>",,35042776.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593934,indberetninger-20180424,2.5954002999999997,35042776.0,AWuOySC1IXJRhhXBLaAR,2019-06-25T13:18:04.116Z,2019-06-25T13:17:53.518Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UB,2019-06-25T13:17:53.745Z,,,,,80000.0,,,,,,,,,,,,,
35042776,2018-01-01,2018-01-01,c8,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2NmLzI0LzM0Lzg5YmEtNDhmNi05MGQxLTU2MTE4NTA1ZTRjNQ.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzIyL2MwL2VmL2IxZTQtNDZmOC05NTFkLWFkZTQxMzFmZDVlMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzc3LzFiLzdiLzhlZTgtNDM4ZC05ZWVjLWVkYjYwNjBjY2NmNA.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-24,2019-06-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 103.447 er der deponeret likvide beholdninger kr. 154.170.</p>",,35042776.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593934,indberetninger-20180424,2.5954002999999997,35042776.0,AWuOySC1IXJRhhXBLaAR,2019-06-25T13:18:04.116Z,2019-06-25T13:17:53.518Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UB,2019-06-25T13:17:53.745Z,,,,,-294146.0,,,,,,,,,,,,,
35042776,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2NmLzI0LzM0Lzg5YmEtNDhmNi05MGQxLTU2MTE4NTA1ZTRjNQ.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzIyL2MwL2VmL2IxZTQtNDZmOC05NTFkLWFkZTQxMzFmZDVlMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzc3LzFiLzdiLzhlZTgtNDM4ZC05ZWVjLWVkYjYwNjBjY2NmNA.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-24,2019-06-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 103.447 er der deponeret likvide beholdninger kr. 154.170.</p>",,35042776.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593934,indberetninger-20180424,2.5954002999999997,35042776.0,AWuOySC1IXJRhhXBLaAR,2019-06-25T13:18:04.116Z,2019-06-25T13:17:53.518Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UB,2019-06-25T13:17:53.745Z,,,,,-214146.0,,,,,,,,,,,,,
35042776,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2NmLzI0LzM0Lzg5YmEtNDhmNi05MGQxLTU2MTE4NTA1ZTRjNQ.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzIyL2MwL2VmL2IxZTQtNDZmOC05NTFkLWFkZTQxMzFmZDVlMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzc3LzFiLzdiLzhlZTgtNDM4ZC05ZWVjLWVkYjYwNjBjY2NmNA.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-24,2019-06-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 103.447 er der deponeret likvide beholdninger kr. 154.170.</p>",107529.0,35042776.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,72209.0,63173.0,Slagelse,2017-01-01,2017-12-31,75668.0,98493.0,107529.0,2018-12-31,2018-01-01,false,22825.0,false,Ingen bistand,urn:ofk:oid:27593934,indberetninger-20180424,2.5954002999999997,35042776.0,AWuOySC1IXJRhhXBLaAR,2019-06-25T13:18:04.116Z,2019-06-25T13:17:53.518Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UB,2019-06-25T13:17:53.745Z,,,,,,,,,,,,,,,,,,
35042776,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2NmLzI0LzM0Lzg5YmEtNDhmNi05MGQxLTU2MTE4NTA1ZTRjNQ.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzIyL2MwL2VmL2IxZTQtNDZmOC05NTFkLWFkZTQxMzFmZDVlMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzc3LzFiLzdiLzhlZTgtNDM4ZC05ZWVjLWVkYjYwNjBjY2NmNA.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-24,2019-06-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 103.447 er der deponeret likvide beholdninger kr. 154.170.</p>",,35042776.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593934,indberetninger-20180424,2.5954002999999997,35042776.0,AWuOySC1IXJRhhXBLaAR,2019-06-25T13:18:04.116Z,2019-06-25T13:17:53.518Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UB,2019-06-25T13:17:53.745Z,,,,,,,,,,,,,,,,,,
35042776,2018-01-01,2018-12-31,c10,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2NmLzI0LzM0Lzg5YmEtNDhmNi05MGQxLTU2MTE4NTA1ZTRjNQ.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzIyL2MwL2VmL2IxZTQtNDZmOC05NTFkLWFkZTQxMzFmZDVlMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzc3LzFiLzdiLzhlZTgtNDM4ZC05ZWVjLWVkYjYwNjBjY2NmNA.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-24,2019-06-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 103.447 er der deponeret likvide beholdninger kr. 154.170.</p>",,35042776.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593934,indberetninger-20180424,2.5954002999999997,35042776.0,AWuOySC1IXJRhhXBLaAR,2019-06-25T13:18:04.116Z,2019-06-25T13:17:53.518Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UB,2019-06-25T13:17:53.745Z,,,,,,,,,,,,,,,,,,
35042776,2018-01-01,2018-12-31,c11,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzdmL2NmLzI0LzM0Lzg5YmEtNDhmNi05MGQxLTU2MTE4NTA1ZTRjNQ.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzIyL2MwL2VmL2IxZTQtNDZmOC05NTFkLWFkZTQxMzFmZDVlMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzc3LzFiLzdiLzhlZTgtNDM4ZC05ZWVjLWVkYjYwNjBjY2NmNA.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-24,2019-06-25,"<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 103.447 er der deponeret likvide beholdninger kr. 154.170.</p>",,35042776.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2017-01-01,2017-12-31,75668.0,,,2018-12-31,2018-01-01,false,,false,Ingen bistand,urn:ofk:oid:27593934,indberetninger-20180424,2.5954002999999997,35042776.0,AWuOySC1IXJRhhXBLaAR,2019-06-25T13:18:04.116Z,2019-06-25T13:17:53.518Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-34-UB,2019-06-25T13:17:53.745Z,,,,,,,,,,,,,,,,,,
