entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfCashAndCashEquivalents,DisclosureOfMortgagesAndCollaterals,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,DividendPaid
35042776,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2QyLzgxL2E3LzNjZDgtNDU5MS04MzUzLTU1Mjc2ODA0MTkzZg.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzNhL2E1L2M2L2Y2YzgtNDM2Ni04ZTYzLTUzOGEwMjM3OGYyMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzA2L2I0L2M4L2Q2MmItNGFlOC1hNTEzLTJjNWM5ZjA3NTFlZQ.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2017-07-06,2017-07-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af de likvide beholdninger, er der pr. 31/12 2016 deponeret kr. 138.977 pÃ¥ sikringskonto, til sikkerhed for bankgÃ¦ld kr. 62.241</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 62.241 er der deponeret likvide beholdninger kr. 138.977.</p>",35879.0,35042776.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,42948.0,10392.0,Slagelse,2015-01-01,2015-12-31,82.0,3323.0,35879.0,2016-12-31,2016-01-01,false,false,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2017. Betingelserne herfor er opfyldt.",3241.0,false,false,Ingen bistand,urn:ofk:oid:24362827,indberetninger-20180424,2.5947857000000005,35042776.0,,2018-03-27T11:52:52.643Z,2017-07-14T05:47:53.067Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-88-RT,2017-07-14T05:47:53.260Z,,,,,,,,,,,,,,,,,,,
35042776,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2QyLzgxL2E3LzNjZDgtNDU5MS04MzUzLTU1Mjc2ODA0MTkzZg.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzNhL2E1L2M2L2Y2YzgtNDM2Ni04ZTYzLTUzOGEwMjM3OGYyMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzA2L2I0L2M4L2Q2MmItNGFlOC1hNTEzLTJjNWM5ZjA3NTFlZQ.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2017-07-06,2017-07-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af de likvide beholdninger, er der pr. 31/12 2016 deponeret kr. 138.977 pÃ¥ sikringskonto, til sikkerhed for bankgÃ¦ld kr. 62.241</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 62.241 er der deponeret likvide beholdninger kr. 138.977.</p>",,35042776.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2015-01-01,2015-12-31,82.0,,,2016-12-31,2016-01-01,false,false,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2017. Betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24362827,indberetninger-20180424,2.5947857000000005,35042776.0,,2018-03-27T11:52:52.643Z,2017-07-14T05:47:53.067Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-88-RT,2017-07-14T05:47:53.260Z,,,,,,,,,,,,,,,,,,,
35042776,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2QyLzgxL2E3LzNjZDgtNDU5MS04MzUzLTU1Mjc2ODA0MTkzZg.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzNhL2E1L2M2L2Y2YzgtNDM2Ni04ZTYzLTUzOGEwMjM3OGYyMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzA2L2I0L2M4L2Q2MmItNGFlOC1hNTEzLTJjNWM5ZjA3NTFlZQ.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2017-07-06,2017-07-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af de likvide beholdninger, er der pr. 31/12 2016 deponeret kr. 138.977 pÃ¥ sikringskonto, til sikkerhed for bankgÃ¦ld kr. 62.241</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 62.241 er der deponeret likvide beholdninger kr. 138.977.</p>",,35042776.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2017. Betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24362827,indberetninger-20180424,2.5947857000000005,35042776.0,,2018-03-27T11:52:52.643Z,2017-07-14T05:47:53.067Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-88-RT,2017-07-14T05:47:53.260Z,1527065.0,1184917.0,80000.0,1527065.0,113150.0,1527065.0,1413915.0,146852.0,1325703.0,6800.0,33150.0,76584.0,146852.0,1413915.0,195296.0,188496.0,3878.0,7750.0,
35042776,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2QyLzgxL2E3LzNjZDgtNDU5MS04MzUzLTU1Mjc2ODA0MTkzZg.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzNhL2E1L2M2L2Y2YzgtNDM2Ni04ZTYzLTUzOGEwMjM3OGYyMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzA2L2I0L2M4L2Q2MmItNGFlOC1hNTEzLTJjNWM5ZjA3NTFlZQ.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2017-07-06,2017-07-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af de likvide beholdninger, er der pr. 31/12 2016 deponeret kr. 138.977 pÃ¥ sikringskonto, til sikkerhed for bankgÃ¦ld kr. 62.241</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 62.241 er der deponeret likvide beholdninger kr. 138.977.</p>",,35042776.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2017. Betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24362827,indberetninger-20180424,2.5947857000000005,35042776.0,,2018-03-27T11:52:52.643Z,2017-07-14T05:47:53.067Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-88-RT,2017-07-14T05:47:53.260Z,,,,,80000.0,,,,,,,,,,,,,,
35042776,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2QyLzgxL2E3LzNjZDgtNDU5MS04MzUzLTU1Mjc2ODA0MTkzZg.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzNhL2E1L2M2L2Y2YzgtNDM2Ni04ZTYzLTUzOGEwMjM3OGYyMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzA2L2I0L2M4L2Q2MmItNGFlOC1hNTEzLTJjNWM5ZjA3NTFlZQ.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2017-07-06,2017-07-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af de likvide beholdninger, er der pr. 31/12 2016 deponeret kr. 138.977 pÃ¥ sikringskonto, til sikkerhed for bankgÃ¦ld kr. 62.241</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 62.241 er der deponeret likvide beholdninger kr. 138.977.</p>",,35042776.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2017. Betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24362827,indberetninger-20180424,2.5947857000000005,35042776.0,,2018-03-27T11:52:52.643Z,2017-07-14T05:47:53.067Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-88-RT,2017-07-14T05:47:53.260Z,,,,,33150.0,,,,,,,,,,,,,,
35042776,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2QyLzgxL2E3LzNjZDgtNDU5MS04MzUzLTU1Mjc2ODA0MTkzZg.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzNhL2E1L2M2L2Y2YzgtNDM2Ni04ZTYzLTUzOGEwMjM3OGYyMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzA2L2I0L2M4L2Q2MmItNGFlOC1hNTEzLTJjNWM5ZjA3NTFlZQ.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2017-07-06,2017-07-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af de likvide beholdninger, er der pr. 31/12 2016 deponeret kr. 138.977 pÃ¥ sikringskonto, til sikkerhed for bankgÃ¦ld kr. 62.241</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 62.241 er der deponeret likvide beholdninger kr. 138.977.</p>",,35042776.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2017. Betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24362827,indberetninger-20180424,2.5947857000000005,35042776.0,,2018-03-27T11:52:52.643Z,2017-07-14T05:47:53.067Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-88-RT,2017-07-14T05:47:53.260Z,,,,,113150.0,,,,,,,,,,,,,,
35042776,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2QyLzgxL2E3LzNjZDgtNDU5MS04MzUzLTU1Mjc2ODA0MTkzZg.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzNhL2E1L2M2L2Y2YzgtNDM2Ni04ZTYzLTUzOGEwMjM3OGYyMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzA2L2I0L2M4L2Q2MmItNGFlOC1hNTEzLTJjNWM5ZjA3NTFlZQ.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2017-07-06,2017-07-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af de likvide beholdninger, er der pr. 31/12 2016 deponeret kr. 138.977 pÃ¥ sikringskonto, til sikkerhed for bankgÃ¦ld kr. 62.241</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 62.241 er der deponeret likvide beholdninger kr. 138.977.</p>",6684.0,35042776.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,336636.0,20041.0,Slagelse,2015-01-01,2015-12-31,-309911.0,-309911.0,6684.0,2016-12-31,2016-01-01,false,false,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2017. Betingelserne herfor er opfyldt.",0.0,false,false,Ingen bistand,urn:ofk:oid:24362827,indberetninger-20180424,2.5947857000000005,35042776.0,,2018-03-27T11:52:52.643Z,2017-07-14T05:47:53.067Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-88-RT,2017-07-14T05:47:53.260Z,,,,,,,,,,,,,,,,,,,0.0
35042776,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2QyLzgxL2E3LzNjZDgtNDU5MS04MzUzLTU1Mjc2ODA0MTkzZg.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzNhL2E1L2M2L2Y2YzgtNDM2Ni04ZTYzLTUzOGEwMjM3OGYyMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzA2L2I0L2M4L2Q2MmItNGFlOC1hNTEzLTJjNWM5ZjA3NTFlZQ.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2017-07-06,2017-07-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af de likvide beholdninger, er der pr. 31/12 2016 deponeret kr. 138.977 pÃ¥ sikringskonto, til sikkerhed for bankgÃ¦ld kr. 62.241</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 62.241 er der deponeret likvide beholdninger kr. 138.977.</p>",,35042776.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2017. Betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24362827,indberetninger-20180424,2.5947857000000005,35042776.0,,2018-03-27T11:52:52.643Z,2017-07-14T05:47:53.067Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-88-RT,2017-07-14T05:47:53.260Z,,,,,,,,,,,,,,,,,,,
35042776,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2QyLzgxL2E3LzNjZDgtNDU5MS04MzUzLTU1Mjc2ODA0MTkzZg.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzNhL2E1L2M2L2Y2YzgtNDM2Ni04ZTYzLTUzOGEwMjM3OGYyMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzA2L2I0L2M4L2Q2MmItNGFlOC1hNTEzLTJjNWM5ZjA3NTFlZQ.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2017-07-06,2017-07-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af de likvide beholdninger, er der pr. 31/12 2016 deponeret kr. 138.977 pÃ¥ sikringskonto, til sikkerhed for bankgÃ¦ld kr. 62.241</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 62.241 er der deponeret likvide beholdninger kr. 138.977.</p>",,35042776.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2017. Betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24362827,indberetninger-20180424,2.5947857000000005,35042776.0,,2018-03-27T11:52:52.643Z,2017-07-14T05:47:53.067Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-88-RT,2017-07-14T05:47:53.260Z,,,,,,,,,,,,,,,,,,,0.0
35042776,2016-01-01,2016-12-31,c11,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzhlL2QyLzgxL2E3LzNjZDgtNDU5MS04MzUzLTU1Mjc2ODA0MTkzZg.xhtml,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzNhL2E1L2M2L2Y2YzgtNDM2Ni04ZTYzLTUzOGEwMjM3OGYyMg.pdf,http://regnskaber.virk.dk/67724053/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzA2L2I0L2M4L2Q2MmItNGFlOC1hNTEzLTJjNWM5ZjA3NTFlZQ.xml,true,Slagelse,4200.0,1.0,Elmedalsvej,2770 Kastrup,RimsÃ¸vej 7,Regnskabsklasse B,2017-07-06,2017-07-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af de likvide beholdninger, er der pr. 31/12 2016 deponeret kr. 138.977 pÃ¥ sikringskonto, til sikkerhed for bankgÃ¦ld kr. 62.241</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Til sikkerhed for bankgÃ¦ld kr. 62.241 er der deponeret likvide beholdninger kr. 138.977.</p>",,35042776.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ladan Rezai,Ladan Rezai,POZE ApS,JÃ¸rgen KjÃ¦p,,,Slagelse,2015-01-01,2015-12-31,-309911.0,,,2016-12-31,2016-01-01,false,false,"Det er samtidig besluttet, at selskabet ikke Ã¸nsker at fÃ¥ revideret sin Ã¥rsrapport for 2017. Betingelserne herfor er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24362827,indberetninger-20180424,2.5947857000000005,35042776.0,,2018-03-27T11:52:52.643Z,2017-07-14T05:47:53.067Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-88-RT,2017-07-14T05:47:53.260Z,,,,,,,,,,,,,,,,,,,0.0
