entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnOmissionOfConsolidatedFinancialStatement,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermReceivablesFromGroupEnterprises,LongtermTaxPayables,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfInvestments,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToInvestments,AmortisationOfGoodwillOfInvestments,DividendIncomeRelatedToInvestments,RevaluationsOfInvestmentsOfTheYear
27587852,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzE4LzlhLzY3LzZmNWItNDhhYy04ZTdhLWRlZDdhZjY2MzhhZA.pdf,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI0L2ZjLzc4LzMwZmQtNDBmNC04ZmJlLWQ4NzRkOGJiYmM2Mg.xml,true,SÃ¦by,9300.0,25.0,SÃ¦bygÃ¥rdvej,Frederikshavn,9900.0,4-8,Jernbanegade,9900 Frederikshavn,Lokesvej 9,DK-9300 SÃ¦by,SÃ¦bygÃ¥rdvej 25,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",-330.0,2018-01-17,2004-02-09,2018-02-06,Statsautoriseret revisor,-103400.0,20255.0,20222670.0,27587852.0,20222670.0,mne19688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Krammehuset ApS.,339761.0,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,21484.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Kallehauge,Jan Kramme,Jan Kramme,Nordjyske Bank,Krammehuset ApS,BDO Statsautoriseret revisionsaktieselskab,2844.0,21600.0,116.0,Frederikshavn,2015-10-01,2016-09-30,338592.0,338262.0,319506.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-09-30,2016-10-01,true,2018-01-17,SÃ¦by,-330.0,urn:ofk:oid:25028264,indberetninger-20180424,2.5095582000000003,27587852.0,,2018-04-03T18:55:11.144Z,2018-02-06T14:05:11.898Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-08-DX,2018-02-06T14:05:12.061Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587852,2015-10-01,2016-09-30,c177,,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzE4LzlhLzY3LzZmNWItNDhhYy04ZTdhLWRlZDdhZjY2MzhhZA.pdf,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI0L2ZjLzc4LzMwZmQtNDBmNC04ZmJlLWQ4NzRkOGJiYmM2Mg.xml,true,SÃ¦by,9300.0,25.0,SÃ¦bygÃ¥rdvej,Frederikshavn,9900.0,4-8,Jernbanegade,9900 Frederikshavn,Lokesvej 9,DK-9300 SÃ¦by,SÃ¦bygÃ¥rdvej 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,2004-02-09,2018-02-06,Statsautoriseret revisor,-103400.0,,20222670.0,27587852.0,20222670.0,mne19688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Krammehuset ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Kallehauge,Jan Kramme,Jan Kramme,Nordjyske Bank,Krammehuset ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2015-10-01,2016-09-30,103400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-09-30,2016-10-01,true,2018-01-17,SÃ¦by,,urn:ofk:oid:25028264,indberetninger-20180424,2.5095582000000003,27587852.0,,2018-04-03T18:55:11.144Z,2018-02-06T14:05:11.898Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-08-DX,2018-02-06T14:05:12.061Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587852,2015-10-01,2016-09-30,c185,,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzE4LzlhLzY3LzZmNWItNDhhYy04ZTdhLWRlZDdhZjY2MzhhZA.pdf,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI0L2ZjLzc4LzMwZmQtNDBmNC04ZmJlLWQ4NzRkOGJiYmM2Mg.xml,true,SÃ¦by,9300.0,25.0,SÃ¦bygÃ¥rdvej,Frederikshavn,9900.0,4-8,Jernbanegade,9900 Frederikshavn,Lokesvej 9,DK-9300 SÃ¦by,SÃ¦bygÃ¥rdvej 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,2004-02-09,2018-02-06,Statsautoriseret revisor,-103400.0,,20222670.0,27587852.0,20222670.0,mne19688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Krammehuset ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Kallehauge,Jan Kramme,Jan Kramme,Nordjyske Bank,Krammehuset ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2015-10-01,2016-09-30,61679.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-09-30,2016-10-01,true,2018-01-17,SÃ¦by,,urn:ofk:oid:25028264,indberetninger-20180424,2.5095582000000003,27587852.0,,2018-04-03T18:55:11.144Z,2018-02-06T14:05:11.898Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-08-DX,2018-02-06T14:05:12.061Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587852,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzE4LzlhLzY3LzZmNWItNDhhYy04ZTdhLWRlZDdhZjY2MzhhZA.pdf,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI0L2ZjLzc4LzMwZmQtNDBmNC04ZmJlLWQ4NzRkOGJiYmM2Mg.xml,true,SÃ¦by,9300.0,25.0,SÃ¦bygÃ¥rdvej,Frederikshavn,9900.0,4-8,Jernbanegade,9900 Frederikshavn,Lokesvej 9,DK-9300 SÃ¦by,SÃ¦bygÃ¥rdvej 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,2004-02-09,2018-02-06,Statsautoriseret revisor,-103400.0,,20222670.0,27587852.0,20222670.0,mne19688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Krammehuset ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Kallehauge,Jan Kramme,Jan Kramme,Nordjyske Bank,Krammehuset ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2015-10-01,2016-09-30,173513.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-09-30,2016-10-01,true,2018-01-17,SÃ¦by,,urn:ofk:oid:25028264,indberetninger-20180424,2.5095582000000003,27587852.0,,2018-04-03T18:55:11.144Z,2018-02-06T14:05:11.898Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-08-DX,2018-02-06T14:05:12.061Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587852,2016-09-30,2016-09-30,c172,,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzE4LzlhLzY3LzZmNWItNDhhYy04ZTdhLWRlZDdhZjY2MzhhZA.pdf,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI0L2ZjLzc4LzMwZmQtNDBmNC04ZmJlLWQ4NzRkOGJiYmM2Mg.xml,true,SÃ¦by,9300.0,25.0,SÃ¦bygÃ¥rdvej,Frederikshavn,9900.0,4-8,Jernbanegade,9900 Frederikshavn,Lokesvej 9,DK-9300 SÃ¦by,SÃ¦bygÃ¥rdvej 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,2004-02-09,2018-02-06,Statsautoriseret revisor,-103400.0,,20222670.0,27587852.0,20222670.0,mne19688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Krammehuset ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Kallehauge,Jan Kramme,Jan Kramme,Nordjyske Bank,Krammehuset ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-09-30,2016-10-01,true,2018-01-17,SÃ¦by,,urn:ofk:oid:25028264,indberetninger-20180424,2.5095582000000003,27587852.0,,2018-04-03T18:55:11.144Z,2018-02-06T14:05:11.898Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-08-DX,2018-02-06T14:05:12.061Z,1454265.0,18442.0,130000.0,0.0,1366338.0,1454265.0,87927.0,901679.0,0.0,901679.0,65430.0,0.0,65430.0,901679.0,93000.0,666.0,68201.0,103400.0,61679.0,1071259.0,93000.0,22497.0,441144.0,99771.0,272842.0,1831.0,330.0,20000.0,,,,,,,,,,
27587852,2016-10-01,2016-10-01,c226,,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzE4LzlhLzY3LzZmNWItNDhhYy04ZTdhLWRlZDdhZjY2MzhhZA.pdf,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI0L2ZjLzc4LzMwZmQtNDBmNC04ZmJlLWQ4NzRkOGJiYmM2Mg.xml,true,SÃ¦by,9300.0,25.0,SÃ¦bygÃ¥rdvej,Frederikshavn,9900.0,4-8,Jernbanegade,9900 Frederikshavn,Lokesvej 9,DK-9300 SÃ¦by,SÃ¦bygÃ¥rdvej 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,2004-02-09,2018-02-06,Statsautoriseret revisor,-103400.0,,20222670.0,27587852.0,20222670.0,mne19688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Krammehuset ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Kallehauge,Jan Kramme,Jan Kramme,Nordjyske Bank,Krammehuset ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-09-30,2016-10-01,true,2018-01-17,SÃ¦by,,urn:ofk:oid:25028264,indberetninger-20180424,2.5095582000000003,27587852.0,,2018-04-03T18:55:11.144Z,2018-02-06T14:05:11.898Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-08-DX,2018-02-06T14:05:12.061Z,,,,,130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587852,2016-10-01,2016-10-01,c235,,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzE4LzlhLzY3LzZmNWItNDhhYy04ZTdhLWRlZDdhZjY2MzhhZA.pdf,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI0L2ZjLzc4LzMwZmQtNDBmNC04ZmJlLWQ4NzRkOGJiYmM2Mg.xml,true,SÃ¦by,9300.0,25.0,SÃ¦bygÃ¥rdvej,Frederikshavn,9900.0,4-8,Jernbanegade,9900 Frederikshavn,Lokesvej 9,DK-9300 SÃ¦by,SÃ¦bygÃ¥rdvej 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,2004-02-09,2018-02-06,Statsautoriseret revisor,-103400.0,,20222670.0,27587852.0,20222670.0,mne19688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Krammehuset ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Kallehauge,Jan Kramme,Jan Kramme,Nordjyske Bank,Krammehuset ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-09-30,2016-10-01,true,2018-01-17,SÃ¦by,,urn:ofk:oid:25028264,indberetninger-20180424,2.5095582000000003,27587852.0,,2018-04-03T18:55:11.144Z,2018-02-06T14:05:11.898Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-08-DX,2018-02-06T14:05:12.061Z,,,,,61679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587852,2016-10-01,2016-10-01,c253,,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzE4LzlhLzY3LzZmNWItNDhhYy04ZTdhLWRlZDdhZjY2MzhhZA.pdf,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI0L2ZjLzc4LzMwZmQtNDBmNC04ZmJlLWQ4NzRkOGJiYmM2Mg.xml,true,SÃ¦by,9300.0,25.0,SÃ¦bygÃ¥rdvej,Frederikshavn,9900.0,4-8,Jernbanegade,9900 Frederikshavn,Lokesvej 9,DK-9300 SÃ¦by,SÃ¦bygÃ¥rdvej 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,2004-02-09,2018-02-06,Statsautoriseret revisor,-103400.0,,20222670.0,27587852.0,20222670.0,mne19688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Krammehuset ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Kallehauge,Jan Kramme,Jan Kramme,Nordjyske Bank,Krammehuset ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-09-30,2016-10-01,true,2018-01-17,SÃ¦by,,urn:ofk:oid:25028264,indberetninger-20180424,2.5095582000000003,27587852.0,,2018-04-03T18:55:11.144Z,2018-02-06T14:05:11.898Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-08-DX,2018-02-06T14:05:12.061Z,,,,,1071259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587852,2016-10-01,2016-10-01,c257,,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzE4LzlhLzY3LzZmNWItNDhhYy04ZTdhLWRlZDdhZjY2MzhhZA.pdf,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI0L2ZjLzc4LzMwZmQtNDBmNC04ZmJlLWQ4NzRkOGJiYmM2Mg.xml,true,SÃ¦by,9300.0,25.0,SÃ¦bygÃ¥rdvej,Frederikshavn,9900.0,4-8,Jernbanegade,9900 Frederikshavn,Lokesvej 9,DK-9300 SÃ¦by,SÃ¦bygÃ¥rdvej 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,2004-02-09,2018-02-06,Statsautoriseret revisor,-103400.0,,20222670.0,27587852.0,20222670.0,mne19688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Krammehuset ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Kallehauge,Jan Kramme,Jan Kramme,Nordjyske Bank,Krammehuset ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-09-30,2016-10-01,true,2018-01-17,SÃ¦by,,urn:ofk:oid:25028264,indberetninger-20180424,2.5095582000000003,27587852.0,,2018-04-03T18:55:11.144Z,2018-02-06T14:05:11.898Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-08-DX,2018-02-06T14:05:12.061Z,,,,,103400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587852,2016-10-01,2016-10-01,c548,,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzE4LzlhLzY3LzZmNWItNDhhYy04ZTdhLWRlZDdhZjY2MzhhZA.pdf,http://regnskaber.virk.dk/25878572/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzI0L2ZjLzc4LzMwZmQtNDBmNC04ZmJlLWQ4NzRkOGJiYmM2Mg.xml,true,SÃ¦by,9300.0,25.0,SÃ¦bygÃ¥rdvej,Frederikshavn,9900.0,4-8,Jernbanegade,9900 Frederikshavn,Lokesvej 9,DK-9300 SÃ¦by,SÃ¦bygÃ¥rdvej 25,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2018-01-17,2004-02-09,2018-02-06,Statsautoriseret revisor,-103400.0,,20222670.0,27587852.0,20222670.0,mne19688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Krammehuset ApS.,,"Der er ikke udarbejdet koncernregnskab, da koncernen opfylder fritagelsesbestemmelserne i Ã¥rsregnskabslovens Â§ 110 om regnskabsaflÃ¦ggelse for mindre koncerner.",Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Kallehauge,Jan Kramme,Jan Kramme,Nordjyske Bank,Krammehuset ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederikshavn,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-09-30,2016-10-01,true,2018-01-17,SÃ¦by,,urn:ofk:oid:25028264,indberetninger-20180424,2.5095582000000003,27587852.0,,2018-04-03T18:55:11.144Z,2018-02-06T14:05:11.898Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-08-DX,2018-02-06T14:05:12.061Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146300.0,207979.0,840000.0,,,,,,,
