entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
35400753,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2VmL2FlL2E2LzI1ZWMtNGU2Yy1hM2Y5LTA3OTMxZmNiN2NkNg.xhtml,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzdlLzZhL2E4Lzc5ZmItNDVhYi1iODJmLTkzMzIyZjc5MTFlZQ.pdf,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2JmLzFhLzIyLzQ2ZjAtNDUzNy1hYzZhLTU1ODhmMTBlYzMwMg.xml,true,KrusÃ¥,6340.0,21.0,BakkegÃ¥rdsvej,6230 RÃ¸dekro,GrÃ¸nningen 54,0.0,Regnskabsklasse B,2019-04-03,2019-04-03,1198.0,35400753.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nicolai HÃ¸rdum Clausen,Henrik Nicolai HÃ¸rdum Clausen,VALUEWINE INVEST ApS,Mads Holger LÃ¸ve Christensen,15.0,KrusÃ¥,2017-01-01,2017-12-31,928.0,1183.0,1198.0,2018-12-31,2018-01-01,false,255.0,86106140.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:27070038,indberetninger-20180424,2.5949402000000004,35400753.0,AWp6f_S7RYGX6_YTHV24,2019-05-02T21:42:52.360Z,2019-05-02T21:42:44.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-98-QN,2019-05-02T21:42:45.276Z,,,,,,,,,,,,,,,,,
35400753,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2VmL2FlL2E2LzI1ZWMtNGU2Yy1hM2Y5LTA3OTMxZmNiN2NkNg.xhtml,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzdlLzZhL2E4Lzc5ZmItNDVhYi1iODJmLTkzMzIyZjc5MTFlZQ.pdf,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2JmLzFhLzIyLzQ2ZjAtNDUzNy1hYzZhLTU1ODhmMTBlYzMwMg.xml,true,KrusÃ¥,6340.0,21.0,BakkegÃ¥rdsvej,6230 RÃ¸dekro,GrÃ¸nningen 54,0.0,Regnskabsklasse B,2019-04-03,2019-04-03,,35400753.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nicolai HÃ¸rdum Clausen,Henrik Nicolai HÃ¸rdum Clausen,VALUEWINE INVEST ApS,Mads Holger LÃ¸ve Christensen,,KrusÃ¥,2017-01-01,2017-12-31,928.0,,,2018-12-31,2018-01-01,false,,86106140.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:27070038,indberetninger-20180424,2.5949402000000004,35400753.0,AWp6f_S7RYGX6_YTHV24,2019-05-02T21:42:52.360Z,2019-05-02T21:42:44.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-98-QN,2019-05-02T21:42:45.276Z,,,,,,,,,,,,,,,,,
35400753,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2VmL2FlL2E2LzI1ZWMtNGU2Yy1hM2Y5LTA3OTMxZmNiN2NkNg.xhtml,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzdlLzZhL2E4Lzc5ZmItNDVhYi1iODJmLTkzMzIyZjc5MTFlZQ.pdf,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2JmLzFhLzIyLzQ2ZjAtNDUzNy1hYzZhLTU1ODhmMTBlYzMwMg.xml,true,KrusÃ¥,6340.0,21.0,BakkegÃ¥rdsvej,6230 RÃ¸dekro,GrÃ¸nningen 54,0.0,Regnskabsklasse B,2019-04-03,2019-04-03,,35400753.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nicolai HÃ¸rdum Clausen,Henrik Nicolai HÃ¸rdum Clausen,VALUEWINE INVEST ApS,Mads Holger LÃ¸ve Christensen,,KrusÃ¥,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,86106140.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:27070038,indberetninger-20180424,2.5949402000000004,35400753.0,AWp6f_S7RYGX6_YTHV24,2019-05-02T21:42:52.360Z,2019-05-02T21:42:44.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-98-QN,2019-05-02T21:42:45.276Z,94562.0,21605.0,80000.0,94562.0,779.0,81961.0,65274.0,94562.0,12601.0,65274.0,8197.0,1961.0,12601.0,1404.0,7683.0,3000.0,6904.0
35400753,2018-01-01,2018-01-01,c7,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2VmL2FlL2E2LzI1ZWMtNGU2Yy1hM2Y5LTA3OTMxZmNiN2NkNg.xhtml,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzdlLzZhL2E4Lzc5ZmItNDVhYi1iODJmLTkzMzIyZjc5MTFlZQ.pdf,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2JmLzFhLzIyLzQ2ZjAtNDUzNy1hYzZhLTU1ODhmMTBlYzMwMg.xml,true,KrusÃ¥,6340.0,21.0,BakkegÃ¥rdsvej,6230 RÃ¸dekro,GrÃ¸nningen 54,0.0,Regnskabsklasse B,2019-04-03,2019-04-03,,35400753.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nicolai HÃ¸rdum Clausen,Henrik Nicolai HÃ¸rdum Clausen,VALUEWINE INVEST ApS,Mads Holger LÃ¸ve Christensen,,KrusÃ¥,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,86106140.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:27070038,indberetninger-20180424,2.5949402000000004,35400753.0,AWp6f_S7RYGX6_YTHV24,2019-05-02T21:42:52.360Z,2019-05-02T21:42:44.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-98-QN,2019-05-02T21:42:45.276Z,,,,,,80000.0,,,,,,,,,,,
35400753,2018-01-01,2018-01-01,c8,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2VmL2FlL2E2LzI1ZWMtNGU2Yy1hM2Y5LTA3OTMxZmNiN2NkNg.xhtml,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzdlLzZhL2E4Lzc5ZmItNDVhYi1iODJmLTkzMzIyZjc5MTFlZQ.pdf,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2JmLzFhLzIyLzQ2ZjAtNDUzNy1hYzZhLTU1ODhmMTBlYzMwMg.xml,true,KrusÃ¥,6340.0,21.0,BakkegÃ¥rdsvej,6230 RÃ¸dekro,GrÃ¸nningen 54,0.0,Regnskabsklasse B,2019-04-03,2019-04-03,,35400753.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nicolai HÃ¸rdum Clausen,Henrik Nicolai HÃ¸rdum Clausen,VALUEWINE INVEST ApS,Mads Holger LÃ¸ve Christensen,,KrusÃ¥,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,86106140.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:27070038,indberetninger-20180424,2.5949402000000004,35400753.0,AWp6f_S7RYGX6_YTHV24,2019-05-02T21:42:52.360Z,2019-05-02T21:42:44.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-98-QN,2019-05-02T21:42:45.276Z,,,,,,1961.0,,,,,,,,,,,
35400753,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2VmL2FlL2E2LzI1ZWMtNGU2Yy1hM2Y5LTA3OTMxZmNiN2NkNg.xhtml,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzdlLzZhL2E4Lzc5ZmItNDVhYi1iODJmLTkzMzIyZjc5MTFlZQ.pdf,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2JmLzFhLzIyLzQ2ZjAtNDUzNy1hYzZhLTU1ODhmMTBlYzMwMg.xml,true,KrusÃ¥,6340.0,21.0,BakkegÃ¥rdsvej,6230 RÃ¸dekro,GrÃ¸nningen 54,0.0,Regnskabsklasse B,2019-04-03,2019-04-03,,35400753.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nicolai HÃ¸rdum Clausen,Henrik Nicolai HÃ¸rdum Clausen,VALUEWINE INVEST ApS,Mads Holger LÃ¸ve Christensen,,KrusÃ¥,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,86106140.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:27070038,indberetninger-20180424,2.5949402000000004,35400753.0,AWp6f_S7RYGX6_YTHV24,2019-05-02T21:42:52.360Z,2019-05-02T21:42:44.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-98-QN,2019-05-02T21:42:45.276Z,,,,,,81961.0,,,,,,,,,,,
35400753,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2VmL2FlL2E2LzI1ZWMtNGU2Yy1hM2Y5LTA3OTMxZmNiN2NkNg.xhtml,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzdlLzZhL2E4Lzc5ZmItNDVhYi1iODJmLTkzMzIyZjc5MTFlZQ.pdf,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2JmLzFhLzIyLzQ2ZjAtNDUzNy1hYzZhLTU1ODhmMTBlYzMwMg.xml,true,KrusÃ¥,6340.0,21.0,BakkegÃ¥rdsvej,6230 RÃ¸dekro,GrÃ¸nningen 54,0.0,Regnskabsklasse B,2019-04-03,2019-04-03,-11551.0,35400753.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nicolai HÃ¸rdum Clausen,Henrik Nicolai HÃ¸rdum Clausen,VALUEWINE INVEST ApS,Mads Holger LÃ¸ve Christensen,0.0,KrusÃ¥,2017-01-01,2017-12-31,-12330.0,-11551.0,-11551.0,2018-12-31,2018-01-01,false,779.0,86106140.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:27070038,indberetninger-20180424,2.5949402000000004,35400753.0,AWp6f_S7RYGX6_YTHV24,2019-05-02T21:42:52.360Z,2019-05-02T21:42:44.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-98-QN,2019-05-02T21:42:45.276Z,,,,,,,,,,,,,,,,,
35400753,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2VmL2FlL2E2LzI1ZWMtNGU2Yy1hM2Y5LTA3OTMxZmNiN2NkNg.xhtml,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzdlLzZhL2E4Lzc5ZmItNDVhYi1iODJmLTkzMzIyZjc5MTFlZQ.pdf,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2JmLzFhLzIyLzQ2ZjAtNDUzNy1hYzZhLTU1ODhmMTBlYzMwMg.xml,true,KrusÃ¥,6340.0,21.0,BakkegÃ¥rdsvej,6230 RÃ¸dekro,GrÃ¸nningen 54,0.0,Regnskabsklasse B,2019-04-03,2019-04-03,,35400753.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nicolai HÃ¸rdum Clausen,Henrik Nicolai HÃ¸rdum Clausen,VALUEWINE INVEST ApS,Mads Holger LÃ¸ve Christensen,,KrusÃ¥,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,86106140.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:27070038,indberetninger-20180424,2.5949402000000004,35400753.0,AWp6f_S7RYGX6_YTHV24,2019-05-02T21:42:52.360Z,2019-05-02T21:42:44.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-98-QN,2019-05-02T21:42:45.276Z,,,,,,,,,,,,,,,,,
35400753,2018-01-01,2018-12-31,c10,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2VmL2FlL2E2LzI1ZWMtNGU2Yy1hM2Y5LTA3OTMxZmNiN2NkNg.xhtml,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzdlLzZhL2E4Lzc5ZmItNDVhYi1iODJmLTkzMzIyZjc5MTFlZQ.pdf,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2JmLzFhLzIyLzQ2ZjAtNDUzNy1hYzZhLTU1ODhmMTBlYzMwMg.xml,true,KrusÃ¥,6340.0,21.0,BakkegÃ¥rdsvej,6230 RÃ¸dekro,GrÃ¸nningen 54,0.0,Regnskabsklasse B,2019-04-03,2019-04-03,,35400753.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nicolai HÃ¸rdum Clausen,Henrik Nicolai HÃ¸rdum Clausen,VALUEWINE INVEST ApS,Mads Holger LÃ¸ve Christensen,,KrusÃ¥,2017-01-01,2017-12-31,-12330.0,,,2018-12-31,2018-01-01,false,,86106140.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:27070038,indberetninger-20180424,2.5949402000000004,35400753.0,AWp6f_S7RYGX6_YTHV24,2019-05-02T21:42:52.360Z,2019-05-02T21:42:44.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-98-QN,2019-05-02T21:42:45.276Z,,,,,,,,,,,,,,,,,
35400753,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzLzNiL2VmL2FlL2E2LzI1ZWMtNGU2Yy1hM2Y5LTA3OTMxZmNiN2NkNg.xhtml,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzdlLzZhL2E4Lzc5ZmItNDVhYi1iODJmLTkzMzIyZjc5MTFlZQ.pdf,http://regnskaber.virk.dk/35700453/ZG9rdW1lbnRsYWdlcjovLzAzL2JjL2JmLzFhLzIyLzQ2ZjAtNDUzNy1hYzZhLTU1ODhmMTBlYzMwMg.xml,true,KrusÃ¥,6340.0,21.0,BakkegÃ¥rdsvej,6230 RÃ¸dekro,GrÃ¸nningen 54,0.0,Regnskabsklasse B,2019-04-03,2019-04-03,,35400753.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik Nicolai HÃ¸rdum Clausen,Henrik Nicolai HÃ¸rdum Clausen,VALUEWINE INVEST ApS,Mads Holger LÃ¸ve Christensen,,KrusÃ¥,2017-01-01,2017-12-31,-12330.0,,,2018-12-31,2018-01-01,false,,86106140.0,false,false,direktÃ¸r,Ingen bistand,urn:ofk:oid:27070038,indberetninger-20180424,2.5949402000000004,35400753.0,AWp6f_S7RYGX6_YTHV24,2019-05-02T21:42:52.360Z,2019-05-02T21:42:44.453Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AV-98-QN,2019-05-02T21:42:45.276Z,,,,,,,,,,,,,,,,,
