entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings
36450916,2014-11-21,2015-12-31,c2,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2Y1L2VlL2Y4LzFhNjEtNGRkOC1iOGFiLWUxYTA4M2E3MmJkMA.xhtml,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2U3L2ZkLzhiL2UzNzItNDZkMi05MmRiLWMwMjc1ZGRjYzU5OQ.pdf,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2M4LzA5LzAzLzMwOTYtNDJjMi1iZGJjLWFlNjRjODg4ZGUwOA.xml,true,Juelsminde,7130.0,8.0,KlejsgÃ¥rdvej,7130 Juelsminde,"KlejsgÃ¥rdvej 8, Klejs",Regnskabsklasse B,2017-05-31,2017-05-31,12.0,-12.0,36450916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mik Lindgaard,Mik Mejlvang Lindgaard,MML INVEST HOLDING ApS,Mik LIndgaard,0.0,Klejs,2014-11-21,2015-12-31,-12.0,0.0,-12.0,2016-12-31,2016-01-01,false,false,0.0,42466714.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24049121,indberetninger-20180424,2.5955422,36450916.0,,2018-03-28T19:11:18.901Z,2017-06-01T01:49:59.548Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-97-RQ,2017-06-01T01:49:59.833Z,,,,,,,,,,
36450916,2015-12-31,2015-12-31,c4,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2Y1L2VlL2Y4LzFhNjEtNGRkOC1iOGFiLWUxYTA4M2E3MmJkMA.xhtml,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2U3L2ZkLzhiL2UzNzItNDZkMi05MmRiLWMwMjc1ZGRjYzU5OQ.pdf,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2M4LzA5LzAzLzMwOTYtNDJjMi1iZGJjLWFlNjRjODg4ZGUwOA.xml,true,Juelsminde,7130.0,8.0,KlejsgÃ¥rdvej,7130 Juelsminde,"KlejsgÃ¥rdvej 8, Klejs",Regnskabsklasse B,2017-05-31,2017-05-31,,,36450916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mik Lindgaard,Mik Mejlvang Lindgaard,MML INVEST HOLDING ApS,Mik LIndgaard,,Klejs,2014-11-21,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,42466714.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24049121,indberetninger-20180424,2.5955422,36450916.0,,2018-03-28T19:11:18.901Z,2017-06-01T01:49:59.548Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-97-RQ,2017-06-01T01:49:59.833Z,49988.0,24988.0,50000.0,24988.0,49988.0,49988.0,25000.0,25000.0,25000.0,-12.0
36450916,2016-01-01,2016-01-01,c5,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2Y1L2VlL2Y4LzFhNjEtNGRkOC1iOGFiLWUxYTA4M2E3MmJkMA.xhtml,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2U3L2ZkLzhiL2UzNzItNDZkMi05MmRiLWMwMjc1ZGRjYzU5OQ.pdf,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2M4LzA5LzAzLzMwOTYtNDJjMi1iZGJjLWFlNjRjODg4ZGUwOA.xml,true,Juelsminde,7130.0,8.0,KlejsgÃ¥rdvej,7130 Juelsminde,"KlejsgÃ¥rdvej 8, Klejs",Regnskabsklasse B,2017-05-31,2017-05-31,,,36450916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mik Lindgaard,Mik Mejlvang Lindgaard,MML INVEST HOLDING ApS,Mik LIndgaard,,Klejs,2014-11-21,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,42466714.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24049121,indberetninger-20180424,2.5955422,36450916.0,,2018-03-28T19:11:18.901Z,2017-06-01T01:49:59.548Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-97-RQ,2017-06-01T01:49:59.833Z,,,,,50000.0,,,,,
36450916,2016-01-01,2016-01-01,c6,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2Y1L2VlL2Y4LzFhNjEtNGRkOC1iOGFiLWUxYTA4M2E3MmJkMA.xhtml,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2U3L2ZkLzhiL2UzNzItNDZkMi05MmRiLWMwMjc1ZGRjYzU5OQ.pdf,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2M4LzA5LzAzLzMwOTYtNDJjMi1iZGJjLWFlNjRjODg4ZGUwOA.xml,true,Juelsminde,7130.0,8.0,KlejsgÃ¥rdvej,7130 Juelsminde,"KlejsgÃ¥rdvej 8, Klejs",Regnskabsklasse B,2017-05-31,2017-05-31,,,36450916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mik Lindgaard,Mik Mejlvang Lindgaard,MML INVEST HOLDING ApS,Mik LIndgaard,,Klejs,2014-11-21,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,42466714.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24049121,indberetninger-20180424,2.5955422,36450916.0,,2018-03-28T19:11:18.901Z,2017-06-01T01:49:59.548Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-97-RQ,2017-06-01T01:49:59.833Z,,,,,-12.0,,,,,
36450916,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2Y1L2VlL2Y4LzFhNjEtNGRkOC1iOGFiLWUxYTA4M2E3MmJkMA.xhtml,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2U3L2ZkLzhiL2UzNzItNDZkMi05MmRiLWMwMjc1ZGRjYzU5OQ.pdf,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2M4LzA5LzAzLzMwOTYtNDJjMi1iZGJjLWFlNjRjODg4ZGUwOA.xml,true,Juelsminde,7130.0,8.0,KlejsgÃ¥rdvej,7130 Juelsminde,"KlejsgÃ¥rdvej 8, Klejs",Regnskabsklasse B,2017-05-31,2017-05-31,,,36450916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mik Lindgaard,Mik Mejlvang Lindgaard,MML INVEST HOLDING ApS,Mik LIndgaard,,Klejs,2014-11-21,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,42466714.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24049121,indberetninger-20180424,2.5955422,36450916.0,,2018-03-28T19:11:18.901Z,2017-06-01T01:49:59.548Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-97-RQ,2017-06-01T01:49:59.833Z,,,,,49988.0,,,,,
36450916,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2Y1L2VlL2Y4LzFhNjEtNGRkOC1iOGFiLWUxYTA4M2E3MmJkMA.xhtml,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2U3L2ZkLzhiL2UzNzItNDZkMi05MmRiLWMwMjc1ZGRjYzU5OQ.pdf,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2M4LzA5LzAzLzMwOTYtNDJjMi1iZGJjLWFlNjRjODg4ZGUwOA.xml,true,Juelsminde,7130.0,8.0,KlejsgÃ¥rdvej,7130 Juelsminde,"KlejsgÃ¥rdvej 8, Klejs",Regnskabsklasse B,2017-05-31,2017-05-31,3000.0,-3000.0,36450916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mik Lindgaard,Mik Mejlvang Lindgaard,MML INVEST HOLDING ApS,Mik LIndgaard,2.0,Klejs,2014-11-21,2015-12-31,-3002.0,-3002.0,-3000.0,2016-12-31,2016-01-01,false,false,0.0,42466714.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24049121,indberetninger-20180424,2.5955422,36450916.0,,2018-03-28T19:11:18.901Z,2017-06-01T01:49:59.548Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-97-RQ,2017-06-01T01:49:59.833Z,,,,,,,,,,
36450916,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2Y1L2VlL2Y4LzFhNjEtNGRkOC1iOGFiLWUxYTA4M2E3MmJkMA.xhtml,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2U3L2ZkLzhiL2UzNzItNDZkMi05MmRiLWMwMjc1ZGRjYzU5OQ.pdf,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2M4LzA5LzAzLzMwOTYtNDJjMi1iZGJjLWFlNjRjODg4ZGUwOA.xml,true,Juelsminde,7130.0,8.0,KlejsgÃ¥rdvej,7130 Juelsminde,"KlejsgÃ¥rdvej 8, Klejs",Regnskabsklasse B,2017-05-31,2017-05-31,,,36450916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mik Lindgaard,Mik Mejlvang Lindgaard,MML INVEST HOLDING ApS,Mik LIndgaard,,Klejs,2014-11-21,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,42466714.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24049121,indberetninger-20180424,2.5955422,36450916.0,,2018-03-28T19:11:18.901Z,2017-06-01T01:49:59.548Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-97-RQ,2017-06-01T01:49:59.833Z,,,,,,,,,,
36450916,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2Y1L2VlL2Y4LzFhNjEtNGRkOC1iOGFiLWUxYTA4M2E3MmJkMA.xhtml,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2U3L2ZkLzhiL2UzNzItNDZkMi05MmRiLWMwMjc1ZGRjYzU5OQ.pdf,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2M4LzA5LzAzLzMwOTYtNDJjMi1iZGJjLWFlNjRjODg4ZGUwOA.xml,true,Juelsminde,7130.0,8.0,KlejsgÃ¥rdvej,7130 Juelsminde,"KlejsgÃ¥rdvej 8, Klejs",Regnskabsklasse B,2017-05-31,2017-05-31,,,36450916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mik Lindgaard,Mik Mejlvang Lindgaard,MML INVEST HOLDING ApS,Mik LIndgaard,,Klejs,2014-11-21,2015-12-31,-3002.0,,,2016-12-31,2016-01-01,false,false,,42466714.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24049121,indberetninger-20180424,2.5955422,36450916.0,,2018-03-28T19:11:18.901Z,2017-06-01T01:49:59.548Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-97-RQ,2017-06-01T01:49:59.833Z,,,,,,,,,,
36450916,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2Y1L2VlL2Y4LzFhNjEtNGRkOC1iOGFiLWUxYTA4M2E3MmJkMA.xhtml,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2U3L2ZkLzhiL2UzNzItNDZkMi05MmRiLWMwMjc1ZGRjYzU5OQ.pdf,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2M4LzA5LzAzLzMwOTYtNDJjMi1iZGJjLWFlNjRjODg4ZGUwOA.xml,true,Juelsminde,7130.0,8.0,KlejsgÃ¥rdvej,7130 Juelsminde,"KlejsgÃ¥rdvej 8, Klejs",Regnskabsklasse B,2017-05-31,2017-05-31,,,36450916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mik Lindgaard,Mik Mejlvang Lindgaard,MML INVEST HOLDING ApS,Mik LIndgaard,,Klejs,2014-11-21,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,42466714.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24049121,indberetninger-20180424,2.5955422,36450916.0,,2018-03-28T19:11:18.901Z,2017-06-01T01:49:59.548Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-97-RQ,2017-06-01T01:49:59.833Z,,,,,-3014.0,,,,,
36450916,2016-12-31,2016-12-31,c3,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2Y1L2VlL2Y4LzFhNjEtNGRkOC1iOGFiLWUxYTA4M2E3MmJkMA.xhtml,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzL2NlL2U3L2ZkLzhiL2UzNzItNDZkMi05MmRiLWMwMjc1ZGRjYzU5OQ.pdf,http://regnskaber.virk.dk/61905463/ZG9rdW1lbnRsYWdlcjovLzAzLzEzL2M4LzA5LzAzLzMwOTYtNDJjMi1iZGJjLWFlNjRjODg4ZGUwOA.xml,true,Juelsminde,7130.0,8.0,KlejsgÃ¥rdvej,7130 Juelsminde,"KlejsgÃ¥rdvej 8, Klejs",Regnskabsklasse B,2017-05-31,2017-05-31,,,36450916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mik Lindgaard,Mik Mejlvang Lindgaard,MML INVEST HOLDING ApS,Mik LIndgaard,,Klejs,2014-11-21,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,42466714.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24049121,indberetninger-20180424,2.5955422,36450916.0,,2018-03-28T19:11:18.901Z,2017-06-01T01:49:59.548Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-97-RQ,2017-06-01T01:49:59.833Z,46986.0,21986.0,50000.0,21986.0,46986.0,46986.0,25000.0,25000.0,25000.0,-3014.0
