entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,FixturesFittingsToolsAndEquipment,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedFairValueAdjustmentsOfPropertyPlantAndEquipment,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment,FairValueAdjustementsOfPropertyPlantAndEquipment
13844933,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2I2L2QwLzJhMTMtNDcwNS05ZThhLWUxYjBhYmE4MjYyMA.pdf,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2I4LzA0LzM3L2Q5MDYtNGI5ZC1iOGFhLTk5Y2I1NTgzY2E0NQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,41.0,Algade,9310 Vodskov,"Halsvej 252, Vester Hassing",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i KEC Ejendomme ApS,-1174.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,93280.0,2018-06-07,1990-01-01,2018-06-13,20000.0,Statsautoriseret revisor,vh@kec-huse.dk,30160.0,0.0,922589.0,www.kechuse.dk,20222670.0,13844933.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for KEC Ejendomme ApS.,Ãrsrapport,15000.0,5000.0,7600000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Betina Fischer-Henrichsen,Betina Fischer-Henrichsen,Nordea Bank Danmark A/S,KEC Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,25160.0,468068.0,15225.0,453068.0,10225.0,Vester Hassing,2016-01-01,2016-12-31,327480.0,419586.0,872429.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,true,2018-06-07,Aalborg,92106.0,5000.0,urn:ofk:oid:25843322,indberetninger-20180424,2.5124211,13844933.0,AWQJN3Ul0wkEsASktzjZ,2018-06-16T15:30:07.075Z,2018-06-16T15:29:42.758Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-25-ZN,2018-06-16T15:29:42.864Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13844933,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2I2L2QwLzJhMTMtNDcwNS05ZThhLWUxYjBhYmE4MjYyMA.pdf,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2I4LzA0LzM3L2Q5MDYtNGI5ZC1iOGFhLTk5Y2I1NTgzY2E0NQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,41.0,Algade,9310 Vodskov,"Halsvej 252, Vester Hassing",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i KEC Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,1990-01-01,2018-06-13,,Statsautoriseret revisor,vh@kec-huse.dk,,,,www.kechuse.dk,20222670.0,13844933.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for KEC Ejendomme ApS.,Ãrsrapport,,,7600000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Betina Fischer-Henrichsen,Betina Fischer-Henrichsen,Nordea Bank Danmark A/S,KEC Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Vester Hassing,2016-01-01,2016-12-31,327480.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,true,2018-06-07,Aalborg,,,urn:ofk:oid:25843322,indberetninger-20180424,2.5124211,13844933.0,AWQJN3Ul0wkEsASktzjZ,2018-06-16T15:30:07.075Z,2018-06-16T15:29:42.758Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-25-ZN,2018-06-16T15:29:42.864Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13844933,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2I2L2QwLzJhMTMtNDcwNS05ZThhLWUxYjBhYmE4MjYyMA.pdf,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2I4LzA0LzM3L2Q5MDYtNGI5ZC1iOGFhLTk5Y2I1NTgzY2E0NQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,41.0,Algade,9310 Vodskov,"Halsvej 252, Vester Hassing",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i KEC Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,1990-01-01,2018-06-13,,Statsautoriseret revisor,vh@kec-huse.dk,,,,www.kechuse.dk,20222670.0,13844933.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for KEC Ejendomme ApS.,Ãrsrapport,,,7600000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Betina Fischer-Henrichsen,Betina Fischer-Henrichsen,Nordea Bank Danmark A/S,KEC Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Vester Hassing,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,true,2018-06-07,Aalborg,,,urn:ofk:oid:25843322,indberetninger-20180424,2.5124211,13844933.0,AWQJN3Ul0wkEsASktzjZ,2018-06-16T15:30:07.075Z,2018-06-16T15:29:42.758Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-25-ZN,2018-06-16T15:29:42.864Z,15781110.0,60841.0,225000.0,4901231.0,20000.0,15272606.0,15781110.0,10707646.0,1648949.0,9517518.0,7868569.0,15292606.0,520044.0,323562.0,15292606.0,172233.0,172233.0,4676231.0,0.0,1190128.0,347000.0,174016.0,427663.0,104101.0,93280.0,55788.0,0.0,,,,,,,
13844933,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2I2L2QwLzJhMTMtNDcwNS05ZThhLWUxYjBhYmE4MjYyMA.pdf,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2I4LzA0LzM3L2Q5MDYtNGI5ZC1iOGFhLTk5Y2I1NTgzY2E0NQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,41.0,Algade,9310 Vodskov,"Halsvej 252, Vester Hassing",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i KEC Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,1990-01-01,2018-06-13,,Statsautoriseret revisor,vh@kec-huse.dk,,,,www.kechuse.dk,20222670.0,13844933.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for KEC Ejendomme ApS.,Ãrsrapport,,,7600000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Betina Fischer-Henrichsen,Betina Fischer-Henrichsen,Nordea Bank Danmark A/S,KEC Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Vester Hassing,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,true,2018-06-07,Aalborg,,,urn:ofk:oid:25843322,indberetninger-20180424,2.5124211,13844933.0,AWQJN3Ul0wkEsASktzjZ,2018-06-16T15:30:07.075Z,2018-06-16T15:29:42.758Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-25-ZN,2018-06-16T15:29:42.864Z,,,,225000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13844933,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2I2L2QwLzJhMTMtNDcwNS05ZThhLWUxYjBhYmE4MjYyMA.pdf,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2I4LzA0LzM3L2Q5MDYtNGI5ZC1iOGFhLTk5Y2I1NTgzY2E0NQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,41.0,Algade,9310 Vodskov,"Halsvej 252, Vester Hassing",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i KEC Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,1990-01-01,2018-06-13,,Statsautoriseret revisor,vh@kec-huse.dk,,,,www.kechuse.dk,20222670.0,13844933.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for KEC Ejendomme ApS.,Ãrsrapport,,,7600000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Betina Fischer-Henrichsen,Betina Fischer-Henrichsen,Nordea Bank Danmark A/S,KEC Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Vester Hassing,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,true,2018-06-07,Aalborg,,,urn:ofk:oid:25843322,indberetninger-20180424,2.5124211,13844933.0,AWQJN3Ul0wkEsASktzjZ,2018-06-16T15:30:07.075Z,2018-06-16T15:29:42.758Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-25-ZN,2018-06-16T15:29:42.864Z,,,,4676231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13844933,2017-01-01,2017-01-01,c447,,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2I2L2QwLzJhMTMtNDcwNS05ZThhLWUxYjBhYmE4MjYyMA.pdf,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2I4LzA0LzM3L2Q5MDYtNGI5ZC1iOGFhLTk5Y2I1NTgzY2E0NQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,41.0,Algade,9310 Vodskov,"Halsvej 252, Vester Hassing",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i KEC Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,1990-01-01,2018-06-13,,Statsautoriseret revisor,vh@kec-huse.dk,,,,www.kechuse.dk,20222670.0,13844933.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for KEC Ejendomme ApS.,Ãrsrapport,,,7600000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Betina Fischer-Henrichsen,Betina Fischer-Henrichsen,Nordea Bank Danmark A/S,KEC Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Vester Hassing,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,true,2018-06-07,Aalborg,,,urn:ofk:oid:25843322,indberetninger-20180424,2.5124211,13844933.0,AWQJN3Ul0wkEsASktzjZ,2018-06-16T15:30:07.075Z,2018-06-16T15:29:42.758Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-25-ZN,2018-06-16T15:29:42.864Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,772053.0,0.0,14500553.0,,,,
13844933,2017-01-01,2017-01-01,c456,,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2I2L2QwLzJhMTMtNDcwNS05ZThhLWUxYjBhYmE4MjYyMA.pdf,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2I4LzA0LzM3L2Q5MDYtNGI5ZC1iOGFhLTk5Y2I1NTgzY2E0NQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,41.0,Algade,9310 Vodskov,"Halsvej 252, Vester Hassing",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i KEC Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,1990-01-01,2018-06-13,,Statsautoriseret revisor,vh@kec-huse.dk,,,,www.kechuse.dk,20222670.0,13844933.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for KEC Ejendomme ApS.,Ãrsrapport,,,7600000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Betina Fischer-Henrichsen,Betina Fischer-Henrichsen,Nordea Bank Danmark A/S,KEC Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Vester Hassing,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,true,2018-06-07,Aalborg,,,urn:ofk:oid:25843322,indberetninger-20180424,2.5124211,13844933.0,AWQJN3Ul0wkEsASktzjZ,2018-06-16T15:30:07.075Z,2018-06-16T15:29:42.758Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-25-ZN,2018-06-16T15:29:42.864Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,80000.0,100000.0,,,,
13844933,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2I2L2QwLzJhMTMtNDcwNS05ZThhLWUxYjBhYmE4MjYyMA.pdf,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2I4LzA0LzM3L2Q5MDYtNGI5ZC1iOGFhLTk5Y2I1NTgzY2E0NQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,41.0,Algade,9310 Vodskov,"Halsvej 252, Vester Hassing",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i KEC Ejendomme ApS,3742.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,102124.0,2018-06-07,1990-01-01,2018-06-13,20000.0,Statsautoriseret revisor,vh@kec-huse.dk,22530.0,27394.0,947133.0,www.kechuse.dk,20222670.0,13844933.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for KEC Ejendomme ApS.,Ãrsrapport,12000.0,7000.0,7600000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Betina Fischer-Henrichsen,Betina Fischer-Henrichsen,Nordea Bank Danmark A/S,KEC Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,17530.0,454213.0,7000.0,442213.0,0.0,Vester Hassing,2016-01-01,2016-12-31,378918.0,484784.0,931997.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,true,2018-06-07,Aalborg,105866.0,5000.0,urn:ofk:oid:25843322,indberetninger-20180424,2.5124211,13844933.0,AWQJN3Ul0wkEsASktzjZ,2018-06-16T15:30:07.075Z,2018-06-16T15:29:42.758Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-25-ZN,2018-06-16T15:29:42.864Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,,
13844933,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2I2L2QwLzJhMTMtNDcwNS05ZThhLWUxYjBhYmE4MjYyMA.pdf,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2I4LzA0LzM3L2Q5MDYtNGI5ZC1iOGFhLTk5Y2I1NTgzY2E0NQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,41.0,Algade,9310 Vodskov,"Halsvej 252, Vester Hassing",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i KEC Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,1990-01-01,2018-06-13,,Statsautoriseret revisor,vh@kec-huse.dk,,,,www.kechuse.dk,20222670.0,13844933.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for KEC Ejendomme ApS.,Ãrsrapport,,,7600000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Betina Fischer-Henrichsen,Betina Fischer-Henrichsen,Nordea Bank Danmark A/S,KEC Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Vester Hassing,2016-01-01,2016-12-31,378918.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,true,2018-06-07,Aalborg,,,urn:ofk:oid:25843322,indberetninger-20180424,2.5124211,13844933.0,AWQJN3Ul0wkEsASktzjZ,2018-06-16T15:30:07.075Z,2018-06-16T15:29:42.758Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-25-ZN,2018-06-16T15:29:42.864Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13844933,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzliL2I2L2QwLzJhMTMtNDcwNS05ZThhLWUxYjBhYmE4MjYyMA.pdf,http://regnskaber.virk.dk/33944831/ZG9rdW1lbnRsYWdlcjovLzAzLzhiL2I4LzA0LzM3L2Q5MDYtNGI5ZC1iOGFhLTk5Y2I1NTgzY2E0NQ.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,41.0,Algade,9310 Vodskov,"Halsvej 252, Vester Hassing",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i KEC Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-07,1990-01-01,2018-06-13,,Statsautoriseret revisor,vh@kec-huse.dk,,,,www.kechuse.dk,20222670.0,13844933.0,20222670.0,mne26714,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for KEC Ejendomme ApS.,Ãrsrapport,,,7600000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Gyde Jensen,Betina Fischer-Henrichsen,Betina Fischer-Henrichsen,Nordea Bank Danmark A/S,KEC Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,Vester Hassing,2016-01-01,2016-12-31,378918.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2017-12-31,2017-01-01,true,2018-06-07,Aalborg,,,urn:ofk:oid:25843322,indberetninger-20180424,2.5124211,13844933.0,AWQJN3Ul0wkEsASktzjZ,2018-06-16T15:30:07.075Z,2018-06-16T15:29:42.758Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-25-ZN,2018-06-16T15:29:42.864Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
