entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm
28327684,2014-07-01,2015-06-30,c110,,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzUxL2UxLzZkL2IxYzAtNDIzYS1hYTcxLWNjMWYwY2JjMTE1NQ.pdf,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVmLzRhLzVjLzAxNDgtNGZkMy1iOGMzLTA5YWU5MDJkYmZmYg.xml,1.0,160000.0,Faaborg,5600.0,2 A,L. Frandsensvej,Svendborg,5700.0,MÃ¸llergade 2,5683 Haarby,SÃ¸brovej 24,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Damson Paint ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-09,2005-01-08,2016-12-09,29436.0,Statsautoriseret revisor,20222670.0,28327684.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Damson Paint ApS.,Ãrsrapport,0.0,11837.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Skovdam Damgaard,Jesper Skovdam Damgaard,Danske Bank,Damson Paint ApS,BDO Statsautoriseret revisionsaktieselskab,Haarby,-50023.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haarby,2016-06-30,2015-07-01,2016-12-09,Faaborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23285036,indberetninger-20180424,2.5097403999999996,28327684.0,,2018-03-29T06:42:33.535Z,2016-12-13T07:16:43.722Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-82-WJ,2016-12-13T07:16:43.856Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28327684,2014-07-01,2015-06-30,c90,,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzUxL2UxLzZkL2IxYzAtNDIzYS1hYTcxLWNjMWYwY2JjMTE1NQ.pdf,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVmLzRhLzVjLzAxNDgtNGZkMy1iOGMzLTA5YWU5MDJkYmZmYg.xml,1.0,160000.0,Faaborg,5600.0,2 A,L. Frandsensvej,Svendborg,5700.0,MÃ¸llergade 2,5683 Haarby,SÃ¸brovej 24,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Damson Paint ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-09,2005-01-08,2016-12-09,29436.0,Statsautoriseret revisor,20222670.0,28327684.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Damson Paint ApS.,Ãrsrapport,0.0,11837.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Skovdam Damgaard,Jesper Skovdam Damgaard,Danske Bank,Damson Paint ApS,BDO Statsautoriseret revisionsaktieselskab,Haarby,-50023.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haarby,2016-06-30,2015-07-01,2016-12-09,Faaborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23285036,indberetninger-20180424,2.5097403999999996,28327684.0,,2018-03-29T06:42:33.535Z,2016-12-13T07:16:43.722Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-82-WJ,2016-12-13T07:16:43.856Z,-14156.0,41243.0,135490.0,152503.0,-1000.0,40392.0,443.0,-39392.0,2880.0,-64179.0,-24230.0,6070.0,-14156.0,126540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28327684,2015-06-30,2015-06-30,c112,,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzUxL2UxLzZkL2IxYzAtNDIzYS1hYTcxLWNjMWYwY2JjMTE1NQ.pdf,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVmLzRhLzVjLzAxNDgtNGZkMy1iOGMzLTA5YWU5MDJkYmZmYg.xml,1.0,160000.0,Faaborg,5600.0,2 A,L. Frandsensvej,Svendborg,5700.0,MÃ¸llergade 2,5683 Haarby,SÃ¸brovej 24,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Damson Paint ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-09,2005-01-08,2016-12-09,29436.0,Statsautoriseret revisor,20222670.0,28327684.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Damson Paint ApS.,Ãrsrapport,0.0,11837.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Skovdam Damgaard,Jesper Skovdam Damgaard,Danske Bank,Damson Paint ApS,BDO Statsautoriseret revisionsaktieselskab,Haarby,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haarby,2016-06-30,2015-07-01,2016-12-09,Faaborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23285036,indberetninger-20180424,2.5097403999999996,28327684.0,,2018-03-29T06:42:33.535Z,2016-12-13T07:16:43.722Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-82-WJ,2016-12-13T07:16:43.856Z,,,,,,,,,,,,,,,694359.0,125000.0,602515.0,6695.0,13240.0,195847.0,91844.0,525908.0,694359.0,498512.0,12055.0,12055.0,86257.0,91844.0,65993.0,2599.0,91844.0,0.0,0.0,439651.0,70847.0,269513.0,486457.0,76825.0,39576.0,76607.0,34550.0,54073.0,,,
28327684,2015-07-01,2015-07-01,c195,,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzUxL2UxLzZkL2IxYzAtNDIzYS1hYTcxLWNjMWYwY2JjMTE1NQ.pdf,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVmLzRhLzVjLzAxNDgtNGZkMy1iOGMzLTA5YWU5MDJkYmZmYg.xml,1.0,160000.0,Faaborg,5600.0,2 A,L. Frandsensvej,Svendborg,5700.0,MÃ¸llergade 2,5683 Haarby,SÃ¸brovej 24,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Damson Paint ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-09,2005-01-08,2016-12-09,29436.0,Statsautoriseret revisor,20222670.0,28327684.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Damson Paint ApS.,Ãrsrapport,0.0,11837.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Skovdam Damgaard,Jesper Skovdam Damgaard,Danske Bank,Damson Paint ApS,BDO Statsautoriseret revisionsaktieselskab,Haarby,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haarby,2016-06-30,2015-07-01,2016-12-09,Faaborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23285036,indberetninger-20180424,2.5097403999999996,28327684.0,,2018-03-29T06:42:33.535Z,2016-12-13T07:16:43.722Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-82-WJ,2016-12-13T07:16:43.856Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51756.0,143600.0,
28327684,2015-07-01,2015-07-01,c252,,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzUxL2UxLzZkL2IxYzAtNDIzYS1hYTcxLWNjMWYwY2JjMTE1NQ.pdf,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVmLzRhLzVjLzAxNDgtNGZkMy1iOGMzLTA5YWU5MDJkYmZmYg.xml,1.0,160000.0,Faaborg,5600.0,2 A,L. Frandsensvej,Svendborg,5700.0,MÃ¸llergade 2,5683 Haarby,SÃ¸brovej 24,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Damson Paint ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-09,2005-01-08,2016-12-09,29436.0,Statsautoriseret revisor,20222670.0,28327684.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Damson Paint ApS.,Ãrsrapport,0.0,11837.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Skovdam Damgaard,Jesper Skovdam Damgaard,Danske Bank,Damson Paint ApS,BDO Statsautoriseret revisionsaktieselskab,Haarby,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haarby,2016-06-30,2015-07-01,2016-12-09,Faaborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23285036,indberetninger-20180424,2.5097403999999996,28327684.0,,2018-03-29T06:42:33.535Z,2016-12-13T07:16:43.722Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-82-WJ,2016-12-13T07:16:43.856Z,,,,,,,,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,
28327684,2015-07-01,2015-07-01,c273,,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzUxL2UxLzZkL2IxYzAtNDIzYS1hYTcxLWNjMWYwY2JjMTE1NQ.pdf,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVmLzRhLzVjLzAxNDgtNGZkMy1iOGMzLTA5YWU5MDJkYmZmYg.xml,1.0,160000.0,Faaborg,5600.0,2 A,L. Frandsensvej,Svendborg,5700.0,MÃ¸llergade 2,5683 Haarby,SÃ¸brovej 24,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Damson Paint ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-09,2005-01-08,2016-12-09,29436.0,Statsautoriseret revisor,20222670.0,28327684.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Damson Paint ApS.,Ãrsrapport,0.0,11837.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Skovdam Damgaard,Jesper Skovdam Damgaard,Danske Bank,Damson Paint ApS,BDO Statsautoriseret revisionsaktieselskab,Haarby,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haarby,2016-06-30,2015-07-01,2016-12-09,Faaborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23285036,indberetninger-20180424,2.5097403999999996,28327684.0,,2018-03-29T06:42:33.535Z,2016-12-13T07:16:43.722Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-82-WJ,2016-12-13T07:16:43.856Z,,,,,,,,,,,,,,,,,,,,70847.0,,,,,,,,,,,,,,,,,,,,,,,,,
28327684,2015-07-01,2015-07-01,c301,,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzUxL2UxLzZkL2IxYzAtNDIzYS1hYTcxLWNjMWYwY2JjMTE1NQ.pdf,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVmLzRhLzVjLzAxNDgtNGZkMy1iOGMzLTA5YWU5MDJkYmZmYg.xml,1.0,160000.0,Faaborg,5600.0,2 A,L. Frandsensvej,Svendborg,5700.0,MÃ¸llergade 2,5683 Haarby,SÃ¸brovej 24,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Damson Paint ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-09,2005-01-08,2016-12-09,29436.0,Statsautoriseret revisor,20222670.0,28327684.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Damson Paint ApS.,Ãrsrapport,0.0,11837.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Skovdam Damgaard,Jesper Skovdam Damgaard,Danske Bank,Damson Paint ApS,BDO Statsautoriseret revisionsaktieselskab,Haarby,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haarby,2016-06-30,2015-07-01,2016-12-09,Faaborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23285036,indberetninger-20180424,2.5097403999999996,28327684.0,,2018-03-29T06:42:33.535Z,2016-12-13T07:16:43.722Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-82-WJ,2016-12-13T07:16:43.856Z,,,,,,,,,,,,,,,,,,,,,,,,,,88880.0,,,,,,,,,,,,,,,,,,,
28327684,2015-07-01,2016-06-30,c0,,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzUxL2UxLzZkL2IxYzAtNDIzYS1hYTcxLWNjMWYwY2JjMTE1NQ.pdf,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVmLzRhLzVjLzAxNDgtNGZkMy1iOGMzLTA5YWU5MDJkYmZmYg.xml,1.0,160000.0,Faaborg,5600.0,2 A,L. Frandsensvej,Svendborg,5700.0,MÃ¸llergade 2,5683 Haarby,SÃ¸brovej 24,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Damson Paint ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-09,2005-01-08,2016-12-09,29436.0,Statsautoriseret revisor,20222670.0,28327684.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Damson Paint ApS.,Ãrsrapport,0.0,11837.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Skovdam Damgaard,Jesper Skovdam Damgaard,Danske Bank,Damson Paint ApS,BDO Statsautoriseret revisionsaktieselskab,Haarby,60374.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haarby,2016-06-30,2015-07-01,2016-12-09,Faaborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23285036,indberetninger-20180424,2.5097403999999996,28327684.0,,2018-03-29T06:42:33.535Z,2016-12-13T07:16:43.722Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-82-WJ,2016-12-13T07:16:43.856Z,17699.0,32257.0,113951.0,266863.0,-3877.0,42582.0,0.0,-38705.0,2495.0,78073.0,120655.0,6588.0,17699.0,104868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
28327684,2015-07-01,2016-06-30,c1,,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzUxL2UxLzZkL2IxYzAtNDIzYS1hYTcxLWNjMWYwY2JjMTE1NQ.pdf,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVmLzRhLzVjLzAxNDgtNGZkMy1iOGMzLTA5YWU5MDJkYmZmYg.xml,1.0,160000.0,Faaborg,5600.0,2 A,L. Frandsensvej,Svendborg,5700.0,MÃ¸llergade 2,5683 Haarby,SÃ¸brovej 24,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Damson Paint ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-09,2005-01-08,2016-12-09,29436.0,Statsautoriseret revisor,20222670.0,28327684.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Damson Paint ApS.,Ãrsrapport,0.0,11837.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Skovdam Damgaard,Jesper Skovdam Damgaard,Danske Bank,Damson Paint ApS,BDO Statsautoriseret revisionsaktieselskab,Haarby,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haarby,2016-06-30,2015-07-01,2016-12-09,Faaborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23285036,indberetninger-20180424,2.5097403999999996,28327684.0,,2018-03-29T06:42:33.535Z,2016-12-13T07:16:43.722Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-82-WJ,2016-12-13T07:16:43.856Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28327684,2015-07-01,2016-06-30,c109,,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzUxL2UxLzZkL2IxYzAtNDIzYS1hYTcxLWNjMWYwY2JjMTE1NQ.pdf,http://regnskaber.virk.dk/48672382/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzVmLzRhLzVjLzAxNDgtNGZkMy1iOGMzLTA5YWU5MDJkYmZmYg.xml,1.0,160000.0,Faaborg,5600.0,2 A,L. Frandsensvej,Svendborg,5700.0,MÃ¸llergade 2,5683 Haarby,SÃ¸brovej 24,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Damson Paint ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-09,2005-01-08,2016-12-09,29436.0,Statsautoriseret revisor,20222670.0,28327684.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2015 - 30. juni 2016 for Damson Paint ApS.,Ãrsrapport,0.0,11837.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Jesper Skovdam Damgaard,Jesper Skovdam Damgaard,Danske Bank,Damson Paint ApS,BDO Statsautoriseret revisionsaktieselskab,Haarby,60374.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haarby,2016-06-30,2015-07-01,2016-12-09,Faaborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23285036,indberetninger-20180424,2.5097403999999996,28327684.0,,2018-03-29T06:42:33.535Z,2016-12-13T07:16:43.722Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BJ-82-WJ,2016-12-13T07:16:43.856Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
